# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        u        g        r        i        z
 409    10000  2.50   -0.992   -0.183   -0.457   -0.686   -0.814
 410    10000  3.00   -1.035   -0.174   -0.454   -0.685   -0.823
 411    10000  3.50   -1.074   -0.174   -0.451   -0.681   -0.834
 412    10000  4.00   -1.104   -0.180   -0.447   -0.674   -0.844
 413    10000  4.50   -1.121   -0.192   -0.443   -0.665   -0.851
 414    10000  5.00   -1.122   -0.210   -0.441   -0.656   -0.854
 415    10250  2.00   -0.945   -0.259   -0.516   -0.741   -0.877
 416    10250  2.50   -0.994   -0.233   -0.511   -0.744   -0.881
 417    10250  3.00   -1.037   -0.224   -0.509   -0.744   -0.889
 418    10250  3.50   -1.076   -0.222   -0.507   -0.742   -0.899
 419    10250  4.00   -1.107   -0.226   -0.503   -0.736   -0.909
 420    10250  4.50   -1.126   -0.235   -0.499   -0.727   -0.916
 421    10250  5.00   -1.131   -0.249   -0.495   -0.717   -0.919
 422    10500  2.00   -0.948   -0.309   -0.570   -0.797   -0.943
 423    10500  2.50   -0.999   -0.283   -0.566   -0.801   -0.946
 424    10500  3.00   -1.043   -0.273   -0.564   -0.803   -0.954
 425    10500  3.50   -1.081   -0.271   -0.562   -0.801   -0.964
 426    10500  4.00   -1.113   -0.273   -0.559   -0.797   -0.973
 427    10500  4.50   -1.134   -0.280   -0.554   -0.789   -0.981
 428    10500  5.00   -1.142   -0.292   -0.549   -0.779   -0.985
 429    10750  2.00   -0.953   -0.359   -0.624   -0.854   -1.007
 430    10750  2.50   -1.005   -0.332   -0.619   -0.858   -1.010
 431    10750  3.00   -1.050   -0.322   -0.618   -0.861   -1.018
 432    10750  3.50   -1.088   -0.320   -0.617   -0.860   -1.028
 433    10750  4.00   -1.120   -0.322   -0.615   -0.857   -1.038
 434    10750  4.50   -1.143   -0.327   -0.610   -0.850   -1.045
 435    10750  5.00   -1.154   -0.336   -0.605   -0.840   -1.050
 436    11000  2.00   -0.961   -0.408   -0.677   -0.909   -1.070
 437    11000  2.50   -1.014   -0.381   -0.673   -0.914   -1.073
 438    11000  3.00   -1.059   -0.371   -0.672   -0.918   -1.082
 439    11000  3.50   -1.098   -0.369   -0.672   -0.919   -1.092
 440    11000  4.00   -1.131   -0.370   -0.670   -0.916   -1.101
 441    11000  4.50   -1.155   -0.375   -0.666   -0.910   -1.109
 442    11000  5.00   -1.167   -0.382   -0.660   -0.901   -1.113
 443    11250  2.00   -0.970   -0.457   -0.729   -0.965   -1.133
 444    11250  2.50   -1.024   -0.430   -0.725   -0.970   -1.136
 445    11250  3.00   -1.070   -0.420   -0.726   -0.974   -1.144
 446    11250  3.50   -1.109   -0.417   -0.726   -0.976   -1.154
 447    11250  4.00   -1.142   -0.419   -0.724   -0.974   -1.163
 448    11250  4.50   -1.167   -0.422   -0.721   -0.969   -1.171
 449    11250  5.00   -1.181   -0.429   -0.715   -0.961   -1.176
 450    11500  2.00   -0.982   -0.505   -0.782   -1.020   -1.194
 451    11500  2.50   -1.036   -0.478   -0.778   -1.025   -1.197
 452    11500  3.00   -1.082   -0.468   -0.778   -1.030   -1.206
 453    11500  3.50   -1.121   -0.466   -0.779   -1.032   -1.216
 454    11500  4.00   -1.154   -0.467   -0.778   -1.031   -1.225
 455    11500  4.50   -1.180   -0.470   -0.775   -1.027   -1.233
 456    11500  5.00   -1.196   -0.476   -0.770   -1.020   -1.238
 457    11750  2.00   -0.994   -0.553   -0.833   -1.074   -1.254
 458    11750  2.50   -1.049   -0.525   -0.829   -1.079   -1.257
 459    11750  3.00   -1.096   -0.516   -0.830   -1.085   -1.266
 460    11750  3.50   -1.135   -0.514   -0.831   -1.088   -1.276
 461    11750  4.00   -1.168   -0.515   -0.831   -1.087   -1.286
 462    11750  4.50   -1.194   -0.518   -0.829   -1.084   -1.293
 463    11750  5.00   -1.210   -0.523   -0.824   -1.078   -1.299
 464    12000  2.50   -1.064   -0.572   -0.880   -1.133   -1.317
 465    12000  3.00   -1.110   -0.563   -0.882   -1.139   -1.326
 466    12000  3.50   -1.150   -0.561   -0.883   -1.142   -1.336
 467    12000  4.00   -1.183   -0.562   -0.883   -1.143   -1.345
 468    12000  4.50   -1.209   -0.565   -0.881   -1.140   -1.353
 469    12000  5.00   -1.226   -0.570   -0.878   -1.135   -1.358
 470    12250  2.50   -1.080   -0.618   -0.931   -1.186   -1.375
 471    12250  3.00   -1.126   -0.610   -0.933   -1.192   -1.385
 472    12250  3.50   -1.166   -0.608   -0.934   -1.196   -1.395
 473    12250  4.00   -1.199   -0.609   -0.935   -1.197   -1.404
 474    12250  4.50   -1.225   -0.612   -0.934   -1.195   -1.412
 475    12250  5.00   -1.242   -0.616   -0.930   -1.191   -1.417
 476    12500  2.50   -1.096   -0.664   -0.981   -1.239   -1.433
 477    12500  3.00   -1.143   -0.656   -0.983   -1.245   -1.442
 478    12500  3.50   -1.183   -0.654   -0.985   -1.249   -1.452
 479    12500  4.00   -1.216   -0.656   -0.986   -1.251   -1.462
 480    12500  4.50   -1.241   -0.659   -0.985   -1.250   -1.470
 481    12500  5.00   -1.259   -0.663   -0.982   -1.245   -1.475
 482    12750  2.50   -1.114   -0.709   -1.030   -1.291   -1.490
 483    12750  3.00   -1.161   -0.701   -1.033   -1.297   -1.499
 484    12750  3.50   -1.201   -0.700   -1.035   -1.302   -1.509
 485    12750  4.00   -1.233   -0.702   -1.036   -1.304   -1.519
 486    12750  4.50   -1.258   -0.705   -1.035   -1.303   -1.526
 487    12750  5.00   -1.276   -0.709   -1.033   -1.299   -1.532
 488    13000  2.50   -1.132   -0.754   -1.079   -1.342   -1.545
 489    13000  3.00   -1.180   -0.746   -1.082   -1.349   -1.555
 490    13000  3.50   -1.219   -0.745   -1.084   -1.354   -1.565
 491    13000  4.00   -1.251   -0.747   -1.086   -1.356   -1.575
 492    13000  4.50   -1.276   -0.750   -1.085   -1.355   -1.583
 493    13000  5.00   -1.294   -0.754   -1.083   -1.352   -1.588
 494    14000  2.00   -1.143   -0.955   -1.267   -1.529   -1.753
 495    14000  2.50   -1.209   -0.925   -1.266   -1.538   -1.759
 496    14000  3.00   -1.259   -0.920   -1.271   -1.548   -1.770
 497    14000  3.50   -1.299   -0.920   -1.275   -1.554   -1.781
 498    14000  4.00   -1.330   -0.923   -1.277   -1.557   -1.790
 499    14000  4.50   -1.354   -0.926   -1.278   -1.557   -1.798
 500    14000  5.00   -1.371   -0.930   -1.276   -1.555   -1.803
 501    15000  2.50   -1.287   -1.087   -1.441   -1.722   -1.957
 502    15000  3.00   -1.342   -1.083   -1.449   -1.735   -1.970
 503    15000  3.50   -1.383   -1.086   -1.455   -1.743   -1.983
 504    15000  4.00   -1.414   -1.090   -1.459   -1.747   -1.993
 505    15000  4.50   -1.437   -1.094   -1.460   -1.748   -2.000
 506    15000  5.00   -1.453   -1.097   -1.459   -1.746   -2.006
 507    16000  2.50   -1.362   -1.238   -1.604   -1.893   -2.141
 508    16000  3.00   -1.423   -1.236   -1.615   -1.909   -2.157
 509    16000  3.50   -1.468   -1.241   -1.624   -1.920   -2.171
 510    16000  4.00   -1.499   -1.247   -1.630   -1.926   -2.182
 511    16000  4.50   -1.522   -1.252   -1.631   -1.928   -2.190
 512    16000  5.00   -1.537   -1.256   -1.631   -1.926   -2.195
 513    17000  2.50   -1.433   -1.380   -1.757   -2.053   -2.312
 514    17000  3.00   -1.501   -1.380   -1.771   -2.073   -2.332
 515    17000  3.50   -1.550   -1.388   -1.783   -2.086   -2.348
 516    17000  4.00   -1.584   -1.395   -1.790   -2.094   -2.360
 517    17000  4.50   -1.607   -1.401   -1.794   -2.097   -2.369
 518    17000  5.00   -1.622   -1.406   -1.794   -2.097   -2.374
 519    18000  2.50   -1.501   -1.514   -1.900   -2.202   -2.472
 520    18000  3.00   -1.575   -1.515   -1.917   -2.225   -2.494
 521    18000  3.50   -1.628   -1.525   -1.932   -2.242   -2.513
 522    18000  4.00   -1.666   -1.535   -1.941   -2.252   -2.527
 523    18000  4.50   -1.690   -1.542   -1.946   -2.256   -2.536
 524    18000  5.00   -1.706   -1.547   -1.947   -2.257   -2.542
 525    19000  2.50   -1.567   -1.639   -2.033   -2.341   -2.620
 526    19000  3.00   -1.647   -1.642   -2.054   -2.369   -2.647
 527    19000  3.50   -1.704   -1.655   -2.072   -2.388   -2.668
 528    19000  4.00   -1.744   -1.666   -2.084   -2.400   -2.683
 529    19000  4.50   -1.771   -1.675   -2.090   -2.406   -2.694
 530    19000  5.00   -1.787   -1.681   -2.092   -2.408   -2.700
 531    20000  3.00   -1.716   -1.762   -2.183   -2.503   -2.789
 532    20000  3.50   -1.776   -1.777   -2.204   -2.526   -2.813
 533    20000  4.00   -1.819   -1.790   -2.218   -2.540   -2.830
 534    20000  4.50   -1.847   -1.800   -2.226   -2.548   -2.842
 535    20000  5.00   -1.865   -1.808   -2.229   -2.551   -2.850
 536    21000  3.00   -1.782   -1.874   -2.304   -2.629   -2.923
 537    21000  3.50   -1.847   -1.892   -2.328   -2.656   -2.950
 538    21000  4.00   -1.891   -1.907   -2.344   -2.672   -2.969
 539    21000  4.50   -1.921   -1.919   -2.354   -2.681   -2.982
 540    21000  5.00   -1.940   -1.927   -2.358   -2.685   -2.990
 541    22000  3.00   -1.844   -1.979   -2.417   -2.747   -3.048
 542    22000  3.50   -1.914   -2.000   -2.445   -2.778   -3.079
 543    22000  4.00   -1.961   -2.018   -2.464   -2.797   -3.100
 544    22000  4.50   -1.993   -2.031   -2.475   -2.808   -3.114
 545    22000  5.00   -2.012   -2.041   -2.481   -2.813   -3.123
 546    23000  3.00   -1.901   -2.076   -2.522   -2.857   -3.164
 547    23000  3.50   -1.979   -2.102   -2.556   -2.893   -3.201
 548    23000  4.00   -2.029   -2.123   -2.577   -2.915   -3.224
 549    23000  4.50   -2.062   -2.138   -2.590   -2.928   -3.240
 550    23000  5.00   -2.082   -2.148   -2.597   -2.934   -3.249
 551    24000  3.00   -1.953   -2.165   -2.619   -2.958   -3.271
 552    24000  3.50   -2.039   -2.198   -2.659   -3.002   -3.315
 553    24000  4.00   -2.094   -2.222   -2.684   -3.027   -3.342
 554    24000  4.50   -2.128   -2.238   -2.699   -3.041   -3.359
 555    24000  5.00   -2.150   -2.250   -2.707   -3.049   -3.369
 556    25000  3.00   -1.993   -2.244   -2.703   -3.048   -3.366
 557    25000  3.50   -2.096   -2.287   -2.756   -3.103   -3.421
 558    25000  4.00   -2.155   -2.315   -2.785   -3.132   -3.452
 559    25000  4.50   -2.192   -2.333   -2.802   -3.149   -3.471
 560    25000  5.00   -2.214   -2.346   -2.811   -3.158   -3.483
 561    26000  3.00   -2.019   -2.310   -2.773   -3.120   -3.443
 562    26000  3.50   -2.147   -2.369   -2.846   -3.197   -3.520
 563    26000  4.00   -2.212   -2.402   -2.880   -3.231   -3.556
 564    26000  4.50   -2.251   -2.423   -2.899   -3.250   -3.577
 565    26000  5.00   -2.276   -2.437   -2.910   -3.261   -3.590
 566    27000  3.50   -2.189   -2.442   -2.926   -3.282   -3.610
 567    27000  4.00   -2.264   -2.482   -2.968   -3.324   -3.653
 568    27000  4.50   -2.307   -2.506   -2.990   -3.346   -3.677
 569    27000  5.00   -2.333   -2.522   -3.003   -3.358   -3.691
 570    28000  3.50   -2.223   -2.507   -2.997   -3.356   -3.689
 571    28000  4.00   -2.310   -2.556   -3.049   -3.409   -3.743
 572    28000  4.50   -2.358   -2.584   -3.075   -3.435   -3.770
 573    28000  5.00   -2.386   -2.601   -3.089   -3.449   -3.786
 574    29000  3.50   -2.251   -2.565   -3.059   -3.421   -3.757
 575    29000  4.00   -2.349   -2.622   -3.122   -3.486   -3.824
 576    29000  4.50   -2.404   -2.656   -3.154   -3.518   -3.857
 577    29000  5.00   -2.434   -2.675   -3.170   -3.534   -3.875
 578    30000  3.50   -2.283   -2.624   -3.120   -3.482   -3.821
 579    30000  4.00   -2.383   -2.682   -3.188   -3.555   -3.896
 580    30000  4.50   -2.444   -2.721   -3.226   -3.593   -3.936
 581    30000  5.00   -2.478   -2.743   -3.245   -3.612   -3.957
 582    31000  3.50   -2.325   -2.688   -3.185   -3.545   -3.886
 583    31000  4.00   -2.415   -2.739   -3.249   -3.619   -3.963
 584    31000  4.50   -2.480   -2.781   -3.291   -3.662   -4.008
 585    31000  5.00   -2.517   -2.806   -3.314   -3.685   -4.032
 586    32000  4.00   -2.449   -2.795   -3.309   -3.679   -4.026
 587    32000  4.50   -2.513   -2.837   -3.353   -3.726   -4.075
 588    32000  5.00   -2.553   -2.865   -3.378   -3.752   -4.102
 589    33000  4.00   -2.491   -2.855   -3.372   -3.742   -4.091
 590    33000  4.50   -2.547   -2.892   -3.412   -3.787   -4.138
 591    33000  5.00   -2.587   -2.920   -3.439   -3.815   -4.168
 592    34000  4.00   -2.542   -2.920   -3.439   -3.807   -4.159
 593    34000  4.50   -2.587   -2.949   -3.473   -3.848   -4.201
 594    34000  5.00   -2.623   -2.975   -3.499   -3.876   -4.231
 595    35000  4.00   -2.600   -2.991   -3.509   -3.875   -4.229
 596    35000  4.50   -2.633   -3.010   -3.537   -3.911   -4.267
 597    35000  5.00   -2.664   -3.032   -3.560   -3.937   -4.294
 598    36000  4.00   -2.665   -3.066   -3.585   -3.948   -4.303
 599    36000  4.50   -2.686   -3.074   -3.603   -3.976   -4.333
 600    36000  5.00   -2.711   -3.092   -3.623   -4.000   -4.358
 601    37000  4.00   -2.737   -3.144   -3.664   -4.026   -4.381
 602    37000  4.50   -2.746   -3.143   -3.674   -4.044   -4.403
 603    37000  5.00   -2.763   -3.155   -3.688   -4.064   -4.424
 604    38000  4.00   -2.811   -3.225   -3.746   -4.107   -4.463
 605    38000  4.50   -2.811   -3.216   -3.748   -4.116   -4.476
 606    38000  5.00   -2.821   -3.221   -3.757   -4.130   -4.492
 607    39000  4.00   -2.887   -3.306   -3.828   -4.189   -4.545
 608    39000  4.50   -2.880   -3.292   -3.825   -4.191   -4.552
 609    39000  5.00   -2.883   -3.291   -3.829   -4.200   -4.563
 610    40000  4.50   -2.952   -3.369   -3.903   -4.269   -4.631
 611    40000  5.00   -2.950   -3.364   -3.903   -4.273   -4.637
 612    41000  4.50   -3.025   -3.447   -3.982   -4.348   -4.711
 613    41000  5.00   -3.020   -3.438   -3.979   -4.347   -4.713
 614    42000  4.50   -3.098   -3.523   -4.061   -4.426   -4.790
 615    42000  5.00   -3.091   -3.514   -4.056   -4.424   -4.790
 616    43000  4.50   -3.170   -3.599   -4.138   -4.504   -4.868
 617    43000  5.00   -3.162   -3.589   -4.133   -4.500   -4.868
 618    44000  4.50   -3.240   -3.673   -4.214   -4.580   -4.945
 619    44000  5.00   -3.233   -3.663   -4.209   -4.576   -4.945
 620    45000  4.50   -3.309   -3.746   -4.288   -4.654   -5.021
 621    45000  5.00   -3.303   -3.737   -4.284   -4.651   -5.021
 622    46000  4.50   -3.377   -3.817   -4.360   -4.727   -5.094
 623    46000  5.00   -3.372   -3.809   -4.357   -4.725   -5.095
 624    47000  4.50   -3.443   -3.886   -4.431   -4.799   -5.166
 625    47000  5.00   -3.439   -3.879   -4.429   -4.798   -5.169
 626    48000  4.50   -3.508   -3.954   -4.500   -4.868   -5.236
 627    48000  5.00   -3.505   -3.948   -4.500   -4.869   -5.240
 628    49000  4.50   -3.571   -4.021   -4.567   -4.937   -5.305
 629    49000  5.00   -3.570   -4.016   -4.569   -4.938   -5.310
 630    50000  5.00   -3.633   -4.082   -4.636   -5.006   -5.379
 631    56101  5.00   -3.710   -4.197   -4.724   -5.103   -5.454
 632    62946  5.00   -4.037   -4.536   -5.073   -5.456   -5.811
 633    70627  5.00   -4.370   -4.879   -5.424   -5.812   -6.170
 634    79245  5.00   -4.708   -5.226   -5.779   -6.170   -6.531
 635    88914  5.00   -5.050   -5.576   -6.135   -6.530   -6.894
 636    99763  5.00   -5.396   -5.929   -6.494   -6.892   -7.258
 637   111936  5.00   -5.745   -6.285   -6.854   -7.255   -7.623
 638   125595  5.00   -6.097   -6.643   -7.217   -7.619   -7.989
 639   140920  5.00   -6.452   -7.002   -7.580   -7.985   -8.356
 640   158115  5.00   -6.809   -7.364   -7.945   -8.352   -8.724
 641   177407  5.00   -7.168   -7.727   -8.311   -8.719   -9.093
 642   199055  5.00   -7.529   -8.091   -8.678   -9.088   -9.463
 643   223343  5.00   -7.891   -8.456   -9.046   -9.457   -9.833
 644   250595  5.00   -8.255   -8.823   -9.415   -9.827  -10.203
 645   281172  5.00   -8.620   -9.190   -9.784  -10.197  -10.575
 646   315481  5.00   -8.987   -9.559  -10.154  -10.568  -10.946
 647   353975  5.00   -9.354   -9.928  -10.525  -10.940  -11.318
 648   397167  5.00   -9.722  -10.297  -10.896  -11.311  -11.690
 649   445629  5.00  -10.091  -10.668  -11.267  -11.683  -12.063
 650   500004  5.00  -10.460  -11.038  -11.639  -12.056  -12.436
 651   561014  5.00  -10.830  -11.410  -12.011  -12.428  -12.809
 652   629469  5.00  -11.201  -11.781  -12.384  -12.801  -13.182
 653   706276  5.00  -11.572  -12.153  -12.756  -13.175  -13.556
 654   792455  5.00  -11.944  -12.526  -13.129  -13.548  -13.929
 655   889149  5.00  -12.316  -12.898  -13.503  -13.922  -14.303
 656   997642  5.00  -12.688  -13.271  -13.876  -14.295  -14.677
 657  1119373  5.00  -13.060  -13.644  -14.250  -14.669  -15.051
 658  1255958  5.00  -13.433  -14.018  -14.623  -15.043  -15.425
 659  1409209  5.00  -13.806  -14.391  -14.997  -15.417  -15.799
 660  1581159  5.00  -14.180  -14.765  -15.371  -15.791  -16.174
 661  1774090  5.00  -14.553  -15.139  -15.745  -16.166  -16.548
 662  1990563  5.00  -14.927  -15.513  -16.120  -16.540  -16.922
 663  2233450  5.00  -15.301  -15.887  -16.494  -16.914  -17.297
 664  2505973  5.00  -15.674  -16.261  -16.868  -17.289  -17.672
 665  2811749  5.00  -16.048  -16.635  -17.243  -17.663  -18.046
 666  3154836  5.00  -16.423  -17.010  -17.617  -18.038  -18.421
 667  3539785  5.00  -16.797  -17.384  -17.992  -18.413  -18.796
 668  3971706  5.00  -17.171  -17.759  -18.366  -18.787  -19.170
 669  4456330  5.00  -17.546  -18.133  -18.741  -19.162  -19.545
# BCs for Fluks et al. 1994 M-giant spectra:
#  n     Teff  logg        u        g        r        i        z
   0     3810  0.00   -5.232   -2.180   -0.743   -0.151    0.214
   1     3736  0.00   -5.480   -2.411   -0.956   -0.216    0.214
   2     3666  0.00   -5.741   -2.663   -1.199   -0.300    0.201
   3     3574  0.00   -5.963   -3.071   -1.567   -0.467    0.136
   4     3434  0.00   -6.474   -3.757   -2.226   -0.821    0.018
   5     3309  0.00   -7.001   -4.788   -3.149   -1.410   -0.171
   6     3126  0.00   -7.946   -6.208   -4.480   -2.215   -0.581
   7     2890  0.00   -8.652   -7.675   -5.306   -2.820   -0.984
   8     2667  0.00   -9.374   -8.706   -5.828   -3.150   -1.145
   9     2500  0.00  -10.108   -9.436   -6.407   -3.451   -1.145
