# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        u        g        r        i        z
 411    10000  3.50   -1.031   -0.138   -0.420   -0.655   -0.813
 412    10000  4.00   -1.062   -0.147   -0.418   -0.650   -0.823
 413    10000  4.50   -1.081   -0.160   -0.415   -0.642   -0.831
 414    10000  5.00   -1.083   -0.178   -0.413   -0.632   -0.834
 415    10250  2.00   -0.882   -0.216   -0.475   -0.704   -0.847
 416    10250  2.50   -0.937   -0.190   -0.473   -0.710   -0.853
 417    10250  3.00   -0.985   -0.182   -0.473   -0.714   -0.864
 418    10250  3.50   -1.027   -0.184   -0.474   -0.714   -0.876
 419    10250  4.00   -1.062   -0.191   -0.473   -0.710   -0.887
 420    10250  4.50   -1.084   -0.202   -0.470   -0.703   -0.895
 421    10250  5.00   -1.092   -0.218   -0.467   -0.694   -0.900
 422    10500  2.00   -0.879   -0.265   -0.528   -0.758   -0.911
 423    10500  2.50   -0.935   -0.238   -0.525   -0.765   -0.916
 424    10500  3.00   -0.984   -0.229   -0.526   -0.770   -0.926
 425    10500  3.50   -1.027   -0.230   -0.527   -0.771   -0.938
 426    10500  4.00   -1.062   -0.236   -0.527   -0.769   -0.950
 427    10500  4.50   -1.088   -0.246   -0.525   -0.763   -0.959
 428    10500  5.00   -1.101   -0.260   -0.522   -0.755   -0.965
 429    10750  2.00   -0.879   -0.313   -0.580   -0.813   -0.974
 430    10750  2.50   -0.935   -0.286   -0.576   -0.819   -0.978
 431    10750  3.00   -0.985   -0.277   -0.578   -0.825   -0.988
 432    10750  3.50   -1.028   -0.277   -0.580   -0.828   -1.001
 433    10750  4.00   -1.065   -0.282   -0.580   -0.827   -1.012
 434    10750  4.50   -1.093   -0.291   -0.579   -0.823   -1.022
 435    10750  5.00   -1.109   -0.303   -0.576   -0.816   -1.029
 436    11000  2.00   -0.883   -0.361   -0.632   -0.868   -1.036
 437    11000  2.50   -0.939   -0.333   -0.628   -0.873   -1.040
 438    11000  3.00   -0.988   -0.324   -0.629   -0.879   -1.050
 439    11000  3.50   -1.032   -0.324   -0.632   -0.883   -1.062
 440    11000  4.00   -1.070   -0.329   -0.633   -0.884   -1.074
 441    11000  4.50   -1.099   -0.337   -0.633   -0.881   -1.084
 442    11000  5.00   -1.118   -0.348   -0.631   -0.875   -1.091
 443    11250  2.00   -0.890   -0.409   -0.684   -0.922   -1.097
 444    11250  2.50   -0.945   -0.380   -0.679   -0.927   -1.100
 445    11250  3.00   -0.994   -0.371   -0.681   -0.934   -1.110
 446    11250  3.50   -1.038   -0.371   -0.684   -0.938   -1.122
 447    11250  4.00   -1.076   -0.376   -0.686   -0.940   -1.134
 448    11250  4.50   -1.107   -0.383   -0.687   -0.939   -1.145
 449    11250  5.00   -1.127   -0.393   -0.685   -0.934   -1.152
 450    11500  2.00   -0.899   -0.457   -0.736   -0.976   -1.158
 451    11500  2.50   -0.954   -0.428   -0.730   -0.981   -1.161
 452    11500  3.00   -1.003   -0.418   -0.732   -0.987   -1.170
 453    11500  3.50   -1.046   -0.418   -0.735   -0.993   -1.182
 454    11500  4.00   -1.085   -0.422   -0.738   -0.996   -1.194
 455    11500  4.50   -1.116   -0.430   -0.739   -0.995   -1.205
 456    11500  5.00   -1.138   -0.439   -0.738   -0.991   -1.213
 457    11750  2.00   -0.911   -0.505   -0.787   -1.030   -1.218
 458    11750  2.50   -0.965   -0.474   -0.781   -1.034   -1.220
 459    11750  3.00   -1.013   -0.465   -0.783   -1.041   -1.230
 460    11750  3.50   -1.057   -0.465   -0.787   -1.046   -1.242
 461    11750  4.00   -1.095   -0.469   -0.790   -1.050   -1.254
 462    11750  4.50   -1.127   -0.476   -0.792   -1.051   -1.264
 463    11750  5.00   -1.149   -0.485   -0.791   -1.048   -1.272
 464    12000  2.50   -0.978   -0.521   -0.832   -1.088   -1.279
 465    12000  3.00   -1.025   -0.511   -0.834   -1.094   -1.288
 466    12000  3.50   -1.068   -0.511   -0.837   -1.100   -1.300
 467    12000  4.00   -1.107   -0.515   -0.841   -1.104   -1.312
 468    12000  4.50   -1.139   -0.522   -0.843   -1.105   -1.323
 469    12000  5.00   -1.162   -0.531   -0.843   -1.104   -1.331
 470    12250  2.50   -0.993   -0.567   -0.882   -1.140   -1.337
 471    12250  3.00   -1.039   -0.558   -0.884   -1.147   -1.346
 472    12250  3.50   -1.082   -0.557   -0.888   -1.152   -1.357
 473    12250  4.00   -1.120   -0.562   -0.891   -1.157   -1.369
 474    12250  4.50   -1.152   -0.568   -0.894   -1.159   -1.380
 475    12250  5.00   -1.176   -0.577   -0.895   -1.158   -1.389
 476    12500  2.50   -1.009   -0.613   -0.932   -1.193   -1.394
 477    12500  3.00   -1.055   -0.603   -0.934   -1.199   -1.403
 478    12500  3.50   -1.097   -0.603   -0.937   -1.205   -1.414
 479    12500  4.00   -1.134   -0.607   -0.941   -1.209   -1.426
 480    12500  4.50   -1.166   -0.614   -0.944   -1.212   -1.437
 481    12500  5.00   -1.191   -0.622   -0.946   -1.212   -1.446
 482    12750  2.50   -1.026   -0.658   -0.981   -1.244   -1.450
 483    12750  3.00   -1.072   -0.649   -0.983   -1.251   -1.459
 484    12750  3.50   -1.113   -0.649   -0.987   -1.257   -1.470
 485    12750  4.00   -1.150   -0.653   -0.991   -1.261   -1.482
 486    12750  4.50   -1.182   -0.659   -0.994   -1.264   -1.493
 487    12750  5.00   -1.207   -0.668   -0.996   -1.265   -1.502
 488    13000  2.50   -1.045   -0.703   -1.030   -1.296   -1.506
 489    13000  3.00   -1.090   -0.694   -1.032   -1.302   -1.515
 490    13000  3.50   -1.131   -0.694   -1.036   -1.308   -1.526
 491    13000  4.00   -1.167   -0.698   -1.040   -1.313   -1.537
 492    13000  4.50   -1.198   -0.704   -1.043   -1.316   -1.548
 493    13000  5.00   -1.223   -0.712   -1.045   -1.317   -1.557
 494    14000  2.00   -1.059   -0.907   -1.222   -1.485   -1.716
 495    14000  2.50   -1.122   -0.875   -1.218   -1.492   -1.719
 496    14000  3.00   -1.171   -0.868   -1.222   -1.501   -1.729
 497    14000  3.50   -1.210   -0.869   -1.226   -1.507   -1.740
 498    14000  4.00   -1.243   -0.873   -1.230   -1.512   -1.751
 499    14000  4.50   -1.272   -0.879   -1.234   -1.515   -1.761
 500    14000  5.00   -1.296   -0.887   -1.236   -1.517   -1.770
 501    15000  2.50   -1.202   -1.036   -1.393   -1.677   -1.917
 502    15000  3.00   -1.255   -1.032   -1.400   -1.688   -1.930
 503    15000  3.50   -1.296   -1.035   -1.407   -1.697   -1.942
 504    15000  4.00   -1.328   -1.040   -1.412   -1.702   -1.952
 505    15000  4.50   -1.355   -1.047   -1.415   -1.705   -1.962
 506    15000  5.00   -1.376   -1.054   -1.418   -1.707   -1.970
 507    16000  2.50   -1.277   -1.187   -1.556   -1.848   -2.101
 508    16000  3.00   -1.339   -1.186   -1.568   -1.864   -2.117
 509    16000  3.50   -1.384   -1.192   -1.578   -1.875   -2.131
 510    16000  4.00   -1.417   -1.199   -1.584   -1.882   -2.143
 511    16000  4.50   -1.443   -1.206   -1.588   -1.885   -2.152
 512    16000  5.00   -1.462   -1.213   -1.590   -1.887   -2.159
 513    17000  2.50   -1.348   -1.327   -1.707   -2.006   -2.271
 514    17000  3.00   -1.419   -1.330   -1.724   -2.028   -2.291
 515    17000  3.50   -1.469   -1.339   -1.737   -2.042   -2.308
 516    17000  4.00   -1.505   -1.348   -1.746   -2.051   -2.321
 517    17000  4.50   -1.531   -1.357   -1.751   -2.056   -2.331
 518    17000  5.00   -1.550   -1.364   -1.754   -2.058   -2.338
 519    18000  2.50   -1.413   -1.458   -1.847   -2.152   -2.427
 520    18000  3.00   -1.494   -1.464   -1.869   -2.180   -2.454
 521    18000  3.50   -1.551   -1.477   -1.887   -2.199   -2.474
 522    18000  4.00   -1.590   -1.489   -1.898   -2.210   -2.489
 523    18000  4.50   -1.618   -1.499   -1.905   -2.217   -2.500
 524    18000  5.00   -1.637   -1.507   -1.909   -2.219   -2.507
 525    19000  2.50   -1.473   -1.581   -1.976   -2.286   -2.570
 526    19000  3.00   -1.565   -1.589   -2.004   -2.322   -2.604
 527    19000  3.50   -1.627   -1.606   -2.027   -2.345   -2.628
 528    19000  4.00   -1.671   -1.621   -2.041   -2.359   -2.646
 529    19000  4.50   -1.702   -1.633   -2.050   -2.368   -2.658
 530    19000  5.00   -1.722   -1.642   -2.055   -2.372   -2.666
 531    20000  3.00   -1.631   -1.705   -2.130   -2.453   -2.744
 532    20000  3.50   -1.700   -1.726   -2.157   -2.482   -2.773
 533    20000  4.00   -1.748   -1.745   -2.175   -2.500   -2.793
 534    20000  4.50   -1.781   -1.759   -2.187   -2.510   -2.807
 535    20000  5.00   -1.803   -1.770   -2.193   -2.516   -2.816
 536    21000  3.00   -1.692   -1.815   -2.247   -2.575   -2.873
 537    21000  3.50   -1.769   -1.840   -2.279   -2.610   -2.908
 538    21000  4.00   -1.821   -1.861   -2.301   -2.631   -2.931
 539    21000  4.50   -1.857   -1.878   -2.315   -2.644   -2.947
 540    21000  5.00   -1.881   -1.890   -2.323   -2.651   -2.958
 541    22000  3.00   -1.751   -1.918   -2.356   -2.689   -2.993
 542    22000  3.50   -1.833   -1.946   -2.394   -2.729   -3.034
 543    22000  4.00   -1.891   -1.971   -2.419   -2.755   -3.061
 544    22000  4.50   -1.929   -1.989   -2.436   -2.771   -3.080
 545    22000  5.00   -1.955   -2.004   -2.446   -2.779   -3.091
 546    23000  3.00   -1.808   -2.016   -2.460   -2.796   -3.106
 547    23000  3.50   -1.895   -2.046   -2.501   -2.841   -3.152
 548    23000  4.00   -1.956   -2.074   -2.530   -2.871   -3.183
 549    23000  4.50   -1.998   -2.095   -2.550   -2.890   -3.204
 550    23000  5.00   -2.026   -2.111   -2.562   -2.900   -3.217
 551    24000  3.00   -1.863   -2.106   -2.558   -2.898   -3.213
 552    24000  3.50   -1.954   -2.141   -2.603   -2.947   -3.263
 553    24000  4.00   -2.019   -2.171   -2.635   -2.980   -3.298
 554    24000  4.50   -2.064   -2.194   -2.657   -3.002   -3.322
 555    24000  5.00   -2.093   -2.212   -2.671   -3.015   -3.337
 556    25000  3.00   -1.910   -2.189   -2.646   -2.990   -3.310
 557    25000  3.50   -2.012   -2.231   -2.699   -3.047   -3.368
 558    25000  4.00   -2.078   -2.263   -2.734   -3.083   -3.406
 559    25000  4.50   -2.125   -2.288   -2.758   -3.107   -3.432
 560    25000  5.00   -2.157   -2.307   -2.774   -3.122   -3.449
 561    26000  3.00   -1.950   -2.263   -2.723   -3.069   -3.394
 562    26000  3.50   -2.066   -2.314   -2.790   -3.143   -3.468
 563    26000  4.00   -2.136   -2.350   -2.828   -3.181   -3.508
 564    26000  4.50   -2.184   -2.377   -2.854   -3.207   -3.536
 565    26000  5.00   -2.217   -2.397   -2.871   -3.224   -3.555
 566    27000  3.50   -2.114   -2.390   -2.873   -3.230   -3.561
 567    27000  4.00   -2.191   -2.432   -2.917   -3.274   -3.606
 568    27000  4.50   -2.240   -2.460   -2.944   -3.302   -3.635
 569    27000  5.00   -2.274   -2.481   -2.963   -3.320   -3.655
 570    28000  3.50   -2.156   -2.458   -2.948   -3.309   -3.643
 571    28000  4.00   -2.241   -2.507   -3.000   -3.362   -3.697
 572    28000  4.50   -2.293   -2.539   -3.030   -3.391   -3.728
 573    28000  5.00   -2.328   -2.561   -3.050   -3.410   -3.749
 574    29000  3.50   -2.194   -2.523   -3.017   -3.379   -3.718
 575    29000  4.00   -2.285   -2.576   -3.076   -3.442   -3.781
 576    29000  4.50   -2.342   -2.612   -3.110   -3.476   -3.816
 577    29000  5.00   -2.378   -2.636   -3.131   -3.496   -3.838
 578    30000  3.50   -2.237   -2.589   -3.085   -3.448   -3.789
 579    30000  4.00   -2.325   -2.640   -3.146   -3.514   -3.858
 580    30000  4.50   -2.387   -2.679   -3.184   -3.554   -3.898
 581    30000  5.00   -2.424   -2.706   -3.207   -3.576   -3.922
 582    31000  3.50   -2.289   -2.660   -3.157   -3.518   -3.861
 583    31000  4.00   -2.365   -2.701   -3.212   -3.583   -3.929
 584    31000  4.50   -2.427   -2.742   -3.253   -3.626   -3.973
 585    31000  5.00   -2.467   -2.770   -3.279   -3.651   -4.000
 586    32000  4.00   -2.407   -2.762   -3.277   -3.649   -3.998
 587    32000  4.50   -2.467   -2.802   -3.319   -3.694   -4.044
 588    32000  5.00   -2.508   -2.832   -3.346   -3.721   -4.072
 589    33000  4.00   -2.457   -2.828   -3.346   -3.716   -4.068
 590    33000  4.50   -2.508   -2.861   -3.383   -3.758   -4.112
 591    33000  5.00   -2.548   -2.891   -3.410   -3.787   -4.141
 592    34000  4.00   -2.513   -2.897   -3.417   -3.786   -4.140
 593    34000  4.50   -2.554   -2.922   -3.448   -3.824   -4.179
 594    34000  5.00   -2.589   -2.949   -3.474   -3.852   -4.208
 595    35000  4.00   -2.576   -2.970   -3.491   -3.858   -4.214
 596    35000  4.50   -2.605   -2.986   -3.515   -3.890   -4.248
 597    35000  5.00   -2.635   -3.009   -3.538   -3.916   -4.275
 598    36000  4.00   -2.644   -3.047   -3.570   -3.934   -4.291
 599    36000  4.50   -2.662   -3.054   -3.585   -3.958   -4.318
 600    36000  5.00   -2.686   -3.071   -3.604   -3.982   -4.342
 601    37000  4.00   -2.716   -3.126   -3.650   -4.013   -4.371
 602    37000  4.50   -2.724   -3.125   -3.658   -4.029   -4.391
 603    37000  5.00   -2.741   -3.136   -3.672   -4.048   -4.411
 604    38000  4.00   -2.790   -3.206   -3.732   -4.094   -4.454
 605    38000  4.50   -2.791   -3.198   -3.734   -4.103   -4.466
 606    38000  5.00   -2.801   -3.204   -3.742   -4.117   -4.481
 607    39000  4.00   -2.865   -3.286   -3.813   -4.176   -4.536
 608    39000  4.50   -2.860   -3.274   -3.811   -4.179   -4.544
 609    39000  5.00   -2.865   -3.275   -3.815   -4.188   -4.554
 610    40000  4.50   -2.931   -3.350   -3.890   -4.256   -4.622
 611    40000  5.00   -2.932   -3.348   -3.890   -4.261   -4.629
 612    41000  4.50   -3.003   -3.426   -3.967   -4.334   -4.701
 613    41000  5.00   -3.001   -3.421   -3.966   -4.336   -4.705
 614    42000  4.50   -3.073   -3.501   -4.044   -4.411   -4.779
 615    42000  5.00   -3.070   -3.495   -4.042   -4.411   -4.782
 616    43000  4.50   -3.143   -3.574   -4.119   -4.486   -4.855
 617    43000  5.00   -3.140   -3.569   -4.118   -4.486   -4.858
 618    44000  4.50   -3.211   -3.646   -4.192   -4.560   -4.930
 619    44000  5.00   -3.208   -3.641   -4.192   -4.560   -4.933
 620    45000  4.50   -3.277   -3.717   -4.264   -4.632   -5.003
 621    45000  5.00   -3.276   -3.712   -4.265   -4.633   -5.007
 622    46000  4.50   -3.343   -3.786   -4.334   -4.703   -5.074
 623    46000  5.00   -3.342   -3.782   -4.336   -4.705   -5.080
 624    47000  4.50   -3.407   -3.854   -4.403   -4.773   -5.144
 625    47000  5.00   -3.407   -3.850   -4.406   -4.775   -5.150
 626    48000  4.50   -3.470   -3.920   -4.470   -4.841   -5.212
 627    48000  5.00   -3.471   -3.917   -4.474   -4.844   -5.220
 628    49000  4.50   -3.532   -3.985   -4.536   -4.907   -5.279
 629    49000  5.00   -3.534   -3.983   -4.541   -4.911   -5.288
 630    50000  5.00   -3.595   -4.047   -4.606   -4.978   -5.354
 631    56101  5.00   -3.710   -4.197   -4.724   -5.103   -5.454
 632    62946  5.00   -4.037   -4.536   -5.073   -5.456   -5.811
 633    70627  5.00   -4.370   -4.879   -5.424   -5.812   -6.170
 634    79245  5.00   -4.708   -5.226   -5.779   -6.170   -6.531
 635    88914  5.00   -5.050   -5.576   -6.135   -6.530   -6.894
 636    99763  5.00   -5.396   -5.929   -6.494   -6.892   -7.258
 637   111936  5.00   -5.745   -6.285   -6.854   -7.255   -7.623
 638   125595  5.00   -6.097   -6.643   -7.217   -7.619   -7.989
 639   140920  5.00   -6.452   -7.002   -7.580   -7.985   -8.356
 640   158115  5.00   -6.809   -7.364   -7.945   -8.352   -8.724
 641   177407  5.00   -7.168   -7.727   -8.311   -8.719   -9.093
 642   199055  5.00   -7.529   -8.091   -8.678   -9.088   -9.463
 643   223343  5.00   -7.891   -8.456   -9.046   -9.457   -9.833
 644   250595  5.00   -8.255   -8.823   -9.415   -9.827  -10.203
 645   281172  5.00   -8.620   -9.190   -9.784  -10.197  -10.575
 646   315481  5.00   -8.987   -9.559  -10.154  -10.568  -10.946
 647   353975  5.00   -9.354   -9.928  -10.525  -10.940  -11.318
 648   397167  5.00   -9.722  -10.297  -10.896  -11.311  -11.690
 649   445629  5.00  -10.091  -10.668  -11.267  -11.683  -12.063
 650   500004  5.00  -10.460  -11.038  -11.639  -12.056  -12.436
 651   561014  5.00  -10.830  -11.410  -12.011  -12.428  -12.809
 652   629469  5.00  -11.201  -11.781  -12.384  -12.801  -13.182
 653   706276  5.00  -11.572  -12.153  -12.756  -13.175  -13.556
 654   792455  5.00  -11.944  -12.526  -13.129  -13.548  -13.929
 655   889149  5.00  -12.316  -12.898  -13.503  -13.922  -14.303
 656   997642  5.00  -12.688  -13.271  -13.876  -14.295  -14.677
 657  1119373  5.00  -13.060  -13.644  -14.250  -14.669  -15.051
 658  1255958  5.00  -13.433  -14.018  -14.623  -15.043  -15.425
 659  1409209  5.00  -13.806  -14.391  -14.997  -15.417  -15.799
 660  1581159  5.00  -14.180  -14.765  -15.371  -15.791  -16.174
 661  1774090  5.00  -14.553  -15.139  -15.745  -16.166  -16.548
 662  1990563  5.00  -14.927  -15.513  -16.120  -16.540  -16.922
 663  2233450  5.00  -15.301  -15.887  -16.494  -16.914  -17.297
 664  2505973  5.00  -15.674  -16.261  -16.868  -17.289  -17.672
 665  2811749  5.00  -16.048  -16.635  -17.243  -17.663  -18.046
 666  3154836  5.00  -16.423  -17.010  -17.617  -18.038  -18.421
 667  3539785  5.00  -16.797  -17.384  -17.992  -18.413  -18.796
 668  3971706  5.00  -17.171  -17.759  -18.366  -18.787  -19.170
 669  4456330  5.00  -17.546  -18.133  -18.741  -19.162  -19.545
# BCs for Fluks et al. 1994 M-giant spectra:
#  n     Teff  logg        u        g        r        i        z
   0     3810  0.00   -5.232   -2.180   -0.743   -0.151    0.214
   1     3736  0.00   -5.480   -2.411   -0.956   -0.216    0.214
   2     3666  0.00   -5.741   -2.663   -1.199   -0.300    0.201
   3     3574  0.00   -5.963   -3.071   -1.567   -0.467    0.136
   4     3434  0.00   -6.474   -3.757   -2.226   -0.821    0.018
   5     3309  0.00   -7.001   -4.788   -3.149   -1.410   -0.171
   6     3126  0.00   -7.946   -6.208   -4.480   -2.215   -0.581
   7     2890  0.00   -8.652   -7.675   -5.306   -2.820   -0.984
   8     2667  0.00   -9.374   -8.706   -5.828   -3.150   -1.145
   9     2500  0.00  -10.108   -9.436   -6.407   -3.451   -1.145
