# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        u        g        r        i        z
 409    10000  2.50   -1.022   -0.201   -0.474   -0.701   -0.827
 410    10000  3.00   -1.065   -0.192   -0.470   -0.699   -0.836
 411    10000  3.50   -1.103   -0.191   -0.466   -0.694   -0.846
 412    10000  4.00   -1.130   -0.196   -0.461   -0.686   -0.855
 413    10000  4.50   -1.143   -0.206   -0.456   -0.676   -0.860
 414    10000  5.00   -1.139   -0.223   -0.452   -0.665   -0.862
 415    10250  2.00   -0.978   -0.278   -0.535   -0.758   -0.891
 416    10250  2.50   -1.026   -0.252   -0.529   -0.760   -0.894
 417    10250  3.00   -1.068   -0.241   -0.526   -0.759   -0.902
 418    10250  3.50   -1.106   -0.239   -0.522   -0.755   -0.912
 419    10250  4.00   -1.135   -0.242   -0.517   -0.748   -0.920
 420    10250  4.50   -1.151   -0.250   -0.511   -0.739   -0.926
 421    10250  5.00   -1.151   -0.262   -0.506   -0.727   -0.928
 422    10500  2.00   -0.983   -0.329   -0.589   -0.816   -0.957
 423    10500  2.50   -1.032   -0.302   -0.584   -0.818   -0.960
 424    10500  3.00   -1.074   -0.291   -0.581   -0.819   -0.967
 425    10500  3.50   -1.112   -0.288   -0.578   -0.816   -0.977
 426    10500  4.00   -1.142   -0.289   -0.573   -0.809   -0.985
 427    10500  4.50   -1.161   -0.295   -0.567   -0.800   -0.991
 428    10500  5.00   -1.164   -0.305   -0.560   -0.789   -0.994
 429    10750  2.00   -0.989   -0.379   -0.643   -0.873   -1.022
 430    10750  2.50   -1.040   -0.352   -0.638   -0.876   -1.025
 431    10750  3.00   -1.082   -0.341   -0.636   -0.877   -1.032
 432    10750  3.50   -1.120   -0.337   -0.633   -0.875   -1.041
 433    10750  4.00   -1.150   -0.338   -0.629   -0.870   -1.049
 434    10750  4.50   -1.171   -0.342   -0.623   -0.861   -1.056
 435    10750  5.00   -1.178   -0.349   -0.616   -0.850   -1.059
 436    11000  2.00   -0.998   -0.428   -0.697   -0.929   -1.086
 437    11000  2.50   -1.049   -0.402   -0.692   -0.933   -1.089
 438    11000  3.00   -1.093   -0.391   -0.690   -0.935   -1.096
 439    11000  3.50   -1.130   -0.386   -0.688   -0.934   -1.105
 440    11000  4.00   -1.160   -0.386   -0.684   -0.929   -1.113
 441    11000  4.50   -1.182   -0.389   -0.679   -0.922   -1.120
 442    11000  5.00   -1.192   -0.395   -0.672   -0.911   -1.123
 443    11250  2.00   -1.008   -0.477   -0.750   -0.985   -1.149
 444    11250  2.50   -1.061   -0.450   -0.745   -0.989   -1.151
 445    11250  3.00   -1.104   -0.440   -0.744   -0.992   -1.159
 446    11250  3.50   -1.141   -0.435   -0.742   -0.991   -1.167
 447    11250  4.00   -1.172   -0.435   -0.739   -0.988   -1.176
 448    11250  4.50   -1.194   -0.437   -0.734   -0.981   -1.182
 449    11250  5.00   -1.206   -0.442   -0.727   -0.971   -1.186
 450    11500  2.00   -1.020   -0.525   -0.802   -1.040   -1.210
 451    11500  2.50   -1.073   -0.499   -0.798   -1.044   -1.213
 452    11500  3.00   -1.118   -0.488   -0.797   -1.048   -1.221
 453    11500  3.50   -1.154   -0.484   -0.796   -1.048   -1.229
 454    11500  4.00   -1.185   -0.483   -0.793   -1.045   -1.237
 455    11500  4.50   -1.207   -0.485   -0.788   -1.039   -1.244
 456    11500  5.00   -1.220   -0.489   -0.782   -1.030   -1.248
 457    11750  2.00   -1.033   -0.573   -0.854   -1.094   -1.271
 458    11750  2.50   -1.088   -0.546   -0.850   -1.099   -1.274
 459    11750  3.00   -1.132   -0.536   -0.850   -1.103   -1.282
 460    11750  3.50   -1.169   -0.532   -0.849   -1.104   -1.290
 461    11750  4.00   -1.199   -0.531   -0.847   -1.102   -1.298
 462    11750  4.50   -1.222   -0.533   -0.842   -1.097   -1.305
 463    11750  5.00   -1.235   -0.536   -0.836   -1.089   -1.309
 464    12000  2.50   -1.103   -0.593   -0.901   -1.153   -1.334
 465    12000  3.00   -1.148   -0.583   -0.902   -1.158   -1.342
 466    12000  3.50   -1.184   -0.580   -0.901   -1.159   -1.350
 467    12000  4.00   -1.214   -0.579   -0.899   -1.158   -1.358
 468    12000  4.50   -1.237   -0.580   -0.895   -1.153   -1.365
 469    12000  5.00   -1.251   -0.583   -0.890   -1.146   -1.369
 470    12250  2.50   -1.119   -0.639   -0.952   -1.206   -1.392
 471    12250  3.00   -1.164   -0.630   -0.953   -1.212   -1.401
 472    12250  3.50   -1.201   -0.627   -0.953   -1.214   -1.410
 473    12250  4.00   -1.230   -0.626   -0.951   -1.213   -1.417
 474    12250  4.50   -1.253   -0.627   -0.948   -1.209   -1.423
 475    12250  5.00   -1.267   -0.630   -0.942   -1.202   -1.427
 476    12500  2.50   -1.136   -0.685   -1.002   -1.259   -1.450
 477    12500  3.00   -1.181   -0.676   -1.003   -1.265   -1.459
 478    12500  3.50   -1.218   -0.673   -1.004   -1.267   -1.468
 479    12500  4.00   -1.248   -0.673   -1.002   -1.267   -1.475
 480    12500  4.50   -1.270   -0.674   -0.999   -1.263   -1.482
 481    12500  5.00   -1.284   -0.676   -0.994   -1.257   -1.486
 482    12750  2.50   -1.153   -0.730   -1.051   -1.311   -1.506
 483    12750  3.00   -1.199   -0.722   -1.053   -1.317   -1.516
 484    12750  3.50   -1.237   -0.719   -1.054   -1.320   -1.525
 485    12750  4.00   -1.266   -0.719   -1.053   -1.320   -1.533
 486    12750  4.50   -1.287   -0.720   -1.050   -1.317   -1.539
 487    12750  5.00   -1.302   -0.722   -1.045   -1.311   -1.543
 488    13000  2.50   -1.171   -0.774   -1.099   -1.362   -1.562
 489    13000  3.00   -1.218   -0.767   -1.102   -1.369   -1.572
 490    13000  3.50   -1.255   -0.765   -1.103   -1.372   -1.581
 491    13000  4.00   -1.284   -0.765   -1.103   -1.372   -1.589
 492    13000  4.50   -1.306   -0.766   -1.100   -1.369   -1.595
 493    13000  5.00   -1.320   -0.768   -1.096   -1.364   -1.599
 494    14000  2.00   -1.180   -0.973   -1.286   -1.548   -1.769
 495    14000  2.50   -1.246   -0.945   -1.285   -1.558   -1.775
 496    14000  3.00   -1.296   -0.939   -1.291   -1.567   -1.786
 497    14000  3.50   -1.335   -0.939   -1.294   -1.572   -1.797
 498    14000  4.00   -1.363   -0.941   -1.295   -1.574   -1.805
 499    14000  4.50   -1.384   -0.942   -1.293   -1.572   -1.811
 500    14000  5.00   -1.397   -0.944   -1.290   -1.568   -1.815
 501    15000  2.50   -1.322   -1.106   -1.460   -1.741   -1.973
 502    15000  3.00   -1.377   -1.102   -1.468   -1.753   -1.986
 503    15000  3.50   -1.417   -1.104   -1.473   -1.761   -1.998
 504    15000  4.00   -1.446   -1.107   -1.476   -1.764   -2.007
 505    15000  4.50   -1.467   -1.109   -1.475   -1.763   -2.014
 506    15000  5.00   -1.480   -1.111   -1.472   -1.760   -2.018
 507    16000  2.50   -1.397   -1.257   -1.623   -1.912   -2.157
 508    16000  3.00   -1.457   -1.255   -1.634   -1.928   -2.173
 509    16000  3.50   -1.500   -1.259   -1.642   -1.937   -2.187
 510    16000  4.00   -1.530   -1.263   -1.646   -1.942   -2.197
 511    16000  4.50   -1.551   -1.267   -1.646   -1.942   -2.204
 512    16000  5.00   -1.563   -1.269   -1.644   -1.940   -2.208
 513    17000  2.50   -1.469   -1.400   -1.777   -2.073   -2.329
 514    17000  3.00   -1.534   -1.398   -1.790   -2.091   -2.347
 515    17000  3.50   -1.580   -1.405   -1.800   -2.103   -2.363
 516    17000  4.00   -1.613   -1.410   -1.806   -2.109   -2.374
 517    17000  4.50   -1.634   -1.415   -1.808   -2.111   -2.382
 518    17000  5.00   -1.647   -1.419   -1.807   -2.109   -2.386
 519    18000  2.50   -1.539   -1.534   -1.921   -2.223   -2.489
 520    18000  3.00   -1.608   -1.534   -1.936   -2.244   -2.510
 521    18000  3.50   -1.658   -1.542   -1.949   -2.258   -2.528
 522    18000  4.00   -1.693   -1.549   -1.957   -2.267   -2.540
 523    18000  4.50   -1.715   -1.555   -1.960   -2.270   -2.549
 524    18000  5.00   -1.729   -1.559   -1.959   -2.269   -2.554
 525    19000  2.50   -1.608   -1.661   -2.057   -2.364   -2.640
 526    19000  3.00   -1.680   -1.662   -2.074   -2.388   -2.663
 527    19000  3.50   -1.733   -1.671   -2.089   -2.405   -2.682
 528    19000  4.00   -1.770   -1.681   -2.098   -2.415   -2.696
 529    19000  4.50   -1.794   -1.688   -2.103   -2.420   -2.706
 530    19000  5.00   -1.808   -1.693   -2.104   -2.420   -2.711
 531    20000  3.00   -1.751   -1.782   -2.204   -2.523   -2.807
 532    20000  3.50   -1.806   -1.794   -2.221   -2.543   -2.828
 533    20000  4.00   -1.844   -1.805   -2.232   -2.555   -2.843
 534    20000  4.50   -1.870   -1.813   -2.238   -2.561   -2.854
 535    20000  5.00   -1.885   -1.819   -2.240   -2.562   -2.860
 536    21000  3.00   -1.820   -1.896   -2.327   -2.652   -2.942
 537    21000  3.50   -1.877   -1.910   -2.346   -2.673   -2.966
 538    21000  4.00   -1.917   -1.922   -2.359   -2.687   -2.982
 539    21000  4.50   -1.943   -1.931   -2.366   -2.694   -2.993
 540    21000  5.00   -1.959   -1.938   -2.369   -2.696   -3.000
 541    22000  3.00   -1.884   -2.002   -2.442   -2.772   -3.069
 542    22000  3.50   -1.947   -2.020   -2.465   -2.797   -3.096
 543    22000  4.00   -1.988   -2.034   -2.480   -2.812   -3.114
 544    22000  4.50   -2.015   -2.044   -2.488   -2.821   -3.126
 545    22000  5.00   -2.031   -2.051   -2.492   -2.824   -3.133
 546    23000  3.00   -1.944   -2.100   -2.549   -2.884   -3.188
 547    23000  3.50   -2.013   -2.123   -2.577   -2.914   -3.219
 548    23000  4.00   -2.057   -2.139   -2.594   -2.932   -3.239
 549    23000  4.50   -2.084   -2.151   -2.604   -2.941   -3.252
 550    23000  5.00   -2.101   -2.159   -2.608   -2.945   -3.259
 551    24000  3.00   -1.995   -2.190   -2.646   -2.987   -3.296
 552    24000  3.50   -2.075   -2.219   -2.682   -3.024   -3.335
 553    24000  4.00   -2.122   -2.239   -2.702   -3.045   -3.357
 554    24000  4.50   -2.152   -2.252   -2.713   -3.056   -3.371
 555    24000  5.00   -2.169   -2.261   -2.718   -3.060   -3.379
 556    25000  3.00   -2.033   -2.267   -2.730   -3.076   -3.392
 557    25000  3.50   -2.132   -2.309   -2.780   -3.127   -3.443
 558    25000  4.00   -2.185   -2.333   -2.804   -3.151   -3.469
 559    25000  4.50   -2.216   -2.348   -2.817   -3.164   -3.484
 560    25000  5.00   -2.234   -2.358   -2.823   -3.170   -3.493
 561    26000  3.00   -2.052   -2.329   -2.796   -3.144   -3.466
 562    26000  3.50   -2.182   -2.391   -2.869   -3.221   -3.542
 563    26000  4.00   -2.242   -2.420   -2.899   -3.251   -3.574
 564    26000  4.50   -2.277   -2.438   -2.915   -3.266   -3.592
 565    26000  5.00   -2.296   -2.449   -2.923   -3.274   -3.601
 566    27000  3.50   -2.223   -2.463   -2.949   -3.305   -3.632
 567    27000  4.00   -2.294   -2.501   -2.988   -3.344   -3.671
 568    27000  4.50   -2.333   -2.522   -3.007   -3.363   -3.692
 569    27000  5.00   -2.354   -2.535   -3.016   -3.371   -3.703
 570    28000  3.50   -2.252   -2.525   -3.017   -3.377   -3.708
 571    28000  4.00   -2.339   -2.574   -3.068   -3.429   -3.761
 572    28000  4.50   -2.384   -2.600   -3.092   -3.452   -3.786
 573    28000  5.00   -2.408   -2.615   -3.104   -3.463   -3.799
 574    29000  3.50   -2.275   -2.580   -3.076   -3.438   -3.773
 575    29000  4.00   -2.376   -2.639   -3.140   -3.505   -3.841
 576    29000  4.50   -2.428   -2.671   -3.170   -3.534   -3.872
 577    29000  5.00   -2.456   -2.688   -3.184   -3.548   -3.888
 578    30000  3.50   -2.301   -2.635   -3.133   -3.495   -3.833
 579    30000  4.00   -2.406   -2.697   -3.203   -3.571   -3.911
 580    30000  4.50   -2.466   -2.735   -3.241   -3.609   -3.950
 581    30000  5.00   -2.498   -2.756   -3.259   -3.626   -3.969
 582    31000  3.50   -2.337   -2.696   -3.193   -3.554   -3.895
 583    31000  4.00   -2.434   -2.751   -3.262   -3.632   -3.975
 584    31000  4.50   -2.499   -2.793   -3.305   -3.676   -4.021
 585    31000  5.00   -2.535   -2.818   -3.327   -3.697   -4.044
 586    32000  4.00   -2.464   -2.804   -3.319   -3.690   -4.035
 587    32000  4.50   -2.530   -2.848   -3.364   -3.738   -4.085
 588    32000  5.00   -2.569   -2.875   -3.389   -3.763   -4.112
 589    33000  4.00   -2.502   -2.862   -3.379   -3.750   -4.098
 590    33000  4.50   -2.560   -2.900   -3.421   -3.796   -4.146
 591    33000  5.00   -2.601   -2.929   -3.449   -3.824   -4.176
 592    34000  4.00   -2.550   -2.926   -3.444   -3.813   -4.164
 593    34000  4.50   -2.597   -2.955   -3.480   -3.855   -4.208
 594    34000  5.00   -2.634   -2.982   -3.506   -3.884   -4.237
 595    35000  4.00   -2.607   -2.996   -3.514   -3.880   -4.233
 596    35000  4.50   -2.642   -3.015   -3.542   -3.917   -4.272
 597    35000  5.00   -2.673   -3.037   -3.566   -3.944   -4.299
 598    36000  4.00   -2.672   -3.071   -3.589   -3.953   -4.306
 599    36000  4.50   -2.693   -3.079   -3.608   -3.981   -4.337
 600    36000  5.00   -2.718   -3.096   -3.628   -4.005   -4.363
 601    37000  4.00   -2.743   -3.150   -3.668   -4.030   -4.384
 602    37000  4.50   -2.752   -3.148   -3.678   -4.048   -4.406
 603    37000  5.00   -2.769   -3.159   -3.692   -4.068   -4.428
 604    38000  4.00   -2.819   -3.231   -3.750   -4.112   -4.466
 605    38000  4.50   -2.817   -3.221   -3.752   -4.120   -4.479
 606    38000  5.00   -2.826   -3.225   -3.760   -4.134   -4.495
 607    39000  4.00   -2.896   -3.313   -3.834   -4.194   -4.549
 608    39000  4.50   -2.887   -3.297   -3.829   -4.195   -4.555
 609    39000  5.00   -2.889   -3.295   -3.832   -4.203   -4.566
 610    40000  4.50   -2.960   -3.375   -3.908   -4.273   -4.634
 611    40000  5.00   -2.956   -3.368   -3.907   -4.276   -4.640
 612    41000  4.50   -3.034   -3.454   -3.988   -4.353   -4.715
 613    41000  5.00   -3.026   -3.444   -3.983   -4.351   -4.716
 614    42000  4.50   -3.108   -3.532   -4.067   -4.432   -4.795
 615    42000  5.00   -3.098   -3.520   -4.061   -4.428   -4.794
 616    43000  4.50   -3.181   -3.608   -4.146   -4.511   -4.874
 617    43000  5.00   -3.170   -3.596   -4.138   -4.505   -4.872
 618    44000  4.50   -3.253   -3.684   -4.223   -4.589   -4.953
 619    44000  5.00   -3.242   -3.671   -4.215   -4.582   -4.950
 620    45000  4.50   -3.323   -3.758   -4.298   -4.665   -5.029
 621    45000  5.00   -3.314   -3.746   -4.291   -4.659   -5.027
 622    46000  4.50   -3.392   -3.830   -4.372   -4.739   -5.105
 623    46000  5.00   -3.384   -3.819   -4.366   -4.734   -5.103
 624    47000  4.50   -3.460   -3.901   -4.444   -4.812   -5.178
 625    47000  5.00   -3.453   -3.891   -4.439   -4.807   -5.177
 626    48000  4.50   -3.526   -3.970   -4.514   -4.883   -5.249
 627    48000  5.00   -3.520   -3.961   -4.511   -4.879   -5.250
 628    49000  4.50   -3.591   -4.037   -4.583   -4.952   -5.319
 629    49000  5.00   -3.586   -4.029   -4.581   -4.950   -5.321
 630    50000  5.00   -3.651   -4.097   -4.649   -5.019   -5.391
 631    56101  5.00   -3.710   -4.197   -4.724   -5.103   -5.454
 632    62946  5.00   -4.037   -4.536   -5.073   -5.456   -5.811
 633    70627  5.00   -4.370   -4.879   -5.424   -5.812   -6.170
 634    79245  5.00   -4.708   -5.226   -5.779   -6.170   -6.531
 635    88914  5.00   -5.050   -5.576   -6.135   -6.530   -6.894
 636    99763  5.00   -5.396   -5.929   -6.494   -6.892   -7.258
 637   111936  5.00   -5.745   -6.285   -6.854   -7.255   -7.623
 638   125595  5.00   -6.097   -6.643   -7.217   -7.619   -7.989
 639   140920  5.00   -6.452   -7.002   -7.580   -7.985   -8.356
 640   158115  5.00   -6.809   -7.364   -7.945   -8.352   -8.724
 641   177407  5.00   -7.168   -7.727   -8.311   -8.719   -9.093
 642   199055  5.00   -7.529   -8.091   -8.678   -9.088   -9.463
 643   223343  5.00   -7.891   -8.456   -9.046   -9.457   -9.833
 644   250595  5.00   -8.255   -8.823   -9.415   -9.827  -10.203
 645   281172  5.00   -8.620   -9.190   -9.784  -10.197  -10.575
 646   315481  5.00   -8.987   -9.559  -10.154  -10.568  -10.946
 647   353975  5.00   -9.354   -9.928  -10.525  -10.940  -11.318
 648   397167  5.00   -9.722  -10.297  -10.896  -11.311  -11.690
 649   445629  5.00  -10.091  -10.668  -11.267  -11.683  -12.063
 650   500004  5.00  -10.460  -11.038  -11.639  -12.056  -12.436
 651   561014  5.00  -10.830  -11.410  -12.011  -12.428  -12.809
 652   629469  5.00  -11.201  -11.781  -12.384  -12.801  -13.182
 653   706276  5.00  -11.572  -12.153  -12.756  -13.175  -13.556
 654   792455  5.00  -11.944  -12.526  -13.129  -13.548  -13.929
 655   889149  5.00  -12.316  -12.898  -13.503  -13.922  -14.303
 656   997642  5.00  -12.688  -13.271  -13.876  -14.295  -14.677
 657  1119373  5.00  -13.060  -13.644  -14.250  -14.669  -15.051
 658  1255958  5.00  -13.433  -14.018  -14.623  -15.043  -15.425
 659  1409209  5.00  -13.806  -14.391  -14.997  -15.417  -15.799
 660  1581159  5.00  -14.180  -14.765  -15.371  -15.791  -16.174
 661  1774090  5.00  -14.553  -15.139  -15.745  -16.166  -16.548
 662  1990563  5.00  -14.927  -15.513  -16.120  -16.540  -16.922
 663  2233450  5.00  -15.301  -15.887  -16.494  -16.914  -17.297
 664  2505973  5.00  -15.674  -16.261  -16.868  -17.289  -17.672
 665  2811749  5.00  -16.048  -16.635  -17.243  -17.663  -18.046
 666  3154836  5.00  -16.423  -17.010  -17.617  -18.038  -18.421
 667  3539785  5.00  -16.797  -17.384  -17.992  -18.413  -18.796
 668  3971706  5.00  -17.171  -17.759  -18.366  -18.787  -19.170
 669  4456330  5.00  -17.546  -18.133  -18.741  -19.162  -19.545
# BCs for Fluks et al. 1994 M-giant spectra:
#  n     Teff  logg        u        g        r        i        z
   0     3810  0.00   -5.232   -2.180   -0.743   -0.151    0.214
   1     3736  0.00   -5.480   -2.411   -0.956   -0.216    0.214
   2     3666  0.00   -5.741   -2.663   -1.199   -0.300    0.201
   3     3574  0.00   -5.963   -3.071   -1.567   -0.467    0.136
   4     3434  0.00   -6.474   -3.757   -2.226   -0.821    0.018
   5     3309  0.00   -7.001   -4.788   -3.149   -1.410   -0.171
   6     3126  0.00   -7.946   -6.208   -4.480   -2.215   -0.581
   7     2890  0.00   -8.652   -7.675   -5.306   -2.820   -0.984
   8     2667  0.00   -9.374   -8.706   -5.828   -3.150   -1.145
   9     2500  0.00  -10.108   -9.436   -6.407   -3.451   -1.145
