# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        u        g        r        i        z
 411    10000  3.50   -1.054   -0.159   -0.438   -0.670   -0.825
 412    10000  4.00   -1.087   -0.166   -0.435   -0.664   -0.835
 413    10000  4.50   -1.106   -0.179   -0.432   -0.656   -0.843
 414    10000  5.00   -1.108   -0.198   -0.430   -0.647   -0.847
 415    10250  2.00   -0.917   -0.241   -0.499   -0.725   -0.864
 416    10250  2.50   -0.968   -0.215   -0.495   -0.729   -0.868
 417    10250  3.00   -1.013   -0.206   -0.494   -0.731   -0.878
 418    10250  3.50   -1.053   -0.206   -0.492   -0.729   -0.889
 419    10250  4.00   -1.086   -0.211   -0.490   -0.724   -0.899
 420    10250  4.50   -1.108   -0.221   -0.487   -0.717   -0.907
 421    10250  5.00   -1.116   -0.237   -0.484   -0.708   -0.912
 422    10500  2.00   -0.918   -0.291   -0.552   -0.781   -0.929
 423    10500  2.50   -0.970   -0.264   -0.548   -0.786   -0.933
 424    10500  3.00   -1.015   -0.255   -0.548   -0.788   -0.942
 425    10500  3.50   -1.055   -0.254   -0.547   -0.788   -0.953
 426    10500  4.00   -1.089   -0.258   -0.545   -0.784   -0.963
 427    10500  4.50   -1.113   -0.266   -0.542   -0.778   -0.971
 428    10500  5.00   -1.125   -0.279   -0.538   -0.769   -0.977
 429    10750  2.00   -0.922   -0.340   -0.605   -0.837   -0.993
 430    10750  2.50   -0.974   -0.313   -0.601   -0.842   -0.996
 431    10750  3.00   -1.020   -0.304   -0.601   -0.845   -1.005
 432    10750  3.50   -1.060   -0.302   -0.601   -0.846   -1.016
 433    10750  4.00   -1.094   -0.305   -0.600   -0.844   -1.026
 434    10750  4.50   -1.120   -0.312   -0.597   -0.838   -1.035
 435    10750  5.00   -1.134   -0.323   -0.593   -0.830   -1.040
 436    11000  2.00   -0.928   -0.389   -0.658   -0.892   -1.056
 437    11000  2.50   -0.981   -0.362   -0.654   -0.897   -1.059
 438    11000  3.00   -1.028   -0.352   -0.655   -0.902   -1.068
 439    11000  3.50   -1.068   -0.350   -0.655   -0.904   -1.079
 440    11000  4.00   -1.103   -0.353   -0.655   -0.902   -1.089
 441    11000  4.50   -1.129   -0.359   -0.652   -0.898   -1.098
 442    11000  5.00   -1.145   -0.368   -0.648   -0.890   -1.104
 443    11250  2.00   -0.936   -0.437   -0.711   -0.947   -1.118
 444    11250  2.50   -0.990   -0.410   -0.706   -0.952   -1.121
 445    11250  3.00   -1.037   -0.400   -0.707   -0.957   -1.130
 446    11250  3.50   -1.078   -0.399   -0.708   -0.960   -1.141
 447    11250  4.00   -1.113   -0.401   -0.709   -0.960   -1.151
 448    11250  4.50   -1.140   -0.407   -0.707   -0.956   -1.160
 449    11250  5.00   -1.157   -0.414   -0.703   -0.949   -1.166
 450    11500  2.00   -0.947   -0.486   -0.763   -1.002   -1.179
 451    11500  2.50   -1.001   -0.457   -0.758   -1.007   -1.182
 452    11500  3.00   -1.048   -0.448   -0.759   -1.012   -1.191
 453    11500  3.50   -1.089   -0.446   -0.761   -1.016   -1.202
 454    11500  4.00   -1.124   -0.449   -0.762   -1.016   -1.212
 455    11500  4.50   -1.152   -0.454   -0.761   -1.014   -1.221
 456    11500  5.00   -1.170   -0.461   -0.757   -1.008   -1.227
 457    11750  2.00   -0.959   -0.533   -0.814   -1.056   -1.239
 458    11750  2.50   -1.014   -0.505   -0.810   -1.061   -1.242
 459    11750  3.00   -1.061   -0.495   -0.811   -1.067   -1.251
 460    11750  3.50   -1.102   -0.494   -0.813   -1.071   -1.262
 461    11750  4.00   -1.137   -0.497   -0.814   -1.072   -1.272
 462    11750  4.50   -1.165   -0.501   -0.814   -1.071   -1.281
 463    11750  5.00   -1.185   -0.508   -0.811   -1.066   -1.288
 464    12000  2.50   -1.028   -0.552   -0.861   -1.114   -1.301
 465    12000  3.00   -1.075   -0.542   -0.862   -1.120   -1.310
 466    12000  3.50   -1.116   -0.541   -0.865   -1.125   -1.321
 467    12000  4.00   -1.151   -0.544   -0.866   -1.127   -1.332
 468    12000  4.50   -1.180   -0.549   -0.866   -1.126   -1.341
 469    12000  5.00   -1.200   -0.555   -0.864   -1.122   -1.347
 470    12250  2.50   -1.043   -0.598   -0.911   -1.167   -1.360
 471    12250  3.00   -1.090   -0.589   -0.913   -1.174   -1.369
 472    12250  3.50   -1.131   -0.588   -0.916   -1.178   -1.379
 473    12250  4.00   -1.166   -0.591   -0.918   -1.181   -1.390
 474    12250  4.50   -1.195   -0.595   -0.918   -1.181   -1.399
 475    12250  5.00   -1.216   -0.601   -0.917   -1.178   -1.406
 476    12500  2.50   -1.060   -0.644   -0.961   -1.220   -1.417
 477    12500  3.00   -1.107   -0.635   -0.963   -1.226   -1.426
 478    12500  3.50   -1.148   -0.634   -0.966   -1.231   -1.437
 479    12500  4.00   -1.182   -0.637   -0.968   -1.234   -1.447
 480    12500  4.50   -1.211   -0.641   -0.969   -1.235   -1.457
 481    12500  5.00   -1.232   -0.647   -0.968   -1.232   -1.463
 482    12750  2.50   -1.078   -0.689   -1.010   -1.272   -1.474
 483    12750  3.00   -1.125   -0.680   -1.013   -1.278   -1.483
 484    12750  3.50   -1.165   -0.680   -1.016   -1.284   -1.494
 485    12750  4.00   -1.199   -0.683   -1.018   -1.287   -1.504
 486    12750  4.50   -1.228   -0.687   -1.019   -1.288   -1.513
 487    12750  5.00   -1.249   -0.693   -1.019   -1.286   -1.520
 488    13000  2.50   -1.096   -0.733   -1.059   -1.323   -1.529
 489    13000  3.00   -1.143   -0.725   -1.062   -1.330   -1.539
 490    13000  3.50   -1.183   -0.725   -1.065   -1.335   -1.549
 491    13000  4.00   -1.217   -0.728   -1.068   -1.339   -1.560
 492    13000  4.50   -1.245   -0.733   -1.069   -1.340   -1.569
 493    13000  5.00   -1.267   -0.738   -1.068   -1.339   -1.576
 494    14000  2.00   -1.109   -0.936   -1.249   -1.511   -1.738
 495    14000  2.50   -1.174   -0.905   -1.246   -1.520   -1.743
 496    14000  3.00   -1.223   -0.899   -1.251   -1.529   -1.753
 497    14000  3.50   -1.263   -0.900   -1.256   -1.535   -1.764
 498    14000  4.00   -1.295   -0.904   -1.259   -1.539   -1.775
 499    14000  4.50   -1.321   -0.908   -1.261   -1.541   -1.783
 500    14000  5.00   -1.342   -0.914   -1.261   -1.541   -1.790
 501    15000  2.50   -1.252   -1.067   -1.422   -1.704   -1.941
 502    15000  3.00   -1.307   -1.063   -1.430   -1.716   -1.954
 503    15000  3.50   -1.348   -1.066   -1.436   -1.724   -1.966
 504    15000  4.00   -1.380   -1.071   -1.441   -1.729   -1.977
 505    15000  4.50   -1.405   -1.076   -1.443   -1.731   -1.985
 506    15000  5.00   -1.423   -1.081   -1.443   -1.731   -1.992
 507    16000  2.50   -1.328   -1.218   -1.585   -1.875   -2.125
 508    16000  3.00   -1.390   -1.217   -1.597   -1.891   -2.141
 509    16000  3.50   -1.435   -1.222   -1.606   -1.902   -2.156
 510    16000  4.00   -1.467   -1.229   -1.612   -1.909   -2.167
 511    16000  4.50   -1.491   -1.234   -1.615   -1.911   -2.175
 512    16000  5.00   -1.508   -1.240   -1.615   -1.911   -2.182
 513    17000  2.50   -1.399   -1.359   -1.737   -2.034   -2.296
 514    17000  3.00   -1.469   -1.361   -1.753   -2.055   -2.316
 515    17000  3.50   -1.518   -1.369   -1.765   -2.069   -2.333
 516    17000  4.00   -1.553   -1.377   -1.773   -2.077   -2.345
 517    17000  4.50   -1.578   -1.384   -1.777   -2.081   -2.354
 518    17000  5.00   -1.595   -1.390   -1.779   -2.082   -2.360
 519    18000  2.50   -1.466   -1.492   -1.879   -2.182   -2.454
 520    18000  3.00   -1.543   -1.495   -1.899   -2.208   -2.478
 521    18000  3.50   -1.598   -1.507   -1.915   -2.225   -2.498
 522    18000  4.00   -1.637   -1.517   -1.925   -2.236   -2.512
 523    18000  4.50   -1.663   -1.526   -1.931   -2.241   -2.522
 524    18000  5.00   -1.680   -1.533   -1.933   -2.243   -2.529
 525    19000  2.50   -1.530   -1.616   -2.011   -2.319   -2.600
 526    19000  3.00   -1.614   -1.621   -2.035   -2.350   -2.630
 527    19000  3.50   -1.674   -1.636   -2.054   -2.371   -2.652
 528    19000  4.00   -1.716   -1.649   -2.067   -2.385   -2.669
 529    19000  4.50   -1.744   -1.659   -2.075   -2.392   -2.680
 530    19000  5.00   -1.763   -1.667   -2.078   -2.395   -2.688
 531    20000  3.00   -1.682   -1.740   -2.162   -2.483   -2.771
 532    20000  3.50   -1.746   -1.757   -2.186   -2.508   -2.797
 533    20000  4.00   -1.791   -1.773   -2.201   -2.524   -2.816
 534    20000  4.50   -1.822   -1.785   -2.211   -2.534   -2.829
 535    20000  5.00   -1.842   -1.794   -2.216   -2.538   -2.837
 536    21000  3.00   -1.746   -1.850   -2.281   -2.608   -2.903
 537    21000  3.50   -1.816   -1.871   -2.309   -2.637   -2.933
 538    21000  4.00   -1.864   -1.890   -2.328   -2.656   -2.954
 539    21000  4.50   -1.897   -1.903   -2.339   -2.667   -2.969
 540    21000  5.00   -1.918   -1.914   -2.345   -2.673   -2.978
 541    22000  3.00   -1.806   -1.954   -2.393   -2.724   -3.025
 542    22000  3.50   -1.882   -1.979   -2.425   -2.759   -3.061
 543    22000  4.00   -1.934   -2.000   -2.447   -2.781   -3.085
 544    22000  4.50   -1.969   -2.016   -2.460   -2.794   -3.101
 545    22000  5.00   -1.991   -2.027   -2.468   -2.800   -3.111
 546    23000  3.00   -1.863   -2.052   -2.497   -2.832   -3.140
 547    23000  3.50   -1.945   -2.080   -2.534   -2.872   -3.181
 548    23000  4.00   -2.001   -2.104   -2.559   -2.898   -3.208
 549    23000  4.50   -2.038   -2.122   -2.575   -2.913   -3.226
 550    23000  5.00   -2.061   -2.134   -2.584   -2.921   -3.237
 551    24000  3.00   -1.916   -2.141   -2.593   -2.933   -3.246
 552    24000  3.50   -2.005   -2.175   -2.637   -2.980   -3.294
 553    24000  4.00   -2.064   -2.202   -2.665   -3.009   -3.324
 554    24000  4.50   -2.104   -2.222   -2.683   -3.026   -3.344
 555    24000  5.00   -2.129   -2.236   -2.694   -3.036   -3.357
 556    25000  3.00   -1.959   -2.222   -2.680   -3.024   -3.343
 557    25000  3.50   -2.062   -2.265   -2.733   -3.081   -3.400
 558    25000  4.00   -2.125   -2.295   -2.765   -3.113   -3.434
 559    25000  4.50   -2.166   -2.316   -2.785   -3.133   -3.456
 560    25000  5.00   -2.193   -2.331   -2.797   -3.145   -3.470
 561    26000  3.00   -1.991   -2.292   -2.753   -3.099   -3.423
 562    26000  3.50   -2.114   -2.347   -2.824   -3.175   -3.499
 563    26000  4.00   -2.182   -2.382   -2.859   -3.212   -3.537
 564    26000  4.50   -2.226   -2.405   -2.882   -3.234   -3.561
 565    26000  5.00   -2.254   -2.422   -2.895   -3.247   -3.577
 566    27000  3.50   -2.160   -2.422   -2.905   -3.262   -3.590
 567    27000  4.00   -2.235   -2.463   -2.948   -3.304   -3.634
 568    27000  4.50   -2.281   -2.489   -2.973   -3.329   -3.661
 569    27000  5.00   -2.311   -2.507   -2.988   -3.343   -3.677
 570    28000  3.50   -2.197   -2.488   -2.978   -3.338   -3.671
 571    28000  4.00   -2.283   -2.537   -3.030   -3.391   -3.725
 572    28000  4.50   -2.333   -2.567   -3.058   -3.418   -3.754
 573    28000  5.00   -2.364   -2.586   -3.074   -3.434   -3.772
 574    29000  3.50   -2.230   -2.550   -3.043   -3.405   -3.742
 575    29000  4.00   -2.325   -2.605   -3.104   -3.469   -3.807
 576    29000  4.50   -2.381   -2.639   -3.137   -3.502   -3.841
 577    29000  5.00   -2.413   -2.661   -3.156   -3.519   -3.861
 578    30000  3.50   -2.267   -2.612   -3.108   -3.470   -3.809
 579    30000  4.00   -2.362   -2.667   -3.172   -3.540   -3.882
 580    30000  4.50   -2.423   -2.705   -3.210   -3.578   -3.922
 581    30000  5.00   -2.458   -2.729   -3.231   -3.599   -3.943
 582    31000  3.50   -2.312   -2.678   -3.175   -3.535   -3.878
 583    31000  4.00   -2.397   -2.725   -3.236   -3.606   -3.951
 584    31000  4.50   -2.460   -2.767   -3.277   -3.649   -3.995
 585    31000  5.00   -2.499   -2.793   -3.301   -3.672   -4.020
 586    32000  4.00   -2.434   -2.783   -3.298   -3.668   -4.016
 587    32000  4.50   -2.497   -2.825   -3.341   -3.715   -4.064
 588    32000  5.00   -2.537   -2.853   -3.367   -3.741   -4.091
 589    33000  4.00   -2.479   -2.845   -3.363   -3.733   -4.083
 590    33000  4.50   -2.533   -2.881   -3.402   -3.777   -4.129
 591    33000  5.00   -2.574   -2.910   -3.429   -3.805   -4.158
 592    34000  4.00   -2.532   -2.912   -3.431   -3.800   -4.152
 593    34000  4.50   -2.575   -2.939   -3.465   -3.840   -4.194
 594    34000  5.00   -2.611   -2.966   -3.490   -3.868   -4.223
 595    35000  4.00   -2.591   -2.983   -3.503   -3.870   -4.224
 596    35000  4.50   -2.624   -3.001   -3.530   -3.904   -4.260
 597    35000  5.00   -2.654   -3.024   -3.552   -3.930   -4.288
 598    36000  4.00   -2.658   -3.059   -3.579   -3.944   -4.299
 599    36000  4.50   -2.678   -3.067   -3.597   -3.970   -4.328
 600    36000  5.00   -2.702   -3.085   -3.617   -3.994   -4.353
 601    37000  4.00   -2.729   -3.138   -3.659   -4.022   -4.378
 602    37000  4.50   -2.738   -3.137   -3.668   -4.039   -4.399
 603    37000  5.00   -2.755   -3.148   -3.683   -4.059   -4.420
 604    38000  4.00   -2.803   -3.218   -3.741   -4.102   -4.459
 605    38000  4.50   -2.803   -3.210   -3.743   -4.111   -4.473
 606    38000  5.00   -2.814   -3.215   -3.752   -4.126   -4.489
 607    39000  4.00   -2.878   -3.298   -3.822   -4.184   -4.542
 608    39000  4.50   -2.873   -3.285   -3.820   -4.187   -4.549
 609    39000  5.00   -2.877   -3.285   -3.824   -4.196   -4.560
 610    40000  4.50   -2.944   -3.362   -3.898   -4.264   -4.628
 611    40000  5.00   -2.943   -3.358   -3.898   -4.268   -4.634
 612    41000  4.50   -3.016   -3.438   -3.977   -4.342   -4.707
 613    41000  5.00   -3.012   -3.432   -3.974   -4.343   -4.710
 614    42000  4.50   -3.088   -3.514   -4.054   -4.420   -4.786
 615    42000  5.00   -3.083   -3.506   -4.051   -4.419   -4.787
 616    43000  4.50   -3.158   -3.589   -4.130   -4.496   -4.863
 617    43000  5.00   -3.153   -3.581   -4.127   -4.494   -4.864
 618    44000  4.50   -3.228   -3.662   -4.205   -4.571   -4.939
 619    44000  5.00   -3.223   -3.654   -4.202   -4.570   -4.940
 620    45000  4.50   -3.296   -3.734   -4.278   -4.645   -5.013
 621    45000  5.00   -3.292   -3.727   -4.276   -4.644   -5.015
 622    46000  4.50   -3.362   -3.804   -4.349   -4.717   -5.085
 623    46000  5.00   -3.360   -3.798   -4.349   -4.717   -5.089
 624    47000  4.50   -3.427   -3.872   -4.418   -4.787   -5.156
 625    47000  5.00   -3.426   -3.867   -4.420   -4.788   -5.161
 626    48000  4.50   -3.491   -3.940   -4.487   -4.856   -5.225
 627    48000  5.00   -3.491   -3.935   -4.489   -4.858   -5.231
 628    49000  4.50   -3.554   -4.005   -4.553   -4.924   -5.293
 629    49000  5.00   -3.555   -4.002   -4.557   -4.927   -5.300
 630    50000  5.00   -3.617   -4.067   -4.623   -4.994   -5.368
 631    56101  5.00   -3.710   -4.197   -4.724   -5.103   -5.454
 632    62946  5.00   -4.037   -4.536   -5.073   -5.456   -5.811
 633    70627  5.00   -4.370   -4.879   -5.424   -5.812   -6.170
 634    79245  5.00   -4.708   -5.226   -5.779   -6.170   -6.531
 635    88914  5.00   -5.050   -5.576   -6.135   -6.530   -6.894
 636    99763  5.00   -5.396   -5.929   -6.494   -6.892   -7.258
 637   111936  5.00   -5.745   -6.285   -6.854   -7.255   -7.623
 638   125595  5.00   -6.097   -6.643   -7.217   -7.619   -7.989
 639   140920  5.00   -6.452   -7.002   -7.580   -7.985   -8.356
 640   158115  5.00   -6.809   -7.364   -7.945   -8.352   -8.724
 641   177407  5.00   -7.168   -7.727   -8.311   -8.719   -9.093
 642   199055  5.00   -7.529   -8.091   -8.678   -9.088   -9.463
 643   223343  5.00   -7.891   -8.456   -9.046   -9.457   -9.833
 644   250595  5.00   -8.255   -8.823   -9.415   -9.827  -10.203
 645   281172  5.00   -8.620   -9.190   -9.784  -10.197  -10.575
 646   315481  5.00   -8.987   -9.559  -10.154  -10.568  -10.946
 647   353975  5.00   -9.354   -9.928  -10.525  -10.940  -11.318
 648   397167  5.00   -9.722  -10.297  -10.896  -11.311  -11.690
 649   445629  5.00  -10.091  -10.668  -11.267  -11.683  -12.063
 650   500004  5.00  -10.460  -11.038  -11.639  -12.056  -12.436
 651   561014  5.00  -10.830  -11.410  -12.011  -12.428  -12.809
 652   629469  5.00  -11.201  -11.781  -12.384  -12.801  -13.182
 653   706276  5.00  -11.572  -12.153  -12.756  -13.175  -13.556
 654   792455  5.00  -11.944  -12.526  -13.129  -13.548  -13.929
 655   889149  5.00  -12.316  -12.898  -13.503  -13.922  -14.303
 656   997642  5.00  -12.688  -13.271  -13.876  -14.295  -14.677
 657  1119373  5.00  -13.060  -13.644  -14.250  -14.669  -15.051
 658  1255958  5.00  -13.433  -14.018  -14.623  -15.043  -15.425
 659  1409209  5.00  -13.806  -14.391  -14.997  -15.417  -15.799
 660  1581159  5.00  -14.180  -14.765  -15.371  -15.791  -16.174
 661  1774090  5.00  -14.553  -15.139  -15.745  -16.166  -16.548
 662  1990563  5.00  -14.927  -15.513  -16.120  -16.540  -16.922
 663  2233450  5.00  -15.301  -15.887  -16.494  -16.914  -17.297
 664  2505973  5.00  -15.674  -16.261  -16.868  -17.289  -17.672
 665  2811749  5.00  -16.048  -16.635  -17.243  -17.663  -18.046
 666  3154836  5.00  -16.423  -17.010  -17.617  -18.038  -18.421
 667  3539785  5.00  -16.797  -17.384  -17.992  -18.413  -18.796
 668  3971706  5.00  -17.171  -17.759  -18.366  -18.787  -19.170
 669  4456330  5.00  -17.546  -18.133  -18.741  -19.162  -19.545
# BCs for Fluks et al. 1994 M-giant spectra:
#  n     Teff  logg        u        g        r        i        z
   0     3810  0.00   -5.232   -2.180   -0.743   -0.151    0.214
   1     3736  0.00   -5.480   -2.411   -0.956   -0.216    0.214
   2     3666  0.00   -5.741   -2.663   -1.199   -0.300    0.201
   3     3574  0.00   -5.963   -3.071   -1.567   -0.467    0.136
   4     3434  0.00   -6.474   -3.757   -2.226   -0.821    0.018
   5     3309  0.00   -7.001   -4.788   -3.149   -1.410   -0.171
   6     3126  0.00   -7.946   -6.208   -4.480   -2.215   -0.581
   7     2890  0.00   -8.652   -7.675   -5.306   -2.820   -0.984
   8     2667  0.00   -9.374   -8.706   -5.828   -3.150   -1.145
   9     2500  0.00  -10.108   -9.436   -6.407   -3.451   -1.145
