# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        u        g        r        i        z
 412    10000  4.00   -1.024   -0.117   -0.392   -0.628   -0.804
 413    10000  4.50   -1.041   -0.130   -0.389   -0.619   -0.811
 414    10000  5.00   -1.042   -0.148   -0.385   -0.609   -0.814
 415    10250  2.00   -0.836   -0.182   -0.444   -0.676   -0.824
 416    10250  2.50   -0.895   -0.156   -0.442   -0.684   -0.831
 417    10250  3.00   -0.946   -0.150   -0.445   -0.690   -0.844
 418    10250  3.50   -0.989   -0.152   -0.447   -0.691   -0.857
 419    10250  4.00   -1.023   -0.161   -0.447   -0.688   -0.868
 420    10250  4.50   -1.045   -0.173   -0.445   -0.681   -0.877
 421    10250  5.00   -1.052   -0.188   -0.441   -0.672   -0.881
 422    10500  2.00   -0.829   -0.229   -0.495   -0.729   -0.887
 423    10500  2.50   -0.890   -0.202   -0.493   -0.737   -0.893
 424    10500  3.00   -0.942   -0.195   -0.496   -0.744   -0.906
 425    10500  3.50   -0.987   -0.197   -0.499   -0.748   -0.919
 426    10500  4.00   -1.024   -0.205   -0.500   -0.747   -0.931
 427    10500  4.50   -1.050   -0.216   -0.499   -0.742   -0.941
 428    10500  5.00   -1.061   -0.231   -0.496   -0.733   -0.946
 429    10750  2.00   -0.826   -0.276   -0.546   -0.782   -0.949
 430    10750  2.50   -0.887   -0.249   -0.543   -0.790   -0.954
 431    10750  3.00   -0.940   -0.241   -0.546   -0.798   -0.966
 432    10750  3.50   -0.987   -0.243   -0.550   -0.803   -0.980
 433    10750  4.00   -1.026   -0.250   -0.553   -0.804   -0.993
 434    10750  4.50   -1.055   -0.261   -0.553   -0.801   -1.004
 435    10750  5.00   -1.071   -0.274   -0.551   -0.794   -1.011
 436    11000  2.00   -0.827   -0.324   -0.597   -0.836   -1.010
 437    11000  2.50   -0.887   -0.295   -0.593   -0.843   -1.015
 438    11000  3.00   -0.940   -0.287   -0.597   -0.851   -1.027
 439    11000  3.50   -0.988   -0.288   -0.601   -0.857   -1.040
 440    11000  4.00   -1.029   -0.295   -0.605   -0.860   -1.054
 441    11000  4.50   -1.061   -0.305   -0.607   -0.859   -1.065
 442    11000  5.00   -1.080   -0.318   -0.606   -0.854   -1.073
 443    11250  2.00   -0.832   -0.371   -0.649   -0.890   -1.071
 444    11250  2.50   -0.889   -0.341   -0.644   -0.895   -1.074
 445    11250  3.00   -0.943   -0.332   -0.647   -0.904   -1.086
 446    11250  3.50   -0.991   -0.334   -0.652   -0.911   -1.100
 447    11250  4.00   -1.033   -0.341   -0.656   -0.915   -1.114
 448    11250  4.50   -1.066   -0.351   -0.659   -0.916   -1.125
 449    11250  5.00   -1.089   -0.363   -0.659   -0.912   -1.134
 450    11500  2.00   -0.839   -0.418   -0.700   -0.943   -1.131
 451    11500  2.50   -0.895   -0.387   -0.694   -0.948   -1.133
 452    11500  3.00   -0.947   -0.378   -0.697   -0.956   -1.144
 453    11500  3.50   -0.996   -0.379   -0.702   -0.963   -1.158
 454    11500  4.00   -1.038   -0.386   -0.707   -0.969   -1.172
 455    11500  4.50   -1.073   -0.396   -0.711   -0.971   -1.184
 456    11500  5.00   -1.098   -0.408   -0.712   -0.969   -1.194
 457    11750  2.00   -0.850   -0.465   -0.751   -0.997   -1.190
 458    11750  2.50   -0.904   -0.433   -0.744   -1.001   -1.192
 459    11750  3.00   -0.955   -0.424   -0.746   -1.008   -1.202
 460    11750  3.50   -1.002   -0.425   -0.751   -1.016   -1.216
 461    11750  4.00   -1.045   -0.431   -0.757   -1.022   -1.230
 462    11750  4.50   -1.081   -0.441   -0.761   -1.025   -1.243
 463    11750  5.00   -1.108   -0.453   -0.764   -1.025   -1.253
 464    12000  2.50   -0.915   -0.479   -0.794   -1.053   -1.250
 465    12000  3.00   -0.964   -0.469   -0.796   -1.060   -1.260
 466    12000  3.50   -1.010   -0.470   -0.801   -1.067   -1.273
 467    12000  4.00   -1.053   -0.476   -0.807   -1.074   -1.287
 468    12000  4.50   -1.089   -0.486   -0.812   -1.078   -1.300
 469    12000  5.00   -1.117   -0.497   -0.815   -1.079   -1.310
 470    12250  2.50   -0.928   -0.524   -0.844   -1.105   -1.307
 471    12250  3.00   -0.976   -0.514   -0.845   -1.112   -1.316
 472    12250  3.50   -1.021   -0.515   -0.850   -1.119   -1.329
 473    12250  4.00   -1.062   -0.521   -0.856   -1.125   -1.343
 474    12250  4.50   -1.099   -0.531   -0.861   -1.130   -1.356
 475    12250  5.00   -1.128   -0.542   -0.865   -1.132   -1.366
 476    12500  2.50   -0.943   -0.570   -0.893   -1.157   -1.364
 477    12500  3.00   -0.989   -0.559   -0.894   -1.163   -1.373
 478    12500  3.50   -1.033   -0.560   -0.899   -1.170   -1.385
 479    12500  4.00   -1.074   -0.566   -0.904   -1.176   -1.398
 480    12500  4.50   -1.110   -0.575   -0.910   -1.182   -1.411
 481    12500  5.00   -1.140   -0.586   -0.914   -1.185   -1.422
 482    12750  2.50   -0.959   -0.614   -0.942   -1.208   -1.419
 483    12750  3.00   -1.005   -0.604   -0.943   -1.214   -1.428
 484    12750  3.50   -1.047   -0.604   -0.947   -1.221   -1.440
 485    12750  4.00   -1.087   -0.610   -0.953   -1.227   -1.453
 486    12750  4.50   -1.122   -0.619   -0.958   -1.233   -1.466
 487    12750  5.00   -1.152   -0.630   -0.963   -1.236   -1.477
 488    13000  2.50   -0.976   -0.659   -0.990   -1.259   -1.474
 489    13000  3.00   -1.022   -0.648   -0.991   -1.265   -1.483
 490    13000  3.50   -1.063   -0.649   -0.996   -1.271   -1.495
 491    13000  4.00   -1.101   -0.654   -1.001   -1.277   -1.507
 492    13000  4.50   -1.136   -0.663   -1.006   -1.283   -1.520
 493    13000  5.00   -1.166   -0.674   -1.011   -1.287   -1.531
 494    14000  2.00   -0.990   -0.866   -1.183   -1.449   -1.684
 495    14000  2.50   -1.052   -0.830   -1.177   -1.454   -1.686
 496    14000  3.00   -1.098   -0.821   -1.179   -1.462   -1.695
 497    14000  3.50   -1.137   -0.822   -1.184   -1.468   -1.706
 498    14000  4.00   -1.172   -0.828   -1.189   -1.474   -1.718
 499    14000  4.50   -1.203   -0.836   -1.194   -1.479   -1.729
 500    14000  5.00   -1.230   -0.846   -1.199   -1.483   -1.740
 501    15000  2.50   -1.129   -0.990   -1.351   -1.638   -1.883
 502    15000  3.00   -1.182   -0.985   -1.358   -1.648   -1.895
 503    15000  3.50   -1.221   -0.987   -1.364   -1.656   -1.906
 504    15000  4.00   -1.255   -0.994   -1.369   -1.662   -1.918
 505    15000  4.50   -1.283   -1.002   -1.375   -1.667   -1.928
 506    15000  5.00   -1.307   -1.012   -1.379   -1.671   -1.938
 507    16000  2.50   -1.204   -1.140   -1.513   -1.808   -2.066
 508    16000  3.00   -1.266   -1.139   -1.525   -1.824   -2.082
 509    16000  3.50   -1.309   -1.143   -1.534   -1.834   -2.095
 510    16000  4.00   -1.342   -1.151   -1.541   -1.841   -2.107
 511    16000  4.50   -1.370   -1.161   -1.547   -1.847   -2.117
 512    16000  5.00   -1.393   -1.171   -1.551   -1.850   -2.126
 513    17000  2.50   -1.274   -1.279   -1.663   -1.965   -2.234
 514    17000  3.00   -1.346   -1.282   -1.681   -1.987   -2.255
 515    17000  3.50   -1.395   -1.290   -1.693   -2.001   -2.272
 516    17000  4.00   -1.430   -1.299   -1.702   -2.010   -2.284
 517    17000  4.50   -1.459   -1.311   -1.710   -2.017   -2.296
 518    17000  5.00   -1.481   -1.322   -1.715   -2.021   -2.305
 519    18000  2.50   -1.336   -1.409   -1.800   -2.108   -2.388
 520    18000  3.00   -1.421   -1.415   -1.825   -2.139   -2.417
 521    18000  3.50   -1.477   -1.428   -1.843   -2.157   -2.437
 522    18000  4.00   -1.515   -1.439   -1.853   -2.168   -2.451
 523    18000  4.50   -1.546   -1.452   -1.863   -2.177   -2.464
 524    18000  5.00   -1.570   -1.465   -1.870   -2.183   -2.473
 525    19000  2.50   -1.393   -1.531   -1.927   -2.239   -2.527
 526    19000  3.00   -1.491   -1.539   -1.959   -2.279   -2.566
 527    19000  3.50   -1.555   -1.557   -1.982   -2.304   -2.592
 528    19000  4.00   -1.596   -1.570   -1.996   -2.317   -2.608
 529    19000  4.50   -1.630   -1.585   -2.007   -2.328   -2.622
 530    19000  5.00   -1.656   -1.600   -2.016   -2.335   -2.633
 531    20000  3.00   -1.555   -1.655   -2.082   -2.408   -2.703
 532    20000  3.50   -1.628   -1.677   -2.112   -2.440   -2.736
 533    20000  4.00   -1.674   -1.693   -2.129   -2.457   -2.755
 534    20000  4.50   -1.709   -1.709   -2.142   -2.469   -2.770
 535    20000  5.00   -1.738   -1.727   -2.154   -2.479   -2.782
 536    21000  3.00   -1.614   -1.763   -2.197   -2.527   -2.829
 537    21000  3.50   -1.696   -1.790   -2.233   -2.567   -2.869
 538    21000  4.00   -1.748   -1.810   -2.255   -2.589   -2.893
 539    21000  4.50   -1.784   -1.827   -2.269   -2.602   -2.909
 540    21000  5.00   -1.816   -1.846   -2.283   -2.614   -2.923
 541    22000  3.00   -1.673   -1.866   -2.305   -2.639   -2.947
 542    22000  3.50   -1.760   -1.896   -2.346   -2.684   -2.993
 543    22000  4.00   -1.818   -1.920   -2.373   -2.712   -3.023
 544    22000  4.50   -1.855   -1.937   -2.388   -2.727   -3.040
 545    22000  5.00   -1.888   -1.958   -2.404   -2.741   -3.056
 546    23000  3.00   -1.733   -1.965   -2.409   -2.747   -3.060
 547    23000  3.50   -1.821   -1.996   -2.452   -2.795   -3.109
 548    23000  4.00   -1.884   -2.023   -2.483   -2.827   -3.143
 549    23000  4.50   -1.924   -2.043   -2.502   -2.845   -3.164
 550    23000  5.00   -1.957   -2.063   -2.517   -2.859   -3.180
 551    24000  3.00   -1.791   -2.058   -2.508   -2.850   -3.168
 552    24000  3.50   -1.881   -2.091   -2.553   -2.900   -3.219
 553    24000  4.00   -1.947   -2.121   -2.587   -2.935   -3.257
 554    24000  4.50   -1.990   -2.143   -2.609   -2.956   -3.280
 555    24000  5.00   -2.022   -2.163   -2.625   -2.971   -3.297
 556    25000  3.00   -1.844   -2.143   -2.599   -2.944   -3.267
 557    25000  3.50   -1.941   -2.181   -2.651   -3.001   -3.325
 558    25000  4.00   -2.008   -2.214   -2.687   -3.038   -3.364
 559    25000  4.50   -2.054   -2.239   -2.710   -3.062   -3.390
 560    25000  5.00   -2.085   -2.258   -2.727   -3.077   -3.407
 561    26000  3.00   -1.893   -2.224   -2.681   -3.027   -3.354
 562    26000  3.50   -1.998   -2.265   -2.742   -3.097   -3.426
 563    26000  4.00   -2.068   -2.302   -2.781   -3.137   -3.467
 564    26000  4.50   -2.116   -2.329   -2.807   -3.163   -3.495
 565    26000  5.00   -2.147   -2.349   -2.825   -3.179   -3.513
 566    27000  3.50   -2.049   -2.342   -2.827   -3.186   -3.519
 567    27000  4.00   -2.125   -2.385   -2.871   -3.231   -3.565
 568    27000  4.50   -2.175   -2.415   -2.900   -3.259   -3.595
 569    27000  5.00   -2.208   -2.436   -2.918   -3.277   -3.614
 570    28000  3.50   -2.095   -2.414   -2.904   -3.266   -3.603
 571    28000  4.00   -2.178   -2.461   -2.955   -3.319   -3.657
 572    28000  4.50   -2.231   -2.495   -2.987   -3.350   -3.690
 573    28000  5.00   -2.266   -2.519   -3.007   -3.369   -3.710
 574    29000  3.50   -2.141   -2.483   -2.977   -3.341   -3.682
 575    29000  4.00   -2.225   -2.531   -3.032   -3.400   -3.742
 576    29000  4.50   -2.283   -2.569   -3.068   -3.435   -3.779
 577    29000  5.00   -2.320   -2.595   -3.091   -3.457   -3.801
 578    30000  3.50   -2.192   -2.555   -3.051   -3.413   -3.757
 579    30000  4.00   -2.269   -2.598   -3.104   -3.475   -3.821
 580    30000  4.50   -2.330   -2.638   -3.144   -3.515   -3.862
 581    30000  5.00   -2.370   -2.667   -3.169   -3.539   -3.887
 582    31000  3.50   -2.253   -2.632   -3.129   -3.489   -3.836
 583    31000  4.00   -2.315   -2.662   -3.174   -3.546   -3.895
 584    31000  4.50   -2.374   -2.702   -3.215   -3.589   -3.939
 585    31000  5.00   -2.416   -2.733   -3.242   -3.615   -3.966
 586    32000  4.00   -2.364   -2.729   -3.244   -3.616   -3.968
 587    32000  4.50   -2.419   -2.765   -3.283   -3.659   -4.012
 588    32000  5.00   -2.461   -2.796   -3.311   -3.687   -4.041
 589    33000  4.00   -2.420   -2.798   -3.317   -3.688   -4.042
 590    33000  4.50   -2.465   -2.828   -3.350   -3.727   -4.083
 591    33000  5.00   -2.505   -2.858   -3.378   -3.756   -4.112
 592    34000  4.00   -2.482   -2.872   -3.392   -3.761   -4.118
 593    34000  4.50   -2.517   -2.893   -3.419   -3.796   -4.154
 594    34000  5.00   -2.551   -2.919   -3.445   -3.824   -4.182
 595    35000  4.00   -2.549   -2.948   -3.471   -3.838   -4.196
 596    35000  4.50   -2.573   -2.961   -3.491   -3.866   -4.226
 597    35000  5.00   -2.602   -2.983   -3.512   -3.891   -4.252
 598    36000  4.00   -2.620   -3.027   -3.552   -3.917   -4.277
 599    36000  4.50   -2.634   -3.031   -3.564   -3.937   -4.300
 600    36000  5.00   -2.657   -3.048   -3.581   -3.960   -4.323
 601    37000  4.00   -2.695   -3.108   -3.634   -3.999   -4.360
 602    37000  4.50   -2.700   -3.105   -3.640   -4.011   -4.376
 603    37000  5.00   -2.715   -3.116   -3.652   -4.029   -4.394
 604    38000  4.00   -2.770   -3.188   -3.717   -4.081   -4.443
 605    38000  4.50   -2.769   -3.180   -3.718   -4.087   -4.454
 606    38000  5.00   -2.778   -3.186   -3.725   -4.100   -4.467
 607    39000  4.00   -2.844   -3.267   -3.798   -4.162   -4.525
 608    39000  4.50   -2.840   -3.256   -3.797   -4.165   -4.533
 609    39000  5.00   -2.845   -3.258   -3.801   -4.173   -4.542
 610    40000  4.50   -2.911   -3.332   -3.875   -4.243   -4.613
 611    40000  5.00   -2.913   -3.331   -3.877   -4.248   -4.619
 612    41000  4.50   -2.982   -3.408   -3.953   -4.321   -4.692
 613    41000  5.00   -2.982   -3.405   -3.953   -4.324   -4.696
 614    42000  4.50   -3.052   -3.481   -4.029   -4.397   -4.769
 615    42000  5.00   -3.051   -3.479   -4.029   -4.399   -4.773
 616    43000  4.50   -3.120   -3.554   -4.103   -4.472   -4.845
 617    43000  5.00   -3.120   -3.551   -4.104   -4.474   -4.849
 618    44000  4.50   -3.187   -3.625   -4.175   -4.544   -4.918
 619    44000  5.00   -3.188   -3.622   -4.177   -4.547   -4.924
 620    45000  4.50   -3.252   -3.694   -4.246   -4.616   -4.990
 621    45000  5.00   -3.254   -3.692   -4.249   -4.619   -4.997
 622    46000  4.50   -3.317   -3.762   -4.315   -4.686   -5.060
 623    46000  5.00   -3.319   -3.760   -4.319   -4.689   -5.068
 624    47000  4.50   -3.380   -3.829   -4.383   -4.754   -5.129
 625    47000  5.00   -3.382   -3.827   -4.387   -4.758   -5.138
 626    48000  4.50   -3.442   -3.894   -4.449   -4.821   -5.197
 627    48000  5.00   -3.445   -3.893   -4.454   -4.826   -5.206
 628    49000  4.50   -3.503   -3.959   -4.514   -4.887   -5.263
 629    49000  5.00   -3.506   -3.958   -4.520   -4.892   -5.272
 630    50000  5.00   -3.567   -4.021   -4.584   -4.958   -5.338
 631    56101  5.00   -3.710   -4.197   -4.724   -5.103   -5.454
 632    62946  5.00   -4.037   -4.536   -5.073   -5.456   -5.811
 633    70627  5.00   -4.370   -4.879   -5.424   -5.812   -6.170
 634    79245  5.00   -4.708   -5.226   -5.779   -6.170   -6.531
 635    88914  5.00   -5.050   -5.576   -6.135   -6.530   -6.894
 636    99763  5.00   -5.396   -5.929   -6.494   -6.892   -7.258
 637   111936  5.00   -5.745   -6.285   -6.854   -7.255   -7.623
 638   125595  5.00   -6.097   -6.643   -7.217   -7.619   -7.989
 639   140920  5.00   -6.452   -7.002   -7.580   -7.985   -8.356
 640   158115  5.00   -6.809   -7.364   -7.945   -8.352   -8.724
 641   177407  5.00   -7.168   -7.727   -8.311   -8.719   -9.093
 642   199055  5.00   -7.529   -8.091   -8.678   -9.088   -9.463
 643   223343  5.00   -7.891   -8.456   -9.046   -9.457   -9.833
 644   250595  5.00   -8.255   -8.823   -9.415   -9.827  -10.203
 645   281172  5.00   -8.620   -9.190   -9.784  -10.197  -10.575
 646   315481  5.00   -8.987   -9.559  -10.154  -10.568  -10.946
 647   353975  5.00   -9.354   -9.928  -10.525  -10.940  -11.318
 648   397167  5.00   -9.722  -10.297  -10.896  -11.311  -11.690
 649   445629  5.00  -10.091  -10.668  -11.267  -11.683  -12.063
 650   500004  5.00  -10.460  -11.038  -11.639  -12.056  -12.436
 651   561014  5.00  -10.830  -11.410  -12.011  -12.428  -12.809
 652   629469  5.00  -11.201  -11.781  -12.384  -12.801  -13.182
 653   706276  5.00  -11.572  -12.153  -12.756  -13.175  -13.556
 654   792455  5.00  -11.944  -12.526  -13.129  -13.548  -13.929
 655   889149  5.00  -12.316  -12.898  -13.503  -13.922  -14.303
 656   997642  5.00  -12.688  -13.271  -13.876  -14.295  -14.677
 657  1119373  5.00  -13.060  -13.644  -14.250  -14.669  -15.051
 658  1255958  5.00  -13.433  -14.018  -14.623  -15.043  -15.425
 659  1409209  5.00  -13.806  -14.391  -14.997  -15.417  -15.799
 660  1581159  5.00  -14.180  -14.765  -15.371  -15.791  -16.174
 661  1774090  5.00  -14.553  -15.139  -15.745  -16.166  -16.548
 662  1990563  5.00  -14.927  -15.513  -16.120  -16.540  -16.922
 663  2233450  5.00  -15.301  -15.887  -16.494  -16.914  -17.297
 664  2505973  5.00  -15.674  -16.261  -16.868  -17.289  -17.672
 665  2811749  5.00  -16.048  -16.635  -17.243  -17.663  -18.046
 666  3154836  5.00  -16.423  -17.010  -17.617  -18.038  -18.421
 667  3539785  5.00  -16.797  -17.384  -17.992  -18.413  -18.796
 668  3971706  5.00  -17.171  -17.759  -18.366  -18.787  -19.170
 669  4456330  5.00  -17.546  -18.133  -18.741  -19.162  -19.545
# BCs for Fluks et al. 1994 M-giant spectra:
#  n     Teff  logg        u        g        r        i        z
   0     3810  0.00   -5.232   -2.180   -0.743   -0.151    0.214
   1     3736  0.00   -5.480   -2.411   -0.956   -0.216    0.214
   2     3666  0.00   -5.741   -2.663   -1.199   -0.300    0.201
   3     3574  0.00   -5.963   -3.071   -1.567   -0.467    0.136
   4     3434  0.00   -6.474   -3.757   -2.226   -0.821    0.018
   5     3309  0.00   -7.001   -4.788   -3.149   -1.410   -0.171
   6     3126  0.00   -7.946   -6.208   -4.480   -2.215   -0.581
   7     2890  0.00   -8.652   -7.675   -5.306   -2.820   -0.984
   8     2667  0.00   -9.374   -8.706   -5.828   -3.150   -1.145
   9     2500  0.00  -10.108   -9.436   -6.407   -3.451   -1.145
