# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        V        u        v        b        y     Hb_w     Hb_n
 314     7000  4.50   -0.061   -1.485   -0.644   -0.295   -0.044   -0.170    2.876
 315     7000  5.00   -0.082   -1.401   -0.685   -0.327   -0.065   -0.195    2.858
 316     7250  0.50    0.105   -2.196   -0.176    0.009    0.119    0.114    3.184
 317     7250  1.00    0.095   -2.168   -0.178    0.004    0.109    0.094    3.137
 318     7250  1.50    0.085   -2.098   -0.212   -0.014    0.099    0.067    3.091
 319     7250  2.00    0.073   -2.007   -0.266   -0.042    0.087    0.036    3.048
 320     7250  2.50    0.058   -1.903   -0.342   -0.082    0.073    0.002    3.011
 321     7250  3.00    0.035   -1.796   -0.410   -0.125    0.051   -0.037    2.972
 322     7250  3.50    0.008   -1.690   -0.473   -0.170    0.024   -0.078    2.933
 323     7250  4.00   -0.022   -1.587   -0.534   -0.215   -0.006   -0.118    2.898
 324     7250  4.50   -0.052   -1.488   -0.590   -0.259   -0.035   -0.155    2.867
 325     7250  5.00   -0.078   -1.397   -0.638   -0.297   -0.061   -0.186    2.843
 326     7500  0.50    0.098   -2.080   -0.196   -0.005    0.114    0.113    3.202
 327     7500  1.00    0.091   -2.111   -0.142    0.018    0.105    0.106    3.157
 328     7500  1.50    0.084   -2.067   -0.161    0.010    0.098    0.084    3.108
 329     7500  2.00    0.073   -1.993   -0.202   -0.010    0.088    0.055    3.058
 330     7500  2.50    0.060   -1.904   -0.263   -0.041    0.075    0.021    3.012
 331     7500  3.00    0.043   -1.804   -0.341   -0.083    0.059   -0.016    2.971
 332     7500  3.50    0.018   -1.702   -0.412   -0.129    0.034   -0.058    2.930
 333     7500  4.00   -0.012   -1.600   -0.478   -0.176    0.005   -0.101    2.890
 334     7500  4.50   -0.043   -1.499   -0.540   -0.224   -0.027   -0.142    2.855
 335     7500  5.00   -0.073   -1.404   -0.596   -0.268   -0.056   -0.179    2.826
 336     7750  1.00    0.076   -2.032   -0.139    0.011    0.090    0.104    3.169
 337     7750  1.50    0.073   -2.020   -0.132    0.017    0.087    0.090    3.120
 338     7750  2.00    0.067   -1.967   -0.162    0.006    0.081    0.065    3.066
 339     7750  2.50    0.056   -1.893   -0.210   -0.016    0.070    0.032    3.012
 340     7750  3.00    0.041   -1.807   -0.275   -0.049    0.056   -0.004    2.964
 341     7750  3.50    0.023   -1.711   -0.355   -0.093    0.039   -0.044    2.922
 342     7750  4.00   -0.005   -1.613   -0.428   -0.142    0.012   -0.088    2.879
 343     7750  4.50   -0.037   -1.514   -0.495   -0.191   -0.020   -0.132    2.840
 344     7750  5.00   -0.069   -1.417   -0.557   -0.239   -0.052   -0.173    2.806
 345     8000  1.00    0.047   -1.928   -0.175   -0.024    0.061    0.081    3.165
 346     8000  1.50    0.051   -1.959   -0.128    0.006    0.065    0.081    3.124
 347     8000  2.00    0.049   -1.929   -0.142    0.005    0.063    0.062    3.069
 348     8000  2.50    0.043   -1.873   -0.179   -0.008    0.057    0.035    3.013
 349     8000  3.00    0.031   -1.800   -0.231   -0.031    0.046   -0.000    2.957
 350     8000  3.50    0.017   -1.716   -0.302   -0.066    0.032   -0.039    2.908
 351     8000  4.00   -0.004   -1.624   -0.382   -0.112    0.013   -0.080    2.864
 352     8000  4.50   -0.033   -1.528   -0.455   -0.162   -0.016   -0.125    2.822
 353     8000  5.00   -0.066   -1.433   -0.522   -0.213   -0.049   -0.170    2.784
 354     8250  1.00   -0.003   -1.801   -0.246   -0.089    0.012    0.029    3.135
 355     8250  1.50    0.019   -1.891   -0.148   -0.022    0.032    0.060    3.119
 356     8250  2.00    0.021   -1.885   -0.141   -0.011    0.035    0.049    3.067
 357     8250  2.50    0.019   -1.844   -0.167   -0.017    0.033    0.026    3.008
 358     8250  3.00    0.012   -1.786   -0.211   -0.032    0.027   -0.005    2.948
 359     8250  3.50    0.001   -1.714   -0.269   -0.056    0.016   -0.043    2.891
 360     8250  4.00   -0.013   -1.632   -0.342   -0.092    0.003   -0.081    2.844
 361     8250  4.50   -0.035   -1.542   -0.419   -0.139   -0.018   -0.123    2.801
 362     8250  5.00   -0.067   -1.449   -0.491   -0.190   -0.049   -0.170    2.759
 363     8500  1.50   -0.023   -1.813   -0.187   -0.065   -0.009    0.025    3.101
 364     8500  2.00   -0.015   -1.834   -0.159   -0.041   -0.002    0.024    3.056
 365     8500  2.50   -0.014   -1.812   -0.173   -0.038   -0.000    0.006    2.997
 366     8500  3.00   -0.017   -1.767   -0.207   -0.046   -0.003   -0.021    2.935
 367     8500  3.50   -0.024   -1.708   -0.256   -0.063   -0.009   -0.054    2.874
 368     8500  4.00   -0.035   -1.637   -0.317   -0.088   -0.020   -0.093    2.819
 369     8500  4.50   -0.048   -1.554   -0.392   -0.125   -0.031   -0.131    2.775
 370     8500  5.00   -0.072   -1.465   -0.466   -0.172   -0.054   -0.174    2.732
 371     8750  1.50   -0.074   -1.731   -0.239   -0.119   -0.060   -0.021    3.071
 372     8750  2.00   -0.058   -1.781   -0.190   -0.080   -0.045   -0.009    3.040
 373     8750  2.50   -0.054   -1.777   -0.190   -0.069   -0.040   -0.021    2.984
 374     8750  3.00   -0.053   -1.746   -0.216   -0.072   -0.040   -0.044    2.920
 375     8750  3.50   -0.056   -1.698   -0.258   -0.082   -0.042   -0.075    2.854
 376     8750  4.00   -0.064   -1.638   -0.312   -0.099   -0.048   -0.111    2.794
 377     8750  4.50   -0.074   -1.565   -0.377   -0.126   -0.058   -0.150    2.742
 378     8750  5.00   -0.086   -1.480   -0.448   -0.164   -0.068   -0.186    2.702
 379     9000  1.50   -0.128   -1.651   -0.294   -0.176   -0.114   -0.073    3.030
 380     9000  2.00   -0.106   -1.726   -0.230   -0.126   -0.092   -0.049    3.014
 381     9000  2.50   -0.098   -1.738   -0.220   -0.109   -0.085   -0.055    2.965
 382     9000  3.00   -0.096   -1.722   -0.236   -0.106   -0.082   -0.075    2.901
 383     9000  3.50   -0.096   -1.687   -0.270   -0.110   -0.082   -0.102    2.832
 384     9000  4.00   -0.099   -1.636   -0.319   -0.122   -0.084   -0.136    2.767
 385     9000  4.50   -0.107   -1.573   -0.377   -0.141   -0.091   -0.174    2.710
 386     9000  5.00   -0.114   -1.497   -0.443   -0.170   -0.097   -0.210    2.666
 387     9250  2.00   -0.156   -1.673   -0.275   -0.176   -0.143   -0.094    2.981
 388     9250  2.50   -0.146   -1.700   -0.256   -0.153   -0.133   -0.095    2.939
 389     9250  3.00   -0.142   -1.695   -0.265   -0.146   -0.128   -0.110    2.879
 390     9250  3.50   -0.140   -1.671   -0.293   -0.146   -0.126   -0.134    2.810
 391     9250  4.00   -0.141   -1.631   -0.334   -0.153   -0.126   -0.165    2.741
 392     9250  4.50   -0.145   -1.579   -0.386   -0.166   -0.129   -0.202    2.678
 393     9250  5.00   -0.152   -1.513   -0.449   -0.187   -0.135   -0.241    2.626
 394     9500  2.00   -0.209   -1.624   -0.323   -0.227   -0.196   -0.142    2.942
 395     9500  2.50   -0.197   -1.664   -0.297   -0.201   -0.184   -0.138    2.909
 396     9500  3.00   -0.191   -1.670   -0.299   -0.190   -0.178   -0.149    2.854
 397     9500  3.50   -0.188   -1.655   -0.321   -0.188   -0.174   -0.170    2.787
 398     9500  4.00   -0.186   -1.624   -0.356   -0.190   -0.172   -0.198    2.715
 399     9500  4.50   -0.187   -1.581   -0.404   -0.199   -0.172   -0.233    2.647
 400     9500  5.00   -0.191   -1.525   -0.463   -0.214   -0.175   -0.273    2.589
 401     9750  2.00   -0.261   -1.582   -0.371   -0.279   -0.249   -0.191    2.900
 402     9750  2.50   -0.248   -1.631   -0.341   -0.250   -0.236   -0.183    2.874
 403     9750  3.00   -0.242   -1.645   -0.338   -0.238   -0.229   -0.191    2.825
 404     9750  3.50   -0.238   -1.639   -0.354   -0.232   -0.225   -0.210    2.760
 405     9750  4.00   -0.235   -1.617   -0.385   -0.232   -0.221   -0.236    2.688
 406     9750  4.50   -0.233   -1.582   -0.428   -0.236   -0.219   -0.269    2.616
 407     9750  5.00   -0.234   -1.535   -0.482   -0.247   -0.218   -0.307    2.553
 408    10000  2.00   -0.314   -1.547   -0.419   -0.330   -0.301   -0.240    2.856
 409    10000  2.50   -0.300   -1.602   -0.386   -0.300   -0.288   -0.231    2.834
 410    10000  3.00   -0.294   -1.624   -0.381   -0.286   -0.281   -0.236    2.790
 411    10000  3.50   -0.289   -1.625   -0.392   -0.280   -0.277   -0.252    2.730
 412    10000  4.00   -0.285   -1.610   -0.418   -0.277   -0.272   -0.276    2.658
 413    10000  4.50   -0.282   -1.582   -0.456   -0.278   -0.268   -0.306    2.586
 414    10000  5.00   -0.281   -1.542   -0.506   -0.284   -0.265   -0.342    2.519
 415    10250  2.00   -0.367   -1.518   -0.466   -0.380   -0.354   -0.290    2.812
 416    10250  2.50   -0.353   -1.579   -0.432   -0.351   -0.340   -0.279    2.792
 417    10250  3.00   -0.346   -1.606   -0.425   -0.336   -0.334   -0.283    2.753
 418    10250  3.50   -0.342   -1.613   -0.434   -0.328   -0.329   -0.297    2.697
 419    10250  4.00   -0.338   -1.603   -0.455   -0.324   -0.325   -0.318    2.629
 420    10250  4.50   -0.333   -1.581   -0.488   -0.323   -0.319   -0.346    2.556
 421    10250  5.00   -0.330   -1.548   -0.533   -0.326   -0.315   -0.380    2.486
 422    10500  2.00   -0.419   -1.495   -0.514   -0.431   -0.406   -0.339    2.766
 423    10500  2.50   -0.405   -1.560   -0.479   -0.400   -0.392   -0.327    2.749
 424    10500  3.00   -0.398   -1.592   -0.470   -0.386   -0.386   -0.330    2.713
 425    10500  3.50   -0.394   -1.604   -0.477   -0.378   -0.382   -0.343    2.661
 426    10500  4.00   -0.390   -1.600   -0.495   -0.373   -0.377   -0.362    2.597
 427    10500  4.50   -0.386   -1.582   -0.524   -0.370   -0.372   -0.388    2.525
 428    10500  5.00   -0.381   -1.554   -0.565   -0.370   -0.366   -0.420    2.452
 429    10750  2.00   -0.470   -1.478   -0.561   -0.480   -0.458   -0.388    2.721
 430    10750  2.50   -0.456   -1.545   -0.525   -0.450   -0.444   -0.375    2.706
 431    10750  3.00   -0.451   -1.581   -0.515   -0.435   -0.438   -0.378    2.671
 432    10750  3.50   -0.447   -1.598   -0.521   -0.428   -0.435   -0.390    2.623
 433    10750  4.00   -0.443   -1.598   -0.537   -0.423   -0.431   -0.407    2.562
 434    10750  4.50   -0.438   -1.585   -0.563   -0.419   -0.425   -0.431    2.492
 435    10750  5.00   -0.433   -1.561   -0.599   -0.417   -0.418   -0.461    2.420
 436    11000  2.00   -0.522   -1.465   -0.607   -0.530   -0.509   -0.436    2.675
 437    11000  2.50   -0.508   -1.534   -0.571   -0.499   -0.495   -0.423    2.662
 438    11000  3.00   -0.502   -1.573   -0.561   -0.485   -0.490   -0.426    2.629
 439    11000  3.50   -0.499   -1.594   -0.565   -0.477   -0.487   -0.437    2.582
 440    11000  4.00   -0.496   -1.598   -0.580   -0.472   -0.483   -0.453    2.525
 441    11000  4.50   -0.491   -1.590   -0.603   -0.468   -0.478   -0.476    2.458
 442    11000  5.00   -0.485   -1.569   -0.637   -0.465   -0.471   -0.504    2.386
 443    11250  2.00   -0.573   -1.457   -0.653   -0.579   -0.560   -0.485    2.630
 444    11250  2.50   -0.558   -1.526   -0.616   -0.548   -0.546   -0.471    2.617
 445    11250  3.00   -0.553   -1.568   -0.606   -0.534   -0.541   -0.474    2.585
 446    11250  3.50   -0.551   -1.592   -0.610   -0.526   -0.539   -0.484    2.541
 447    11250  4.00   -0.548   -1.600   -0.623   -0.522   -0.536   -0.500    2.486
 448    11250  4.50   -0.544   -1.595   -0.645   -0.518   -0.531   -0.521    2.422
 449    11250  5.00   -0.538   -1.579   -0.676   -0.514   -0.524   -0.547    2.352
 450    11500  2.00   -0.623   -1.452   -0.699   -0.627   -0.611   -0.533    2.584
 451    11500  2.50   -0.609   -1.523   -0.662   -0.596   -0.597   -0.519    2.573
 452    11500  3.00   -0.604   -1.566   -0.651   -0.582   -0.592   -0.521    2.542
 453    11500  3.50   -0.602   -1.592   -0.655   -0.575   -0.590   -0.531    2.499
 454    11500  4.00   -0.600   -1.603   -0.667   -0.571   -0.588   -0.547    2.447
 455    11500  4.50   -0.596   -1.602   -0.687   -0.567   -0.584   -0.567    2.385
 456    11500  5.00   -0.591   -1.589   -0.716   -0.563   -0.577   -0.592    2.317
 457    11750  2.00   -0.674   -1.451   -0.745   -0.675   -0.661   -0.580    2.539
 458    11750  2.50   -0.659   -1.522   -0.706   -0.644   -0.647   -0.566    2.529
 459    11750  3.00   -0.654   -1.566   -0.696   -0.630   -0.643   -0.568    2.499
 460    11750  3.50   -0.653   -1.594   -0.699   -0.624   -0.641   -0.578    2.457
 461    11750  4.00   -0.651   -1.608   -0.711   -0.619   -0.639   -0.593    2.407
 462    11750  4.50   -0.648   -1.610   -0.730   -0.616   -0.635   -0.612    2.347
 463    11750  5.00   -0.643   -1.600   -0.757   -0.611   -0.630   -0.636    2.281
 464    12000  2.50   -0.708   -1.524   -0.751   -0.691   -0.697   -0.613    2.485
 465    12000  3.00   -0.704   -1.569   -0.741   -0.678   -0.692   -0.615    2.455
 466    12000  3.50   -0.703   -1.597   -0.744   -0.672   -0.691   -0.625    2.415
 467    12000  4.00   -0.701   -1.613   -0.755   -0.667   -0.689   -0.639    2.366
 468    12000  4.50   -0.699   -1.618   -0.773   -0.664   -0.686   -0.658    2.309
 469    12000  5.00   -0.694   -1.612   -0.798   -0.660   -0.681   -0.681    2.244
 470    12250  2.50   -0.757   -1.529   -0.795   -0.738   -0.746   -0.659    2.441
 471    12250  3.00   -0.753   -1.574   -0.785   -0.725   -0.742   -0.661    2.412
 472    12250  3.50   -0.752   -1.603   -0.788   -0.719   -0.741   -0.671    2.373
 473    12250  4.00   -0.751   -1.620   -0.799   -0.715   -0.739   -0.686    2.325
 474    12250  4.50   -0.749   -1.627   -0.816   -0.712   -0.737   -0.704    2.269
 475    12250  5.00   -0.745   -1.623   -0.840   -0.708   -0.732   -0.726    2.207
 476    12500  2.50   -0.806   -1.535   -0.838   -0.784   -0.794   -0.705    2.397
 477    12500  3.00   -0.802   -1.581   -0.828   -0.772   -0.791   -0.707    2.369
 478    12500  3.50   -0.801   -1.611   -0.831   -0.766   -0.790   -0.717    2.330
 479    12500  4.00   -0.800   -1.629   -0.842   -0.762   -0.789   -0.731    2.284
 480    12500  4.50   -0.799   -1.637   -0.859   -0.759   -0.786   -0.749    2.230
 481    12500  5.00   -0.795   -1.636   -0.882   -0.755   -0.782   -0.770    2.170
 482    12750  2.50   -0.854   -1.544   -0.881   -0.830   -0.842   -0.750    2.354
 483    12750  3.00   -0.850   -1.590   -0.871   -0.817   -0.839   -0.753    2.327
 484    12750  3.50   -0.850   -1.620   -0.875   -0.812   -0.838   -0.763    2.288
 485    12750  4.00   -0.849   -1.638   -0.885   -0.809   -0.837   -0.777    2.243
 486    12750  4.50   -0.848   -1.648   -0.902   -0.806   -0.835   -0.794    2.190
 487    12750  5.00   -0.844   -1.648   -0.923   -0.802   -0.832   -0.814    2.132
 488    13000  2.50   -0.901   -1.554   -0.924   -0.875   -0.889   -0.795    2.312
 489    13000  3.00   -0.898   -1.600   -0.914   -0.863   -0.886   -0.798    2.284
 490    13000  3.50   -0.898   -1.631   -0.917   -0.858   -0.886   -0.808    2.247
 491    13000  4.00   -0.897   -1.650   -0.928   -0.855   -0.886   -0.821    2.202
 492    13000  4.50   -0.896   -1.660   -0.944   -0.852   -0.884   -0.838    2.150
 493    13000  5.00   -0.893   -1.661   -0.965   -0.849   -0.880   -0.859    2.094
 494    14000  2.00   -1.096   -1.516   -1.131   -1.082   -1.084   -0.984    2.152
 495    14000  2.50   -1.082   -1.602   -1.088   -1.048   -1.071   -0.968    2.146
 496    14000  3.00   -1.082   -1.653   -1.079   -1.039   -1.071   -0.972    2.119
 497    14000  3.50   -1.083   -1.685   -1.083   -1.035   -1.072   -0.983    2.083
 498    14000  4.00   -1.083   -1.704   -1.094   -1.033   -1.072   -0.996    2.040
 499    14000  4.50   -1.083   -1.715   -1.109   -1.031   -1.071   -1.012    1.993
 500    14000  5.00   -1.080   -1.720   -1.128   -1.028   -1.068   -1.031    1.940
 501    15000  2.50   -1.252   -1.658   -1.241   -1.211   -1.241   -1.130    1.991
 502    15000  3.00   -1.255   -1.716   -1.235   -1.204   -1.244   -1.137    1.962
 503    15000  3.50   -1.258   -1.751   -1.241   -1.203   -1.247   -1.149    1.926
 504    15000  4.00   -1.260   -1.771   -1.252   -1.202   -1.249   -1.163    1.885
 505    15000  4.50   -1.260   -1.782   -1.267   -1.201   -1.249   -1.178    1.840
 506    15000  5.00   -1.258   -1.787   -1.285   -1.198   -1.246   -1.196    1.791
 507    16000  2.50   -1.411   -1.714   -1.386   -1.364   -1.400   -1.282    1.845
 508    16000  3.00   -1.417   -1.781   -1.381   -1.359   -1.406   -1.291    1.815
 509    16000  3.50   -1.423   -1.821   -1.389   -1.361   -1.413   -1.306    1.777
 510    16000  4.00   -1.427   -1.844   -1.402   -1.362   -1.416   -1.321    1.737
 511    16000  4.50   -1.428   -1.856   -1.417   -1.362   -1.417   -1.336    1.693
 512    16000  5.00   -1.426   -1.860   -1.434   -1.360   -1.415   -1.353    1.647
 513    17000  2.50   -1.559   -1.768   -1.521   -1.507   -1.548   -1.423    1.709
 514    17000  3.00   -1.568   -1.845   -1.518   -1.505   -1.558   -1.436    1.676
 515    17000  3.50   -1.578   -1.892   -1.529   -1.509   -1.567   -1.453    1.637
 516    17000  4.00   -1.584   -1.919   -1.543   -1.512   -1.573   -1.470    1.596
 517    17000  4.50   -1.586   -1.932   -1.559   -1.513   -1.575   -1.486    1.553
 518    17000  5.00   -1.585   -1.937   -1.576   -1.512   -1.574   -1.503    1.509
 519    18000  2.50   -1.697   -1.820   -1.649   -1.640   -1.687   -1.556    1.581
 520    18000  3.00   -1.710   -1.907   -1.647   -1.641   -1.700   -1.571    1.547
 521    18000  3.50   -1.723   -1.960   -1.660   -1.648   -1.713   -1.591    1.506
 522    18000  4.00   -1.731   -1.992   -1.676   -1.654   -1.721   -1.610    1.464
 523    18000  4.50   -1.735   -2.008   -1.693   -1.657   -1.724   -1.627    1.421
 524    18000  5.00   -1.735   -2.015   -1.710   -1.656   -1.724   -1.644    1.377
 525    19000  2.50   -1.826   -1.870   -1.769   -1.766   -1.816   -1.680    1.462
 526    19000  3.00   -1.842   -1.967   -1.767   -1.768   -1.832   -1.697    1.425
 527    19000  3.50   -1.859   -2.026   -1.783   -1.779   -1.849   -1.720    1.382
 528    19000  4.00   -1.870   -2.062   -1.801   -1.787   -1.860   -1.742    1.339
 529    19000  4.50   -1.876   -2.082   -1.819   -1.792   -1.865   -1.760    1.296
 530    19000  5.00   -1.877   -2.091   -1.838   -1.793   -1.866   -1.778    1.253
 531    20000  3.00   -1.966   -2.024   -1.880   -1.888   -1.957   -1.816    1.311
 532    20000  3.50   -1.986   -2.090   -1.899   -1.902   -1.977   -1.842    1.266
 533    20000  4.00   -2.000   -2.130   -1.919   -1.913   -1.990   -1.866    1.221
 534    20000  4.50   -2.008   -2.153   -1.938   -1.919   -1.998   -1.886    1.178
 535    20000  5.00   -2.011   -2.165   -1.957   -1.921   -2.000   -1.904    1.135
 536    21000  3.00   -2.082   -2.080   -1.987   -2.000   -2.073   -1.927    1.204
 537    21000  3.50   -2.106   -2.152   -2.008   -2.017   -2.097   -1.957    1.156
 538    21000  4.00   -2.123   -2.196   -2.030   -2.031   -2.113   -1.982    1.110
 539    21000  4.50   -2.133   -2.222   -2.051   -2.039   -2.123   -2.004    1.067
 540    21000  5.00   -2.137   -2.236   -2.071   -2.043   -2.127   -2.023    1.024
 541    22000  3.00   -2.191   -2.132   -2.087   -2.105   -2.182   -2.031    1.104
 542    22000  3.50   -2.219   -2.211   -2.110   -2.126   -2.210   -2.064    1.052
 543    22000  4.00   -2.239   -2.260   -2.135   -2.143   -2.230   -2.093    1.005
 544    22000  4.50   -2.251   -2.289   -2.157   -2.153   -2.241   -2.116    0.961
 545    22000  5.00   -2.257   -2.305   -2.178   -2.158   -2.247   -2.136    0.918
 546    23000  3.00   -2.293   -2.182   -2.180   -2.204   -2.284   -2.129    1.010
 547    23000  3.50   -2.325   -2.268   -2.207   -2.229   -2.316   -2.166    0.954
 548    23000  4.00   -2.348   -2.321   -2.234   -2.248   -2.339   -2.197    0.905
 549    23000  4.50   -2.363   -2.353   -2.258   -2.261   -2.353   -2.222    0.860
 550    23000  5.00   -2.370   -2.371   -2.279   -2.267   -2.360   -2.243    0.818
 551    24000  3.00   -2.387   -2.228   -2.266   -2.295   -2.378   -2.219    0.923
 552    24000  3.50   -2.425   -2.322   -2.298   -2.325   -2.417   -2.262    0.862
 553    24000  4.00   -2.451   -2.380   -2.328   -2.348   -2.442   -2.295    0.811
 554    24000  4.50   -2.468   -2.415   -2.353   -2.362   -2.459   -2.322    0.764
 555    24000  5.00   -2.477   -2.435   -2.375   -2.370   -2.467   -2.344    0.722
 556    25000  3.00   -2.471   -2.265   -2.342   -2.376   -2.462   -2.299    0.846
 557    25000  3.50   -2.519   -2.374   -2.383   -2.416   -2.511   -2.351    0.776
 558    25000  4.00   -2.549   -2.436   -2.416   -2.442   -2.540   -2.388    0.722
 559    25000  4.50   -2.568   -2.474   -2.443   -2.458   -2.558   -2.417    0.674
 560    25000  5.00   -2.578   -2.496   -2.466   -2.468   -2.569   -2.440    0.631
 561    26000  3.00   -2.543   -2.291   -2.411   -2.447   -2.534   -2.368    0.781
 562    26000  3.50   -2.607   -2.422   -2.462   -2.500   -2.598   -2.434    0.696
 563    26000  4.00   -2.641   -2.489   -2.499   -2.530   -2.632   -2.475    0.638
 564    26000  4.50   -2.661   -2.530   -2.527   -2.549   -2.652   -2.506    0.589
 565    26000  5.00   -2.674   -2.553   -2.552   -2.560   -2.664   -2.530    0.546
 566    27000  3.50   -2.686   -2.463   -2.532   -2.575   -2.678   -2.509    0.624
 567    27000  4.00   -2.726   -2.539   -2.576   -2.612   -2.718   -2.557    0.560
 568    27000  4.50   -2.750   -2.582   -2.607   -2.634   -2.741   -2.590    0.509
 569    27000  5.00   -2.763   -2.608   -2.632   -2.646   -2.754   -2.615    0.465
 570    28000  3.50   -2.756   -2.496   -2.595   -2.643   -2.748   -2.576    0.561
 571    28000  4.00   -2.806   -2.584   -2.646   -2.688   -2.798   -2.632    0.488
 572    28000  4.50   -2.833   -2.631   -2.681   -2.713   -2.824   -2.668    0.435
 573    28000  5.00   -2.848   -2.658   -2.707   -2.727   -2.839   -2.694    0.390
 574    29000  3.50   -2.821   -2.525   -2.654   -2.706   -2.812   -2.636    0.504
 575    29000  4.00   -2.878   -2.622   -2.710   -2.757   -2.870   -2.700    0.423
 576    29000  4.50   -2.910   -2.676   -2.749   -2.787   -2.901   -2.741    0.366
 577    29000  5.00   -2.927   -2.705   -2.777   -2.803   -2.918   -2.769    0.320
 578    30000  3.50   -2.884   -2.557   -2.715   -2.769   -2.876   -2.697    0.448
 579    30000  4.00   -2.944   -2.655   -2.768   -2.820   -2.936   -2.761    0.365
 580    30000  4.50   -2.980   -2.715   -2.811   -2.855   -2.972   -2.807    0.303
 581    30000  5.00   -3.000   -2.748   -2.841   -2.874   -2.992   -2.837    0.255
 582    31000  3.50   -2.952   -2.599   -2.780   -2.836   -2.943   -2.762    0.387
 583    31000  4.00   -3.006   -2.687   -2.824   -2.880   -2.998   -2.820    0.311
 584    31000  4.50   -3.045   -2.751   -2.868   -2.917   -3.038   -2.868    0.246
 585    31000  5.00   -3.068   -2.787   -2.901   -2.939   -3.060   -2.901    0.196
 586    32000  4.00   -3.067   -2.721   -2.880   -2.940   -3.058   -2.877    0.258
 587    32000  4.50   -3.107   -2.784   -2.923   -2.977   -3.099   -2.926    0.192
 588    32000  5.00   -3.132   -2.823   -2.957   -3.000   -3.124   -2.960    0.141
 589    33000  4.00   -3.131   -2.763   -2.940   -3.003   -3.122   -2.938    0.201
 590    33000  4.50   -3.167   -2.818   -2.976   -3.034   -3.159   -2.981    0.141
 591    33000  5.00   -3.193   -2.858   -3.010   -3.059   -3.185   -3.016    0.089
 592    34000  4.00   -3.199   -2.813   -3.006   -3.071   -3.189   -3.003    0.139
 593    34000  4.50   -3.228   -2.858   -3.033   -3.094   -3.220   -3.038    0.088
 594    34000  5.00   -3.252   -2.893   -3.063   -3.116   -3.244   -3.071    0.039
 595    35000  4.00   -3.271   -2.871   -3.076   -3.143   -3.261   -3.073    0.072
 596    35000  4.50   -3.293   -2.903   -3.093   -3.158   -3.284   -3.099    0.031
 597    35000  5.00   -3.314   -2.934   -3.119   -3.176   -3.305   -3.128   -0.014
 598    36000  4.00   -3.348   -2.935   -3.151   -3.219   -3.337   -3.148    0.000
 599    36000  4.50   -3.360   -2.955   -3.158   -3.224   -3.350   -3.163   -0.030
 600    36000  5.00   -3.377   -2.980   -3.177   -3.238   -3.368   -3.188   -0.069
 601    37000  4.00   -3.427   -3.005   -3.229   -3.298   -3.416   -3.226   -0.076
 602    37000  4.50   -3.431   -3.014   -3.226   -3.295   -3.420   -3.232   -0.094
 603    37000  5.00   -3.442   -3.031   -3.239   -3.303   -3.433   -3.250   -0.127
 604    38000  4.00   -3.509   -3.079   -3.309   -3.379   -3.497   -3.306   -0.154
 605    38000  4.50   -3.505   -3.078   -3.298   -3.369   -3.494   -3.304   -0.163
 606    38000  5.00   -3.511   -3.087   -3.305   -3.371   -3.501   -3.315   -0.188
 607    39000  4.00   -3.590   -3.153   -3.388   -3.459   -3.578   -3.386   -0.233
 608    39000  4.50   -3.582   -3.146   -3.373   -3.445   -3.570   -3.378   -0.236
 609    39000  5.00   -3.583   -3.149   -3.374   -3.442   -3.572   -3.384   -0.253
 610    40000  4.50   -3.660   -3.216   -3.448   -3.522   -3.648   -3.455   -0.311
 611    40000  5.00   -3.657   -3.214   -3.445   -3.516   -3.645   -3.455   -0.322
 612    41000  4.50   -3.738   -3.288   -3.524   -3.599   -3.726   -3.531   -0.386
 613    41000  5.00   -3.733   -3.282   -3.518   -3.590   -3.721   -3.529   -0.393
 614    42000  4.50   -3.815   -3.359   -3.599   -3.675   -3.803   -3.607   -0.461
 615    42000  5.00   -3.809   -3.352   -3.592   -3.666   -3.796   -3.603   -0.466
 616    43000  4.50   -3.891   -3.429   -3.673   -3.750   -3.878   -3.682   -0.535
 617    43000  5.00   -3.884   -3.422   -3.665   -3.740   -3.872   -3.677   -0.539
 618    44000  4.50   -3.965   -3.498   -3.745   -3.823   -3.953   -3.755   -0.607
 619    44000  5.00   -3.959   -3.491   -3.738   -3.814   -3.946   -3.751   -0.611
 620    45000  4.50   -4.037   -3.566   -3.816   -3.895   -4.025   -3.827   -0.678
 621    45000  5.00   -4.033   -3.559   -3.809   -3.887   -4.020   -3.823   -0.682
 622    46000  4.50   -4.108   -3.632   -3.885   -3.965   -4.096   -3.897   -0.748
 623    46000  5.00   -4.105   -3.627   -3.879   -3.958   -4.092   -3.894   -0.753
 624    47000  4.50   -4.178   -3.697   -3.953   -4.034   -4.165   -3.965   -0.816
 625    47000  5.00   -4.175   -3.693   -3.948   -4.028   -4.162   -3.964   -0.822
 626    48000  4.50   -4.245   -3.761   -4.020   -4.101   -4.233   -4.033   -0.882
 627    48000  5.00   -4.244   -3.758   -4.016   -4.096   -4.231   -4.032   -0.889
 628    49000  4.50   -4.312   -3.824   -4.085   -4.167   -4.300   -4.099   -0.948
 629    49000  5.00   -4.311   -3.821   -4.081   -4.163   -4.299   -4.099   -0.955
 630    50000  5.00   -4.378   -3.884   -4.146   -4.228   -4.365   -4.164   -1.020
 631    56101  5.00   -4.493   -3.991   -4.276   -4.359   -4.487   -4.283   -1.116
