# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        V        u        v        b        y     Hb_w     Hb_n
 316     7250  0.50    0.162   -2.213   -0.256    0.046    0.178    0.172    3.247
 317     7250  1.00    0.155   -2.213   -0.248    0.051    0.171    0.156    3.204
 318     7250  1.50    0.151   -2.160   -0.274    0.039    0.167    0.134    3.160
 319     7250  2.00    0.145   -2.082   -0.311    0.021    0.161    0.108    3.117
 320     7250  2.50    0.138   -1.986   -0.363   -0.006    0.155    0.080    3.080
 321     7250  3.00    0.129   -1.882   -0.425   -0.040    0.146    0.051    3.049
 322     7250  3.50    0.114   -1.780   -0.473   -0.072    0.132    0.022    3.019
 323     7250  4.00    0.098   -1.681   -0.515   -0.102    0.116   -0.006    2.992
 324     7250  4.50    0.081   -1.588   -0.555   -0.130    0.099   -0.032    2.971
 325     7250  5.00    0.065   -1.503   -0.592   -0.155    0.084   -0.053    2.955
 326     7500  0.50    0.151   -2.053   -0.258    0.019    0.169    0.158    3.253
 327     7500  1.00    0.147   -2.125   -0.181    0.066    0.162    0.168    3.223
 328     7500  1.50    0.145   -2.096   -0.195    0.064    0.160    0.150    3.177
 329     7500  2.00    0.142   -2.033   -0.229    0.052    0.157    0.126    3.129
 330     7500  2.50    0.136   -1.951   -0.272    0.033    0.152    0.098    3.083
 331     7500  3.00    0.128   -1.855   -0.332    0.002    0.145    0.068    3.046
 332     7500  3.50    0.117   -1.754   -0.396   -0.034    0.134    0.037    3.014
 333     7500  4.00    0.100   -1.655   -0.448   -0.068    0.118    0.006    2.983
 334     7500  4.50    0.083   -1.559   -0.494   -0.099    0.101   -0.023    2.956
 335     7500  5.00    0.065   -1.468   -0.537   -0.129    0.083   -0.049    2.936
 336     7750  1.00    0.131   -2.021   -0.151    0.061    0.146    0.166    3.234
 337     7750  1.50    0.131   -2.022   -0.141    0.073    0.146    0.155    3.188
 338     7750  2.00    0.131   -1.978   -0.167    0.067    0.146    0.135    3.137
 339     7750  2.50    0.127   -1.910   -0.206    0.053    0.143    0.109    3.087
 340     7750  3.00    0.121   -1.830   -0.255    0.033    0.137    0.079    3.039
 341     7750  3.50    0.112   -1.735   -0.323   -0.001    0.129    0.046    3.001
 342     7750  4.00    0.099   -1.637   -0.388   -0.038    0.116    0.013    2.968
 343     7750  4.50    0.081   -1.541   -0.442   -0.073    0.098   -0.019    2.937
 344     7750  5.00    0.061   -1.448   -0.491   -0.107    0.080   -0.049    2.912
 345     8000  1.00    0.103   -1.891   -0.164    0.028    0.119    0.143    3.230
 346     8000  1.50    0.109   -1.939   -0.113    0.065    0.124    0.149    3.195
 347     8000  2.00    0.111   -1.914   -0.126    0.068    0.125    0.134    3.144
 348     8000  2.50    0.110   -1.862   -0.160    0.059    0.125    0.110    3.089
 349     8000  3.00    0.107   -1.793   -0.206    0.044    0.122    0.081    3.035
 350     8000  3.50    0.099   -1.715   -0.261    0.023    0.116    0.048    2.986
 351     8000  4.00    0.090   -1.624   -0.332   -0.013    0.107    0.015    2.948
 352     8000  4.50    0.074   -1.530   -0.397   -0.052    0.092   -0.020    2.914
 353     8000  5.00    0.055   -1.437   -0.452   -0.088    0.073   -0.053    2.884
 354     8250  1.00    0.055   -1.731   -0.213   -0.034    0.071    0.093    3.199
 355     8250  1.50    0.080   -1.847   -0.112    0.042    0.094    0.132    3.193
 356     8250  2.00    0.084   -1.846   -0.105    0.056    0.098    0.123    3.144
 357     8250  2.50    0.086   -1.809   -0.131    0.054    0.101    0.103    3.087
 358     8250  3.00    0.086   -1.754   -0.172    0.044    0.100    0.076    3.029
 359     8250  3.50    0.081   -1.687   -0.223    0.027    0.097    0.045    2.974
 360     8250  4.00    0.073   -1.610   -0.284    0.002    0.089    0.009    2.926
 361     8250  4.50    0.062   -1.522   -0.357   -0.035    0.079   -0.025    2.888
 362     8250  5.00    0.045   -1.431   -0.421   -0.074    0.063   -0.061    2.854
 363     8500  1.50    0.041   -1.752   -0.134    0.005    0.056    0.101    3.179
 364     8500  2.00    0.050   -1.776   -0.106    0.032    0.064    0.103    3.139
 365     8500  2.50    0.054   -1.754   -0.119    0.037    0.068    0.087    3.083
 366     8500  3.00    0.056   -1.711   -0.152    0.032    0.071    0.064    3.022
 367     8500  3.50    0.055   -1.655   -0.199    0.020    0.070    0.034    2.961
 368     8500  4.00    0.050   -1.590   -0.255    0.002    0.066   -0.001    2.905
 369     8500  4.50    0.041   -1.515   -0.323   -0.026    0.058   -0.038    2.858
 370     8500  5.00    0.029   -1.429   -0.394   -0.065    0.047   -0.073    2.822
 371     8750  1.50   -0.005   -1.656   -0.171   -0.042    0.010    0.060    3.152
 372     8750  2.00    0.010   -1.710   -0.123   -0.002    0.024    0.073    3.125
 373     8750  2.50    0.016   -1.702   -0.124    0.009    0.030    0.063    3.073
 374     8750  3.00    0.020   -1.669   -0.149    0.009    0.034    0.043    3.011
 375     8750  3.50    0.021   -1.623   -0.189    0.002    0.036    0.015    2.946
 376     8750  4.00    0.020   -1.567   -0.241   -0.010    0.035   -0.018    2.884
 377     8750  4.50    0.014   -1.504   -0.302   -0.030    0.031   -0.055    2.830
 378     8750  5.00    0.006   -1.428   -0.372   -0.062    0.024   -0.091    2.788
 379     9000  1.50   -0.054   -1.560   -0.214   -0.092   -0.039    0.014    3.117
 380     9000  2.00   -0.033   -1.647   -0.152   -0.043   -0.019    0.038    3.102
 381     9000  2.50   -0.026   -1.656   -0.142   -0.026   -0.013    0.032    3.056
 382     9000  3.00   -0.022   -1.633   -0.159   -0.023   -0.008    0.014    2.995
 383     9000  3.50   -0.019   -1.594   -0.192   -0.026   -0.005   -0.010    2.929
 384     9000  4.00   -0.018   -1.546   -0.238   -0.033   -0.003   -0.040    2.864
 385     9000  4.50   -0.019   -1.490   -0.294   -0.047   -0.003   -0.075    2.805
 386     9000  5.00   -0.025   -1.426   -0.359   -0.069   -0.008   -0.114    2.753
 387     9250  2.00   -0.079   -1.584   -0.187   -0.086   -0.065   -0.002    3.074
 388     9250  2.50   -0.071   -1.613   -0.169   -0.066   -0.058   -0.004    3.033
 389     9250  3.00   -0.067   -1.603   -0.180   -0.060   -0.054   -0.019    2.975
 390     9250  3.50   -0.064   -1.572   -0.207   -0.061   -0.050   -0.042    2.909
 391     9250  4.00   -0.061   -1.530   -0.247   -0.065   -0.046   -0.070    2.841
 392     9250  4.50   -0.060   -1.479   -0.298   -0.074   -0.044   -0.103    2.777
 393     9250  5.00   -0.062   -1.422   -0.359   -0.089   -0.045   -0.141    2.720
 394     9500  2.00   -0.127   -1.522   -0.226   -0.131   -0.113   -0.044    3.040
 395     9500  2.50   -0.118   -1.571   -0.202   -0.108   -0.104   -0.042    3.006
 396     9500  3.00   -0.114   -1.575   -0.207   -0.101   -0.101   -0.056    2.951
 397     9500  3.50   -0.112   -1.554   -0.231   -0.101   -0.098   -0.078    2.884
 398     9500  4.00   -0.108   -1.519   -0.267   -0.103   -0.094   -0.105    2.814
 399     9500  4.50   -0.105   -1.473   -0.313   -0.109   -0.090   -0.137    2.746
 400     9500  5.00   -0.104   -1.421   -0.369   -0.119   -0.088   -0.173    2.687
 401     9750  2.00   -0.175   -1.463   -0.266   -0.177   -0.161   -0.088    3.004
 402     9750  2.50   -0.165   -1.528   -0.238   -0.152   -0.151   -0.083    2.974
 403     9750  3.00   -0.162   -1.547   -0.240   -0.144   -0.148   -0.095    2.923
 404     9750  3.50   -0.160   -1.538   -0.259   -0.143   -0.146   -0.116    2.858
 405     9750  4.00   -0.158   -1.511   -0.292   -0.145   -0.143   -0.142    2.786
 406     9750  4.50   -0.155   -1.471   -0.335   -0.149   -0.139   -0.173    2.716
 407     9750  5.00   -0.152   -1.424   -0.387   -0.156   -0.135   -0.208    2.653
 408    10000  2.00   -0.223   -1.409   -0.308   -0.223   -0.209   -0.133    2.965
 409    10000  2.50   -0.212   -1.486   -0.277   -0.197   -0.199   -0.125    2.940
 410    10000  3.00   -0.210   -1.519   -0.275   -0.187   -0.196   -0.136    2.892
 411    10000  3.50   -0.209   -1.522   -0.292   -0.186   -0.195   -0.156    2.829
 412    10000  4.00   -0.208   -1.504   -0.321   -0.188   -0.194   -0.182    2.758
 413    10000  4.50   -0.205   -1.472   -0.361   -0.192   -0.190   -0.212    2.685
 414    10000  5.00   -0.202   -1.429   -0.410   -0.197   -0.186   -0.247    2.617
 415    10250  2.00   -0.271   -1.363   -0.351   -0.270   -0.257   -0.178    2.925
 416    10250  2.50   -0.260   -1.447   -0.317   -0.241   -0.246   -0.168    2.904
 417    10250  3.00   -0.257   -1.490   -0.313   -0.232   -0.244   -0.177    2.859
 418    10250  3.50   -0.258   -1.504   -0.327   -0.230   -0.244   -0.197    2.799
 419    10250  4.00   -0.258   -1.497   -0.354   -0.232   -0.244   -0.222    2.728
 420    10250  4.50   -0.256   -1.473   -0.391   -0.236   -0.242   -0.253    2.653
 421    10250  5.00   -0.253   -1.437   -0.438   -0.240   -0.237   -0.287    2.582
 422    10500  2.00   -0.320   -1.326   -0.394   -0.317   -0.306   -0.223    2.884
 423    10500  2.50   -0.307   -1.412   -0.358   -0.287   -0.294   -0.212    2.866
 424    10500  3.00   -0.305   -1.462   -0.352   -0.276   -0.292   -0.220    2.824
 425    10500  3.50   -0.306   -1.486   -0.364   -0.275   -0.293   -0.238    2.767
 426    10500  4.00   -0.308   -1.488   -0.389   -0.277   -0.294   -0.263    2.698
 427    10500  4.50   -0.307   -1.473   -0.424   -0.281   -0.293   -0.293    2.622
 428    10500  5.00   -0.305   -1.444   -0.469   -0.285   -0.289   -0.328    2.547
 429    10750  2.00   -0.369   -1.297   -0.437   -0.364   -0.355   -0.270    2.842
 430    10750  2.50   -0.355   -1.382   -0.399   -0.332   -0.342   -0.256    2.827
 431    10750  3.00   -0.353   -1.437   -0.392   -0.321   -0.340   -0.263    2.788
 432    10750  3.50   -0.355   -1.468   -0.403   -0.320   -0.341   -0.280    2.733
 433    10750  4.00   -0.357   -1.479   -0.426   -0.322   -0.343   -0.305    2.666
 434    10750  4.50   -0.358   -1.473   -0.459   -0.326   -0.343   -0.335    2.591
 435    10750  5.00   -0.356   -1.451   -0.502   -0.330   -0.341   -0.369    2.514
 436    11000  2.00   -0.418   -1.276   -0.481   -0.411   -0.405   -0.316    2.799
 437    11000  2.50   -0.403   -1.359   -0.441   -0.378   -0.390   -0.301    2.787
 438    11000  3.00   -0.400   -1.415   -0.433   -0.366   -0.387   -0.307    2.750
 439    11000  3.50   -0.402   -1.451   -0.442   -0.364   -0.389   -0.323    2.698
 440    11000  4.00   -0.405   -1.469   -0.464   -0.367   -0.392   -0.347    2.634
 441    11000  4.50   -0.407   -1.471   -0.495   -0.372   -0.393   -0.376    2.559
 442    11000  5.00   -0.407   -1.457   -0.536   -0.376   -0.392   -0.410    2.481
 443    11250  2.00   -0.468   -1.261   -0.525   -0.459   -0.454   -0.363    2.756
 444    11250  2.50   -0.451   -1.341   -0.483   -0.424   -0.438   -0.346    2.746
 445    11250  3.00   -0.448   -1.397   -0.474   -0.411   -0.435   -0.350    2.712
 446    11250  3.50   -0.450   -1.436   -0.482   -0.409   -0.437   -0.366    2.662
 447    11250  4.00   -0.454   -1.460   -0.502   -0.412   -0.440   -0.389    2.599
 448    11250  4.50   -0.456   -1.468   -0.532   -0.417   -0.443   -0.418    2.527
 449    11250  5.00   -0.457   -1.461   -0.571   -0.422   -0.443   -0.452    2.449
 450    11500  2.00   -0.516   -1.252   -0.569   -0.506   -0.503   -0.410    2.712
 451    11500  2.50   -0.499   -1.329   -0.525   -0.469   -0.486   -0.391    2.705
 452    11500  3.00   -0.495   -1.384   -0.515   -0.456   -0.482   -0.394    2.673
 453    11500  3.50   -0.497   -1.424   -0.522   -0.454   -0.484   -0.409    2.625
 454    11500  4.00   -0.501   -1.452   -0.542   -0.457   -0.488   -0.431    2.565
 455    11500  4.50   -0.505   -1.465   -0.570   -0.462   -0.491   -0.460    2.494
 456    11500  5.00   -0.507   -1.465   -0.607   -0.467   -0.493   -0.493    2.418
 457    11750  2.00   -0.565   -1.248   -0.613   -0.553   -0.552   -0.456    2.668
 458    11750  2.50   -0.547   -1.322   -0.567   -0.515   -0.534   -0.436    2.664
 459    11750  3.00   -0.543   -1.375   -0.556   -0.501   -0.530   -0.438    2.633
 460    11750  3.50   -0.544   -1.415   -0.563   -0.499   -0.531   -0.452    2.587
 461    11750  4.00   -0.548   -1.445   -0.581   -0.501   -0.535   -0.474    2.529
 462    11750  4.50   -0.553   -1.463   -0.609   -0.506   -0.539   -0.501    2.461
 463    11750  5.00   -0.556   -1.468   -0.645   -0.512   -0.542   -0.534    2.385
 464    12000  2.50   -0.594   -1.318   -0.610   -0.561   -0.581   -0.481    2.622
 465    12000  3.00   -0.590   -1.369   -0.597   -0.546   -0.577   -0.482    2.593
 466    12000  3.50   -0.591   -1.409   -0.603   -0.543   -0.578   -0.495    2.549
 467    12000  4.00   -0.595   -1.440   -0.621   -0.545   -0.582   -0.516    2.493
 468    12000  4.50   -0.600   -1.461   -0.647   -0.551   -0.587   -0.543    2.426
 469    12000  5.00   -0.604   -1.470   -0.682   -0.557   -0.590   -0.575    2.353
 470    12250  2.50   -0.641   -1.319   -0.652   -0.606   -0.628   -0.526    2.580
 471    12250  3.00   -0.637   -1.368   -0.639   -0.591   -0.624   -0.527    2.553
 472    12250  3.50   -0.638   -1.406   -0.644   -0.587   -0.625   -0.539    2.510
 473    12250  4.00   -0.642   -1.437   -0.660   -0.589   -0.629   -0.559    2.456
 474    12250  4.50   -0.647   -1.460   -0.686   -0.595   -0.633   -0.585    2.392
 475    12250  5.00   -0.651   -1.473   -0.720   -0.601   -0.637   -0.616    2.319
 476    12500  2.50   -0.688   -1.321   -0.694   -0.651   -0.675   -0.571    2.538
 477    12500  3.00   -0.683   -1.369   -0.680   -0.636   -0.671   -0.571    2.512
 478    12500  3.50   -0.684   -1.406   -0.684   -0.631   -0.671   -0.582    2.471
 479    12500  4.00   -0.688   -1.436   -0.700   -0.633   -0.675   -0.601    2.419
 480    12500  4.50   -0.693   -1.460   -0.725   -0.638   -0.679   -0.626    2.356
 481    12500  5.00   -0.698   -1.476   -0.758   -0.645   -0.684   -0.658    2.286
 482    12750  2.50   -0.734   -1.326   -0.736   -0.695   -0.722   -0.615    2.497
 483    12750  3.00   -0.729   -1.374   -0.721   -0.680   -0.717   -0.614    2.472
 484    12750  3.50   -0.730   -1.409   -0.724   -0.675   -0.717   -0.625    2.432
 485    12750  4.00   -0.733   -1.438   -0.739   -0.676   -0.720   -0.643    2.382
 486    12750  4.50   -0.738   -1.462   -0.764   -0.681   -0.725   -0.668    2.321
 487    12750  5.00   -0.744   -1.480   -0.796   -0.688   -0.730   -0.698    2.252
 488    13000  2.50   -0.780   -1.333   -0.777   -0.739   -0.767   -0.658    2.455
 489    13000  3.00   -0.775   -1.380   -0.762   -0.723   -0.762   -0.658    2.431
 490    13000  3.50   -0.775   -1.414   -0.764   -0.719   -0.763   -0.668    2.393
 491    13000  4.00   -0.778   -1.442   -0.778   -0.719   -0.766   -0.685    2.344
 492    13000  4.50   -0.783   -1.465   -0.802   -0.724   -0.770   -0.709    2.285
 493    13000  5.00   -0.789   -1.485   -0.835   -0.731   -0.776   -0.739    2.218
 494    14000  2.00   -0.977   -1.290   -0.995   -0.953   -0.964   -0.853    2.290
 495    14000  2.50   -0.956   -1.373   -0.938   -0.909   -0.944   -0.828    2.295
 496    14000  3.00   -0.952   -1.421   -0.922   -0.894   -0.940   -0.827    2.272
 497    14000  3.50   -0.953   -1.453   -0.922   -0.888   -0.941   -0.835    2.238
 498    14000  4.00   -0.955   -1.477   -0.933   -0.887   -0.943   -0.850    2.194
 499    14000  4.50   -0.959   -1.496   -0.954   -0.891   -0.947   -0.871    2.141
 500    14000  5.00   -0.965   -1.515   -0.985   -0.899   -0.952   -0.899    2.079
 501    15000  2.50   -1.122   -1.424   -1.091   -1.069   -1.110   -0.986    2.143
 502    15000  3.00   -1.120   -1.477   -1.074   -1.055   -1.109   -0.987    2.120
 503    15000  3.50   -1.121   -1.510   -1.073   -1.049   -1.110   -0.995    2.088
 504    15000  4.00   -1.123   -1.532   -1.082   -1.047   -1.111   -1.008    2.047
 505    15000  4.50   -1.127   -1.549   -1.101   -1.050   -1.115   -1.028    1.998
 506    15000  5.00   -1.133   -1.565   -1.131   -1.058   -1.121   -1.054    1.941
 507    16000  2.50   -1.276   -1.477   -1.235   -1.219   -1.265   -1.134    2.001
 508    16000  3.00   -1.279   -1.540   -1.220   -1.208   -1.267   -1.139    1.976
 509    16000  3.50   -1.281   -1.575   -1.218   -1.203   -1.270   -1.147    1.944
 510    16000  4.00   -1.282   -1.597   -1.225   -1.200   -1.271   -1.159    1.906
 511    16000  4.50   -1.286   -1.612   -1.241   -1.202   -1.274   -1.177    1.861
 512    16000  5.00   -1.293   -1.628   -1.270   -1.210   -1.280   -1.203    1.806
 513    17000  2.50   -1.419   -1.528   -1.371   -1.359   -1.407   -1.271    1.869
 514    17000  3.00   -1.427   -1.605   -1.358   -1.352   -1.416   -1.280    1.840
 515    17000  3.50   -1.431   -1.643   -1.357   -1.348   -1.420   -1.291    1.808
 516    17000  4.00   -1.433   -1.665   -1.361   -1.345   -1.421   -1.302    1.772
 517    17000  4.50   -1.435   -1.679   -1.374   -1.344   -1.423   -1.317    1.730
 518    17000  5.00   -1.442   -1.695   -1.402   -1.353   -1.430   -1.343    1.677
 519    18000  2.50   -1.551   -1.572   -1.499   -1.490   -1.539   -1.398    1.746
 520    18000  3.00   -1.566   -1.668   -1.488   -1.487   -1.554   -1.413    1.713
 521    18000  3.50   -1.573   -1.712   -1.489   -1.486   -1.562   -1.427    1.679
 522    18000  4.00   -1.575   -1.734   -1.492   -1.483   -1.564   -1.437    1.645
 523    18000  4.50   -1.576   -1.747   -1.502   -1.481   -1.564   -1.451    1.606
 524    18000  5.00   -1.583   -1.762   -1.527   -1.488   -1.571   -1.475    1.555
 525    19000  2.50   -1.675   -1.614   -1.621   -1.616   -1.663   -1.521    1.629
 526    19000  3.00   -1.694   -1.726   -1.609   -1.612   -1.682   -1.535    1.594
 527    19000  3.50   -1.707   -1.780   -1.614   -1.617   -1.696   -1.555    1.556
 528    19000  4.00   -1.711   -1.804   -1.619   -1.616   -1.699   -1.567    1.523
 529    19000  4.50   -1.710   -1.814   -1.626   -1.612   -1.699   -1.578    1.487
 530    19000  5.00   -1.715   -1.828   -1.647   -1.617   -1.704   -1.600    1.440
 531    20000  3.00   -1.813   -1.779   -1.723   -1.730   -1.801   -1.650    1.484
 532    20000  3.50   -1.833   -1.846   -1.734   -1.741   -1.822   -1.675    1.440
 533    20000  4.00   -1.839   -1.873   -1.740   -1.742   -1.828   -1.690    1.406
 534    20000  4.50   -1.839   -1.883   -1.747   -1.739   -1.828   -1.701    1.373
 535    20000  5.00   -1.842   -1.892   -1.763   -1.741   -1.830   -1.719    1.331
 536    21000  3.00   -1.925   -1.832   -1.831   -1.842   -1.914   -1.758    1.380
 537    21000  3.50   -1.951   -1.909   -1.846   -1.857   -1.940   -1.788    1.332
 538    21000  4.00   -1.962   -1.943   -1.856   -1.863   -1.951   -1.808    1.294
 539    21000  4.50   -1.963   -1.954   -1.863   -1.861   -1.952   -1.819    1.261
 540    21000  5.00   -1.964   -1.960   -1.877   -1.862   -1.953   -1.834    1.225
 541    22000  3.00   -2.033   -1.887   -1.934   -1.949   -2.022   -1.864    1.278
 542    22000  3.50   -2.063   -1.969   -1.952   -1.967   -2.052   -1.895    1.229
 543    22000  4.00   -2.079   -2.012   -1.967   -1.978   -2.068   -1.920    1.186
 544    22000  4.50   -2.083   -2.026   -1.977   -1.980   -2.072   -1.934    1.153
 545    22000  5.00   -2.084   -2.031   -1.989   -1.980   -2.072   -1.948    1.119
 546    23000  3.00   -2.138   -1.947   -2.031   -2.053   -2.127   -1.965    1.180
 547    23000  3.50   -2.168   -2.029   -2.052   -2.071   -2.158   -1.997    1.130
 548    23000  4.00   -2.190   -2.079   -2.073   -2.088   -2.179   -2.026    1.084
 549    23000  4.50   -2.198   -2.100   -2.086   -2.093   -2.187   -2.044    1.048
 550    23000  5.00   -2.200   -2.106   -2.098   -2.094   -2.189   -2.059    1.015
 551    24000  3.00   -2.236   -2.005   -2.122   -2.150   -2.225   -2.060    1.087
 552    24000  3.50   -2.270   -2.091   -2.147   -2.171   -2.259   -2.095    1.036
 553    24000  4.00   -2.295   -2.145   -2.172   -2.191   -2.285   -2.128    0.987
 554    24000  4.50   -2.308   -2.172   -2.189   -2.201   -2.297   -2.150    0.947
 555    24000  5.00   -2.313   -2.182   -2.203   -2.205   -2.301   -2.166    0.912
 556    25000  3.00   -2.328   -2.058   -2.209   -2.242   -2.317   -2.151    1.000
 557    25000  3.50   -2.366   -2.151   -2.235   -2.266   -2.356   -2.188    0.945
 558    25000  4.00   -2.396   -2.209   -2.265   -2.290   -2.385   -2.224    0.894
 559    25000  4.50   -2.412   -2.242   -2.287   -2.304   -2.402   -2.250    0.851
 560    25000  5.00   -2.420   -2.257   -2.304   -2.311   -2.409   -2.269    0.814
 561    26000  3.00   -2.419   -2.114   -2.298   -2.335   -2.408   -2.242    0.913
 562    26000  3.50   -2.456   -2.208   -2.316   -2.354   -2.446   -2.275    0.861
 563    26000  4.00   -2.491   -2.272   -2.353   -2.383   -2.480   -2.315    0.805
 564    26000  4.50   -2.511   -2.309   -2.379   -2.401   -2.501   -2.345    0.759
 565    26000  5.00   -2.522   -2.328   -2.399   -2.411   -2.511   -2.367    0.720
 566    27000  3.50   -2.539   -2.259   -2.391   -2.435   -2.529   -2.354    0.784
 567    27000  4.00   -2.579   -2.331   -2.433   -2.469   -2.569   -2.400    0.722
 568    27000  4.50   -2.605   -2.373   -2.465   -2.492   -2.594   -2.434    0.672
 569    27000  5.00   -2.619   -2.397   -2.488   -2.506   -2.608   -2.460    0.631
 570    28000  3.50   -2.617   -2.308   -2.463   -2.513   -2.607   -2.430    0.711
 571    28000  4.00   -2.662   -2.384   -2.507   -2.550   -2.652   -2.479    0.646
 572    28000  4.50   -2.692   -2.432   -2.544   -2.577   -2.682   -2.518    0.591
 573    28000  5.00   -2.710   -2.460   -2.572   -2.594   -2.699   -2.546    0.547
 574    29000  3.50   -2.695   -2.359   -2.536   -2.590   -2.685   -2.506    0.639
 575    29000  4.00   -2.739   -2.433   -2.575   -2.625   -2.729   -2.553    0.575
 576    29000  4.50   -2.773   -2.487   -2.617   -2.656   -2.763   -2.595    0.516
 577    29000  5.00   -2.795   -2.520   -2.648   -2.677   -2.784   -2.627    0.468
 578    30000  3.50   -2.776   -2.418   -2.613   -2.671   -2.765   -2.585    0.563
 579    30000  4.00   -2.812   -2.481   -2.642   -2.697   -2.802   -2.623    0.508
 580    30000  4.50   -2.848   -2.537   -2.684   -2.730   -2.838   -2.667    0.447
 581    30000  5.00   -2.873   -2.574   -2.719   -2.754   -2.863   -2.702    0.396
 582    31000  3.50   -2.863   -2.485   -2.696   -2.757   -2.851   -2.670    0.481
 583    31000  4.00   -2.885   -2.531   -2.709   -2.769   -2.874   -2.693    0.441
 584    31000  4.50   -2.921   -2.585   -2.748   -2.801   -2.911   -2.736    0.382
 585    31000  5.00   -2.948   -2.624   -2.785   -2.826   -2.938   -2.773    0.328
 586    32000  4.00   -2.960   -2.586   -2.779   -2.843   -2.949   -2.765    0.372
 587    32000  4.50   -2.991   -2.633   -2.812   -2.870   -2.981   -2.803    0.318
 588    32000  5.00   -3.018   -2.673   -2.849   -2.896   -3.009   -2.840    0.265
 589    33000  4.00   -3.038   -2.647   -2.852   -2.920   -3.026   -2.840    0.300
 590    33000  4.50   -3.062   -2.685   -2.877   -2.940   -3.052   -2.871    0.254
 591    33000  5.00   -3.088   -2.721   -2.910   -2.963   -3.078   -2.905    0.203
 592    34000  4.00   -3.119   -2.713   -2.928   -2.999   -3.106   -2.919    0.225
 593    34000  4.50   -3.135   -2.741   -2.945   -3.012   -3.124   -2.940    0.188
 594    34000  5.00   -3.157   -2.772   -2.974   -3.032   -3.147   -2.971    0.141
 595    35000  4.00   -3.201   -2.784   -3.006   -3.080   -3.189   -2.999    0.147
 596    35000  4.50   -3.210   -2.801   -3.015   -3.086   -3.199   -3.012    0.119
 597    35000  5.00   -3.228   -2.827   -3.039   -3.102   -3.218   -3.039    0.077
 598    36000  4.00   -3.285   -2.858   -3.086   -3.161   -3.273   -3.081    0.066
 599    36000  4.50   -3.288   -2.866   -3.087   -3.161   -3.276   -3.087    0.047
 600    36000  5.00   -3.301   -2.886   -3.106   -3.173   -3.289   -3.107    0.012
 601    37000  4.00   -3.369   -2.933   -3.166   -3.243   -3.356   -3.163   -0.014
 602    37000  4.50   -3.367   -2.935   -3.162   -3.238   -3.354   -3.163   -0.027
 603    37000  5.00   -3.375   -2.948   -3.175   -3.245   -3.363   -3.178   -0.055
 604    38000  4.00   -3.452   -3.008   -3.245   -3.324   -3.439   -3.244   -0.094
 605    38000  4.50   -3.447   -3.005   -3.237   -3.316   -3.433   -3.241   -0.102
 606    38000  5.00   -3.451   -3.013   -3.246   -3.320   -3.438   -3.251   -0.125
 607    39000  4.00   -3.533   -3.082   -3.323   -3.403   -3.520   -3.324   -0.173
 608    39000  4.50   -3.526   -3.076   -3.312   -3.393   -3.513   -3.318   -0.178
 609    39000  5.00   -3.528   -3.080   -3.318   -3.394   -3.515   -3.325   -0.197
 610    40000  4.50   -3.605   -3.147   -3.387   -3.469   -3.591   -3.395   -0.253
 611    40000  5.00   -3.605   -3.149   -3.391   -3.469   -3.592   -3.400   -0.269
 612    41000  4.50   -3.682   -3.217   -3.460   -3.544   -3.668   -3.470   -0.328
 613    41000  5.00   -3.682   -3.218   -3.463   -3.544   -3.668   -3.474   -0.342
 614    42000  4.50   -3.757   -3.286   -3.532   -3.617   -3.743   -3.544   -0.400
 615    42000  5.00   -3.758   -3.287   -3.535   -3.617   -3.743   -3.548   -0.414
 616    43000  4.50   -3.830   -3.353   -3.602   -3.689   -3.816   -3.616   -0.472
 617    43000  5.00   -3.832   -3.355   -3.605   -3.689   -3.817   -3.620   -0.486
 618    44000  4.50   -3.902   -3.420   -3.671   -3.759   -3.888   -3.686   -0.541
 619    44000  5.00   -3.904   -3.421   -3.674   -3.760   -3.889   -3.690   -0.555
 620    45000  4.50   -3.971   -3.484   -3.738   -3.827   -3.957   -3.755   -0.609
 621    45000  5.00   -3.974   -3.486   -3.742   -3.829   -3.959   -3.760   -0.623
 622    46000  4.50   -4.040   -3.548   -3.804   -3.894   -4.026   -3.823   -0.676
 623    46000  5.00   -4.043   -3.550   -3.808   -3.896   -4.028   -3.827   -0.690
 624    47000  4.50   -4.107   -3.611   -3.869   -3.961   -4.093   -3.889   -0.742
 625    47000  5.00   -4.110   -3.612   -3.872   -3.962   -4.095   -3.893   -0.755
 626    48000  4.50   -4.172   -3.672   -3.933   -4.025   -4.158   -3.954   -0.806
 627    48000  5.00   -4.176   -3.674   -3.936   -4.026   -4.161   -3.959   -0.819
 628    49000  4.50   -4.236   -3.733   -3.996   -4.089   -4.223   -4.018   -0.869
 629    49000  5.00   -4.240   -3.734   -3.999   -4.090   -4.226   -4.022   -0.883
 630    50000  5.00   -4.304   -3.794   -4.060   -4.153   -4.289   -4.085   -0.945
 631    56101  5.00   -4.493   -3.991   -4.276   -4.359   -4.487   -4.283   -1.116
 632    62946  5.00   -4.838   -4.317   -4.611   -4.698   -4.832   -4.625   -1.457
 633    70627  5.00   -5.186   -4.649   -4.950   -5.042   -5.181   -4.970   -1.802
 634    79245  5.00   -5.538   -4.986   -5.293   -5.390   -5.532   -5.319   -2.151
 635    88914  5.00   -5.892   -5.327   -5.641   -5.740   -5.887   -5.671   -2.502
