# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        I        J        H       Ks
 507    16000  2.50   -1.420   -1.672   -1.735   -1.793
 508    16000  3.00   -1.435   -1.682   -1.748   -1.805
 509    16000  3.50   -1.445   -1.689   -1.757   -1.813
 510    16000  4.00   -1.451   -1.695   -1.764   -1.820
 511    16000  4.50   -1.456   -1.700   -1.771   -1.825
 512    16000  5.00   -1.463   -1.706   -1.777   -1.830
 513    17000  2.50   -1.576   -1.849   -1.919   -1.982
 514    17000  3.00   -1.599   -1.865   -1.937   -1.999
 515    17000  3.50   -1.610   -1.874   -1.947   -2.008
 516    17000  4.00   -1.617   -1.880   -1.955   -2.015
 517    17000  4.50   -1.622   -1.884   -1.961   -2.020
 518    17000  5.00   -1.628   -1.891   -1.967   -2.025
 519    18000  2.50   -1.718   -2.010   -2.087   -2.156
 520    18000  3.00   -1.751   -2.036   -2.113   -2.180
 521    18000  3.50   -1.766   -2.047   -2.126   -2.192
 522    18000  4.00   -1.773   -2.054   -2.134   -2.199
 523    18000  4.50   -1.777   -2.058   -2.140   -2.203
 524    18000  5.00   -1.784   -2.064   -2.146   -2.209
 525    19000  2.50   -1.847   -2.154   -2.236   -2.310
 526    19000  3.00   -1.892   -2.193   -2.277   -2.349
 527    19000  3.50   -1.913   -2.210   -2.295   -2.364
 528    19000  4.00   -1.921   -2.217   -2.303   -2.372
 529    19000  4.50   -1.924   -2.221   -2.309   -2.377
 530    19000  5.00   -1.929   -2.227   -2.314   -2.382
 531    20000  3.00   -2.020   -2.337   -2.427   -2.503
 532    20000  3.50   -2.049   -2.362   -2.452   -2.526
 533    20000  4.00   -2.060   -2.371   -2.462   -2.535
 534    20000  4.50   -2.063   -2.375   -2.468   -2.540
 535    20000  5.00   -2.066   -2.379   -2.472   -2.544
 536    21000  3.00   -2.139   -2.469   -2.564   -2.645
 537    21000  3.50   -2.177   -2.503   -2.599   -2.677
 538    21000  4.00   -2.192   -2.516   -2.612   -2.690
 539    21000  4.50   -2.195   -2.520   -2.617   -2.694
 540    21000  5.00   -2.197   -2.522   -2.620   -2.697
 541    22000  3.00   -2.252   -2.594   -2.692   -2.775
 542    22000  3.50   -2.295   -2.634   -2.734   -2.817
 543    22000  4.00   -2.317   -2.653   -2.754   -2.835
 544    22000  4.50   -2.322   -2.658   -2.760   -2.840
 545    22000  5.00   -2.323   -2.660   -2.761   -2.842
 546    23000  3.00   -2.364   -2.715   -2.815   -2.901
 547    23000  3.50   -2.408   -2.757   -2.861   -2.947
 548    23000  4.00   -2.435   -2.782   -2.887   -2.971
 549    23000  4.50   -2.445   -2.791   -2.896   -2.980
 550    23000  5.00   -2.446   -2.793   -2.898   -2.981
 551    24000  3.00   -2.470   -2.832   -2.934   -3.023
 552    24000  3.50   -2.516   -2.875   -2.982   -3.070
 553    24000  4.00   -2.547   -2.904   -3.012   -3.099
 554    24000  4.50   -2.561   -2.917   -3.026   -3.112
 555    24000  5.00   -2.565   -2.921   -3.029   -3.116
 556    25000  3.00   -2.566   -2.938   -3.044   -3.135
 557    25000  3.50   -2.621   -2.990   -3.099   -3.190
 558    25000  4.00   -2.654   -3.020   -3.131   -3.221
 559    25000  4.50   -2.672   -3.037   -3.149   -3.238
 560    25000  5.00   -2.680   -3.044   -3.155   -3.244
 561    26000  3.00   -2.655   -3.033   -3.142   -3.235
 562    26000  3.50   -2.720   -3.098   -3.211   -3.304
 563    26000  4.00   -2.757   -3.132   -3.245   -3.338
 564    26000  4.50   -2.778   -3.152   -3.265   -3.358
 565    26000  5.00   -2.789   -3.162   -3.275   -3.367
 566    27000  3.50   -2.811   -3.199   -3.315   -3.411
 567    27000  4.00   -2.854   -3.238   -3.354   -3.450
 568    27000  4.50   -2.879   -3.261   -3.377   -3.471
 569    27000  5.00   -2.892   -3.273   -3.389   -3.484
 570    28000  3.50   -2.895   -3.291   -3.410   -3.509
 571    28000  4.00   -2.945   -3.338   -3.457   -3.555
 572    28000  4.50   -2.974   -3.364   -3.483   -3.580
 573    28000  5.00   -2.990   -3.379   -3.498   -3.594
 574    29000  3.50   -2.974   -3.377   -3.498   -3.599
 575    29000  4.00   -3.029   -3.431   -3.553   -3.653
 576    29000  4.50   -3.063   -3.461   -3.583   -3.682
 577    29000  5.00   -3.083   -3.479   -3.600   -3.699
 578    30000  3.50   -3.055   -3.460   -3.583   -3.686
 579    30000  4.00   -3.108   -3.517   -3.642   -3.744
 580    30000  4.50   -3.146   -3.552   -3.676   -3.778
 581    30000  5.00   -3.169   -3.573   -3.697   -3.798
 582    31000  3.50   -3.138   -3.545   -3.667   -3.771
 583    31000  4.00   -3.184   -3.598   -3.725   -3.830
 584    31000  4.50   -3.224   -3.637   -3.764   -3.867
 585    31000  5.00   -3.250   -3.661   -3.787   -3.890
 586    32000  4.00   -3.261   -3.679   -3.807   -3.913
 587    32000  4.50   -3.298   -3.717   -3.846   -3.951
 588    32000  5.00   -3.326   -3.744   -3.872   -3.977
 589    33000  4.00   -3.338   -3.759   -3.888   -3.995
 590    33000  4.50   -3.372   -3.796   -3.926   -4.033
 591    33000  5.00   -3.400   -3.823   -3.952   -4.059
 592    34000  4.00   -3.418   -3.839   -3.968   -4.076
 593    34000  4.50   -3.447   -3.873   -4.004   -4.112
 594    34000  5.00   -3.473   -3.900   -4.031   -4.138
 595    35000  4.00   -3.500   -3.921   -4.050   -4.158
 596    35000  4.50   -3.522   -3.950   -4.082   -4.191
 597    35000  5.00   -3.545   -3.976   -4.107   -4.216
 598    36000  4.00   -3.584   -4.005   -4.133   -4.241
 599    36000  4.50   -3.599   -4.028   -4.160   -4.269
 600    36000  5.00   -3.618   -4.051   -4.183   -4.293
 601    37000  4.00   -3.668   -4.089   -4.218   -4.325
 602    37000  4.50   -3.678   -4.107   -4.238   -4.348
 603    37000  5.00   -3.693   -4.126   -4.259   -4.369
 604    38000  4.00   -3.752   -4.174   -4.302   -4.410
 605    38000  4.50   -3.758   -4.187   -4.319   -4.428
 606    38000  5.00   -3.769   -4.202   -4.335   -4.446
 607    39000  4.00   -3.834   -4.257   -4.386   -4.495
 608    39000  4.50   -3.839   -4.268   -4.400   -4.510
 609    39000  5.00   -3.846   -4.279   -4.412   -4.523
 610    40000  4.50   -3.919   -4.349   -4.481   -4.591
 611    40000  5.00   -3.924   -4.357   -4.490   -4.601
 612    41000  4.50   -3.997   -4.428   -4.561   -4.672
 613    41000  5.00   -4.001   -4.436   -4.569   -4.680
 614    42000  4.50   -4.074   -4.506   -4.639   -4.751
 615    42000  5.00   -4.078   -4.513   -4.647   -4.759
 616    43000  4.50   -4.149   -4.582   -4.716   -4.829
 617    43000  5.00   -4.154   -4.590   -4.724   -4.837
 618    44000  4.50   -4.221   -4.656   -4.791   -4.904
 619    44000  5.00   -4.228   -4.665   -4.799   -4.913
 620    45000  4.50   -4.292   -4.728   -4.863   -4.977
 621    45000  5.00   -4.299   -4.738   -4.873   -4.987
 622    46000  4.50   -4.361   -4.799   -4.934   -5.048
 623    46000  5.00   -4.369   -4.809   -4.945   -5.059
 624    47000  4.50   -4.429   -4.869   -5.004   -5.119
 625    47000  5.00   -4.438   -4.878   -5.015   -5.129
 626    48000  4.50   -4.496   -4.937   -5.073   -5.188
 627    48000  5.00   -4.504   -4.946   -5.083   -5.199
 628    49000  4.50   -4.561   -5.004   -5.141   -5.256
 629    49000  5.00   -4.570   -5.013   -5.151   -5.266
 630    50000  5.00   -4.635   -5.079   -5.217   -5.333
 631    56101  5.00   -4.790   -5.222   -5.343   -5.444
 632    62946  5.00   -5.144   -5.584   -5.708   -5.812
 633    70627  5.00   -5.501   -5.948   -6.075   -6.181
 634    79245  5.00   -5.861   -6.313   -6.442   -6.550
 635    88914  5.00   -6.221   -6.679   -6.811   -6.920
 636    99763  5.00   -6.584   -7.046   -7.180   -7.291
 637   111936  5.00   -6.948   -7.414   -7.549   -7.662
 638   125595  5.00   -7.313   -7.782   -7.920   -8.033
 639   140920  5.00   -7.679   -8.152   -8.291   -8.405
 640   158115  5.00   -8.046   -8.522   -8.662   -8.777
 641   177407  5.00   -8.414   -8.892   -9.034   -9.150
 642   199055  5.00   -8.783   -9.263   -9.406   -9.522
 643   223343  5.00   -9.153   -9.635   -9.778   -9.895
 644   250595  5.00   -9.523  -10.007  -10.151  -10.269
 645   281172  5.00   -9.893  -10.379  -10.524  -10.642
 646   315481  5.00  -10.264  -10.752  -10.897  -11.016
 647   353975  5.00  -10.636  -11.124  -11.270  -11.389
 648   397167  5.00  -11.008  -11.497  -11.644  -11.763
 649   445629  5.00  -11.380  -11.871  -12.017  -12.137
 650   500004  5.00  -11.753  -12.244  -12.391  -12.511
 651   561014  5.00  -12.126  -12.618  -12.765  -12.885
 652   629469  5.00  -12.499  -12.991  -13.139  -13.260
 653   706276  5.00  -12.872  -13.365  -13.513  -13.634
 654   792455  5.00  -13.245  -13.739  -13.888  -14.009
 655   889149  5.00  -13.619  -14.113  -14.262  -14.383
 656   997642  5.00  -13.993  -14.488  -14.636  -14.758
 657  1119373  5.00  -14.367  -14.862  -15.011  -15.132
 658  1255958  5.00  -14.741  -15.236  -15.385  -15.507
 659  1409209  5.00  -15.115  -15.611  -15.760  -15.882
 660  1581159  5.00  -15.489  -15.985  -16.135  -16.256
 661  1774090  5.00  -15.863  -16.360  -16.509  -16.631
 662  1990563  5.00  -16.238  -16.735  -16.884  -17.006
 663  2233450  5.00  -16.612  -17.109  -17.259  -17.381
 664  2505973  5.00  -16.987  -17.484  -17.633  -17.755
 665  2811749  5.00  -17.361  -17.859  -18.008  -18.130
 666  3154836  5.00  -17.736  -18.233  -18.383  -18.505
 667  3539785  5.00  -18.111  -18.608  -18.758  -18.880
 668  3971706  5.00  -18.485  -18.983  -19.133  -19.255
 669  4456330  5.00  -18.860  -19.358  -19.508  -19.630
# BCs for Fluks et al. 1994 M-giant spectra:
#  n     Teff  logg        I        J        H       Ks
   0     3810  0.00    0.372    1.642    2.541    2.696
   1     3736  0.00    0.340    1.671    2.586    2.751
   2     3666  0.00    0.294    1.696    2.631    2.808
   3     3574  0.00    0.164    1.735    2.694    2.888
   4     3434  0.00   -0.115    1.783    2.775    2.993
   5     3309  0.00   -0.562    1.832    2.852    3.094
   6     3126  0.00   -1.249    1.889    2.941    3.196
   7     2890  0.00   -1.808    1.964    3.002    3.263
   8     2667  0.00   -2.091    2.018    2.961    3.288
   9     2500  0.00   -2.259    2.047    2.854    3.271
