# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        I        J        H       Ks
 506    15000  5.00   -1.423   -1.617   -1.674   -1.715
 507    16000  2.50   -1.574   -1.796   -1.849   -1.899
 508    16000  3.00   -1.591   -1.808   -1.862   -1.912
 509    16000  3.50   -1.602   -1.815   -1.872   -1.920
 510    16000  4.00   -1.607   -1.819   -1.878   -1.925
 511    16000  4.50   -1.608   -1.820   -1.882   -1.928
 512    16000  5.00   -1.606   -1.820   -1.883   -1.928
 513    17000  2.50   -1.737   -1.979   -2.037   -2.092
 514    17000  3.00   -1.756   -1.993   -2.054   -2.108
 515    17000  3.50   -1.770   -2.003   -2.066   -2.118
 516    17000  4.00   -1.777   -2.008   -2.073   -2.124
 517    17000  4.50   -1.779   -2.010   -2.077   -2.128
 518    17000  5.00   -1.777   -2.010   -2.079   -2.129
 519    18000  2.50   -1.889   -2.149   -2.213   -2.272
 520    18000  3.00   -1.911   -2.166   -2.232   -2.291
 521    18000  3.50   -1.927   -2.178   -2.246   -2.303
 522    18000  4.00   -1.936   -2.185   -2.255   -2.311
 523    18000  4.50   -1.940   -2.189   -2.260   -2.315
 524    18000  5.00   -1.939   -2.189   -2.262   -2.317
 525    19000  2.50   -2.033   -2.308   -2.377   -2.440
 526    19000  3.00   -2.057   -2.328   -2.399   -2.461
 527    19000  3.50   -2.075   -2.342   -2.416   -2.476
 528    19000  4.00   -2.086   -2.351   -2.426   -2.486
 529    19000  4.50   -2.091   -2.356   -2.432   -2.491
 530    19000  5.00   -2.091   -2.357   -2.435   -2.494
 531    20000  3.00   -2.195   -2.480   -2.557   -2.623
 532    20000  3.50   -2.215   -2.496   -2.575   -2.639
 533    20000  4.00   -2.227   -2.507   -2.587   -2.650
 534    20000  4.50   -2.234   -2.513   -2.594   -2.657
 535    20000  5.00   -2.235   -2.516   -2.598   -2.660
 536    21000  3.00   -2.325   -2.624   -2.705   -2.775
 537    21000  3.50   -2.347   -2.643   -2.725   -2.793
 538    21000  4.00   -2.361   -2.654   -2.738   -2.805
 539    21000  4.50   -2.368   -2.662   -2.746   -2.813
 540    21000  5.00   -2.371   -2.665   -2.751   -2.817
 541    22000  3.00   -2.447   -2.759   -2.845   -2.918
 542    22000  3.50   -2.473   -2.781   -2.867   -2.939
 543    22000  4.00   -2.488   -2.794   -2.882   -2.952
 544    22000  4.50   -2.496   -2.802   -2.891   -2.961
 545    22000  5.00   -2.500   -2.806   -2.896   -2.966
 546    23000  3.00   -2.560   -2.886   -2.976   -3.052
 547    23000  3.50   -2.591   -2.911   -3.002   -3.077
 548    23000  4.00   -2.609   -2.927   -3.018   -3.092
 549    23000  4.50   -2.618   -2.936   -3.028   -3.101
 550    23000  5.00   -2.622   -2.940   -3.033   -3.107
 551    24000  3.00   -2.664   -3.002   -3.097   -3.177
 552    24000  3.50   -2.703   -3.034   -3.130   -3.208
 553    24000  4.00   -2.723   -3.052   -3.148   -3.225
 554    24000  4.50   -2.734   -3.063   -3.159   -3.235
 555    24000  5.00   -2.739   -3.068   -3.165   -3.241
 556    25000  3.00   -2.755   -3.105   -3.205   -3.289
 557    25000  3.50   -2.807   -3.150   -3.249   -3.331
 558    25000  4.00   -2.831   -3.171   -3.271   -3.351
 559    25000  4.50   -2.844   -3.183   -3.283   -3.363
 560    25000  5.00   -2.850   -3.189   -3.289   -3.369
 561    26000  3.00   -2.824   -3.187   -3.292   -3.380
 562    26000  3.50   -2.902   -3.257   -3.360   -3.446
 563    26000  4.00   -2.932   -3.283   -3.386   -3.470
 564    26000  4.50   -2.948   -3.297   -3.401   -3.484
 565    26000  5.00   -2.955   -3.304   -3.408   -3.491
 566    27000  3.50   -2.988   -3.353   -3.461   -3.550
 567    27000  4.00   -3.026   -3.387   -3.495   -3.582
 568    27000  4.50   -3.045   -3.404   -3.512   -3.598
 569    27000  5.00   -3.054   -3.413   -3.521   -3.607
 570    28000  3.50   -3.060   -3.437   -3.549   -3.641
 571    28000  4.00   -3.112   -3.483   -3.595   -3.685
 572    28000  4.50   -3.135   -3.504   -3.616   -3.705
 573    28000  5.00   -3.146   -3.515   -3.626   -3.716
 574    29000  3.50   -3.122   -3.507   -3.621   -3.716
 575    29000  4.00   -3.189   -3.570   -3.685   -3.778
 576    29000  4.50   -3.219   -3.597   -3.712   -3.804
 577    29000  5.00   -3.232   -3.610   -3.725   -3.817
 578    30000  3.50   -3.179   -3.571   -3.686   -3.782
 579    30000  4.00   -3.257   -3.647   -3.764   -3.860
 580    30000  4.50   -3.294   -3.682   -3.799   -3.894
 581    30000  5.00   -3.311   -3.698   -3.816   -3.911
 582    31000  3.50   -3.239   -3.635   -3.751   -3.847
 583    31000  4.00   -3.318   -3.716   -3.835   -3.932
 584    31000  4.50   -3.362   -3.758   -3.878   -3.975
 585    31000  5.00   -3.384   -3.779   -3.899   -3.996
 586    32000  4.00   -3.376   -3.780   -3.900   -3.999
 587    32000  4.50   -3.425   -3.828   -3.949   -4.048
 588    32000  5.00   -3.450   -3.853   -3.974   -4.074
 589    33000  4.00   -3.437   -3.845   -3.966   -4.066
 590    33000  4.50   -3.484   -3.893   -4.016   -4.116
 591    33000  5.00   -3.512   -3.921   -4.044   -4.145
 592    34000  4.00   -3.502   -3.912   -4.033   -4.133
 593    34000  4.50   -3.544   -3.958   -4.081   -4.182
 594    34000  5.00   -3.572   -3.986   -4.110   -4.212
 595    35000  4.00   -3.569   -3.981   -4.101   -4.201
 596    35000  4.50   -3.606   -4.023   -4.147   -4.248
 597    35000  5.00   -3.633   -4.051   -4.176   -4.278
 598    36000  4.00   -3.642   -4.053   -4.172   -4.272
 599    36000  4.50   -3.671   -4.089   -4.213   -4.315
 600    36000  5.00   -3.695   -4.116   -4.241   -4.344
 601    37000  4.00   -3.720   -4.130   -4.249   -4.348
 602    37000  4.50   -3.739   -4.157   -4.280   -4.382
 603    37000  5.00   -3.759   -4.182   -4.307   -4.410
 604    38000  4.00   -3.802   -4.211   -4.329   -4.429
 605    38000  4.50   -3.811   -4.229   -4.351   -4.453
 606    38000  5.00   -3.825   -4.249   -4.374   -4.477
 607    39000  4.00   -3.885   -4.295   -4.413   -4.513
 608    39000  4.50   -3.887   -4.304   -4.426   -4.528
 609    39000  5.00   -3.896   -4.319   -4.443   -4.546
 610    40000  4.50   -3.966   -4.383   -4.505   -4.607
 611    40000  5.00   -3.969   -4.392   -4.515   -4.618
 612    41000  4.50   -4.046   -4.463   -4.585   -4.687
 613    41000  5.00   -4.045   -4.467   -4.591   -4.694
 614    42000  4.50   -4.126   -4.544   -4.666   -4.769
 615    42000  5.00   -4.122   -4.544   -4.668   -4.771
 616    43000  4.50   -4.205   -4.624   -4.746   -4.849
 617    43000  5.00   -4.200   -4.623   -4.746   -4.850
 618    44000  4.50   -4.282   -4.703   -4.825   -4.929
 619    44000  5.00   -4.277   -4.701   -4.824   -4.929
 620    45000  4.50   -4.359   -4.781   -4.904   -5.008
 621    45000  5.00   -4.354   -4.778   -4.902   -5.007
 622    46000  4.50   -4.433   -4.856   -4.980   -5.085
 623    46000  5.00   -4.429   -4.854   -4.978   -5.084
 624    47000  4.50   -4.506   -4.931   -5.055   -5.160
 625    47000  5.00   -4.503   -4.929   -5.054   -5.160
 626    48000  4.50   -4.577   -5.003   -5.128   -5.233
 627    48000  5.00   -4.575   -5.003   -5.128   -5.234
 628    49000  4.50   -4.647   -5.074   -5.199   -5.305
 629    49000  5.00   -4.646   -5.075   -5.200   -5.307
 630    50000  5.00   -4.715   -5.145   -5.271   -5.378
 631    56101  5.00   -4.790   -5.222   -5.343   -5.444
 632    62946  5.00   -5.144   -5.584   -5.708   -5.812
 633    70627  5.00   -5.501   -5.948   -6.075   -6.181
 634    79245  5.00   -5.861   -6.313   -6.442   -6.550
 635    88914  5.00   -6.221   -6.679   -6.811   -6.920
 636    99763  5.00   -6.584   -7.046   -7.180   -7.291
 637   111936  5.00   -6.948   -7.414   -7.549   -7.662
 638   125595  5.00   -7.313   -7.782   -7.920   -8.033
 639   140920  5.00   -7.679   -8.152   -8.291   -8.405
 640   158115  5.00   -8.046   -8.522   -8.662   -8.777
 641   177407  5.00   -8.414   -8.892   -9.034   -9.150
 642   199055  5.00   -8.783   -9.263   -9.406   -9.522
 643   223343  5.00   -9.153   -9.635   -9.778   -9.895
 644   250595  5.00   -9.523  -10.007  -10.151  -10.269
 645   281172  5.00   -9.893  -10.379  -10.524  -10.642
 646   315481  5.00  -10.264  -10.752  -10.897  -11.016
 647   353975  5.00  -10.636  -11.124  -11.270  -11.389
 648   397167  5.00  -11.008  -11.497  -11.644  -11.763
 649   445629  5.00  -11.380  -11.871  -12.017  -12.137
 650   500004  5.00  -11.753  -12.244  -12.391  -12.511
 651   561014  5.00  -12.126  -12.618  -12.765  -12.885
 652   629469  5.00  -12.499  -12.991  -13.139  -13.260
 653   706276  5.00  -12.872  -13.365  -13.513  -13.634
 654   792455  5.00  -13.245  -13.739  -13.888  -14.009
 655   889149  5.00  -13.619  -14.113  -14.262  -14.383
 656   997642  5.00  -13.993  -14.488  -14.636  -14.758
 657  1119373  5.00  -14.367  -14.862  -15.011  -15.132
 658  1255958  5.00  -14.741  -15.236  -15.385  -15.507
 659  1409209  5.00  -15.115  -15.611  -15.760  -15.882
 660  1581159  5.00  -15.489  -15.985  -16.135  -16.256
 661  1774090  5.00  -15.863  -16.360  -16.509  -16.631
 662  1990563  5.00  -16.238  -16.735  -16.884  -17.006
 663  2233450  5.00  -16.612  -17.109  -17.259  -17.381
 664  2505973  5.00  -16.987  -17.484  -17.633  -17.755
 665  2811749  5.00  -17.361  -17.859  -18.008  -18.130
 666  3154836  5.00  -17.736  -18.233  -18.383  -18.505
 667  3539785  5.00  -18.111  -18.608  -18.758  -18.880
 668  3971706  5.00  -18.485  -18.983  -19.133  -19.255
 669  4456330  5.00  -18.860  -19.358  -19.508  -19.630
# BCs for Fluks et al. 1994 M-giant spectra:
#  n     Teff  logg        I        J        H       Ks
   0     3810  0.00    0.372    1.642    2.541    2.696
   1     3736  0.00    0.340    1.671    2.586    2.751
   2     3666  0.00    0.294    1.696    2.631    2.808
   3     3574  0.00    0.164    1.735    2.694    2.888
   4     3434  0.00   -0.115    1.783    2.775    2.993
   5     3309  0.00   -0.562    1.832    2.852    3.094
   6     3126  0.00   -1.249    1.889    2.941    3.196
   7     2890  0.00   -1.808    1.964    3.002    3.263
   8     2667  0.00   -2.091    2.018    2.961    3.288
   9     2500  0.00   -2.259    2.047    2.854    3.271
