# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        I        J        H       Ks
 506    15000  5.00   -1.372   -1.575   -1.634   -1.677
 507    16000  2.50   -1.511   -1.745   -1.800   -1.853
 508    16000  3.00   -1.529   -1.757   -1.815   -1.866
 509    16000  3.50   -1.540   -1.765   -1.825   -1.875
 510    16000  4.00   -1.548   -1.771   -1.832   -1.881
 511    16000  4.50   -1.552   -1.775   -1.838   -1.886
 512    16000  5.00   -1.554   -1.777   -1.842   -1.890
 513    17000  2.50   -1.672   -1.926   -1.987   -2.044
 514    17000  3.00   -1.695   -1.942   -2.006   -2.062
 515    17000  3.50   -1.710   -1.953   -2.019   -2.073
 516    17000  4.00   -1.719   -1.961   -2.027   -2.081
 517    17000  4.50   -1.724   -1.965   -2.033   -2.086
 518    17000  5.00   -1.727   -1.968   -2.037   -2.090
 519    18000  2.50   -1.820   -2.092   -2.160   -2.221
 520    18000  3.00   -1.849   -2.114   -2.184   -2.244
 521    18000  3.50   -1.868   -2.129   -2.199   -2.258
 522    18000  4.00   -1.880   -2.138   -2.210   -2.268
 523    18000  4.50   -1.887   -2.144   -2.217   -2.274
 524    18000  5.00   -1.890   -2.148   -2.222   -2.278
 525    19000  2.50   -1.956   -2.245   -2.318   -2.384
 526    19000  3.00   -1.993   -2.274   -2.349   -2.414
 527    19000  3.50   -2.016   -2.293   -2.369   -2.431
 528    19000  4.00   -2.031   -2.305   -2.382   -2.443
 529    19000  4.50   -2.040   -2.313   -2.390   -2.451
 530    19000  5.00   -2.044   -2.317   -2.395   -2.455
 531    20000  3.00   -2.126   -2.423   -2.503   -2.572
 532    20000  3.50   -2.155   -2.447   -2.527   -2.593
 533    20000  4.00   -2.173   -2.461   -2.542   -2.607
 534    20000  4.50   -2.184   -2.471   -2.553   -2.617
 535    20000  5.00   -2.189   -2.477   -2.559   -2.623
 536    21000  3.00   -2.250   -2.561   -2.646   -2.719
 537    21000  3.50   -2.285   -2.590   -2.675   -2.746
 538    21000  4.00   -2.306   -2.608   -2.694   -2.762
 539    21000  4.50   -2.319   -2.620   -2.705   -2.773
 540    21000  5.00   -2.326   -2.627   -2.713   -2.780
 541    22000  3.00   -2.365   -2.689   -2.778   -2.854
 542    22000  3.50   -2.406   -2.724   -2.814   -2.888
 543    22000  4.00   -2.432   -2.746   -2.836   -2.908
 544    22000  4.50   -2.447   -2.760   -2.850   -2.921
 545    22000  5.00   -2.456   -2.768   -2.859   -2.929
 546    23000  3.00   -2.473   -2.809   -2.902   -2.981
 547    23000  3.50   -2.519   -2.850   -2.944   -3.022
 548    23000  4.00   -2.549   -2.876   -2.970   -3.046
 549    23000  4.50   -2.568   -2.892   -2.986   -3.061
 550    23000  5.00   -2.578   -2.902   -2.996   -3.071
 551    24000  3.00   -2.576   -2.922   -3.019   -3.101
 552    24000  3.50   -2.626   -2.968   -3.066   -3.147
 553    24000  4.00   -2.660   -2.998   -3.096   -3.176
 554    24000  4.50   -2.681   -3.017   -3.115   -3.194
 555    24000  5.00   -2.694   -3.029   -3.127   -3.205
 556    25000  3.00   -2.669   -3.027   -3.127   -3.213
 557    25000  3.50   -2.728   -3.080   -3.182   -3.266
 558    25000  4.00   -2.764   -3.113   -3.215   -3.298
 559    25000  4.50   -2.788   -3.135   -3.237   -3.319
 560    25000  5.00   -2.803   -3.149   -3.251   -3.332
 561    26000  3.00   -2.749   -3.117   -3.221   -3.310
 562    26000  3.50   -2.824   -3.187   -3.292   -3.379
 563    26000  4.00   -2.863   -3.222   -3.328   -3.414
 564    26000  4.50   -2.889   -3.246   -3.352   -3.437
 565    26000  5.00   -2.906   -3.262   -3.367   -3.452
 566    27000  3.50   -2.913   -3.286   -3.395   -3.485
 567    27000  4.00   -2.957   -3.326   -3.435   -3.524
 568    27000  4.50   -2.985   -3.351   -3.460   -3.548
 569    27000  5.00   -3.003   -3.368   -3.478   -3.565
 570    28000  3.50   -2.992   -3.375   -3.488   -3.581
 571    28000  4.00   -3.046   -3.424   -3.536   -3.628
 572    28000  4.50   -3.076   -3.451   -3.564   -3.655
 573    28000  5.00   -3.094   -3.469   -3.582   -3.672
 574    29000  3.50   -3.064   -3.455   -3.570   -3.666
 575    29000  4.00   -3.127   -3.514   -3.630   -3.725
 576    29000  4.50   -3.161   -3.545   -3.661   -3.755
 577    29000  5.00   -3.181   -3.564   -3.680   -3.773
 578    30000  3.50   -3.133   -3.529   -3.646   -3.743
 579    30000  4.00   -3.201   -3.596   -3.715   -3.812
 580    30000  4.50   -3.240   -3.633   -3.751   -3.848
 581    30000  5.00   -3.262   -3.654   -3.772   -3.868
 582    31000  3.50   -3.204   -3.604   -3.721   -3.819
 583    31000  4.00   -3.270   -3.672   -3.793   -3.892
 584    31000  4.50   -3.313   -3.714   -3.835   -3.933
 585    31000  5.00   -3.337   -3.737   -3.858   -3.956
 586    32000  4.00   -3.336   -3.744   -3.867   -3.967
 587    32000  4.50   -3.381   -3.789   -3.912   -4.012
 588    32000  5.00   -3.408   -3.815   -3.938   -4.038
 589    33000  4.00   -3.405   -3.817   -3.940   -4.041
 590    33000  4.50   -3.447   -3.860   -3.985   -4.086
 591    33000  5.00   -3.476   -3.889   -4.013   -4.115
 592    34000  4.00   -3.475   -3.889   -4.013   -4.115
 593    34000  4.50   -3.513   -3.931   -4.056   -4.159
 594    34000  5.00   -3.541   -3.959   -4.085   -4.187
 595    35000  4.00   -3.548   -3.963   -4.086   -4.189
 596    35000  4.50   -3.581   -4.001   -4.127   -4.230
 597    35000  5.00   -3.606   -4.028   -4.155   -4.258
 598    36000  4.00   -3.625   -4.039   -4.162   -4.265
 599    36000  4.50   -3.650   -4.071   -4.198   -4.302
 600    36000  5.00   -3.672   -4.097   -4.224   -4.329
 601    37000  4.00   -3.705   -4.119   -4.241   -4.344
 602    37000  4.50   -3.721   -4.143   -4.269   -4.374
 603    37000  5.00   -3.740   -4.166   -4.294   -4.399
 604    38000  4.00   -3.787   -4.201   -4.323   -4.426
 605    38000  4.50   -3.796   -4.218   -4.343   -4.448
 606    38000  5.00   -3.809   -4.236   -4.364   -4.469
 607    39000  4.00   -3.868   -4.284   -4.406   -4.509
 608    39000  4.50   -3.873   -4.294   -4.420   -4.525
 609    39000  5.00   -3.881   -4.308   -4.435   -4.541
 610    40000  4.50   -3.951   -4.373   -4.498   -4.604
 611    40000  5.00   -3.955   -4.382   -4.509   -4.615
 612    41000  4.50   -4.029   -4.452   -4.578   -4.683
 613    41000  5.00   -4.031   -4.457   -4.584   -4.691
 614    42000  4.50   -4.106   -4.530   -4.656   -4.762
 615    42000  5.00   -4.107   -4.534   -4.661   -4.768
 616    43000  4.50   -4.182   -4.607   -4.734   -4.840
 617    43000  5.00   -4.182   -4.610   -4.737   -4.845
 618    44000  4.50   -4.256   -4.682   -4.809   -4.917
 619    44000  5.00   -4.257   -4.686   -4.813   -4.921
 620    45000  4.50   -4.329   -4.756   -4.884   -4.991
 621    45000  5.00   -4.331   -4.760   -4.888   -4.996
 622    46000  4.50   -4.400   -4.828   -4.956   -5.064
 623    46000  5.00   -4.402   -4.833   -4.962   -5.070
 624    47000  4.50   -4.469   -4.899   -5.027   -5.136
 625    47000  5.00   -4.473   -4.905   -5.034   -5.143
 626    48000  4.50   -4.537   -4.969   -5.097   -5.206
 627    48000  5.00   -4.542   -4.975   -5.104   -5.214
 628    49000  4.50   -4.604   -5.037   -5.166   -5.275
 629    49000  5.00   -4.610   -5.044   -5.173   -5.283
 630    50000  5.00   -4.676   -5.111   -5.241   -5.352
 631    56101  5.00   -4.790   -5.222   -5.343   -5.444
 632    62946  5.00   -5.144   -5.584   -5.708   -5.812
 633    70627  5.00   -5.501   -5.948   -6.075   -6.181
 634    79245  5.00   -5.861   -6.313   -6.442   -6.550
 635    88914  5.00   -6.221   -6.679   -6.811   -6.920
 636    99763  5.00   -6.584   -7.046   -7.180   -7.291
 637   111936  5.00   -6.948   -7.414   -7.549   -7.662
 638   125595  5.00   -7.313   -7.782   -7.920   -8.033
 639   140920  5.00   -7.679   -8.152   -8.291   -8.405
 640   158115  5.00   -8.046   -8.522   -8.662   -8.777
 641   177407  5.00   -8.414   -8.892   -9.034   -9.150
 642   199055  5.00   -8.783   -9.263   -9.406   -9.522
 643   223343  5.00   -9.153   -9.635   -9.778   -9.895
 644   250595  5.00   -9.523  -10.007  -10.151  -10.269
 645   281172  5.00   -9.893  -10.379  -10.524  -10.642
 646   315481  5.00  -10.264  -10.752  -10.897  -11.016
 647   353975  5.00  -10.636  -11.124  -11.270  -11.389
 648   397167  5.00  -11.008  -11.497  -11.644  -11.763
 649   445629  5.00  -11.380  -11.871  -12.017  -12.137
 650   500004  5.00  -11.753  -12.244  -12.391  -12.511
 651   561014  5.00  -12.126  -12.618  -12.765  -12.885
 652   629469  5.00  -12.499  -12.991  -13.139  -13.260
 653   706276  5.00  -12.872  -13.365  -13.513  -13.634
 654   792455  5.00  -13.245  -13.739  -13.888  -14.009
 655   889149  5.00  -13.619  -14.113  -14.262  -14.383
 656   997642  5.00  -13.993  -14.488  -14.636  -14.758
 657  1119373  5.00  -14.367  -14.862  -15.011  -15.132
 658  1255958  5.00  -14.741  -15.236  -15.385  -15.507
 659  1409209  5.00  -15.115  -15.611  -15.760  -15.882
 660  1581159  5.00  -15.489  -15.985  -16.135  -16.256
 661  1774090  5.00  -15.863  -16.360  -16.509  -16.631
 662  1990563  5.00  -16.238  -16.735  -16.884  -17.006
 663  2233450  5.00  -16.612  -17.109  -17.259  -17.381
 664  2505973  5.00  -16.987  -17.484  -17.633  -17.755
 665  2811749  5.00  -17.361  -17.859  -18.008  -18.130
 666  3154836  5.00  -17.736  -18.233  -18.383  -18.505
 667  3539785  5.00  -18.111  -18.608  -18.758  -18.880
 668  3971706  5.00  -18.485  -18.983  -19.133  -19.255
 669  4456330  5.00  -18.860  -19.358  -19.508  -19.630
# BCs for Fluks et al. 1994 M-giant spectra:
#  n     Teff  logg        I        J        H       Ks
   0     3810  0.00    0.372    1.642    2.541    2.696
   1     3736  0.00    0.340    1.671    2.586    2.751
   2     3666  0.00    0.294    1.696    2.631    2.808
   3     3574  0.00    0.164    1.735    2.694    2.888
   4     3434  0.00   -0.115    1.783    2.775    2.993
   5     3309  0.00   -0.562    1.832    2.852    3.094
   6     3126  0.00   -1.249    1.889    2.941    3.196
   7     2890  0.00   -1.808    1.964    3.002    3.263
   8     2667  0.00   -2.091    2.018    2.961    3.288
   9     2500  0.00   -2.259    2.047    2.854    3.271
