# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        I        J        H       Ks
 506    15000  5.00   -1.410   -1.606   -1.663   -1.705
 507    16000  2.50   -1.556   -1.781   -1.834   -1.885
 508    16000  3.00   -1.573   -1.793   -1.848   -1.898
 509    16000  3.50   -1.585   -1.801   -1.859   -1.907
 510    16000  4.00   -1.591   -1.806   -1.866   -1.913
 511    16000  4.50   -1.593   -1.808   -1.870   -1.916
 512    16000  5.00   -1.592   -1.809   -1.872   -1.918
 513    17000  2.50   -1.718   -1.963   -2.022   -2.077
 514    17000  3.00   -1.739   -1.978   -2.040   -2.094
 515    17000  3.50   -1.753   -1.989   -2.052   -2.105
 516    17000  4.00   -1.761   -1.995   -2.061   -2.112
 517    17000  4.50   -1.765   -1.999   -2.065   -2.116
 518    17000  5.00   -1.765   -2.000   -2.068   -2.118
 519    18000  2.50   -1.869   -2.132   -2.197   -2.256
 520    18000  3.00   -1.894   -2.151   -2.218   -2.276
 521    18000  3.50   -1.911   -2.164   -2.233   -2.290
 522    18000  4.00   -1.921   -2.173   -2.243   -2.299
 523    18000  4.50   -1.926   -2.177   -2.249   -2.304
 524    18000  5.00   -1.927   -2.179   -2.252   -2.307
 525    19000  2.50   -2.010   -2.290   -2.359   -2.422
 526    19000  3.00   -2.039   -2.312   -2.384   -2.447
 527    19000  3.50   -2.059   -2.328   -2.402   -2.463
 528    19000  4.00   -2.072   -2.339   -2.414   -2.474
 529    19000  4.50   -2.078   -2.345   -2.421   -2.480
 530    19000  5.00   -2.080   -2.348   -2.425   -2.484
 531    20000  3.00   -2.175   -2.464   -2.541   -2.607
 532    20000  3.50   -2.198   -2.483   -2.561   -2.625
 533    20000  4.00   -2.213   -2.495   -2.574   -2.638
 534    20000  4.50   -2.221   -2.502   -2.583   -2.646
 535    20000  5.00   -2.224   -2.506   -2.588   -2.650
 536    21000  3.00   -2.303   -2.606   -2.687   -2.757
 537    21000  3.50   -2.330   -2.628   -2.710   -2.779
 538    21000  4.00   -2.347   -2.642   -2.726   -2.793
 539    21000  4.50   -2.356   -2.651   -2.736   -2.802
 540    21000  5.00   -2.360   -2.656   -2.741   -2.808
 541    22000  3.00   -2.423   -2.738   -2.825   -2.898
 542    22000  3.50   -2.454   -2.765   -2.852   -2.924
 543    22000  4.00   -2.473   -2.781   -2.869   -2.939
 544    22000  4.50   -2.484   -2.791   -2.880   -2.950
 545    22000  5.00   -2.489   -2.797   -2.886   -2.956
 546    23000  3.00   -2.534   -2.862   -2.952   -3.029
 547    23000  3.50   -2.571   -2.894   -2.985   -3.060
 548    23000  4.00   -2.593   -2.913   -3.005   -3.079
 549    23000  4.50   -2.605   -2.924   -3.017   -3.090
 550    23000  5.00   -2.611   -2.931   -3.024   -3.097
 551    24000  3.00   -2.636   -2.976   -3.071   -3.151
 552    24000  3.50   -2.680   -3.015   -3.110   -3.189
 553    24000  4.00   -2.706   -3.037   -3.133   -3.211
 554    24000  4.50   -2.720   -3.051   -3.147   -3.224
 555    24000  5.00   -2.728   -3.058   -3.155   -3.232
 556    25000  3.00   -2.727   -3.079   -3.179   -3.263
 557    25000  3.50   -2.783   -3.129   -3.228   -3.310
 558    25000  4.00   -2.812   -3.155   -3.255   -3.335
 559    25000  4.50   -2.829   -3.170   -3.270   -3.350
 560    25000  5.00   -2.838   -3.179   -3.279   -3.359
 561    26000  3.00   -2.800   -3.164   -3.267   -3.355
 562    26000  3.50   -2.878   -3.235   -3.339   -3.424
 563    26000  4.00   -2.913   -3.265   -3.369   -3.453
 564    26000  4.50   -2.932   -3.283   -3.387   -3.470
 565    26000  5.00   -2.942   -3.293   -3.398   -3.481
 566    27000  3.50   -2.965   -3.332   -3.440   -3.529
 567    27000  4.00   -3.006   -3.369   -3.477   -3.564
 568    27000  4.50   -3.028   -3.389   -3.497   -3.584
 569    27000  5.00   -3.040   -3.401   -3.509   -3.596
 570    28000  3.50   -3.040   -3.418   -3.529   -3.621
 571    28000  4.00   -3.093   -3.466   -3.577   -3.667
 572    28000  4.50   -3.119   -3.489   -3.601   -3.690
 573    28000  5.00   -3.132   -3.503   -3.614   -3.704
 574    29000  3.50   -3.105   -3.491   -3.605   -3.700
 575    29000  4.00   -3.171   -3.553   -3.668   -3.761
 576    29000  4.50   -3.202   -3.582   -3.697   -3.789
 577    29000  5.00   -3.218   -3.598   -3.712   -3.805
 578    30000  3.50   -3.167   -3.560   -3.675   -3.770
 579    30000  4.00   -3.241   -3.632   -3.749   -3.845
 580    30000  4.50   -3.279   -3.668   -3.785   -3.880
 581    30000  5.00   -3.298   -3.686   -3.803   -3.898
 582    31000  3.50   -3.230   -3.627   -3.743   -3.839
 583    31000  4.00   -3.305   -3.704   -3.823   -3.920
 584    31000  4.50   -3.349   -3.746   -3.865   -3.962
 585    31000  5.00   -3.371   -3.767   -3.887   -3.984
 586    32000  4.00   -3.366   -3.771   -3.891   -3.990
 587    32000  4.50   -3.414   -3.817   -3.939   -4.038
 588    32000  5.00   -3.439   -3.843   -3.964   -4.063
 589    33000  4.00   -3.429   -3.838   -3.959   -4.059
 590    33000  4.50   -3.475   -3.885   -4.007   -4.107
 591    33000  5.00   -3.503   -3.913   -4.036   -4.136
 592    34000  4.00   -3.496   -3.907   -4.028   -4.128
 593    34000  4.50   -3.537   -3.951   -4.075   -4.176
 594    34000  5.00   -3.564   -3.980   -4.104   -4.205
 595    35000  4.00   -3.565   -3.977   -4.098   -4.198
 596    35000  4.50   -3.601   -4.018   -4.142   -4.244
 597    35000  5.00   -3.627   -4.046   -4.171   -4.273
 598    36000  4.00   -3.638   -4.050   -4.170   -4.270
 599    36000  4.50   -3.666   -4.085   -4.209   -4.311
 600    36000  5.00   -3.690   -4.112   -4.237   -4.340
 601    37000  4.00   -3.717   -4.127   -4.247   -4.347
 602    37000  4.50   -3.735   -4.154   -4.278   -4.380
 603    37000  5.00   -3.755   -4.178   -4.304   -4.407
 604    38000  4.00   -3.798   -4.208   -4.327   -4.427
 605    38000  4.50   -3.808   -4.226   -4.349   -4.452
 606    38000  5.00   -3.822   -4.246   -4.371   -4.475
 607    39000  4.00   -3.880   -4.292   -4.410   -4.511
 608    39000  4.50   -3.884   -4.302   -4.424   -4.527
 609    39000  5.00   -3.892   -4.316   -4.441   -4.544
 610    40000  4.50   -3.962   -4.380   -4.503   -4.605
 611    40000  5.00   -3.966   -4.389   -4.513   -4.617
 612    41000  4.50   -4.041   -4.460   -4.582   -4.685
 613    41000  5.00   -4.041   -4.464   -4.589   -4.693
 614    42000  4.50   -4.120   -4.540   -4.662   -4.766
 615    42000  5.00   -4.118   -4.541   -4.666   -4.770
 616    43000  4.50   -4.198   -4.618   -4.742   -4.845
 617    43000  5.00   -4.195   -4.619   -4.743   -4.848
 618    44000  4.50   -4.274   -4.696   -4.819   -4.924
 619    44000  5.00   -4.271   -4.696   -4.821   -4.926
 620    45000  4.50   -4.349   -4.772   -4.896   -5.001
 621    45000  5.00   -4.347   -4.772   -4.897   -5.003
 622    46000  4.50   -4.422   -4.847   -4.971   -5.076
 623    46000  5.00   -4.421   -4.848   -4.973   -5.079
 624    47000  4.50   -4.494   -4.920   -5.044   -5.150
 625    47000  5.00   -4.494   -4.922   -5.047   -5.154
 626    48000  4.50   -4.564   -4.991   -5.116   -5.222
 627    48000  5.00   -4.565   -4.994   -5.120   -5.227
 628    49000  4.50   -4.632   -5.060   -5.186   -5.293
 629    49000  5.00   -4.635   -5.065   -5.191   -5.298
 630    50000  5.00   -4.703   -5.134   -5.261   -5.368
 631    56101  5.00   -4.790   -5.222   -5.343   -5.444
 632    62946  5.00   -5.144   -5.584   -5.708   -5.812
 633    70627  5.00   -5.501   -5.948   -6.075   -6.181
 634    79245  5.00   -5.861   -6.313   -6.442   -6.550
 635    88914  5.00   -6.221   -6.679   -6.811   -6.920
 636    99763  5.00   -6.584   -7.046   -7.180   -7.291
 637   111936  5.00   -6.948   -7.414   -7.549   -7.662
 638   125595  5.00   -7.313   -7.782   -7.920   -8.033
 639   140920  5.00   -7.679   -8.152   -8.291   -8.405
 640   158115  5.00   -8.046   -8.522   -8.662   -8.777
 641   177407  5.00   -8.414   -8.892   -9.034   -9.150
 642   199055  5.00   -8.783   -9.263   -9.406   -9.522
 643   223343  5.00   -9.153   -9.635   -9.778   -9.895
 644   250595  5.00   -9.523  -10.007  -10.151  -10.269
 645   281172  5.00   -9.893  -10.379  -10.524  -10.642
 646   315481  5.00  -10.264  -10.752  -10.897  -11.016
 647   353975  5.00  -10.636  -11.124  -11.270  -11.389
 648   397167  5.00  -11.008  -11.497  -11.644  -11.763
 649   445629  5.00  -11.380  -11.871  -12.017  -12.137
 650   500004  5.00  -11.753  -12.244  -12.391  -12.511
 651   561014  5.00  -12.126  -12.618  -12.765  -12.885
 652   629469  5.00  -12.499  -12.991  -13.139  -13.260
 653   706276  5.00  -12.872  -13.365  -13.513  -13.634
 654   792455  5.00  -13.245  -13.739  -13.888  -14.009
 655   889149  5.00  -13.619  -14.113  -14.262  -14.383
 656   997642  5.00  -13.993  -14.488  -14.636  -14.758
 657  1119373  5.00  -14.367  -14.862  -15.011  -15.132
 658  1255958  5.00  -14.741  -15.236  -15.385  -15.507
 659  1409209  5.00  -15.115  -15.611  -15.760  -15.882
 660  1581159  5.00  -15.489  -15.985  -16.135  -16.256
 661  1774090  5.00  -15.863  -16.360  -16.509  -16.631
 662  1990563  5.00  -16.238  -16.735  -16.884  -17.006
 663  2233450  5.00  -16.612  -17.109  -17.259  -17.381
 664  2505973  5.00  -16.987  -17.484  -17.633  -17.755
 665  2811749  5.00  -17.361  -17.859  -18.008  -18.130
 666  3154836  5.00  -17.736  -18.233  -18.383  -18.505
 667  3539785  5.00  -18.111  -18.608  -18.758  -18.880
 668  3971706  5.00  -18.485  -18.983  -19.133  -19.255
 669  4456330  5.00  -18.860  -19.358  -19.508  -19.630
# BCs for Fluks et al. 1994 M-giant spectra:
#  n     Teff  logg        I        J        H       Ks
   0     3810  0.00    0.372    1.642    2.541    2.696
   1     3736  0.00    0.340    1.671    2.586    2.751
   2     3666  0.00    0.294    1.696    2.631    2.808
   3     3574  0.00    0.164    1.735    2.694    2.888
   4     3434  0.00   -0.115    1.783    2.775    2.993
   5     3309  0.00   -0.562    1.832    2.852    3.094
   6     3126  0.00   -1.249    1.889    2.941    3.196
   7     2890  0.00   -1.808    1.964    3.002    3.263
   8     2667  0.00   -2.091    2.018    2.961    3.288
   9     2500  0.00   -2.259    2.047    2.854    3.271
