# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        I        J        H       Ks
 506    15000  5.00   -1.418   -1.613   -1.670   -1.711
 507    16000  2.50   -1.566   -1.790   -1.843   -1.893
 508    16000  3.00   -1.583   -1.802   -1.857   -1.907
 509    16000  3.50   -1.595   -1.810   -1.867   -1.915
 510    16000  4.00   -1.601   -1.814   -1.874   -1.921
 511    16000  4.50   -1.602   -1.816   -1.877   -1.923
 512    16000  5.00   -1.601   -1.816   -1.879   -1.925
 513    17000  2.50   -1.727   -1.972   -2.031   -2.086
 514    17000  3.00   -1.748   -1.987   -2.048   -2.103
 515    17000  3.50   -1.763   -1.997   -2.061   -2.113
 516    17000  4.00   -1.770   -2.003   -2.068   -2.120
 517    17000  4.50   -1.773   -2.006   -2.073   -2.123
 518    17000  5.00   -1.772   -2.006   -2.075   -2.125
 519    18000  2.50   -1.879   -2.141   -2.206   -2.265
 520    18000  3.00   -1.903   -2.159   -2.227   -2.285
 521    18000  3.50   -1.920   -2.172   -2.241   -2.298
 522    18000  4.00   -1.930   -2.180   -2.251   -2.306
 523    18000  4.50   -1.934   -2.184   -2.256   -2.311
 524    18000  5.00   -1.934   -2.185   -2.258   -2.313
 525    19000  2.50   -2.021   -2.300   -2.370   -2.433
 526    19000  3.00   -2.048   -2.321   -2.393   -2.456
 527    19000  3.50   -2.067   -2.336   -2.410   -2.471
 528    19000  4.00   -2.079   -2.346   -2.421   -2.481
 529    19000  4.50   -2.085   -2.351   -2.428   -2.487
 530    19000  5.00   -2.087   -2.354   -2.431   -2.490
 531    20000  3.00   -2.185   -2.473   -2.550   -2.616
 532    20000  3.50   -2.207   -2.490   -2.569   -2.634
 533    20000  4.00   -2.220   -2.502   -2.582   -2.645
 534    20000  4.50   -2.228   -2.509   -2.590   -2.653
 535    20000  5.00   -2.230   -2.512   -2.594   -2.657
 536    21000  3.00   -2.313   -2.615   -2.698   -2.767
 537    21000  3.50   -2.338   -2.636   -2.719   -2.787
 538    21000  4.00   -2.354   -2.649   -2.733   -2.800
 539    21000  4.50   -2.362   -2.657   -2.742   -2.809
 540    21000  5.00   -2.366   -2.661   -2.747   -2.814
 541    22000  3.00   -2.434   -2.750   -2.836   -2.909
 542    22000  3.50   -2.463   -2.773   -2.861   -2.933
 543    22000  4.00   -2.480   -2.788   -2.876   -2.947
 544    22000  4.50   -2.490   -2.797   -2.886   -2.956
 545    22000  5.00   -2.494   -2.802   -2.892   -2.962
 546    23000  3.00   -2.547   -2.875   -2.966   -3.043
 547    23000  3.50   -2.580   -2.903   -2.995   -3.070
 548    23000  4.00   -2.600   -2.920   -3.012   -3.087
 549    23000  4.50   -2.611   -2.931   -3.023   -3.097
 550    23000  5.00   -2.616   -2.936   -3.030   -3.103
 551    24000  3.00   -2.651   -2.990   -3.086   -3.166
 552    24000  3.50   -2.691   -3.025   -3.121   -3.200
 553    24000  4.00   -2.714   -3.045   -3.141   -3.219
 554    24000  4.50   -2.726   -3.057   -3.154   -3.231
 555    24000  5.00   -2.733   -3.063   -3.161   -3.237
 556    25000  3.00   -2.742   -3.094   -3.194   -3.278
 557    25000  3.50   -2.795   -3.140   -3.240   -3.322
 558    25000  4.00   -2.821   -3.163   -3.264   -3.344
 559    25000  4.50   -2.836   -3.177   -3.277   -3.358
 560    25000  5.00   -2.843   -3.184   -3.285   -3.365
 561    26000  3.00   -2.813   -3.178   -3.283   -3.371
 562    26000  3.50   -2.890   -3.247   -3.351   -3.437
 563    26000  4.00   -2.922   -3.275   -3.379   -3.463
 564    26000  4.50   -2.939   -3.290   -3.395   -3.478
 565    26000  5.00   -2.947   -3.299   -3.404   -3.487
 566    27000  3.50   -2.976   -3.344   -3.452   -3.541
 567    27000  4.00   -3.016   -3.379   -3.487   -3.574
 568    27000  4.50   -3.036   -3.397   -3.505   -3.592
 569    27000  5.00   -3.046   -3.407   -3.516   -3.602
 570    28000  3.50   -3.051   -3.429   -3.541   -3.633
 571    28000  4.00   -3.102   -3.475   -3.587   -3.678
 572    28000  4.50   -3.126   -3.497   -3.609   -3.699
 573    28000  5.00   -3.138   -3.509   -3.621   -3.711
 574    29000  3.50   -3.114   -3.501   -3.616   -3.710
 575    29000  4.00   -3.180   -3.563   -3.678   -3.771
 576    29000  4.50   -3.210   -3.590   -3.705   -3.798
 577    29000  5.00   -3.224   -3.604   -3.719   -3.812
 578    30000  3.50   -3.174   -3.567   -3.683   -3.779
 579    30000  4.00   -3.249   -3.641   -3.759   -3.854
 580    30000  4.50   -3.286   -3.675   -3.793   -3.889
 581    30000  5.00   -3.304   -3.692   -3.810   -3.905
 582    31000  3.50   -3.235   -3.632   -3.748   -3.845
 583    31000  4.00   -3.312   -3.711   -3.831   -3.929
 584    31000  4.50   -3.355   -3.753   -3.873   -3.970
 585    31000  5.00   -3.377   -3.773   -3.894   -3.991
 586    32000  4.00   -3.372   -3.777   -3.898   -3.996
 587    32000  4.50   -3.419   -3.824   -3.946   -4.045
 588    32000  5.00   -3.444   -3.848   -3.971   -4.070
 589    33000  4.00   -3.433   -3.843   -3.964   -4.064
 590    33000  4.50   -3.479   -3.890   -4.013   -4.113
 591    33000  5.00   -3.507   -3.918   -4.041   -4.142
 592    34000  4.00   -3.499   -3.910   -4.032   -4.132
 593    34000  4.50   -3.540   -3.955   -4.079   -4.180
 594    34000  5.00   -3.568   -3.984   -4.108   -4.210
 595    35000  4.00   -3.567   -3.979   -4.100   -4.201
 596    35000  4.50   -3.603   -4.021   -4.145   -4.247
 597    35000  5.00   -3.629   -4.049   -4.174   -4.277
 598    36000  4.00   -3.640   -4.052   -4.172   -4.272
 599    36000  4.50   -3.668   -4.087   -4.212   -4.314
 600    36000  5.00   -3.692   -4.114   -4.240   -4.343
 601    37000  4.00   -3.718   -4.129   -4.248   -4.348
 602    37000  4.50   -3.737   -4.156   -4.280   -4.382
 603    37000  5.00   -3.756   -4.180   -4.306   -4.409
 604    38000  4.00   -3.800   -4.210   -4.329   -4.428
 605    38000  4.50   -3.809   -4.228   -4.351   -4.453
 606    38000  5.00   -3.823   -4.248   -4.373   -4.476
 607    39000  4.00   -3.883   -4.294   -4.412   -4.512
 608    39000  4.50   -3.885   -4.303   -4.426   -4.528
 609    39000  5.00   -3.894   -4.317   -4.442   -4.545
 610    40000  4.50   -3.964   -4.382   -4.504   -4.606
 611    40000  5.00   -3.967   -4.390   -4.514   -4.618
 612    41000  4.50   -4.043   -4.462   -4.584   -4.686
 613    41000  5.00   -4.043   -4.466   -4.590   -4.693
 614    42000  4.50   -4.123   -4.542   -4.664   -4.767
 615    42000  5.00   -4.120   -4.543   -4.667   -4.771
 616    43000  4.50   -4.202   -4.622   -4.744   -4.848
 617    43000  5.00   -4.197   -4.621   -4.745   -4.849
 618    44000  4.50   -4.279   -4.700   -4.823   -4.927
 619    44000  5.00   -4.274   -4.699   -4.823   -4.927
 620    45000  4.50   -4.355   -4.777   -4.900   -5.005
 621    45000  5.00   -4.351   -4.776   -4.900   -5.005
 622    46000  4.50   -4.429   -4.852   -4.976   -5.081
 623    46000  5.00   -4.425   -4.852   -4.976   -5.082
 624    47000  4.50   -4.501   -4.926   -5.050   -5.156
 625    47000  5.00   -4.499   -4.926   -5.051   -5.157
 626    48000  4.50   -4.572   -4.998   -5.123   -5.229
 627    48000  5.00   -4.571   -4.999   -5.125   -5.231
 628    49000  4.50   -4.641   -5.068   -5.194   -5.300
 629    49000  5.00   -4.641   -5.071   -5.197   -5.304
 630    50000  5.00   -4.710   -5.141   -5.267   -5.374
 631    56101  5.00   -4.790   -5.222   -5.343   -5.444
 632    62946  5.00   -5.144   -5.584   -5.708   -5.812
 633    70627  5.00   -5.501   -5.948   -6.075   -6.181
 634    79245  5.00   -5.861   -6.313   -6.442   -6.550
 635    88914  5.00   -6.221   -6.679   -6.811   -6.920
 636    99763  5.00   -6.584   -7.046   -7.180   -7.291
 637   111936  5.00   -6.948   -7.414   -7.549   -7.662
 638   125595  5.00   -7.313   -7.782   -7.920   -8.033
 639   140920  5.00   -7.679   -8.152   -8.291   -8.405
 640   158115  5.00   -8.046   -8.522   -8.662   -8.777
 641   177407  5.00   -8.414   -8.892   -9.034   -9.150
 642   199055  5.00   -8.783   -9.263   -9.406   -9.522
 643   223343  5.00   -9.153   -9.635   -9.778   -9.895
 644   250595  5.00   -9.523  -10.007  -10.151  -10.269
 645   281172  5.00   -9.893  -10.379  -10.524  -10.642
 646   315481  5.00  -10.264  -10.752  -10.897  -11.016
 647   353975  5.00  -10.636  -11.124  -11.270  -11.389
 648   397167  5.00  -11.008  -11.497  -11.644  -11.763
 649   445629  5.00  -11.380  -11.871  -12.017  -12.137
 650   500004  5.00  -11.753  -12.244  -12.391  -12.511
 651   561014  5.00  -12.126  -12.618  -12.765  -12.885
 652   629469  5.00  -12.499  -12.991  -13.139  -13.260
 653   706276  5.00  -12.872  -13.365  -13.513  -13.634
 654   792455  5.00  -13.245  -13.739  -13.888  -14.009
 655   889149  5.00  -13.619  -14.113  -14.262  -14.383
 656   997642  5.00  -13.993  -14.488  -14.636  -14.758
 657  1119373  5.00  -14.367  -14.862  -15.011  -15.132
 658  1255958  5.00  -14.741  -15.236  -15.385  -15.507
 659  1409209  5.00  -15.115  -15.611  -15.760  -15.882
 660  1581159  5.00  -15.489  -15.985  -16.135  -16.256
 661  1774090  5.00  -15.863  -16.360  -16.509  -16.631
 662  1990563  5.00  -16.238  -16.735  -16.884  -17.006
 663  2233450  5.00  -16.612  -17.109  -17.259  -17.381
 664  2505973  5.00  -16.987  -17.484  -17.633  -17.755
 665  2811749  5.00  -17.361  -17.859  -18.008  -18.130
 666  3154836  5.00  -17.736  -18.233  -18.383  -18.505
 667  3539785  5.00  -18.111  -18.608  -18.758  -18.880
 668  3971706  5.00  -18.485  -18.983  -19.133  -19.255
 669  4456330  5.00  -18.860  -19.358  -19.508  -19.630
# BCs for Fluks et al. 1994 M-giant spectra:
#  n     Teff  logg        I        J        H       Ks
   0     3810  0.00    0.372    1.642    2.541    2.696
   1     3736  0.00    0.340    1.671    2.586    2.751
   2     3666  0.00    0.294    1.696    2.631    2.808
   3     3574  0.00    0.164    1.735    2.694    2.888
   4     3434  0.00   -0.115    1.783    2.775    2.993
   5     3309  0.00   -0.562    1.832    2.852    3.094
   6     3126  0.00   -1.249    1.889    2.941    3.196
   7     2890  0.00   -1.808    1.964    3.002    3.263
   8     2667  0.00   -2.091    2.018    2.961    3.288
   9     2500  0.00   -2.259    2.047    2.854    3.271
