# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        U        B        V        R        I        J        H        K
 300     6750  2.50   -0.372   -0.262    0.049    0.261    0.462    0.720    0.897    0.922
 301     6750  3.00   -0.351   -0.302    0.027    0.250    0.460    0.719    0.906    0.929
 302     6750  3.50   -0.326   -0.342    0.004    0.238    0.456    0.717    0.914    0.934
 303     6750  4.00   -0.298   -0.380   -0.018    0.226    0.452    0.714    0.921    0.937
 304     6750  4.50   -0.268   -0.413   -0.036    0.216    0.449    0.712    0.927    0.940
 305     6750  5.00   -0.241   -0.441   -0.049    0.210    0.448    0.711    0.932    0.943
 306     7000  0.50   -0.240   -0.037    0.114    0.241    0.389    0.588    0.700    0.729
 307     7000  1.00   -0.274   -0.057    0.104    0.241    0.392    0.604    0.725    0.752
 308     7000  1.50   -0.301   -0.091    0.094    0.242    0.398    0.617    0.746    0.771
 309     7000  2.00   -0.318   -0.141    0.083    0.246    0.407    0.628    0.764    0.788
 310     7000  2.50   -0.318   -0.190    0.066    0.242    0.411    0.634    0.778    0.800
 311     7000  3.00   -0.306   -0.235    0.044    0.233    0.412    0.635    0.789    0.809
 312     7000  3.50   -0.286   -0.280    0.019    0.221    0.409    0.634    0.798    0.816
 313     7000  4.00   -0.261   -0.323   -0.005    0.208    0.405    0.632    0.806    0.820
 314     7000  4.50   -0.230   -0.363   -0.028    0.195    0.402    0.629    0.813    0.824
 315     7000  5.00   -0.198   -0.396   -0.047    0.185    0.399    0.627    0.820    0.827
 316     7250  0.50   -0.154    0.001    0.117    0.216    0.338    0.499    0.589    0.613
 317     7250  1.00   -0.188   -0.002    0.108    0.213    0.337    0.514    0.611    0.634
 318     7250  1.50   -0.225   -0.028    0.099    0.214    0.342    0.527    0.630    0.652
 319     7250  2.00   -0.252   -0.067    0.088    0.215    0.348    0.537    0.646    0.668
 320     7250  2.50   -0.268   -0.122    0.076    0.218    0.357    0.546    0.662    0.682
 321     7250  3.00   -0.268   -0.175    0.056    0.213    0.361    0.551    0.675    0.693
 322     7250  3.50   -0.256   -0.225    0.032    0.202    0.360    0.552    0.685    0.701
 323     7250  4.00   -0.235   -0.273    0.005    0.188    0.358    0.551    0.694    0.707
 324     7250  4.50   -0.206   -0.318   -0.021    0.174    0.354    0.548    0.702    0.711
 325     7250  5.00   -0.173   -0.358   -0.044    0.161    0.351    0.545    0.710    0.715
 326     7500  0.50   -0.098   -0.010    0.110    0.197    0.299    0.420    0.491    0.509
 327     7500  1.00   -0.112    0.030    0.103    0.183    0.284    0.427    0.504    0.522
 328     7500  1.50   -0.154    0.014    0.097    0.184    0.287    0.439    0.521    0.539
 329     7500  2.00   -0.192   -0.017    0.088    0.185    0.292    0.449    0.536    0.554
 330     7500  2.50   -0.220   -0.061    0.076    0.186    0.298    0.458    0.550    0.568
 331     7500  3.00   -0.234   -0.119    0.062    0.186    0.306    0.466    0.563    0.580
 332     7500  3.50   -0.231   -0.175    0.040    0.179    0.309    0.470    0.575    0.590
 333     7500  4.00   -0.216   -0.227    0.013    0.167    0.309    0.470    0.585    0.597
 334     7500  4.50   -0.191   -0.277   -0.015    0.152    0.306    0.468    0.594    0.602
 335     7500  5.00   -0.159   -0.323   -0.042    0.137    0.302    0.465    0.603    0.606
 336     7750  1.00   -0.052    0.036    0.088    0.151    0.234    0.344    0.405    0.418
 337     7750  1.50   -0.091    0.039    0.086    0.150    0.232    0.354    0.418    0.432
 338     7750  2.00   -0.137    0.016    0.081    0.152    0.236    0.364    0.431    0.445
 339     7750  2.50   -0.174   -0.021    0.072    0.153    0.241    0.373    0.443    0.458
 340     7750  3.00   -0.199   -0.069    0.059    0.153    0.247    0.380    0.455    0.470
 341     7750  3.50   -0.208   -0.130    0.042    0.152    0.255    0.387    0.468    0.481
 342     7750  4.00   -0.201   -0.187    0.018    0.143    0.257    0.389    0.479    0.490
 343     7750  4.50   -0.182   -0.242   -0.011    0.129    0.257    0.389    0.489    0.496
 344     7750  5.00   -0.152   -0.292   -0.040    0.113    0.254    0.386    0.499    0.500
 345     8000  1.00   -0.011    0.006    0.060    0.117    0.188    0.265    0.315    0.322
 346     8000  1.50   -0.037    0.043    0.065    0.112    0.178    0.271    0.321    0.330
 347     8000  2.00   -0.084    0.032    0.064    0.114    0.179    0.280    0.331    0.342
 348     8000  2.50   -0.129    0.003    0.059    0.117    0.184    0.289    0.342    0.354
 349     8000  3.00   -0.165   -0.037    0.049    0.117    0.189    0.296    0.352    0.365
 350     8000  3.50   -0.186   -0.090    0.035    0.117    0.196    0.302    0.363    0.376
 351     8000  4.00   -0.189   -0.152    0.017    0.114    0.203    0.308    0.375    0.385
 352     8000  4.50   -0.176   -0.210   -0.010    0.103    0.205    0.310    0.387    0.393
 353     8000  5.00   -0.151   -0.265   -0.040    0.087    0.204    0.308    0.397    0.398
 354     8250  1.00    0.013   -0.057    0.009    0.074    0.141    0.188    0.231    0.234
 355     8250  1.50    0.002    0.025    0.033    0.070    0.123    0.190    0.229    0.234
 356     8250  2.00   -0.040    0.031    0.037    0.072    0.122    0.197    0.236    0.243
 357     8250  2.50   -0.089    0.011    0.036    0.076    0.125    0.206    0.244    0.253
 358     8250  3.00   -0.132   -0.023    0.031    0.078    0.131    0.213    0.253    0.264
 359     8250  3.50   -0.163   -0.066    0.020    0.078    0.136    0.219    0.263    0.274
 360     8250  4.00   -0.177   -0.123    0.006    0.077    0.144    0.225    0.274    0.283
 361     8250  4.50   -0.171   -0.184   -0.014    0.073    0.151    0.230    0.286    0.292
 362     8250  5.00   -0.153   -0.242   -0.042    0.060    0.153    0.230    0.298    0.298
 363     8500  1.50    0.025   -0.012   -0.009    0.025    0.069    0.111    0.143    0.143
 364     8500  2.00   -0.010    0.012    0.001    0.025    0.063    0.116    0.145    0.148
 365     8500  2.50   -0.058    0.002    0.003    0.029    0.065    0.123    0.151    0.157
 366     8500  3.00   -0.103   -0.023    0.002    0.033    0.070    0.131    0.159    0.166
 367     8500  3.50   -0.141   -0.060   -0.004    0.035    0.076    0.137    0.167    0.176
 368     8500  4.00   -0.165   -0.107   -0.014    0.035    0.083    0.143    0.177    0.185
 369     8500  4.50   -0.169   -0.164   -0.028    0.035    0.092    0.149    0.188    0.194
 370     8500  5.00   -0.156   -0.224   -0.050    0.029    0.099    0.153    0.201    0.201
 371     8750  1.50    0.041   -0.059   -0.058   -0.025    0.015    0.033    0.060    0.055
 372     8750  2.00    0.011   -0.019   -0.042   -0.024    0.006    0.037    0.059    0.057
 373     8750  2.50   -0.034   -0.018   -0.037   -0.021    0.005    0.042    0.062    0.063
 374     8750  3.00   -0.082   -0.037   -0.035   -0.016    0.008    0.049    0.068    0.071
 375     8750  3.50   -0.124   -0.068   -0.037   -0.012    0.014    0.055    0.074    0.080
 376     8750  4.00   -0.155   -0.108   -0.043   -0.010    0.021    0.061    0.083    0.089
 377     8750  4.50   -0.170   -0.157   -0.053   -0.010    0.029    0.067    0.093    0.097
 378     8750  5.00   -0.161   -0.213   -0.065   -0.009    0.041    0.073    0.106    0.106
 379     9000  1.50    0.051   -0.111   -0.111   -0.077   -0.042   -0.044   -0.022   -0.029
 380     9000  2.00    0.023   -0.057   -0.089   -0.074   -0.052   -0.041   -0.025   -0.031
 381     9000  2.50   -0.019   -0.048   -0.081   -0.072   -0.056   -0.037   -0.024   -0.027
 382     9000  3.00   -0.068   -0.061   -0.078   -0.069   -0.055   -0.032   -0.021   -0.020
 383     9000  3.50   -0.114   -0.086   -0.077   -0.064   -0.050   -0.026   -0.015   -0.013
 384     9000  4.00   -0.149   -0.121   -0.079   -0.061   -0.043   -0.020   -0.008   -0.005
 385     9000  4.50   -0.170   -0.163   -0.085   -0.059   -0.035   -0.015    0.000    0.004
 386     9000  5.00   -0.170   -0.213   -0.094   -0.057   -0.023   -0.008    0.012    0.012
 387     9250  2.00    0.029   -0.101   -0.138   -0.126   -0.109   -0.117   -0.105   -0.115
 388     9250  2.50   -0.011   -0.085   -0.129   -0.125   -0.116   -0.115   -0.107   -0.114
 389     9250  3.00   -0.059   -0.091   -0.124   -0.122   -0.117   -0.111   -0.106   -0.109
 390     9250  3.50   -0.106   -0.112   -0.122   -0.118   -0.114   -0.106   -0.102   -0.103
 391     9250  4.00   -0.146   -0.142   -0.122   -0.114   -0.108   -0.101   -0.097   -0.096
 392     9250  4.50   -0.172   -0.180   -0.124   -0.111   -0.099   -0.095   -0.089   -0.088
 393     9250  5.00   -0.181   -0.225   -0.130   -0.109   -0.089   -0.090   -0.079   -0.080
 394     9500  2.00    0.031   -0.147   -0.189   -0.179   -0.167   -0.191   -0.184   -0.197
 395     9500  2.50   -0.007   -0.126   -0.178   -0.178   -0.174   -0.190   -0.187   -0.198
 396     9500  3.00   -0.053   -0.128   -0.173   -0.176   -0.177   -0.188   -0.187   -0.195
 397     9500  3.50   -0.101   -0.143   -0.170   -0.173   -0.177   -0.184   -0.186   -0.190
 398     9500  4.00   -0.144   -0.170   -0.168   -0.169   -0.172   -0.180   -0.182   -0.184
 399     9500  4.50   -0.176   -0.204   -0.168   -0.165   -0.164   -0.175   -0.176   -0.177
 400     9500  5.00   -0.192   -0.246   -0.171   -0.162   -0.155   -0.169   -0.167   -0.169
 401     9750  2.00    0.030   -0.194   -0.240   -0.231   -0.224   -0.264   -0.260   -0.276
 402     9750  2.50   -0.008   -0.169   -0.228   -0.231   -0.233   -0.264   -0.265   -0.279
 403     9750  3.00   -0.052   -0.167   -0.223   -0.230   -0.237   -0.263   -0.267   -0.278
 404     9750  3.50   -0.100   -0.180   -0.219   -0.228   -0.238   -0.260   -0.267   -0.275
 405     9750  4.00   -0.145   -0.203   -0.217   -0.224   -0.235   -0.257   -0.265   -0.270
 406     9750  4.50   -0.182   -0.234   -0.215   -0.220   -0.229   -0.253   -0.260   -0.264
 407     9750  5.00   -0.203   -0.272   -0.216   -0.216   -0.220   -0.248   -0.252   -0.257
 408    10000  2.00    0.027   -0.241   -0.292   -0.284   -0.282   -0.335   -0.335   -0.354
 409    10000  2.50   -0.012   -0.214   -0.279   -0.284   -0.290   -0.336   -0.340   -0.358
 410    10000  3.00   -0.055   -0.210   -0.273   -0.284   -0.297   -0.336   -0.344   -0.358
 411    10000  3.50   -0.102   -0.219   -0.270   -0.283   -0.299   -0.335   -0.346   -0.357
 412    10000  4.00   -0.148   -0.239   -0.267   -0.280   -0.298   -0.333   -0.345   -0.353
 413    10000  4.50   -0.187   -0.267   -0.265   -0.276   -0.292   -0.329   -0.341   -0.348
 414    10000  5.00   -0.213   -0.302   -0.263   -0.271   -0.284   -0.324   -0.335   -0.342
 415    10250  2.00    0.021   -0.288   -0.343   -0.337   -0.339   -0.405   -0.409   -0.429
 416    10250  2.50   -0.018   -0.259   -0.329   -0.337   -0.348   -0.406   -0.414   -0.434
 417    10250  3.00   -0.061   -0.254   -0.324   -0.338   -0.355   -0.408   -0.419   -0.437
 418    10250  3.50   -0.107   -0.261   -0.321   -0.338   -0.359   -0.408   -0.422   -0.436
 419    10250  4.00   -0.152   -0.278   -0.319   -0.336   -0.359   -0.406   -0.422   -0.434
 420    10250  4.50   -0.192   -0.303   -0.316   -0.332   -0.355   -0.404   -0.420   -0.430
 421    10250  5.00   -0.222   -0.335   -0.313   -0.328   -0.347   -0.400   -0.415   -0.425
 422    10500  2.00    0.012   -0.335   -0.394   -0.390   -0.396   -0.474   -0.481   -0.503
 423    10500  2.50   -0.027   -0.305   -0.380   -0.389   -0.405   -0.475   -0.487   -0.509
 424    10500  3.00   -0.069   -0.298   -0.375   -0.391   -0.413   -0.477   -0.492   -0.512
 425    10500  3.50   -0.114   -0.304   -0.373   -0.392   -0.418   -0.479   -0.496   -0.514
 426    10500  4.00   -0.159   -0.319   -0.370   -0.392   -0.419   -0.479   -0.498   -0.512
 427    10500  4.50   -0.200   -0.342   -0.367   -0.388   -0.417   -0.477   -0.497   -0.509
 428    10500  5.00   -0.233   -0.371   -0.363   -0.384   -0.410   -0.474   -0.493   -0.505
 429    10750  2.00    0.002   -0.382   -0.445   -0.443   -0.452   -0.541   -0.551   -0.575
 430    10750  2.50   -0.037   -0.351   -0.430   -0.441   -0.461   -0.543   -0.558   -0.582
 431    10750  3.00   -0.080   -0.343   -0.425   -0.444   -0.470   -0.546   -0.564   -0.586
 432    10750  3.50   -0.124   -0.348   -0.424   -0.446   -0.476   -0.548   -0.569   -0.589
 433    10750  4.00   -0.168   -0.362   -0.422   -0.446   -0.479   -0.549   -0.572   -0.589
 434    10750  4.50   -0.209   -0.382   -0.419   -0.444   -0.477   -0.548   -0.572   -0.587
 435    10750  5.00   -0.244   -0.409   -0.415   -0.440   -0.472   -0.546   -0.569   -0.583
 436    11000  2.00   -0.011   -0.429   -0.496   -0.495   -0.509   -0.608   -0.621   -0.646
 437    11000  2.50   -0.050   -0.397   -0.481   -0.494   -0.517   -0.609   -0.627   -0.653
 438    11000  3.00   -0.092   -0.389   -0.476   -0.496   -0.526   -0.613   -0.634   -0.659
 439    11000  3.50   -0.136   -0.393   -0.474   -0.499   -0.533   -0.616   -0.640   -0.662
 440    11000  4.00   -0.179   -0.405   -0.473   -0.500   -0.537   -0.618   -0.643   -0.663
 441    11000  4.50   -0.220   -0.424   -0.471   -0.499   -0.537   -0.618   -0.645   -0.662
 442    11000  5.00   -0.255   -0.449   -0.467   -0.496   -0.533   -0.616   -0.643   -0.660
 443    11250  2.00   -0.026   -0.475   -0.546   -0.548   -0.565   -0.674   -0.690   -0.717
 444    11250  2.50   -0.065   -0.443   -0.531   -0.546   -0.573   -0.675   -0.696   -0.723
 445    11250  3.00   -0.106   -0.434   -0.526   -0.549   -0.582   -0.679   -0.703   -0.729
 446    11250  3.50   -0.150   -0.438   -0.525   -0.552   -0.590   -0.683   -0.709   -0.733
 447    11250  4.00   -0.192   -0.450   -0.524   -0.554   -0.594   -0.685   -0.713   -0.736
 448    11250  4.50   -0.233   -0.467   -0.522   -0.554   -0.595   -0.686   -0.715   -0.736
 449    11250  5.00   -0.268   -0.490   -0.519   -0.551   -0.592   -0.685   -0.715   -0.734
 450    11500  2.00   -0.043   -0.522   -0.596   -0.600   -0.621   -0.739   -0.757   -0.786
 451    11500  2.50   -0.081   -0.488   -0.580   -0.598   -0.628   -0.740   -0.763   -0.792
 452    11500  3.00   -0.122   -0.479   -0.576   -0.601   -0.637   -0.744   -0.770   -0.799
 453    11500  3.50   -0.165   -0.483   -0.575   -0.604   -0.645   -0.748   -0.777   -0.803
 454    11500  4.00   -0.207   -0.494   -0.575   -0.607   -0.651   -0.751   -0.782   -0.807
 455    11500  4.50   -0.247   -0.511   -0.573   -0.608   -0.653   -0.753   -0.785   -0.807
 456    11500  5.00   -0.282   -0.532   -0.570   -0.606   -0.651   -0.753   -0.785   -0.806
 457    11750  2.00   -0.061   -0.568   -0.646   -0.653   -0.677   -0.803   -0.824   -0.854
 458    11750  2.50   -0.099   -0.533   -0.630   -0.649   -0.683   -0.804   -0.829   -0.860
 459    11750  3.00   -0.140   -0.524   -0.625   -0.652   -0.692   -0.808   -0.837   -0.867
 460    11750  3.50   -0.182   -0.528   -0.625   -0.656   -0.701   -0.812   -0.844   -0.872
 461    11750  4.00   -0.223   -0.538   -0.625   -0.659   -0.707   -0.816   -0.849   -0.876
 462    11750  4.50   -0.262   -0.554   -0.624   -0.661   -0.709   -0.819   -0.853   -0.878
 463    11750  5.00   -0.297   -0.575   -0.621   -0.659   -0.708   -0.819   -0.854   -0.877
 464    12000  2.50   -0.118   -0.578   -0.679   -0.701   -0.738   -0.867   -0.895   -0.927
 465    12000  3.00   -0.158   -0.569   -0.674   -0.703   -0.747   -0.870   -0.902   -0.934
 466    12000  3.50   -0.200   -0.573   -0.674   -0.707   -0.755   -0.875   -0.909   -0.939
 467    12000  4.00   -0.241   -0.583   -0.674   -0.711   -0.762   -0.880   -0.915   -0.944
 468    12000  4.50   -0.279   -0.598   -0.674   -0.713   -0.765   -0.883   -0.919   -0.946
 469    12000  5.00   -0.314   -0.618   -0.672   -0.713   -0.765   -0.884   -0.921   -0.947
 470    12250  2.50   -0.138   -0.623   -0.728   -0.751   -0.792   -0.929   -0.959   -0.993
 471    12250  3.00   -0.178   -0.614   -0.723   -0.754   -0.801   -0.932   -0.966   -1.000
 472    12250  3.50   -0.219   -0.617   -0.723   -0.758   -0.809   -0.937   -0.973   -1.005
 473    12250  4.00   -0.259   -0.627   -0.723   -0.762   -0.816   -0.942   -0.980   -1.010
 474    12250  4.50   -0.297   -0.642   -0.724   -0.765   -0.820   -0.946   -0.984   -1.013
 475    12250  5.00   -0.332   -0.661   -0.722   -0.765   -0.821   -0.948   -0.987   -1.015
 476    12500  2.50   -0.160   -0.667   -0.776   -0.802   -0.846   -0.990   -1.022   -1.058
 477    12500  3.00   -0.199   -0.658   -0.772   -0.805   -0.854   -0.994   -1.029   -1.065
 478    12500  3.50   -0.239   -0.661   -0.771   -0.809   -0.863   -0.998   -1.037   -1.070
 479    12500  4.00   -0.279   -0.671   -0.772   -0.813   -0.870   -1.003   -1.043   -1.075
 480    12500  4.50   -0.316   -0.686   -0.772   -0.816   -0.874   -1.007   -1.048   -1.079
 481    12500  5.00   -0.350   -0.704   -0.771   -0.816   -0.875   -1.010   -1.051   -1.081
 482    12750  2.50   -0.182   -0.711   -0.824   -0.852   -0.899   -1.050   -1.085   -1.122
 483    12750  3.00   -0.221   -0.702   -0.820   -0.855   -0.907   -1.054   -1.092   -1.128
 484    12750  3.50   -0.260   -0.705   -0.819   -0.859   -0.916   -1.059   -1.099   -1.134
 485    12750  4.00   -0.299   -0.715   -0.820   -0.863   -0.923   -1.064   -1.106   -1.140
 486    12750  4.50   -0.336   -0.729   -0.821   -0.866   -0.927   -1.068   -1.111   -1.144
 487    12750  5.00   -0.370   -0.747   -0.820   -0.867   -0.929   -1.071   -1.114   -1.146
 488    13000  2.50   -0.205   -0.754   -0.871   -0.901   -0.951   -1.109   -1.146   -1.185
 489    13000  3.00   -0.244   -0.746   -0.867   -0.904   -0.960   -1.113   -1.153   -1.191
 490    13000  3.50   -0.282   -0.749   -0.867   -0.908   -0.968   -1.118   -1.160   -1.197
 491    13000  4.00   -0.320   -0.758   -0.868   -0.912   -0.975   -1.123   -1.167   -1.203
 492    13000  4.50   -0.357   -0.772   -0.869   -0.916   -0.980   -1.127   -1.173   -1.207
 493    13000  5.00   -0.390   -0.789   -0.868   -0.917   -0.982   -1.131   -1.176   -1.210
 494    14000  2.00   -0.251   -0.960   -1.068   -1.092   -1.144   -1.333   -1.373   -1.415
 495    14000  2.50   -0.297   -0.921   -1.052   -1.091   -1.153   -1.336   -1.381   -1.425
 496    14000  3.00   -0.339   -0.914   -1.051   -1.096   -1.163   -1.341   -1.389   -1.433
 497    14000  3.50   -0.376   -0.918   -1.052   -1.101   -1.172   -1.347   -1.396   -1.439
 498    14000  4.00   -0.411   -0.927   -1.053   -1.105   -1.178   -1.352   -1.403   -1.444
 499    14000  4.50   -0.444   -0.940   -1.054   -1.108   -1.183   -1.356   -1.408   -1.449
 500    14000  5.00   -0.475   -0.956   -1.054   -1.110   -1.186   -1.360   -1.413   -1.453
 501    15000  2.50   -0.388   -1.078   -1.222   -1.268   -1.341   -1.547   -1.599   -1.649
 502    15000  3.00   -0.435   -1.073   -1.224   -1.277   -1.355   -1.555   -1.610   -1.659
 503    15000  3.50   -0.474   -1.079   -1.227   -1.284   -1.364   -1.561   -1.618   -1.666
 504    15000  4.00   -0.508   -1.089   -1.230   -1.289   -1.371   -1.567   -1.624   -1.671
 505    15000  4.50   -0.538   -1.102   -1.231   -1.292   -1.376   -1.571   -1.630   -1.675
 506    15000  5.00   -0.565   -1.117   -1.231   -1.294   -1.379   -1.575   -1.634   -1.679
 507    16000  2.50   -0.474   -1.225   -1.380   -1.434   -1.516   -1.742   -1.801   -1.856
 508    16000  3.00   -0.528   -1.223   -1.386   -1.446   -1.534   -1.754   -1.815   -1.869
 509    16000  3.50   -0.571   -1.231   -1.393   -1.456   -1.546   -1.763   -1.825   -1.878
 510    16000  4.00   -0.605   -1.243   -1.397   -1.463   -1.554   -1.769   -1.832   -1.884
 511    16000  4.50   -0.635   -1.256   -1.399   -1.467   -1.559   -1.773   -1.838   -1.888
 512    16000  5.00   -0.659   -1.270   -1.399   -1.469   -1.562   -1.777   -1.842   -1.892
 513    17000  2.50   -0.554   -1.361   -1.527   -1.586   -1.678   -1.922   -1.988   -2.047
 514    17000  3.00   -0.616   -1.362   -1.537   -1.604   -1.701   -1.939   -2.006   -2.065
 515    17000  3.50   -0.664   -1.374   -1.548   -1.618   -1.716   -1.951   -2.019   -2.076
 516    17000  4.00   -0.701   -1.388   -1.554   -1.627   -1.726   -1.958   -2.028   -2.084
 517    17000  4.50   -0.730   -1.402   -1.558   -1.632   -1.732   -1.964   -2.033   -2.089
 518    17000  5.00   -0.754   -1.416   -1.559   -1.634   -1.735   -1.967   -2.037   -2.092
 519    18000  2.50   -0.628   -1.490   -1.663   -1.728   -1.827   -2.089   -2.161   -2.225
 520    18000  3.00   -0.699   -1.493   -1.678   -1.751   -1.856   -2.111   -2.184   -2.247
 521    18000  3.50   -0.752   -1.508   -1.693   -1.769   -1.875   -2.126   -2.200   -2.261
 522    18000  4.00   -0.792   -1.524   -1.702   -1.781   -1.888   -2.136   -2.210   -2.271
 523    18000  4.50   -0.823   -1.539   -1.708   -1.787   -1.895   -2.142   -2.217   -2.277
 524    18000  5.00   -0.846   -1.554   -1.709   -1.791   -1.899   -2.147   -2.221   -2.281
 525    19000  2.50   -0.696   -1.610   -1.790   -1.858   -1.964   -2.241   -2.319   -2.388
 526    19000  3.00   -0.776   -1.614   -1.809   -1.888   -2.000   -2.271   -2.350   -2.417
 527    19000  3.50   -0.835   -1.633   -1.828   -1.910   -2.024   -2.290   -2.369   -2.435
 528    19000  4.00   -0.879   -1.652   -1.841   -1.925   -2.040   -2.303   -2.382   -2.446
 529    19000  4.50   -0.911   -1.669   -1.849   -1.934   -2.049   -2.311   -2.390   -2.454
 530    19000  5.00   -0.936   -1.685   -1.852   -1.938   -2.053   -2.316   -2.395   -2.458
 531    20000  3.00   -0.847   -1.728   -1.931   -2.015   -2.134   -2.420   -2.504   -2.575
 532    20000  3.50   -0.913   -1.750   -1.955   -2.043   -2.164   -2.443   -2.527   -2.597
 533    20000  4.00   -0.960   -1.772   -1.971   -2.061   -2.182   -2.459   -2.542   -2.611
 534    20000  4.50   -0.995   -1.791   -1.981   -2.072   -2.193   -2.469   -2.552   -2.620
 535    20000  5.00   -1.021   -1.808   -1.986   -2.078   -2.199   -2.475   -2.558   -2.626
 536    21000  3.00   -0.915   -1.835   -2.045   -2.133   -2.258   -2.557   -2.646   -2.722
 537    21000  3.50   -0.986   -1.860   -2.073   -2.166   -2.294   -2.587   -2.675   -2.749
 538    21000  4.00   -1.038   -1.885   -2.094   -2.188   -2.316   -2.605   -2.693   -2.766
 539    21000  4.50   -1.075   -1.906   -2.106   -2.201   -2.329   -2.617   -2.705   -2.777
 540    21000  5.00   -1.102   -1.925   -2.113   -2.209   -2.337   -2.625   -2.712   -2.784
 541    22000  3.00   -0.978   -1.936   -2.152   -2.244   -2.374   -2.685   -2.778   -2.858
 542    22000  3.50   -1.055   -1.964   -2.185   -2.282   -2.415   -2.721   -2.814   -2.892
 543    22000  4.00   -1.111   -1.991   -2.208   -2.307   -2.442   -2.743   -2.836   -2.912
 544    22000  4.50   -1.151   -2.015   -2.224   -2.324   -2.457   -2.758   -2.849   -2.925
 545    22000  5.00   -1.180   -2.035   -2.232   -2.333   -2.466   -2.767   -2.858   -2.933
 546    23000  3.00   -1.040   -2.031   -2.253   -2.348   -2.483   -2.805   -2.902   -2.985
 547    23000  3.50   -1.120   -2.061   -2.289   -2.390   -2.529   -2.846   -2.944   -3.026
 548    23000  4.00   -1.180   -2.091   -2.316   -2.420   -2.559   -2.873   -2.970   -3.050
 549    23000  4.50   -1.223   -2.117   -2.334   -2.439   -2.578   -2.890   -2.986   -3.065
 550    23000  5.00   -1.253   -2.138   -2.345   -2.450   -2.589   -2.900   -2.996   -3.074
 551    24000  3.00   -1.098   -2.119   -2.348   -2.447   -2.586   -2.918   -3.019   -3.105
 552    24000  3.50   -1.183   -2.154   -2.388   -2.493   -2.636   -2.964   -3.066   -3.151
 553    24000  4.00   -1.246   -2.186   -2.418   -2.525   -2.670   -2.995   -3.096   -3.180
 554    24000  4.50   -1.291   -2.213   -2.439   -2.547   -2.692   -3.014   -3.115   -3.197
 555    24000  5.00   -1.323   -2.236   -2.451   -2.561   -2.705   -3.027   -3.126   -3.209
 556    25000  3.00   -1.149   -2.199   -2.434   -2.536   -2.679   -3.023   -3.127   -3.217
 557    25000  3.50   -1.244   -2.241   -2.482   -2.590   -2.738   -3.076   -3.182   -3.270
 558    25000  4.00   -1.308   -2.275   -2.515   -2.625   -2.775   -3.109   -3.215   -3.302
 559    25000  4.50   -1.356   -2.304   -2.537   -2.649   -2.799   -3.132   -3.236   -3.323
 560    25000  5.00   -1.390   -2.328   -2.552   -2.665   -2.814   -3.147   -3.250   -3.336
 561    26000  3.00   -1.193   -2.273   -2.511   -2.614   -2.760   -3.113   -3.221   -3.314
 562    26000  3.50   -1.301   -2.322   -2.570   -2.682   -2.835   -3.183   -3.292   -3.384
 563    26000  4.00   -1.369   -2.360   -2.606   -2.720   -2.874   -3.218   -3.327   -3.418
 564    26000  4.50   -1.417   -2.390   -2.630   -2.746   -2.901   -3.243   -3.351   -3.441
 565    26000  5.00   -1.452   -2.415   -2.646   -2.763   -2.918   -3.259   -3.367   -3.456
 566    27000  3.50   -1.351   -2.395   -2.650   -2.766   -2.924   -3.282   -3.395   -3.490
 567    27000  4.00   -1.425   -2.439   -2.692   -2.810   -2.969   -3.322   -3.434   -3.528
 568    27000  4.50   -1.475   -2.471   -2.718   -2.838   -2.997   -3.348   -3.460   -3.553
 569    27000  5.00   -1.511   -2.497   -2.735   -2.856   -3.015   -3.366   -3.477   -3.570
 570    28000  3.50   -1.395   -2.461   -2.723   -2.842   -3.004   -3.371   -3.487   -3.586
 571    28000  4.00   -1.478   -2.512   -2.772   -2.894   -3.058   -3.420   -3.536   -3.633
 572    28000  4.50   -1.530   -2.547   -2.801   -2.924   -3.088   -3.448   -3.563   -3.659
 573    28000  5.00   -1.566   -2.574   -2.820   -2.943   -3.107   -3.466   -3.581   -3.677
 574    29000  3.50   -1.436   -2.524   -2.791   -2.912   -3.076   -3.451   -3.570   -3.671
 575    29000  4.00   -1.524   -2.578   -2.846   -2.971   -3.139   -3.510   -3.629   -3.729
 576    29000  4.50   -1.581   -2.618   -2.879   -3.005   -3.173   -3.542   -3.660   -3.759
 577    29000  5.00   -1.618   -2.646   -2.899   -3.026   -3.193   -3.561   -3.679   -3.778
 578    30000  3.50   -1.482   -2.589   -2.859   -2.980   -3.145   -3.525   -3.646   -3.748
 579    30000  4.00   -1.566   -2.640   -2.913   -3.042   -3.213   -3.592   -3.714   -3.817
 580    30000  4.50   -1.627   -2.682   -2.951   -3.080   -3.252   -3.629   -3.751   -3.852
 581    30000  5.00   -1.666   -2.713   -2.973   -3.103   -3.274   -3.651   -3.771   -3.873
 582    31000  3.50   -1.536   -2.659   -2.931   -3.051   -3.216   -3.599   -3.721   -3.824
 583    31000  4.00   -1.607   -2.699   -2.978   -3.109   -3.282   -3.668   -3.793   -3.897
 584    31000  4.50   -1.669   -2.743   -3.017   -3.150   -3.325   -3.710   -3.834   -3.938
 585    31000  5.00   -1.710   -2.775   -3.042   -3.175   -3.350   -3.734   -3.857   -3.961
 586    32000  4.00   -1.651   -2.759   -3.042   -3.174   -3.349   -3.740   -3.866   -3.972
 587    32000  4.50   -1.710   -2.801   -3.081   -3.216   -3.394   -3.785   -3.911   -4.017
