# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        U        B        V        R        I        J        H        K
 300     6750  2.50   -0.313   -0.270    0.005    0.212    0.424    0.694    0.884    0.907
 301     6750  3.00   -0.298   -0.320   -0.024    0.196    0.417    0.690    0.892    0.913
 302     6750  3.50   -0.276   -0.368   -0.053    0.179    0.409    0.684    0.898    0.916
 303     6750  4.00   -0.249   -0.413   -0.081    0.161    0.400    0.678    0.902    0.917
 304     6750  4.50   -0.219   -0.452   -0.104    0.147    0.393    0.673    0.906    0.918
 305     6750  5.00   -0.188   -0.482   -0.120    0.137    0.389    0.670    0.909    0.920
 306     7000  0.50   -0.186   -0.023    0.089    0.208    0.364    0.572    0.689    0.718
 307     7000  1.00   -0.220   -0.047    0.077    0.207    0.367    0.587    0.715    0.741
 308     7000  1.50   -0.250   -0.089    0.064    0.207    0.372    0.598    0.736    0.760
 309     7000  2.00   -0.271   -0.146    0.049    0.207    0.377    0.607    0.753    0.776
 310     7000  2.50   -0.275   -0.201    0.026    0.198    0.378    0.611    0.766    0.787
 311     7000  3.00   -0.268   -0.255   -0.002    0.184    0.373    0.609    0.776    0.795
 312     7000  3.50   -0.252   -0.308   -0.033    0.167    0.366    0.605    0.783    0.799
 313     7000  4.00   -0.228   -0.359   -0.064    0.148    0.358    0.599    0.789    0.802
 314     7000  4.50   -0.198   -0.404   -0.092    0.130    0.350    0.593    0.794    0.803
 315     7000  5.00   -0.164   -0.442   -0.115    0.116    0.343    0.588    0.798    0.804
 316     7250  0.50   -0.119    0.010    0.093    0.186    0.314    0.483    0.577    0.601
 317     7250  1.00   -0.152    0.002    0.083    0.182    0.313    0.498    0.600    0.622
 318     7250  1.50   -0.189   -0.029    0.071    0.181    0.317    0.510    0.619    0.641
 319     7250  2.00   -0.221   -0.076    0.057    0.180    0.322    0.519    0.636    0.657
 320     7250  2.50   -0.240   -0.137    0.040    0.179    0.327    0.526    0.651    0.670
 321     7250  3.00   -0.243   -0.195    0.015    0.168    0.327    0.528    0.662    0.679
 322     7250  3.50   -0.234   -0.252   -0.016    0.153    0.322    0.526    0.671    0.686
 323     7250  4.00   -0.215   -0.308   -0.049    0.134    0.315    0.522    0.678    0.690
 324     7250  4.50   -0.186   -0.359   -0.081    0.114    0.307    0.516    0.685    0.692
 325     7250  5.00   -0.153   -0.404   -0.109    0.097    0.299    0.510    0.690    0.693
 326     7500  0.50   -0.078   -0.003    0.086    0.166    0.273    0.402    0.477    0.496
 327     7500  1.00   -0.092    0.029    0.079    0.154    0.262    0.411    0.492    0.510
 328     7500  1.50   -0.134    0.010    0.071    0.153    0.263    0.423    0.509    0.527
 329     7500  2.00   -0.173   -0.025    0.059    0.152    0.267    0.432    0.524    0.542
 330     7500  2.50   -0.203   -0.077    0.044    0.151    0.272    0.440    0.538    0.556
 331     7500  3.00   -0.219   -0.141    0.025    0.148    0.276    0.446    0.551    0.567
 332     7500  3.50   -0.218   -0.202   -0.003    0.135    0.276    0.447    0.562    0.576
 333     7500  4.00   -0.205   -0.261   -0.036    0.118    0.271    0.444    0.571    0.581
 334     7500  4.50   -0.181   -0.318   -0.069    0.098    0.263    0.439    0.578    0.584
 335     7500  5.00   -0.149   -0.369   -0.102    0.078    0.255    0.433    0.585    0.586
 336     7750  1.00   -0.047    0.029    0.064    0.123    0.211    0.328    0.392    0.406
 337     7750  1.50   -0.085    0.030    0.061    0.121    0.209    0.338    0.406    0.420
 338     7750  2.00   -0.130    0.004    0.053    0.121    0.212    0.348    0.419    0.433
 339     7750  2.50   -0.168   -0.037    0.041    0.120    0.216    0.355    0.431    0.446
 340     7750  3.00   -0.194   -0.091    0.025    0.118    0.221    0.362    0.443    0.458
 341     7750  3.50   -0.204   -0.156    0.004    0.113    0.225    0.367    0.455    0.468
 342     7750  4.00   -0.198   -0.219   -0.026    0.099    0.224    0.367    0.465    0.475
 343     7750  4.50   -0.180   -0.279   -0.060    0.080    0.219    0.363    0.474    0.480
 344     7750  5.00   -0.151   -0.336   -0.095    0.059    0.211    0.357    0.482    0.482
 345     8000  1.00   -0.019   -0.004    0.036    0.089    0.165    0.249    0.301    0.310
 346     8000  1.50   -0.045    0.028    0.039    0.084    0.155    0.256    0.308    0.318
 347     8000  2.00   -0.092    0.015    0.036    0.085    0.156    0.264    0.318    0.330
 348     8000  2.50   -0.136   -0.017    0.028    0.085    0.159    0.272    0.329    0.341
 349     8000  3.00   -0.170   -0.060    0.016    0.083    0.163    0.278    0.339    0.352
 350     8000  3.50   -0.190   -0.118    0.000    0.082    0.169    0.284    0.351    0.363
 351     8000  4.00   -0.192   -0.182   -0.022    0.075    0.173    0.288    0.362    0.372
 352     8000  4.50   -0.180   -0.245   -0.054    0.059    0.172    0.287    0.373    0.378
 353     8000  5.00   -0.156   -0.306   -0.090    0.039    0.166    0.283    0.381    0.381
 354     8250  1.00   -0.004   -0.071   -0.014    0.048    0.118    0.172    0.216    0.221
 355     8250  1.50   -0.015    0.007    0.008    0.043    0.101    0.175    0.216    0.222
 356     8250  2.00   -0.059    0.010    0.009    0.043    0.099    0.182    0.223    0.230
 357     8250  2.50   -0.108   -0.013    0.006    0.045    0.100    0.189    0.231    0.240
 358     8250  3.00   -0.150   -0.049   -0.003    0.045    0.104    0.195    0.240    0.251
 359     8250  3.50   -0.179   -0.096   -0.015    0.043    0.109    0.201    0.250    0.261
 360     8250  4.00   -0.189   -0.154   -0.030    0.042    0.117    0.207    0.261    0.270
 361     8250  4.50   -0.181   -0.217   -0.054    0.034    0.121    0.210    0.273    0.278
 362     8250  5.00   -0.162   -0.279   -0.087    0.017    0.119    0.208    0.283    0.283
 363     8500  1.50    0.002   -0.034   -0.035   -0.002    0.048    0.096    0.130    0.131
 364     8500  2.00   -0.035   -0.013   -0.027   -0.001    0.042    0.101    0.133    0.136
 365     8500  2.50   -0.085   -0.024   -0.026    0.000    0.041    0.107    0.138    0.144
 366     8500  3.00   -0.132   -0.052   -0.030    0.002    0.044    0.113    0.145    0.153
 367     8500  3.50   -0.167   -0.092   -0.039    0.001    0.049    0.119    0.153    0.162
 368     8500  4.00   -0.188   -0.140   -0.051   -0.000    0.055    0.124    0.163    0.171
 369     8500  4.50   -0.185   -0.197   -0.064    0.001    0.065    0.131    0.175    0.180
 370     8500  5.00   -0.170   -0.259   -0.090   -0.009    0.069    0.133    0.187    0.187
 371     8750  1.50    0.014   -0.086   -0.086   -0.052   -0.007    0.017    0.046    0.044
 372     8750  2.00   -0.017   -0.046   -0.070   -0.050   -0.015    0.022    0.047    0.046
 373     8750  2.50   -0.065   -0.047   -0.065   -0.048   -0.017    0.027    0.049    0.051
 374     8750  3.00   -0.114   -0.067   -0.066   -0.045   -0.016    0.033    0.054    0.058
 375     8750  3.50   -0.157   -0.100   -0.070   -0.044   -0.012    0.038    0.060    0.066
 376     8750  4.00   -0.186   -0.142   -0.079   -0.044   -0.006    0.043    0.068    0.075
 377     8750  4.50   -0.195   -0.192   -0.089   -0.044    0.002    0.049    0.079    0.084
 378     8750  5.00   -0.180   -0.247   -0.102   -0.043    0.014    0.056    0.092    0.092
 379     9000  1.50    0.018   -0.142   -0.142   -0.107   -0.066   -0.062   -0.037   -0.042
 380     9000  2.00   -0.007   -0.088   -0.118   -0.102   -0.073   -0.056   -0.037   -0.042
 381     9000  2.50   -0.051   -0.079   -0.110   -0.099   -0.077   -0.052   -0.036   -0.038
 382     9000  3.00   -0.102   -0.092   -0.107   -0.096   -0.077   -0.047   -0.034   -0.033
 383     9000  3.50   -0.149   -0.118   -0.108   -0.093   -0.074   -0.042   -0.029   -0.026
 384     9000  4.00   -0.185   -0.155   -0.113   -0.092   -0.069   -0.038   -0.023   -0.019
 385     9000  4.50   -0.203   -0.200   -0.121   -0.092   -0.061   -0.033   -0.014   -0.010
 386     9000  5.00   -0.195   -0.249   -0.129   -0.089   -0.048   -0.025   -0.001   -0.001
 387     9250  2.00   -0.005   -0.135   -0.170   -0.155   -0.133   -0.134   -0.119   -0.127
 388     9250  2.50   -0.045   -0.118   -0.159   -0.152   -0.137   -0.130   -0.120   -0.125
 389     9250  3.00   -0.094   -0.124   -0.154   -0.149   -0.138   -0.126   -0.118   -0.121
 390     9250  3.50   -0.143   -0.145   -0.152   -0.146   -0.136   -0.122   -0.115   -0.115
 391     9250  4.00   -0.183   -0.176   -0.153   -0.143   -0.131   -0.117   -0.110   -0.109
 392     9250  4.50   -0.208   -0.215   -0.158   -0.142   -0.124   -0.112   -0.103   -0.102
 393     9250  5.00   -0.213   -0.261   -0.165   -0.140   -0.115   -0.107   -0.093   -0.093
 394     9500  2.00   -0.009   -0.185   -0.223   -0.211   -0.193   -0.210   -0.199   -0.210
 395     9500  2.50   -0.044   -0.162   -0.210   -0.207   -0.198   -0.207   -0.201   -0.209
 396     9500  3.00   -0.090   -0.162   -0.204   -0.204   -0.200   -0.203   -0.201   -0.206
 397     9500  3.50   -0.138   -0.177   -0.200   -0.200   -0.198   -0.200   -0.199   -0.202
 398     9500  4.00   -0.181   -0.203   -0.198   -0.197   -0.194   -0.195   -0.195   -0.197
 399     9500  4.50   -0.213   -0.238   -0.200   -0.194   -0.188   -0.191   -0.190   -0.190
 400     9500  5.00   -0.227   -0.281   -0.204   -0.192   -0.179   -0.186   -0.181   -0.183
 401     9750  2.00   -0.016   -0.234   -0.277   -0.266   -0.253   -0.285   -0.278   -0.292
 402     9750  2.50   -0.050   -0.208   -0.263   -0.263   -0.258   -0.282   -0.280   -0.292
 403     9750  3.00   -0.092   -0.205   -0.256   -0.260   -0.261   -0.280   -0.281   -0.290
 404     9750  3.50   -0.138   -0.215   -0.251   -0.256   -0.261   -0.277   -0.281   -0.287
 405     9750  4.00   -0.183   -0.237   -0.247   -0.252   -0.257   -0.273   -0.278   -0.282
 406     9750  4.50   -0.219   -0.267   -0.245   -0.247   -0.251   -0.268   -0.273   -0.276
 407     9750  5.00   -0.239   -0.306   -0.246   -0.244   -0.243   -0.264   -0.266   -0.270
 408    10000  2.00   -0.026   -0.284   -0.331   -0.322   -0.313   -0.359   -0.355   -0.371
 409    10000  2.50   -0.060   -0.256   -0.316   -0.319   -0.319   -0.357   -0.358   -0.373
 410    10000  3.00   -0.100   -0.250   -0.309   -0.316   -0.323   -0.355   -0.360   -0.372
 411    10000  3.50   -0.145   -0.257   -0.303   -0.313   -0.323   -0.352   -0.360   -0.369
 412    10000  4.00   -0.188   -0.275   -0.298   -0.308   -0.321   -0.349   -0.359   -0.365
 413    10000  4.50   -0.226   -0.301   -0.294   -0.303   -0.315   -0.345   -0.355   -0.360
 414    10000  5.00   -0.250   -0.335   -0.292   -0.298   -0.306   -0.340   -0.349   -0.354
 415    10250  2.00   -0.038   -0.333   -0.384   -0.377   -0.373   -0.431   -0.431   -0.449
 416    10250  2.50   -0.072   -0.304   -0.369   -0.374   -0.379   -0.429   -0.434   -0.451
 417    10250  3.00   -0.112   -0.297   -0.362   -0.373   -0.384   -0.429   -0.437   -0.452
 418    10250  3.50   -0.154   -0.302   -0.356   -0.370   -0.385   -0.427   -0.438   -0.450
 419    10250  4.00   -0.196   -0.316   -0.351   -0.365   -0.383   -0.424   -0.437   -0.447
 420    10250  4.50   -0.233   -0.338   -0.346   -0.360   -0.378   -0.420   -0.434   -0.442
 421    10250  5.00   -0.261   -0.368   -0.341   -0.354   -0.369   -0.415   -0.429   -0.437
 422    10500  2.00   -0.051   -0.382   -0.437   -0.432   -0.432   -0.501   -0.505   -0.524
 423    10500  2.50   -0.087   -0.352   -0.422   -0.429   -0.439   -0.501   -0.509   -0.528
 424    10500  3.00   -0.126   -0.344   -0.415   -0.428   -0.444   -0.501   -0.512   -0.530
 425    10500  3.50   -0.167   -0.347   -0.410   -0.426   -0.446   -0.500   -0.514   -0.529
 426    10500  4.00   -0.208   -0.359   -0.404   -0.423   -0.445   -0.498   -0.514   -0.527
 427    10500  4.50   -0.245   -0.379   -0.398   -0.417   -0.441   -0.494   -0.512   -0.523
 428    10500  5.00   -0.274   -0.405   -0.392   -0.410   -0.432   -0.489   -0.507   -0.517
 429    10750  2.00   -0.066   -0.430   -0.489   -0.486   -0.491   -0.571   -0.577   -0.598
 430    10750  2.50   -0.102   -0.400   -0.474   -0.484   -0.498   -0.570   -0.582   -0.603
 431    10750  3.00   -0.141   -0.391   -0.468   -0.484   -0.504   -0.571   -0.586   -0.606
 432    10750  3.50   -0.181   -0.393   -0.463   -0.483   -0.507   -0.571   -0.589   -0.606
 433    10750  4.00   -0.221   -0.404   -0.458   -0.479   -0.507   -0.570   -0.589   -0.605
 434    10750  4.50   -0.258   -0.421   -0.452   -0.474   -0.503   -0.567   -0.588   -0.601
 435    10750  5.00   -0.288   -0.445   -0.445   -0.467   -0.495   -0.562   -0.584   -0.596
 436    11000  2.00   -0.082   -0.477   -0.540   -0.540   -0.549   -0.639   -0.648   -0.671
 437    11000  2.50   -0.119   -0.447   -0.526   -0.538   -0.556   -0.639   -0.653   -0.676
 438    11000  3.00   -0.158   -0.438   -0.520   -0.538   -0.562   -0.640   -0.658   -0.680
 439    11000  3.50   -0.198   -0.440   -0.516   -0.538   -0.566   -0.641   -0.661   -0.681
 440    11000  4.00   -0.237   -0.449   -0.511   -0.536   -0.567   -0.640   -0.663   -0.681
 441    11000  4.50   -0.273   -0.464   -0.505   -0.531   -0.564   -0.638   -0.662   -0.678
 442    11000  5.00   -0.303   -0.486   -0.498   -0.524   -0.557   -0.634   -0.659   -0.674
 443    11250  2.00   -0.100   -0.524   -0.591   -0.593   -0.606   -0.706   -0.718   -0.742
 444    11250  2.50   -0.137   -0.494   -0.577   -0.591   -0.613   -0.706   -0.723   -0.748
 445    11250  3.00   -0.177   -0.485   -0.572   -0.592   -0.620   -0.708   -0.728   -0.752
 446    11250  3.50   -0.216   -0.486   -0.568   -0.593   -0.625   -0.709   -0.732   -0.755
 447    11250  4.00   -0.254   -0.495   -0.564   -0.591   -0.626   -0.709   -0.735   -0.755
 448    11250  4.50   -0.290   -0.509   -0.558   -0.587   -0.624   -0.708   -0.735   -0.753
 449    11250  5.00   -0.320   -0.528   -0.551   -0.581   -0.618   -0.705   -0.732   -0.749
 450    11500  2.00   -0.118   -0.571   -0.642   -0.646   -0.662   -0.771   -0.786   -0.812
 451    11500  2.50   -0.156   -0.540   -0.628   -0.644   -0.670   -0.772   -0.792   -0.819
 452    11500  3.00   -0.196   -0.531   -0.623   -0.646   -0.677   -0.774   -0.797   -0.823
 453    11500  3.50   -0.235   -0.533   -0.619   -0.647   -0.683   -0.776   -0.802   -0.826
 454    11500  4.00   -0.272   -0.541   -0.616   -0.646   -0.685   -0.777   -0.805   -0.827
 455    11500  4.50   -0.307   -0.554   -0.610   -0.642   -0.683   -0.776   -0.806   -0.826
 456    11500  5.00   -0.337   -0.572   -0.603   -0.637   -0.678   -0.773   -0.803   -0.823
 457    11750  2.00   -0.137   -0.617   -0.692   -0.698   -0.718   -0.836   -0.853   -0.881
 458    11750  2.50   -0.176   -0.586   -0.678   -0.696   -0.726   -0.837   -0.859   -0.888
 459    11750  3.00   -0.216   -0.577   -0.673   -0.699   -0.734   -0.840   -0.865   -0.893
 460    11750  3.50   -0.255   -0.579   -0.670   -0.700   -0.740   -0.842   -0.870   -0.896
 461    11750  4.00   -0.292   -0.586   -0.667   -0.700   -0.742   -0.843   -0.874   -0.898
 462    11750  4.50   -0.326   -0.598   -0.662   -0.697   -0.741   -0.843   -0.875   -0.898
 463    11750  5.00   -0.355   -0.615   -0.656   -0.692   -0.737   -0.841   -0.873   -0.895
 464    12000  2.50   -0.197   -0.631   -0.728   -0.748   -0.781   -0.900   -0.925   -0.955
 465    12000  3.00   -0.237   -0.623   -0.723   -0.751   -0.790   -0.904   -0.932   -0.961
 466    12000  3.50   -0.275   -0.624   -0.721   -0.752   -0.796   -0.906   -0.937   -0.965
 467    12000  4.00   -0.312   -0.632   -0.718   -0.753   -0.799   -0.908   -0.941   -0.967
 468    12000  4.50   -0.345   -0.643   -0.713   -0.750   -0.799   -0.908   -0.942   -0.967
 469    12000  5.00   -0.374   -0.659   -0.707   -0.746   -0.795   -0.907   -0.942   -0.966
 470    12250  2.50   -0.218   -0.676   -0.777   -0.799   -0.836   -0.963   -0.990   -1.022
 471    12250  3.00   -0.258   -0.668   -0.773   -0.802   -0.845   -0.966   -0.997   -1.028
 472    12250  3.50   -0.297   -0.670   -0.770   -0.804   -0.851   -0.970   -1.003   -1.032
 473    12250  4.00   -0.333   -0.677   -0.768   -0.805   -0.854   -0.972   -1.007   -1.035
 474    12250  4.50   -0.365   -0.688   -0.764   -0.803   -0.855   -0.972   -1.009   -1.036
 475    12250  5.00   -0.394   -0.703   -0.758   -0.799   -0.851   -0.971   -1.008   -1.035
 476    12500  2.50   -0.240   -0.721   -0.825   -0.850   -0.890   -1.024   -1.054   -1.088
 477    12500  3.00   -0.280   -0.712   -0.821   -0.853   -0.899   -1.028   -1.061   -1.094
 478    12500  3.50   -0.319   -0.714   -0.820   -0.856   -0.905   -1.032   -1.067   -1.098
 479    12500  4.00   -0.354   -0.721   -0.817   -0.857   -0.909   -1.034   -1.071   -1.101
 480    12500  4.50   -0.386   -0.732   -0.814   -0.855   -0.910   -1.035   -1.074   -1.103
 481    12500  5.00   -0.414   -0.746   -0.808   -0.852   -0.907   -1.035   -1.074   -1.102
 482    12750  2.50   -0.263   -0.764   -0.873   -0.900   -0.943   -1.085   -1.117   -1.152
 483    12750  3.00   -0.303   -0.756   -0.869   -0.903   -0.952   -1.089   -1.124   -1.158
 484    12750  3.50   -0.341   -0.759   -0.868   -0.906   -0.959   -1.093   -1.130   -1.163
 485    12750  4.00   -0.376   -0.766   -0.866   -0.907   -0.963   -1.095   -1.135   -1.166
 486    12750  4.50   -0.408   -0.776   -0.863   -0.907   -0.964   -1.097   -1.137   -1.168
 487    12750  5.00   -0.435   -0.790   -0.858   -0.903   -0.962   -1.097   -1.138   -1.168
 488    13000  2.50   -0.286   -0.807   -0.920   -0.949   -0.996   -1.144   -1.178   -1.215
 489    13000  3.00   -0.326   -0.800   -0.917   -0.953   -1.005   -1.149   -1.186   -1.222
 490    13000  3.50   -0.364   -0.802   -0.916   -0.956   -1.012   -1.153   -1.192   -1.227
 491    13000  4.00   -0.399   -0.809   -0.914   -0.958   -1.016   -1.156   -1.197   -1.230
 492    13000  4.50   -0.430   -0.820   -0.911   -0.957   -1.018   -1.157   -1.200   -1.232
 493    13000  5.00   -0.456   -0.833   -0.907   -0.954   -1.016   -1.157   -1.201   -1.232
 494    14000  2.00   -0.329   -1.009   -1.114   -1.137   -1.186   -1.367   -1.404   -1.446
 495    14000  2.50   -0.378   -0.974   -1.101   -1.138   -1.197   -1.372   -1.414   -1.456
 496    14000  3.00   -0.421   -0.968   -1.100   -1.145   -1.208   -1.378   -1.423   -1.465
 497    14000  3.50   -0.459   -0.972   -1.101   -1.149   -1.217   -1.383   -1.430   -1.470
 498    14000  4.00   -0.492   -0.979   -1.101   -1.152   -1.222   -1.386   -1.435   -1.474
 499    14000  4.50   -0.521   -0.989   -1.099   -1.152   -1.224   -1.388   -1.439   -1.477
 500    14000  5.00   -0.545   -1.001   -1.095   -1.150   -1.223   -1.389   -1.440   -1.478
 501    15000  2.50   -0.468   -1.130   -1.270   -1.316   -1.385   -1.583   -1.633   -1.680
 502    15000  3.00   -0.515   -1.126   -1.273   -1.325   -1.399   -1.591   -1.644   -1.691
 503    15000  3.50   -0.555   -1.132   -1.276   -1.332   -1.409   -1.598   -1.652   -1.698
 504    15000  4.00   -0.588   -1.140   -1.277   -1.335   -1.415   -1.602   -1.658   -1.702
 505    15000  4.50   -0.615   -1.150   -1.276   -1.336   -1.418   -1.604   -1.661   -1.705
 506    15000  5.00   -0.637   -1.162   -1.272   -1.335   -1.417   -1.606   -1.663   -1.707
 507    16000  2.50   -0.554   -1.277   -1.429   -1.481   -1.560   -1.778   -1.835   -1.888
 508    16000  3.00   -0.607   -1.275   -1.434   -1.493   -1.578   -1.790   -1.849   -1.901
 509    16000  3.50   -0.649   -1.282   -1.440   -1.503   -1.590   -1.799   -1.859   -1.910
 510    16000  4.00   -0.683   -1.292   -1.443   -1.508   -1.597   -1.804   -1.866   -1.915
 511    16000  4.50   -0.709   -1.303   -1.443   -1.510   -1.600   -1.807   -1.870   -1.919
 512    16000  5.00   -0.730   -1.315   -1.440   -1.509   -1.600   -1.808   -1.872   -1.920
 513    17000  2.50   -0.635   -1.416   -1.578   -1.635   -1.723   -1.960   -2.023   -2.080
 514    17000  3.00   -0.694   -1.415   -1.585   -1.651   -1.744   -1.975   -2.040   -2.097
 515    17000  3.50   -0.740   -1.424   -1.594   -1.663   -1.759   -1.986   -2.053   -2.108
 516    17000  4.00   -0.775   -1.436   -1.599   -1.671   -1.768   -1.993   -2.061   -2.115
 517    17000  4.50   -0.802   -1.448   -1.600   -1.674   -1.773   -1.997   -2.065   -2.119
 518    17000  5.00   -0.822   -1.460   -1.598   -1.674   -1.773   -1.999   -2.068   -2.121
 519    18000  2.50   -0.712   -1.546   -1.717   -1.780   -1.875   -2.129   -2.197   -2.259
 520    18000  3.00   -0.776   -1.546   -1.727   -1.799   -1.900   -2.148   -2.218   -2.279
 521    18000  3.50   -0.826   -1.558   -1.739   -1.814   -1.918   -2.162   -2.233   -2.293
 522    18000  4.00   -0.863   -1.571   -1.746   -1.823   -1.929   -2.170   -2.243   -2.302
 523    18000  4.50   -0.891   -1.584   -1.749   -1.828   -1.935   -2.175   -2.249   -2.307
 524    18000  5.00   -0.912   -1.596   -1.748   -1.829   -1.936   -2.178   -2.252   -2.309
 525    19000  2.50   -0.785   -1.669   -1.848   -1.915   -2.017   -2.286   -2.360   -2.426
 526    19000  3.00   -0.854   -1.669   -1.861   -1.937   -2.046   -2.309   -2.385   -2.450
 527    19000  3.50   -0.907   -1.683   -1.875   -1.955   -2.067   -2.326   -2.402   -2.466
 528    19000  4.00   -0.948   -1.699   -1.884   -1.967   -2.080   -2.336   -2.414   -2.477
 529    19000  4.50   -0.977   -1.713   -1.889   -1.973   -2.087   -2.343   -2.421   -2.483
 530    19000  5.00   -0.998   -1.726   -1.889   -1.975   -2.089   -2.346   -2.425   -2.487
 531    20000  3.00   -0.929   -1.785   -1.986   -2.067   -2.183   -2.460   -2.541   -2.610
 532    20000  3.50   -0.986   -1.802   -2.003   -2.089   -2.206   -2.480   -2.561   -2.629
 533    20000  4.00   -1.028   -1.819   -2.015   -2.102   -2.222   -2.492   -2.574   -2.641
 534    20000  4.50   -1.059   -1.834   -2.021   -2.110   -2.230   -2.500   -2.583   -2.649
 535    20000  5.00   -1.081   -1.848   -2.022   -2.113   -2.234   -2.505   -2.587   -2.654
 536    21000  3.00   -1.000   -1.894   -2.103   -2.189   -2.311   -2.602   -2.688   -2.761
 537    21000  3.50   -1.061   -1.914   -2.124   -2.214   -2.339   -2.625   -2.710   -2.782
 538    21000  4.00   -1.105   -1.933   -2.138   -2.230   -2.356   -2.639   -2.726   -2.796
 539    21000  4.50   -1.137   -1.949   -2.146   -2.240   -2.366   -2.649   -2.735   -2.805
 540    21000  5.00   -1.160   -1.963   -2.148   -2.244   -2.370   -2.654   -2.741   -2.811
 541    22000  3.00   -1.067   -1.996   -2.213   -2.304   -2.431   -2.735   -2.825   -2.902
 542    22000  3.50   -1.133   -2.019   -2.238   -2.333   -2.463   -2.761   -2.852   -2.927
 543    22000  4.00   -1.179   -2.040   -2.254   -2.351   -2.483   -2.778   -2.869   -2.943
 544    22000  4.50   -1.212   -2.058   -2.264   -2.362   -2.494   -2.789   -2.879   -2.953
 545    22000  5.00   -1.235   -2.073   -2.268   -2.368   -2.499   -2.795   -2.886   -2.960
 546    23000  3.00   -1.129   -2.091   -2.316   -2.410   -2.543   -2.858   -2.952   -3.033
 547    23000  3.50   -1.201   -2.118   -2.345   -2.444   -2.580   -2.890   -2.985   -3.064
 548    23000  4.00   -1.251   -2.142   -2.365   -2.466   -2.603   -2.910   -3.004   -3.082
 549    23000  4.50   -1.285   -2.161   -2.376   -2.479   -2.616   -2.922   -3.016   -3.094
 550    23000  5.00   -1.308   -2.177   -2.381   -2.485   -2.622   -2.929   -3.024   -3.101
 551    24000  3.00   -1.184   -2.178   -2.409   -2.508   -2.646   -2.972   -3.071   -3.155
 552    24000  3.50   -1.265   -2.211   -2.446   -2.549   -2.690   -3.011   -3.110   -3.193
 553    24000  4.00   -1.318   -2.237   -2.468   -2.574   -2.716   -3.034   -3.133   -3.214
 554    24000  4.50   -1.354   -2.258   -2.482   -2.589   -2.731   -3.048   -3.146   -3.228
 555    24000  5.00   -1.378   -2.275   -2.488   -2.596   -2.739   -3.056   -3.154   -3.235
 556    25000  3.00   -1.228   -2.254   -2.492   -2.593   -2.737   -3.075   -3.178   -3.267
 557    25000  3.50   -1.325   -2.297   -2.540   -2.647   -2.794   -3.125   -3.228   -3.315
 558    25000  4.00   -1.382   -2.327   -2.566   -2.676   -2.823   -3.151   -3.254   -3.339
 559    25000  4.50   -1.420   -2.350   -2.582   -2.693   -2.840   -3.167   -3.270   -3.354
 560    25000  5.00   -1.445   -2.368   -2.590   -2.702   -2.849   -3.177   -3.279   -3.363
 561    26000  3.00   -1.259   -2.319   -2.560   -2.664   -2.810   -3.160   -3.267   -3.360
 562    26000  3.50   -1.378   -2.376   -2.627   -2.738   -2.889   -3.231   -3.338   -3.428
 563    26000  4.00   -1.442   -2.412   -2.658   -2.771   -2.924   -3.262   -3.369   -3.457
 564    26000  4.50   -1.482   -2.437   -2.676   -2.791   -2.943   -3.280   -3.386   -3.475
 565    26000  5.00   -1.509   -2.456   -2.686   -2.801   -2.954   -3.291   -3.397   -3.485
 566    27000  3.50   -1.423   -2.447   -2.704   -2.819   -2.976   -3.328   -3.439   -3.533
 567    27000  4.00   -1.496   -2.490   -2.744   -2.861   -3.018   -3.366   -3.476   -3.568
 568    27000  4.50   -1.540   -2.518   -2.765   -2.883   -3.040   -3.386   -3.496   -3.588
 569    27000  5.00   -1.568   -2.538   -2.776   -2.895   -3.052   -3.399   -3.508   -3.600
 570    28000  3.50   -1.460   -2.509   -2.773   -2.890   -3.051   -3.413   -3.529   -3.626
 571    28000  4.00   -1.545   -2.561   -2.822   -2.943   -3.105   -3.462   -3.576   -3.672
 572    28000  4.50   -1.593   -2.593   -2.847   -2.969   -3.131   -3.486   -3.600   -3.695
 573    28000  5.00   -1.623   -2.614   -2.860   -2.983   -3.145   -3.500   -3.613   -3.708
 574    29000  3.50   -1.491   -2.566   -2.834   -2.953   -3.117   -3.487   -3.605   -3.704
 575    29000  4.00   -1.586   -2.625   -2.893   -3.017   -3.183   -3.550   -3.667   -3.766
 576    29000  4.50   -1.641   -2.661   -2.924   -3.048   -3.215   -3.579   -3.696   -3.794
 577    29000  5.00   -1.673   -2.686   -2.939   -3.065   -3.231   -3.595   -3.711   -3.809
 578    30000  3.50   -1.527   -2.624   -2.895   -3.015   -3.179   -3.555   -3.674   -3.775
 579    30000  4.00   -1.622   -2.682   -2.957   -3.083   -3.253   -3.628   -3.749   -3.850
 580    30000  4.50   -1.683   -2.724   -2.993   -3.121   -3.291   -3.664   -3.784   -3.885
 581    30000  5.00   -1.718   -2.751   -3.012   -3.141   -3.311   -3.683   -3.803   -3.903
 582    31000  3.50   -1.571   -2.687   -2.959   -3.079   -3.242   -3.623   -3.742   -3.844
 583    31000  4.00   -1.656   -2.737   -3.017   -3.145   -3.317   -3.699   -3.822   -3.925
 584    31000  4.50   -1.720   -2.781   -3.057   -3.188   -3.361   -3.742   -3.865   -3.967
 585    31000  5.00   -1.758   -2.811   -3.079   -3.210   -3.384   -3.764   -3.886   -3.989
 586    32000  4.00   -1.692   -2.791   -3.075   -3.205   -3.379   -3.766   -3.890   -3.995
