# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        U        B        V        R        I        J        H        K
 300     6750  2.50   -0.438   -0.268    0.081    0.299    0.492    0.741    0.907    0.933
 301     6750  3.00   -0.413   -0.302    0.063    0.292    0.493    0.743    0.917    0.942
 302     6750  3.50   -0.384   -0.335    0.045    0.283    0.492    0.743    0.926    0.948
 303     6750  4.00   -0.355   -0.368    0.027    0.275    0.491    0.742    0.934    0.953
 304     6750  4.50   -0.327   -0.397    0.012    0.268    0.490    0.741    0.942    0.957
 305     6750  5.00   -0.304   -0.422    0.001    0.263    0.491    0.741    0.948    0.960
 306     7000  0.50   -0.296   -0.057    0.134    0.268    0.410    0.604    0.709    0.739
 307     7000  1.00   -0.331   -0.074    0.126    0.269    0.415    0.620    0.734    0.762
 308     7000  1.50   -0.356   -0.102    0.117    0.272    0.421    0.633    0.754    0.781
 309     7000  2.00   -0.370   -0.146    0.109    0.277    0.431    0.645    0.772    0.798
 310     7000  2.50   -0.366   -0.190    0.096    0.278    0.439    0.653    0.788    0.811
 311     7000  3.00   -0.351   -0.230    0.078    0.272    0.442    0.657    0.800    0.822
 312     7000  3.50   -0.328   -0.269    0.058    0.264    0.443    0.658    0.810    0.829
 313     7000  4.00   -0.300   -0.306    0.038    0.254    0.443    0.658    0.819    0.835
 314     7000  4.50   -0.270   -0.341    0.019    0.245    0.442    0.657    0.828    0.840
 315     7000  5.00   -0.240   -0.371    0.004    0.238    0.442    0.657    0.835    0.844
 316     7250  0.50   -0.193   -0.011    0.136    0.241    0.358    0.513    0.599    0.623
 317     7250  1.00   -0.227   -0.012    0.128    0.239    0.357    0.528    0.620    0.643
 318     7250  1.50   -0.264   -0.035    0.121    0.242    0.363    0.542    0.639    0.662
 319     7250  2.00   -0.289   -0.068    0.112    0.244    0.371    0.552    0.655    0.678
 320     7250  2.50   -0.303   -0.117    0.103    0.249    0.381    0.563    0.671    0.692
 321     7250  3.00   -0.300   -0.167    0.088    0.248    0.388    0.571    0.685    0.705
 322     7250  3.50   -0.285   -0.211    0.068    0.242    0.392    0.574    0.696    0.714
 323     7250  4.00   -0.261   -0.253    0.046    0.232    0.392    0.574    0.707    0.721
 324     7250  4.50   -0.232   -0.293    0.025    0.221    0.392    0.574    0.716    0.727
 325     7250  5.00   -0.200   -0.329    0.005    0.212    0.392    0.573    0.725    0.731
 326     7500  0.50   -0.122   -0.020    0.128    0.223    0.320    0.435    0.504    0.521
 327     7500  1.00   -0.135    0.027    0.122    0.206    0.303    0.440    0.514    0.532
 328     7500  1.50   -0.178    0.014    0.118    0.209    0.306    0.453    0.530    0.548
 329     7500  2.00   -0.217   -0.014    0.112    0.212    0.312    0.464    0.545    0.563
 330     7500  2.50   -0.243   -0.053    0.102    0.214    0.320    0.473    0.558    0.577
 331     7500  3.00   -0.255   -0.107    0.091    0.218    0.330    0.483    0.573    0.591
 332     7500  3.50   -0.249   -0.159    0.074    0.216    0.337    0.489    0.586    0.602
 333     7500  4.00   -0.233   -0.206    0.052    0.207    0.340    0.491    0.597    0.610
 334     7500  4.50   -0.207   -0.251    0.028    0.196    0.341    0.492    0.608    0.617
 335     7500  5.00   -0.174   -0.292    0.005    0.185    0.341    0.491    0.618    0.622
 336     7750  1.00   -0.063    0.038    0.107    0.174    0.252    0.357    0.416    0.428
 337     7750  1.50   -0.103    0.043    0.106    0.174    0.251    0.367    0.428    0.441
 338     7750  2.00   -0.150    0.021    0.103    0.178    0.256    0.378    0.440    0.455
 339     7750  2.50   -0.187   -0.012    0.096    0.180    0.262    0.387    0.452    0.468
 340     7750  3.00   -0.211   -0.055    0.085    0.182    0.269    0.395    0.464    0.480
 341     7750  3.50   -0.219   -0.112    0.073    0.184    0.279    0.404    0.478    0.492
 342     7750  4.00   -0.210   -0.166    0.053    0.179    0.286    0.409    0.490    0.502
 343     7750  4.50   -0.190   -0.216    0.029    0.170    0.288    0.410    0.502    0.509
 344     7750  5.00   -0.159   -0.262    0.004    0.158    0.289    0.410    0.513    0.516
 345     8000  1.00   -0.010    0.013    0.079    0.140    0.207    0.279    0.327    0.333
 346     8000  1.50   -0.038    0.052    0.085    0.135    0.196    0.284    0.331    0.340
 347     8000  2.00   -0.087    0.041    0.085    0.139    0.199    0.294    0.341    0.352
 348     8000  2.50   -0.133    0.014    0.082    0.143    0.204    0.303    0.352    0.364
 349     8000  3.00   -0.168   -0.024    0.074    0.145    0.211    0.311    0.362    0.375
 350     8000  3.50   -0.190   -0.072    0.063    0.146    0.218    0.318    0.374    0.386
 351     8000  4.00   -0.191   -0.130    0.048    0.147    0.228    0.325    0.386    0.396
 352     8000  4.50   -0.177   -0.185    0.026    0.140    0.234    0.329    0.399    0.405
 353     8000  5.00   -0.151   -0.235    0.001    0.129    0.236    0.330    0.410    0.412
 354     8250  1.00    0.026   -0.045    0.028    0.098    0.162    0.203    0.243    0.245
 355     8250  1.50    0.011    0.039    0.054    0.093    0.142    0.203    0.240    0.244
 356     8250  2.00   -0.033    0.045    0.058    0.096    0.141    0.211    0.247    0.253
 357     8250  2.50   -0.084    0.026    0.059    0.101    0.145    0.220    0.255    0.264
 358     8250  3.00   -0.128   -0.007    0.055    0.105    0.151    0.228    0.264    0.274
 359     8250  3.50   -0.159   -0.048    0.047    0.106    0.158    0.234    0.274    0.284
 360     8250  4.00   -0.174   -0.100    0.035    0.107    0.167    0.241    0.285    0.294
 361     8250  4.50   -0.167   -0.159    0.019    0.106    0.177    0.247    0.298    0.304
 362     8250  5.00   -0.148   -0.214   -0.005    0.098    0.182    0.250    0.310    0.311
 363     8500  1.50    0.043    0.007    0.013    0.048    0.089    0.125    0.155    0.153
 364     8500  2.00    0.008    0.031    0.023    0.049    0.083    0.130    0.157    0.159
 365     8500  2.50   -0.041    0.022    0.027    0.054    0.085    0.137    0.163    0.167
 366     8500  3.00   -0.089   -0.003    0.027    0.060    0.091    0.145    0.171    0.177
 367     8500  3.50   -0.129   -0.039    0.023    0.063    0.098    0.152    0.179    0.187
 368     8500  4.00   -0.155   -0.084    0.014    0.064    0.105    0.158    0.188    0.196
 369     8500  4.50   -0.161   -0.139    0.002    0.065    0.115    0.165    0.200    0.205
 370     8500  5.00   -0.146   -0.197   -0.016    0.063    0.125    0.170    0.213    0.213
 371     8750  1.50    0.063   -0.037   -0.035   -0.000    0.035    0.048    0.072    0.066
 372     8750  2.00    0.034    0.004   -0.019    0.000    0.026    0.051    0.071    0.068
 373     8750  2.50   -0.010    0.005   -0.012    0.004    0.025    0.056    0.074    0.074
 374     8750  3.00   -0.058   -0.013   -0.009    0.010    0.029    0.064    0.080    0.083
 375     8750  3.50   -0.102   -0.042   -0.009    0.015    0.036    0.071    0.087    0.092
 376     8750  4.00   -0.136   -0.082   -0.014    0.019    0.044    0.077    0.095    0.101
 377     8750  4.50   -0.153   -0.130   -0.023    0.019    0.052    0.083    0.105    0.109
 378     8750  5.00   -0.147   -0.186   -0.035    0.022    0.064    0.089    0.118    0.117
 379     9000  1.50    0.078   -0.086   -0.087   -0.052   -0.021   -0.028   -0.009   -0.018
 380     9000  2.00    0.049   -0.032   -0.064   -0.050   -0.032   -0.027   -0.012   -0.020
 381     9000  2.50    0.009   -0.023   -0.057   -0.048   -0.036   -0.023   -0.012   -0.016
 382     9000  3.00   -0.038   -0.034   -0.052   -0.043   -0.033   -0.017   -0.008   -0.009
 383     9000  3.50   -0.083   -0.059   -0.050   -0.037   -0.028   -0.010   -0.002   -0.000
 384     9000  4.00   -0.120   -0.092   -0.050   -0.032   -0.019   -0.004    0.005    0.008
 385     9000  4.50   -0.144   -0.134   -0.055   -0.029   -0.011    0.002    0.014    0.016
 386     9000  5.00   -0.150   -0.184   -0.063   -0.027   -0.000    0.008    0.024    0.024
 387     9250  2.00    0.059   -0.073   -0.113   -0.101   -0.089   -0.102   -0.092   -0.104
 388     9250  2.50    0.019   -0.057   -0.103   -0.100   -0.095   -0.100   -0.094   -0.103
 389     9250  3.00   -0.027   -0.064   -0.099   -0.097   -0.096   -0.096   -0.093   -0.098
 390     9250  3.50   -0.072   -0.083   -0.095   -0.092   -0.092   -0.091   -0.089   -0.091
 391     9250  4.00   -0.111   -0.112   -0.093   -0.086   -0.084   -0.084   -0.083   -0.083
 392     9250  4.50   -0.139   -0.149   -0.094   -0.081   -0.075   -0.078   -0.075   -0.075
 393     9250  5.00   -0.152   -0.193   -0.099   -0.078   -0.065   -0.073   -0.066   -0.067
 394     9500  2.00    0.064   -0.117   -0.162   -0.152   -0.145   -0.175   -0.170   -0.185
 395     9500  2.50    0.025   -0.096   -0.152   -0.152   -0.154   -0.175   -0.174   -0.187
 396     9500  3.00   -0.020   -0.098   -0.147   -0.151   -0.157   -0.173   -0.175   -0.184
 397     9500  3.50   -0.066   -0.114   -0.144   -0.148   -0.155   -0.169   -0.173   -0.178
 398     9500  4.00   -0.108   -0.140   -0.141   -0.142   -0.150   -0.164   -0.168   -0.171
 399     9500  4.50   -0.139   -0.173   -0.139   -0.136   -0.141   -0.158   -0.162   -0.164
 400     9500  5.00   -0.157   -0.213   -0.140   -0.131   -0.130   -0.152   -0.153   -0.156
 401     9750  2.00    0.067   -0.162   -0.212   -0.203   -0.201   -0.246   -0.246   -0.264
 402     9750  2.50    0.027   -0.137   -0.201   -0.204   -0.211   -0.248   -0.251   -0.267
 403     9750  3.00   -0.018   -0.136   -0.196   -0.205   -0.217   -0.248   -0.254   -0.267
 404     9750  3.50   -0.065   -0.150   -0.193   -0.203   -0.218   -0.246   -0.254   -0.263
 405     9750  4.00   -0.108   -0.172   -0.190   -0.199   -0.214   -0.242   -0.251   -0.258
 406     9750  4.50   -0.143   -0.203   -0.187   -0.193   -0.206   -0.237   -0.246   -0.251
 407     9750  5.00   -0.164   -0.239   -0.186   -0.187   -0.196   -0.231   -0.238   -0.243
 408    10000  2.00    0.067   -0.207   -0.262   -0.254   -0.257   -0.316   -0.320   -0.340
 409    10000  2.50    0.026   -0.180   -0.250   -0.256   -0.268   -0.319   -0.326   -0.346
 410    10000  3.00   -0.019   -0.177   -0.245   -0.258   -0.275   -0.321   -0.331   -0.347
 411    10000  3.50   -0.066   -0.188   -0.243   -0.258   -0.279   -0.320   -0.333   -0.345
 412    10000  4.00   -0.111   -0.208   -0.241   -0.255   -0.277   -0.318   -0.332   -0.341
 413    10000  4.50   -0.149   -0.236   -0.238   -0.251   -0.271   -0.314   -0.328   -0.335
 414    10000  5.00   -0.174   -0.270   -0.235   -0.245   -0.261   -0.309   -0.321   -0.329
 415    10250  2.00    0.064   -0.252   -0.312   -0.306   -0.313   -0.385   -0.392   -0.414
 416    10250  2.50    0.022   -0.224   -0.299   -0.307   -0.324   -0.388   -0.399   -0.421
 417    10250  3.00   -0.023   -0.219   -0.295   -0.310   -0.333   -0.391   -0.406   -0.425
 418    10250  3.50   -0.070   -0.228   -0.293   -0.312   -0.338   -0.393   -0.409   -0.425
 419    10250  4.00   -0.115   -0.247   -0.292   -0.311   -0.339   -0.392   -0.410   -0.422
 420    10250  4.50   -0.155   -0.272   -0.289   -0.308   -0.335   -0.389   -0.407   -0.418
 421    10250  5.00   -0.184   -0.304   -0.286   -0.302   -0.326   -0.385   -0.402   -0.412
 422    10500  2.00    0.059   -0.298   -0.361   -0.358   -0.368   -0.453   -0.463   -0.487
 423    10500  2.50    0.017   -0.268   -0.348   -0.358   -0.379   -0.456   -0.471   -0.495
 424    10500  3.00   -0.029   -0.262   -0.344   -0.362   -0.389   -0.460   -0.478   -0.500
 425    10500  3.50   -0.076   -0.270   -0.344   -0.365   -0.396   -0.463   -0.483   -0.502
 426    10500  4.00   -0.122   -0.287   -0.343   -0.366   -0.399   -0.464   -0.485   -0.501
 427    10500  4.50   -0.163   -0.310   -0.341   -0.364   -0.397   -0.462   -0.484   -0.498
 428    10500  5.00   -0.195   -0.341   -0.337   -0.359   -0.390   -0.459   -0.480   -0.493
 429    10750  2.00    0.052   -0.343   -0.411   -0.409   -0.424   -0.520   -0.532   -0.558
 430    10750  2.50    0.009   -0.312   -0.397   -0.409   -0.434   -0.522   -0.540   -0.567
 431    10750  3.00   -0.037   -0.305   -0.394   -0.414   -0.445   -0.527   -0.549   -0.573
 432    10750  3.50   -0.084   -0.312   -0.393   -0.418   -0.453   -0.531   -0.555   -0.577
 433    10750  4.00   -0.130   -0.328   -0.393   -0.420   -0.458   -0.534   -0.559   -0.577
 434    10750  4.50   -0.172   -0.350   -0.392   -0.419   -0.457   -0.533   -0.559   -0.576
 435    10750  5.00   -0.207   -0.379   -0.389   -0.416   -0.452   -0.531   -0.556   -0.572
 436    11000  2.00    0.041   -0.389   -0.461   -0.461   -0.479   -0.586   -0.601   -0.629
 437    11000  2.50   -0.000   -0.356   -0.446   -0.460   -0.489   -0.588   -0.609   -0.637
 438    11000  3.00   -0.046   -0.349   -0.442   -0.465   -0.500   -0.593   -0.617   -0.644
 439    11000  3.50   -0.093   -0.355   -0.443   -0.470   -0.509   -0.598   -0.625   -0.649
 440    11000  4.00   -0.139   -0.370   -0.443   -0.473   -0.515   -0.602   -0.630   -0.651
 441    11000  4.50   -0.182   -0.391   -0.443   -0.474   -0.516   -0.603   -0.632   -0.651
 442    11000  5.00   -0.218   -0.418   -0.441   -0.472   -0.513   -0.602   -0.630   -0.648
 443    11250  2.00    0.028   -0.435   -0.511   -0.514   -0.535   -0.651   -0.669   -0.698
 444    11250  2.50   -0.012   -0.401   -0.495   -0.511   -0.543   -0.652   -0.676   -0.706
 445    11250  3.00   -0.057   -0.393   -0.491   -0.515   -0.554   -0.658   -0.685   -0.714
 446    11250  3.50   -0.104   -0.399   -0.492   -0.521   -0.564   -0.664   -0.693   -0.720
 447    11250  4.00   -0.150   -0.413   -0.493   -0.525   -0.571   -0.668   -0.699   -0.723
 448    11250  4.50   -0.193   -0.432   -0.493   -0.527   -0.574   -0.671   -0.702   -0.724
 449    11250  5.00   -0.230   -0.458   -0.492   -0.526   -0.572   -0.671   -0.702   -0.723
 450    11500  2.00    0.013   -0.481   -0.561   -0.565   -0.590   -0.715   -0.736   -0.767
 451    11500  2.50   -0.026   -0.445   -0.544   -0.562   -0.597   -0.716   -0.742   -0.774
 452    11500  3.00   -0.070   -0.437   -0.540   -0.566   -0.608   -0.721   -0.751   -0.782
 453    11500  3.50   -0.116   -0.442   -0.540   -0.572   -0.618   -0.727   -0.760   -0.789
 454    11500  4.00   -0.162   -0.455   -0.542   -0.577   -0.626   -0.733   -0.767   -0.793
 455    11500  4.50   -0.205   -0.474   -0.543   -0.580   -0.630   -0.736   -0.771   -0.795
 456    11500  5.00   -0.243   -0.499   -0.543   -0.580   -0.630   -0.738   -0.772   -0.795
 457    11750  2.00   -0.004   -0.526   -0.610   -0.617   -0.645   -0.779   -0.802   -0.834
 458    11750  2.50   -0.041   -0.490   -0.593   -0.613   -0.651   -0.779   -0.808   -0.841
 459    11750  3.00   -0.084   -0.481   -0.588   -0.616   -0.662   -0.784   -0.816   -0.849
 460    11750  3.50   -0.129   -0.485   -0.589   -0.622   -0.672   -0.790   -0.825   -0.856
 461    11750  4.00   -0.175   -0.498   -0.591   -0.627   -0.680   -0.796   -0.832   -0.861
 462    11750  4.50   -0.218   -0.517   -0.593   -0.632   -0.685   -0.801   -0.838   -0.865
 463    11750  5.00   -0.256   -0.540   -0.593   -0.633   -0.687   -0.803   -0.840   -0.866
 464    12000  2.50   -0.059   -0.534   -0.641   -0.663   -0.705   -0.841   -0.872   -0.907
 465    12000  3.00   -0.100   -0.525   -0.636   -0.666   -0.715   -0.846   -0.881   -0.915
 466    12000  3.50   -0.144   -0.529   -0.637   -0.672   -0.725   -0.852   -0.889   -0.922
 467    12000  4.00   -0.189   -0.541   -0.639   -0.678   -0.734   -0.858   -0.897   -0.928
 468    12000  4.50   -0.232   -0.559   -0.641   -0.682   -0.740   -0.863   -0.903   -0.932
 469    12000  5.00   -0.270   -0.582   -0.642   -0.685   -0.742   -0.867   -0.906   -0.934
 470    12250  2.50   -0.078   -0.578   -0.689   -0.714   -0.759   -0.903   -0.936   -0.973
 471    12250  3.00   -0.118   -0.568   -0.684   -0.716   -0.768   -0.907   -0.944   -0.980
 472    12250  3.50   -0.161   -0.572   -0.685   -0.722   -0.778   -0.913   -0.952   -0.987
 473    12250  4.00   -0.204   -0.584   -0.687   -0.727   -0.786   -0.919   -0.960   -0.993
 474    12250  4.50   -0.247   -0.602   -0.689   -0.733   -0.793   -0.925   -0.967   -0.998
 475    12250  5.00   -0.285   -0.623   -0.691   -0.736   -0.796   -0.929   -0.971   -1.001
 476    12500  2.50   -0.098   -0.622   -0.737   -0.764   -0.812   -0.963   -0.999   -1.037
 477    12500  3.00   -0.137   -0.612   -0.732   -0.766   -0.820   -0.967   -1.006   -1.044
 478    12500  3.50   -0.179   -0.615   -0.732   -0.771   -0.830   -0.973   -1.015   -1.051
 479    12500  4.00   -0.221   -0.627   -0.735   -0.777   -0.838   -0.979   -1.023   -1.057
 480    12500  4.50   -0.262   -0.644   -0.737   -0.782   -0.845   -0.985   -1.029   -1.062
 481    12500  5.00   -0.301   -0.665   -0.739   -0.786   -0.849   -0.990   -1.034   -1.066
 482    12750  2.50   -0.119   -0.665   -0.784   -0.813   -0.864   -1.023   -1.061   -1.100
 483    12750  3.00   -0.157   -0.655   -0.779   -0.815   -0.873   -1.027   -1.068   -1.107
 484    12750  3.50   -0.198   -0.659   -0.780   -0.820   -0.882   -1.032   -1.076   -1.114
 485    12750  4.00   -0.239   -0.670   -0.782   -0.826   -0.890   -1.039   -1.084   -1.120
 486    12750  4.50   -0.280   -0.686   -0.784   -0.831   -0.897   -1.045   -1.091   -1.126
 487    12750  5.00   -0.317   -0.707   -0.786   -0.835   -0.902   -1.050   -1.096   -1.130
 488    13000  2.50   -0.140   -0.708   -0.831   -0.862   -0.916   -1.082   -1.122   -1.163
 489    13000  3.00   -0.179   -0.698   -0.826   -0.864   -0.924   -1.085   -1.129   -1.169
 490    13000  3.50   -0.218   -0.701   -0.826   -0.869   -0.933   -1.091   -1.137   -1.176
 491    13000  4.00   -0.258   -0.712   -0.829   -0.874   -0.942   -1.097   -1.144   -1.182
 492    13000  4.50   -0.298   -0.729   -0.831   -0.880   -0.949   -1.103   -1.151   -1.188
 493    13000  5.00   -0.335   -0.749   -0.833   -0.884   -0.953   -1.109   -1.157   -1.192
 494    14000  2.00   -0.187   -0.917   -1.029   -1.054   -1.109   -1.305   -1.347   -1.392
 495    14000  2.50   -0.230   -0.874   -1.011   -1.050   -1.116   -1.307   -1.355   -1.401
 496    14000  3.00   -0.270   -0.865   -1.008   -1.055   -1.126   -1.312   -1.363   -1.409
 497    14000  3.50   -0.307   -0.869   -1.009   -1.059   -1.134   -1.317   -1.370   -1.415
 498    14000  4.00   -0.344   -0.879   -1.012   -1.065   -1.142   -1.323   -1.377   -1.421
 499    14000  4.50   -0.379   -0.894   -1.014   -1.070   -1.148   -1.328   -1.384   -1.426
 500    14000  5.00   -0.413   -0.913   -1.017   -1.074   -1.153   -1.334   -1.389   -1.432
 501    15000  2.50   -0.320   -1.031   -1.179   -1.227   -1.304   -1.516   -1.572   -1.623
 502    15000  3.00   -0.365   -1.024   -1.181   -1.235   -1.316   -1.524   -1.582   -1.633
 503    15000  3.50   -0.403   -1.029   -1.183   -1.241   -1.326   -1.530   -1.590   -1.640
 504    15000  4.00   -0.438   -1.040   -1.187   -1.247   -1.333   -1.536   -1.597   -1.645
 505    15000  4.50   -0.470   -1.055   -1.190   -1.252   -1.339   -1.541   -1.603   -1.651
 506    15000  5.00   -0.500   -1.072   -1.192   -1.256   -1.344   -1.547   -1.608   -1.656
 507    16000  2.50   -0.405   -1.176   -1.336   -1.391   -1.478   -1.711   -1.773   -1.830
 508    16000  3.00   -0.458   -1.174   -1.342   -1.404   -1.495   -1.722   -1.786   -1.843
 509    16000  3.50   -0.499   -1.180   -1.348   -1.413   -1.506   -1.730   -1.796   -1.851
 510    16000  4.00   -0.534   -1.192   -1.353   -1.420   -1.515   -1.737   -1.803   -1.857
 511    16000  4.50   -0.566   -1.209   -1.357   -1.426   -1.522   -1.743   -1.810   -1.862
 512    16000  5.00   -0.593   -1.226   -1.360   -1.430   -1.526   -1.748   -1.814   -1.867
 513    17000  2.50   -0.483   -1.312   -1.481   -1.543   -1.638   -1.890   -1.959   -2.021
 514    17000  3.00   -0.546   -1.313   -1.493   -1.562   -1.661   -1.907   -1.977   -2.038
 515    17000  3.50   -0.592   -1.323   -1.502   -1.574   -1.676   -1.918   -1.989   -2.049
 516    17000  4.00   -0.629   -1.336   -1.509   -1.583   -1.686   -1.926   -1.997   -2.056
 517    17000  4.50   -0.661   -1.354   -1.516   -1.591   -1.694   -1.932   -2.004   -2.062
 518    17000  5.00   -0.688   -1.372   -1.520   -1.595   -1.699   -1.937   -2.009   -2.066
 519    18000  2.50   -0.555   -1.440   -1.615   -1.682   -1.785   -2.054   -2.130   -2.197
 520    18000  3.00   -0.629   -1.443   -1.632   -1.708   -1.816   -2.079   -2.155   -2.220
 521    18000  3.50   -0.681   -1.457   -1.647   -1.726   -1.836   -2.093   -2.170   -2.234
 522    18000  4.00   -0.719   -1.471   -1.656   -1.736   -1.848   -2.103   -2.180   -2.242
 523    18000  4.50   -0.754   -1.491   -1.665   -1.746   -1.857   -2.111   -2.188   -2.249
 524    18000  5.00   -0.782   -1.511   -1.670   -1.752   -1.863   -2.117   -2.193   -2.255
 525    19000  2.50   -0.620   -1.560   -1.739   -1.809   -1.917   -2.203   -2.284   -2.356
 526    19000  3.00   -0.705   -1.564   -1.762   -1.843   -1.960   -2.238   -2.320   -2.390
 527    19000  3.50   -0.765   -1.582   -1.782   -1.867   -1.985   -2.257   -2.339   -2.407
 528    19000  4.00   -0.806   -1.599   -1.794   -1.880   -1.999   -2.269   -2.351   -2.418
 529    19000  4.50   -0.842   -1.619   -1.804   -1.891   -2.010   -2.278   -2.360   -2.426
 530    19000  5.00   -0.873   -1.641   -1.813   -1.900   -2.018   -2.286   -2.367   -2.432
 531    20000  3.00   -0.774   -1.677   -1.881   -1.968   -2.091   -2.384   -2.472   -2.547
 532    20000  3.50   -0.843   -1.700   -1.908   -1.998   -2.124   -2.411   -2.497   -2.570
 533    20000  4.00   -0.888   -1.719   -1.924   -2.016   -2.141   -2.425   -2.512   -2.583
 534    20000  4.50   -0.925   -1.740   -1.935   -2.028   -2.153   -2.436   -2.522   -2.592
 535    20000  5.00   -0.958   -1.764   -1.946   -2.039   -2.163   -2.445   -2.530   -2.599
 536    21000  3.00   -0.840   -1.783   -1.993   -2.083   -2.212   -2.519   -2.612   -2.691
 537    21000  3.50   -0.916   -1.809   -2.025   -2.121   -2.252   -2.553   -2.645   -2.722
 538    21000  4.00   -0.967   -1.832   -2.045   -2.142   -2.275   -2.572   -2.663   -2.738
 539    21000  4.50   -1.004   -1.853   -2.058   -2.156   -2.289   -2.584   -2.675   -2.748
 540    21000  5.00   -1.039   -1.879   -2.072   -2.170   -2.300   -2.594   -2.684   -2.757
 541    22000  3.00   -0.903   -1.884   -2.100   -2.193   -2.326   -2.644   -2.741   -2.824
 542    22000  3.50   -0.984   -1.913   -2.135   -2.234   -2.372   -2.685   -2.782   -2.863
 543    22000  4.00   -1.040   -1.939   -2.160   -2.261   -2.400   -2.709   -2.805   -2.884
 544    22000  4.50   -1.079   -1.961   -2.174   -2.277   -2.416   -2.723   -2.819   -2.897
 545    22000  5.00   -1.115   -1.987   -2.189   -2.292   -2.429   -2.735   -2.829   -2.906
 546    23000  3.00   -0.967   -1.980   -2.202   -2.298   -2.435   -2.763   -2.863   -2.950
 547    23000  3.50   -1.049   -2.011   -2.239   -2.342   -2.484   -2.808   -2.910   -2.995
 548    23000  4.00   -1.110   -2.040   -2.267   -2.373   -2.517   -2.838   -2.938   -3.021
 549    23000  4.50   -1.151   -2.064   -2.284   -2.391   -2.535   -2.855   -2.955   -3.036
 550    23000  5.00   -1.186   -2.089   -2.299   -2.407   -2.550   -2.868   -2.966   -3.047
 551    24000  3.00   -1.029   -2.071   -2.298   -2.398   -2.539   -2.878   -2.981   -3.070
 552    24000  3.50   -1.113   -2.103   -2.338   -2.444   -2.590   -2.925   -3.030   -3.119
 553    24000  4.00   -1.176   -2.136   -2.369   -2.478   -2.627   -2.958   -3.063   -3.150
 554    24000  4.50   -1.220   -2.161   -2.389   -2.499   -2.648   -2.978   -3.082   -3.168
 555    24000  5.00   -1.254   -2.186   -2.404   -2.515   -2.663   -2.992   -3.095   -3.180
 556    25000  3.00   -1.085   -2.154   -2.386   -2.489   -2.634   -2.983   -3.090   -3.182
 557    25000  3.50   -1.175   -2.191   -2.432   -2.542   -2.693   -3.037   -3.146   -3.237
 558    25000  4.00   -1.240   -2.227   -2.466   -2.578   -2.731   -3.072   -3.181   -3.271
 559    25000  4.50   -1.286   -2.254   -2.488   -2.602   -2.755   -3.095   -3.203   -3.293
 560    25000  5.00   -1.320   -2.278   -2.503   -2.618   -2.771   -3.110   -3.217   -3.306
 561    26000  3.00   -1.138   -2.234   -2.469   -2.572   -2.718   -3.075   -3.185   -3.280
 562    26000  3.50   -1.234   -2.273   -2.521   -2.635   -2.791   -3.145   -3.256   -3.351
 563    26000  4.00   -1.303   -2.312   -2.558   -2.674   -2.831   -3.181   -3.293   -3.387
 564    26000  4.50   -1.351   -2.343   -2.583   -2.700   -2.857   -3.206   -3.317   -3.410
 565    26000  5.00   -1.384   -2.367   -2.599   -2.717   -2.874   -3.222   -3.332   -3.425
 566    27000  3.50   -1.287   -2.348   -2.602   -2.720   -2.881   -3.244   -3.360   -3.457
 567    27000  4.00   -1.362   -2.392   -2.645   -2.765   -2.926   -3.286   -3.401   -3.497
 568    27000  4.50   -1.412   -2.426   -2.672   -2.793   -2.955   -3.312   -3.426   -3.522
 569    27000  5.00   -1.447   -2.451   -2.690   -2.812   -2.972   -3.329   -3.443   -3.538
 570    28000  3.50   -1.336   -2.417   -2.677   -2.798   -2.962   -3.334   -3.453   -3.554
 571    28000  4.00   -1.416   -2.466   -2.726   -2.850   -3.016   -3.384   -3.502   -3.602
 572    28000  4.50   -1.470   -2.503   -2.757   -2.881   -3.047   -3.413   -3.530   -3.629
 573    28000  5.00   -1.506   -2.531   -2.776   -2.901   -3.066   -3.431   -3.548   -3.646
 574    29000  3.50   -1.384   -2.485   -2.749   -2.872   -3.038   -3.417   -3.538   -3.642
 575    29000  4.00   -1.465   -2.534   -2.800   -2.928   -3.098   -3.475   -3.596   -3.699
 576    29000  4.50   -1.523   -2.575   -2.835   -2.963   -3.134   -3.507   -3.628   -3.729
 577    29000  5.00   -1.562   -2.605   -2.857   -2.986   -3.155   -3.528   -3.647   -3.748
 578    30000  3.50   -1.438   -2.555   -2.823   -2.946   -3.112   -3.496   -3.619   -3.723
 579    30000  4.00   -1.511   -2.598   -2.870   -3.001   -3.174   -3.559   -3.683   -3.788
 580    30000  4.50   -1.572   -2.641   -2.908   -3.040   -3.214   -3.596   -3.720   -3.823
 581    30000  5.00   -1.613   -2.674   -2.933   -3.065   -3.238   -3.619   -3.741   -3.844
 582    31000  3.50   -1.501   -2.632   -2.901   -3.023   -3.189   -3.575   -3.698   -3.804
 583    31000  4.00   -1.558   -2.661   -2.938   -3.071   -3.247   -3.637   -3.764   -3.870
 584    31000  4.50   -1.617   -2.703   -2.977   -3.112   -3.289   -3.678   -3.804   -3.910
 585    31000  5.00   -1.660   -2.738   -3.003   -3.139   -3.316   -3.704   -3.829   -3.934
 586    32000  4.00   -1.609   -2.726   -3.007   -3.141   -3.318   -3.713   -3.841   -3.949
 587    32000  4.50   -1.663   -2.764   -3.043   -3.180   -3.360   -3.756   -3.884   -3.992
 588    32000  5.00   -1.706   -2.799   -3.071   -3.209   -3.389   -3.783   -3.911   -4.018
