# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        U        B        V        R        I        J        H        K
 300     6750  2.50   -0.335   -0.265    0.023    0.233    0.439    0.704    0.889    0.913
 301     6750  3.00   -0.317   -0.311   -0.002    0.219    0.435    0.702    0.898    0.919
 302     6750  3.50   -0.294   -0.356   -0.029    0.203    0.428    0.698    0.905    0.923
 303     6750  4.00   -0.267   -0.397   -0.054    0.188    0.421    0.693    0.910    0.925
 304     6750  4.50   -0.236   -0.434   -0.075    0.175    0.416    0.689    0.914    0.927
 305     6750  5.00   -0.207   -0.463   -0.091    0.167    0.414    0.687    0.919    0.929
 306     7000  0.50   -0.206   -0.028    0.099    0.221    0.374    0.578    0.694    0.722
 307     7000  1.00   -0.239   -0.050    0.088    0.220    0.377    0.594    0.719    0.746
 308     7000  1.50   -0.268   -0.088    0.076    0.221    0.382    0.606    0.740    0.765
 309     7000  2.00   -0.288   -0.143    0.063    0.223    0.389    0.616    0.758    0.781
 310     7000  2.50   -0.290   -0.195    0.042    0.216    0.391    0.620    0.771    0.792
 311     7000  3.00   -0.281   -0.245    0.017    0.204    0.389    0.620    0.781    0.801
 312     7000  3.50   -0.264   -0.295   -0.011    0.189    0.384    0.617    0.789    0.806
 313     7000  4.00   -0.239   -0.342   -0.040    0.172    0.377    0.613    0.796    0.809
 314     7000  4.50   -0.209   -0.386   -0.066    0.157    0.371    0.608    0.802    0.812
 315     7000  5.00   -0.176   -0.422   -0.087    0.144    0.366    0.604    0.807    0.813
 316     7250  0.50   -0.131    0.007    0.103    0.198    0.324    0.490    0.582    0.606
 317     7250  1.00   -0.165    0.001    0.093    0.194    0.323    0.504    0.605    0.627
 318     7250  1.50   -0.202   -0.028    0.083    0.194    0.327    0.516    0.624    0.645
 319     7250  2.00   -0.232   -0.071    0.070    0.194    0.333    0.526    0.640    0.661
 320     7250  2.50   -0.249   -0.130    0.055    0.194    0.339    0.534    0.655    0.675
 321     7250  3.00   -0.251   -0.186    0.032    0.186    0.340    0.538    0.667    0.685
 322     7250  3.50   -0.241   -0.240    0.004    0.173    0.338    0.537    0.677    0.692
 323     7250  4.00   -0.221   -0.292   -0.026    0.156    0.333    0.533    0.685    0.697
 324     7250  4.50   -0.193   -0.341   -0.056    0.138    0.326    0.529    0.692    0.700
 325     7250  5.00   -0.159   -0.384   -0.082    0.123    0.320    0.524    0.698    0.702
 326     7500  0.50   -0.085   -0.005    0.096    0.179    0.284    0.409    0.483    0.501
 327     7500  1.00   -0.099    0.030    0.089    0.165    0.271    0.418    0.497    0.515
 328     7500  1.50   -0.141    0.013    0.082    0.165    0.273    0.430    0.514    0.532
 329     7500  2.00   -0.179   -0.021    0.071    0.165    0.277    0.439    0.529    0.547
 330     7500  2.50   -0.208   -0.069    0.057    0.165    0.282    0.447    0.543    0.561
 331     7500  3.00   -0.223   -0.131    0.041    0.163    0.288    0.454    0.556    0.572
 332     7500  3.50   -0.222   -0.190    0.015    0.153    0.289    0.456    0.567    0.581
 333     7500  4.00   -0.208   -0.246   -0.015    0.138    0.286    0.455    0.577    0.587
 334     7500  4.50   -0.184   -0.300   -0.047    0.120    0.281    0.451    0.585    0.592
 335     7500  5.00   -0.152   -0.349   -0.077    0.102    0.274    0.446    0.592    0.594
 336     7750  1.00   -0.047    0.032    0.074    0.134    0.221    0.334    0.398    0.411
 337     7750  1.50   -0.085    0.034    0.071    0.133    0.219    0.345    0.411    0.424
 338     7750  2.00   -0.131    0.009    0.065    0.134    0.222    0.355    0.424    0.438
 339     7750  2.50   -0.169   -0.029    0.054    0.133    0.226    0.362    0.436    0.451
 340     7750  3.00   -0.195   -0.081    0.039    0.132    0.232    0.369    0.448    0.463
 341     7750  3.50   -0.204   -0.145    0.020    0.129    0.237    0.375    0.460    0.473
 342     7750  4.00   -0.199   -0.205   -0.008    0.117    0.237    0.376    0.471    0.481
 343     7750  4.50   -0.180   -0.263   -0.040    0.100    0.234    0.373    0.480    0.486
 344     7750  5.00   -0.151   -0.317   -0.073    0.080    0.228    0.369    0.489    0.490
 345     8000  1.00   -0.015    0.000    0.045    0.100    0.174    0.255    0.307    0.315
 346     8000  1.50   -0.040    0.035    0.050    0.095    0.164    0.262    0.313    0.323
 347     8000  2.00   -0.087    0.023    0.048    0.097    0.165    0.270    0.323    0.334
 348     8000  2.50   -0.131   -0.007    0.041    0.098    0.169    0.279    0.334    0.346
 349     8000  3.00   -0.166   -0.050    0.030    0.097    0.174    0.285    0.344    0.357
 350     8000  3.50   -0.187   -0.105    0.015    0.096    0.180    0.292    0.356    0.368
 351     8000  4.00   -0.190   -0.169   -0.006    0.091    0.185    0.296    0.367    0.377
 352     8000  4.50   -0.178   -0.230   -0.036    0.077    0.185    0.296    0.378    0.384
 353     8000  5.00   -0.153   -0.289   -0.069    0.058    0.181    0.293    0.388    0.388
 354     8250  1.00    0.002   -0.065   -0.004    0.058    0.127    0.178    0.222    0.226
 355     8250  1.50   -0.008    0.014    0.018    0.054    0.110    0.181    0.221    0.226
 356     8250  2.00   -0.050    0.018    0.020    0.055    0.108    0.188    0.228    0.235
 357     8250  2.50   -0.099   -0.003    0.018    0.057    0.110    0.196    0.236    0.245
 358     8250  3.00   -0.141   -0.038    0.011    0.058    0.115    0.202    0.245    0.256
 359     8250  3.50   -0.171   -0.083   -0.001    0.057    0.120    0.208    0.255    0.266
 360     8250  4.00   -0.183   -0.141   -0.015    0.056    0.128    0.214    0.266    0.276
 361     8250  4.50   -0.177   -0.203   -0.038    0.050    0.133    0.218    0.278    0.284
 362     8250  5.00   -0.158   -0.264   -0.069    0.034    0.132    0.217    0.289    0.289
 363     8500  1.50    0.011   -0.024   -0.024    0.009    0.056    0.102    0.135    0.135
 364     8500  2.00   -0.025   -0.002   -0.016    0.009    0.050    0.107    0.138    0.140
 365     8500  2.50   -0.074   -0.013   -0.014    0.012    0.051    0.113    0.143    0.149
 366     8500  3.00   -0.120   -0.040   -0.017    0.014    0.054    0.120    0.150    0.158
 367     8500  3.50   -0.156   -0.079   -0.025    0.015    0.060    0.126    0.158    0.167
 368     8500  4.00   -0.178   -0.126   -0.036    0.014    0.066    0.131    0.168    0.176
 369     8500  4.50   -0.179   -0.184   -0.050    0.014    0.076    0.138    0.180    0.185
 370     8500  5.00   -0.164   -0.244   -0.074    0.006    0.081    0.141    0.192    0.192
 371     8750  1.50    0.025   -0.074   -0.074   -0.041    0.002    0.024    0.051    0.048
 372     8750  2.00   -0.006   -0.034   -0.059   -0.040   -0.007    0.028    0.051    0.050
 373     8750  2.50   -0.053   -0.035   -0.054   -0.038   -0.009    0.033    0.054    0.055
 374     8750  3.00   -0.102   -0.055   -0.054   -0.034   -0.007    0.038    0.059    0.063
 375     8750  3.50   -0.145   -0.087   -0.057   -0.032   -0.003    0.044    0.065    0.071
 376     8750  4.00   -0.174   -0.128   -0.065   -0.032    0.004    0.050    0.074    0.080
 377     8750  4.50   -0.185   -0.178   -0.075   -0.032    0.012    0.055    0.084    0.089
 378     8750  5.00   -0.173   -0.233   -0.087   -0.030    0.024    0.062    0.097    0.097
 379     9000  1.50    0.032   -0.129   -0.129   -0.095   -0.056   -0.054   -0.031   -0.037
 380     9000  2.00    0.004   -0.075   -0.106   -0.091   -0.065   -0.050   -0.032   -0.038
 381     9000  2.50   -0.039   -0.066   -0.098   -0.088   -0.069   -0.046   -0.032   -0.034
 382     9000  3.00   -0.089   -0.079   -0.096   -0.086   -0.069   -0.042   -0.029   -0.028
 383     9000  3.50   -0.136   -0.105   -0.096   -0.083   -0.066   -0.037   -0.024   -0.021
 384     9000  4.00   -0.172   -0.142   -0.100   -0.081   -0.060   -0.031   -0.018   -0.014
 385     9000  4.50   -0.191   -0.186   -0.108   -0.080   -0.052   -0.026   -0.009   -0.005
 386     9000  5.00   -0.186   -0.235   -0.116   -0.077   -0.039   -0.019    0.004    0.004
 387     9250  2.00    0.008   -0.121   -0.157   -0.143   -0.123   -0.126   -0.113   -0.122
 388     9250  2.50   -0.032   -0.104   -0.146   -0.141   -0.129   -0.124   -0.114   -0.121
 389     9250  3.00   -0.081   -0.111   -0.142   -0.138   -0.130   -0.120   -0.113   -0.116
 390     9250  3.50   -0.129   -0.132   -0.140   -0.135   -0.128   -0.116   -0.110   -0.111
 391     9250  4.00   -0.169   -0.163   -0.141   -0.132   -0.122   -0.111   -0.105   -0.104
 392     9250  4.50   -0.195   -0.202   -0.145   -0.131   -0.116   -0.106   -0.098   -0.097
 393     9250  5.00   -0.202   -0.248   -0.152   -0.129   -0.106   -0.101   -0.088   -0.089
 394     9500  2.00    0.008   -0.169   -0.209   -0.197   -0.182   -0.202   -0.193   -0.204
 395     9500  2.50   -0.029   -0.147   -0.197   -0.195   -0.188   -0.200   -0.195   -0.204
 396     9500  3.00   -0.075   -0.148   -0.191   -0.193   -0.191   -0.197   -0.195   -0.202
 397     9500  3.50   -0.124   -0.164   -0.188   -0.189   -0.190   -0.193   -0.194   -0.197
 398     9500  4.00   -0.168   -0.190   -0.186   -0.186   -0.186   -0.189   -0.190   -0.192
 399     9500  4.50   -0.200   -0.225   -0.188   -0.183   -0.179   -0.185   -0.185   -0.186
 400     9500  5.00   -0.215   -0.268   -0.192   -0.181   -0.170   -0.180   -0.176   -0.178
 401     9750  2.00    0.004   -0.218   -0.262   -0.252   -0.241   -0.276   -0.270   -0.285
 402     9750  2.50   -0.031   -0.192   -0.248   -0.249   -0.247   -0.274   -0.273   -0.286
 403     9750  3.00   -0.075   -0.189   -0.242   -0.247   -0.251   -0.272   -0.275   -0.285
 404     9750  3.50   -0.123   -0.201   -0.238   -0.245   -0.251   -0.270   -0.275   -0.282
 405     9750  4.00   -0.168   -0.223   -0.235   -0.241   -0.249   -0.266   -0.273   -0.277
 406     9750  4.50   -0.205   -0.254   -0.233   -0.237   -0.243   -0.262   -0.268   -0.272
 407     9750  5.00   -0.226   -0.293   -0.235   -0.234   -0.234   -0.258   -0.261   -0.265
 408    10000  2.00   -0.003   -0.266   -0.314   -0.306   -0.300   -0.349   -0.347   -0.363
 409    10000  2.50   -0.038   -0.238   -0.300   -0.304   -0.306   -0.347   -0.350   -0.366
 410    10000  3.00   -0.080   -0.233   -0.294   -0.302   -0.311   -0.347   -0.353   -0.366
 411    10000  3.50   -0.126   -0.241   -0.289   -0.300   -0.313   -0.345   -0.354   -0.364
 412    10000  4.00   -0.171   -0.260   -0.285   -0.297   -0.311   -0.342   -0.353   -0.360
 413    10000  4.50   -0.210   -0.287   -0.282   -0.292   -0.306   -0.338   -0.349   -0.355
 414    10000  5.00   -0.236   -0.322   -0.281   -0.288   -0.298   -0.334   -0.343   -0.350
 415    10250  2.00   -0.013   -0.315   -0.367   -0.360   -0.358   -0.420   -0.421   -0.440
 416    10250  2.50   -0.048   -0.286   -0.352   -0.358   -0.365   -0.419   -0.425   -0.443
 417    10250  3.00   -0.088   -0.279   -0.346   -0.358   -0.371   -0.419   -0.429   -0.445
 418    10250  3.50   -0.132   -0.285   -0.341   -0.356   -0.374   -0.418   -0.431   -0.444
 419    10250  4.00   -0.176   -0.300   -0.337   -0.353   -0.373   -0.416   -0.431   -0.441
 420    10250  4.50   -0.216   -0.324   -0.333   -0.348   -0.368   -0.413   -0.428   -0.437
 421    10250  5.00   -0.245   -0.355   -0.330   -0.344   -0.361   -0.409   -0.423   -0.432
 422    10500  2.00   -0.024   -0.363   -0.419   -0.414   -0.417   -0.490   -0.494   -0.515
 423    10500  2.50   -0.060   -0.333   -0.404   -0.412   -0.424   -0.490   -0.499   -0.519
 424    10500  3.00   -0.100   -0.325   -0.398   -0.413   -0.430   -0.490   -0.503   -0.522
 425    10500  3.50   -0.142   -0.329   -0.394   -0.412   -0.434   -0.490   -0.506   -0.522
 426    10500  4.00   -0.185   -0.343   -0.390   -0.409   -0.434   -0.489   -0.507   -0.520
 427    10500  4.50   -0.224   -0.363   -0.385   -0.405   -0.430   -0.486   -0.505   -0.517
 428    10500  5.00   -0.256   -0.391   -0.381   -0.400   -0.423   -0.483   -0.501   -0.512
 429    10750  2.00   -0.037   -0.410   -0.470   -0.468   -0.475   -0.558   -0.566   -0.588
 430    10750  2.50   -0.074   -0.380   -0.456   -0.466   -0.482   -0.559   -0.571   -0.594
 431    10750  3.00   -0.114   -0.371   -0.450   -0.467   -0.489   -0.560   -0.576   -0.597
 432    10750  3.50   -0.155   -0.375   -0.446   -0.467   -0.493   -0.561   -0.580   -0.598
 433    10750  4.00   -0.197   -0.387   -0.443   -0.465   -0.494   -0.561   -0.581   -0.597
 434    10750  4.50   -0.235   -0.405   -0.438   -0.461   -0.492   -0.558   -0.581   -0.594
 435    10750  5.00   -0.268   -0.430   -0.432   -0.456   -0.485   -0.555   -0.577   -0.591
 436    11000  2.00   -0.052   -0.458   -0.522   -0.521   -0.532   -0.626   -0.637   -0.661
 437    11000  2.50   -0.090   -0.426   -0.507   -0.519   -0.539   -0.626   -0.642   -0.666
 438    11000  3.00   -0.130   -0.418   -0.502   -0.521   -0.547   -0.629   -0.647   -0.670
 439    11000  3.50   -0.171   -0.421   -0.499   -0.522   -0.552   -0.630   -0.652   -0.672
 440    11000  4.00   -0.211   -0.431   -0.495   -0.521   -0.554   -0.631   -0.654   -0.672
 441    11000  4.50   -0.249   -0.448   -0.491   -0.518   -0.552   -0.629   -0.654   -0.671
 442    11000  5.00   -0.282   -0.471   -0.485   -0.512   -0.546   -0.626   -0.652   -0.667
 443    11250  2.00   -0.069   -0.505   -0.573   -0.574   -0.589   -0.692   -0.706   -0.731
 444    11250  2.50   -0.107   -0.473   -0.558   -0.572   -0.596   -0.693   -0.711   -0.737
 445    11250  3.00   -0.147   -0.464   -0.553   -0.574   -0.604   -0.696   -0.717   -0.742
 446    11250  3.50   -0.187   -0.467   -0.550   -0.576   -0.610   -0.698   -0.722   -0.745
 447    11250  4.00   -0.227   -0.477   -0.547   -0.576   -0.613   -0.699   -0.725   -0.746
 448    11250  4.50   -0.264   -0.492   -0.543   -0.573   -0.612   -0.699   -0.726   -0.745
 449    11250  5.00   -0.297   -0.513   -0.538   -0.569   -0.607   -0.696   -0.724   -0.742
 450    11500  2.00   -0.087   -0.551   -0.623   -0.627   -0.645   -0.758   -0.774   -0.801
 451    11500  2.50   -0.125   -0.519   -0.608   -0.625   -0.653   -0.758   -0.779   -0.807
 452    11500  3.00   -0.165   -0.510   -0.603   -0.627   -0.661   -0.762   -0.786   -0.813
 453    11500  3.50   -0.205   -0.513   -0.601   -0.629   -0.667   -0.764   -0.791   -0.816
 454    11500  4.00   -0.245   -0.522   -0.599   -0.630   -0.671   -0.766   -0.795   -0.818
 455    11500  4.50   -0.281   -0.537   -0.596   -0.628   -0.671   -0.766   -0.797   -0.818
 456    11500  5.00   -0.313   -0.556   -0.590   -0.624   -0.667   -0.765   -0.795   -0.816
 457    11750  2.00   -0.106   -0.597   -0.673   -0.679   -0.701   -0.822   -0.841   -0.870
 458    11750  2.50   -0.144   -0.565   -0.658   -0.677   -0.708   -0.823   -0.846   -0.876
 459    11750  3.00   -0.184   -0.556   -0.654   -0.680   -0.717   -0.826   -0.853   -0.882
 460    11750  3.50   -0.224   -0.559   -0.652   -0.682   -0.723   -0.830   -0.859   -0.886
 461    11750  4.00   -0.263   -0.567   -0.650   -0.683   -0.728   -0.832   -0.863   -0.888
 462    11750  4.50   -0.299   -0.581   -0.647   -0.682   -0.728   -0.833   -0.865   -0.889
 463    11750  5.00   -0.331   -0.599   -0.642   -0.679   -0.725   -0.832   -0.865   -0.888
 464    12000  2.50   -0.164   -0.610   -0.708   -0.729   -0.763   -0.886   -0.912   -0.944
 465    12000  3.00   -0.204   -0.602   -0.703   -0.731   -0.772   -0.890   -0.919   -0.950
 466    12000  3.50   -0.244   -0.604   -0.702   -0.734   -0.779   -0.894   -0.925   -0.954
 467    12000  4.00   -0.283   -0.613   -0.701   -0.736   -0.784   -0.896   -0.930   -0.957
 468    12000  4.50   -0.318   -0.626   -0.698   -0.736   -0.785   -0.898   -0.933   -0.959
 469    12000  5.00   -0.350   -0.643   -0.693   -0.733   -0.783   -0.898   -0.933   -0.958
 470    12250  2.50   -0.185   -0.655   -0.757   -0.780   -0.818   -0.949   -0.977   -1.010
 471    12250  3.00   -0.225   -0.647   -0.753   -0.783   -0.827   -0.953   -0.984   -1.016
 472    12250  3.50   -0.265   -0.649   -0.751   -0.786   -0.834   -0.956   -0.991   -1.021
 473    12250  4.00   -0.303   -0.657   -0.750   -0.788   -0.839   -0.960   -0.996   -1.025
 474    12250  4.50   -0.338   -0.670   -0.748   -0.788   -0.841   -0.962   -0.999   -1.027
 475    12250  5.00   -0.369   -0.687   -0.744   -0.786   -0.839   -0.962   -1.000   -1.026
 476    12500  2.50   -0.207   -0.699   -0.805   -0.830   -0.872   -1.010   -1.041   -1.075
 477    12500  3.00   -0.247   -0.691   -0.801   -0.834   -0.881   -1.014   -1.048   -1.082
 478    12500  3.50   -0.286   -0.694   -0.800   -0.837   -0.888   -1.018   -1.055   -1.087
 479    12500  4.00   -0.324   -0.702   -0.800   -0.839   -0.893   -1.022   -1.060   -1.091
 480    12500  4.50   -0.358   -0.714   -0.798   -0.840   -0.896   -1.024   -1.063   -1.093
 481    12500  5.00   -0.389   -0.730   -0.794   -0.838   -0.895   -1.025   -1.065   -1.094
 482    12750  2.50   -0.230   -0.743   -0.853   -0.880   -0.925   -1.071   -1.104   -1.139
 483    12750  3.00   -0.270   -0.735   -0.849   -0.884   -0.934   -1.075   -1.111   -1.146
 484    12750  3.50   -0.308   -0.738   -0.849   -0.887   -0.942   -1.079   -1.117   -1.151
 485    12750  4.00   -0.345   -0.746   -0.848   -0.890   -0.947   -1.083   -1.123   -1.155
 486    12750  4.50   -0.379   -0.758   -0.847   -0.891   -0.950   -1.085   -1.127   -1.158
 487    12750  5.00   -0.409   -0.773   -0.843   -0.890   -0.949   -1.087   -1.128   -1.159
 488    13000  2.50   -0.252   -0.786   -0.900   -0.930   -0.977   -1.130   -1.165   -1.202
 489    13000  3.00   -0.293   -0.779   -0.897   -0.933   -0.987   -1.134   -1.172   -1.209
 490    13000  3.50   -0.331   -0.781   -0.897   -0.937   -0.994   -1.139   -1.179   -1.215
 491    13000  4.00   -0.367   -0.790   -0.896   -0.940   -1.000   -1.143   -1.185   -1.219
 492    13000  4.50   -0.401   -0.801   -0.895   -0.941   -1.003   -1.145   -1.189   -1.222
 493    13000  5.00   -0.430   -0.816   -0.892   -0.940   -1.003   -1.147   -1.191   -1.224
 494    14000  2.00   -0.298   -0.990   -1.096   -1.119   -1.169   -1.353   -1.391   -1.433
 495    14000  2.50   -0.345   -0.953   -1.081   -1.119   -1.179   -1.357   -1.400   -1.443
 496    14000  3.00   -0.388   -0.947   -1.081   -1.125   -1.190   -1.363   -1.409   -1.452
 497    14000  3.50   -0.426   -0.951   -1.082   -1.130   -1.199   -1.368   -1.417   -1.458
 498    14000  4.00   -0.460   -0.959   -1.082   -1.134   -1.205   -1.373   -1.422   -1.462
 499    14000  4.50   -0.491   -0.971   -1.082   -1.135   -1.208   -1.376   -1.427   -1.466
 500    14000  5.00   -0.518   -0.984   -1.079   -1.135   -1.209   -1.378   -1.429   -1.468
 501    15000  2.50   -0.436   -1.110   -1.251   -1.297   -1.368   -1.568   -1.619   -1.667
 502    15000  3.00   -0.483   -1.106   -1.253   -1.306   -1.381   -1.577   -1.630   -1.678
 503    15000  3.50   -0.523   -1.111   -1.257   -1.313   -1.391   -1.583   -1.638   -1.685
 504    15000  4.00   -0.556   -1.121   -1.259   -1.317   -1.398   -1.588   -1.644   -1.690
 505    15000  4.50   -0.585   -1.132   -1.259   -1.319   -1.402   -1.591   -1.649   -1.693
 506    15000  5.00   -0.610   -1.145   -1.257   -1.319   -1.403   -1.594   -1.652   -1.696
 507    16000  2.50   -0.522   -1.257   -1.410   -1.462   -1.543   -1.764   -1.821   -1.875
 508    16000  3.00   -0.576   -1.255   -1.415   -1.475   -1.560   -1.776   -1.836   -1.888
 509    16000  3.50   -0.618   -1.263   -1.422   -1.485   -1.573   -1.784   -1.846   -1.897
 510    16000  4.00   -0.652   -1.274   -1.425   -1.491   -1.580   -1.790   -1.853   -1.903
 511    16000  4.50   -0.680   -1.285   -1.426   -1.493   -1.585   -1.794   -1.857   -1.907
 512    16000  5.00   -0.703   -1.298   -1.425   -1.494   -1.586   -1.796   -1.860   -1.909
 513    17000  2.50   -0.603   -1.394   -1.558   -1.616   -1.705   -1.945   -2.009   -2.067
 514    17000  3.00   -0.663   -1.394   -1.567   -1.633   -1.727   -1.961   -2.027   -2.084
 515    17000  3.50   -0.710   -1.405   -1.576   -1.646   -1.743   -1.972   -2.039   -2.095
 516    17000  4.00   -0.746   -1.418   -1.582   -1.654   -1.752   -1.980   -2.048   -2.103
 517    17000  4.50   -0.774   -1.430   -1.584   -1.658   -1.757   -1.984   -2.053   -2.107
 518    17000  5.00   -0.796   -1.443   -1.584   -1.659   -1.759   -1.987   -2.056   -2.110
 519    18000  2.50   -0.679   -1.524   -1.696   -1.759   -1.856   -2.113   -2.182   -2.245
 520    18000  3.00   -0.745   -1.525   -1.708   -1.780   -1.883   -2.133   -2.205   -2.266
 521    18000  3.50   -0.797   -1.539   -1.721   -1.797   -1.901   -2.148   -2.220   -2.280
 522    18000  4.00   -0.836   -1.553   -1.729   -1.807   -1.913   -2.157   -2.230   -2.290
 523    18000  4.50   -0.865   -1.567   -1.733   -1.813   -1.920   -2.163   -2.237   -2.295
 524    18000  5.00   -0.887   -1.581   -1.734   -1.815   -1.922   -2.166   -2.240   -2.298
 525    19000  2.50   -0.750   -1.645   -1.824   -1.892   -1.996   -2.268   -2.343   -2.410
 526    19000  3.00   -0.823   -1.648   -1.840   -1.918   -2.028   -2.294   -2.371   -2.436
 527    19000  3.50   -0.879   -1.664   -1.857   -1.938   -2.050   -2.312   -2.389   -2.453
 528    19000  4.00   -0.921   -1.681   -1.868   -1.951   -2.064   -2.323   -2.401   -2.465
 529    19000  4.50   -0.952   -1.696   -1.874   -1.958   -2.072   -2.331   -2.409   -2.472
 530    19000  5.00   -0.975   -1.711   -1.875   -1.962   -2.076   -2.335   -2.413   -2.476
 531    20000  3.00   -0.897   -1.763   -1.964   -2.047   -2.164   -2.444   -2.526   -2.596
 532    20000  3.50   -0.957   -1.782   -1.984   -2.071   -2.190   -2.465   -2.547   -2.616
 533    20000  4.00   -1.002   -1.801   -1.998   -2.086   -2.206   -2.479   -2.562   -2.629
 534    20000  4.50   -1.035   -1.818   -2.006   -2.096   -2.216   -2.488   -2.571   -2.638
 535    20000  5.00   -1.058   -1.833   -2.009   -2.100   -2.221   -2.493   -2.576   -2.643
 536    21000  3.00   -0.966   -1.871   -2.080   -2.167   -2.290   -2.584   -2.671   -2.745
 537    21000  3.50   -1.031   -1.893   -2.104   -2.195   -2.321   -2.610   -2.696   -2.769
 538    21000  4.00   -1.079   -1.914   -2.121   -2.214   -2.340   -2.626   -2.713   -2.784
 539    21000  4.50   -1.114   -1.933   -2.131   -2.225   -2.352   -2.637   -2.723   -2.794
 540    21000  5.00   -1.138   -1.949   -2.135   -2.231   -2.358   -2.643   -2.730   -2.800
 541    22000  3.00   -1.031   -1.972   -2.189   -2.279   -2.408   -2.714   -2.806   -2.883
 542    22000  3.50   -1.102   -1.997   -2.217   -2.313   -2.444   -2.745   -2.837   -2.913
 543    22000  4.00   -1.153   -2.021   -2.237   -2.334   -2.467   -2.765   -2.856   -2.930
 544    22000  4.50   -1.189   -2.042   -2.249   -2.348   -2.480   -2.777   -2.868   -2.942
 545    22000  5.00   -1.215   -2.059   -2.255   -2.355   -2.487   -2.784   -2.875   -2.949
 546    23000  3.00   -1.092   -2.067   -2.290   -2.385   -2.518   -2.836   -2.931   -3.013
 547    23000  3.50   -1.169   -2.096   -2.323   -2.423   -2.560   -2.873   -2.968   -3.048
 548    23000  4.00   -1.223   -2.122   -2.346   -2.448   -2.586   -2.895   -2.990   -3.069
 549    23000  4.50   -1.261   -2.144   -2.360   -2.464   -2.601   -2.909   -3.004   -3.082
 550    23000  5.00   -1.288   -2.162   -2.368   -2.472   -2.610   -2.918   -3.013   -3.091
 551    24000  3.00   -1.148   -2.154   -2.385   -2.482   -2.621   -2.950   -3.049   -3.134
 552    24000  3.50   -1.232   -2.188   -2.423   -2.526   -2.669   -2.992   -3.092   -3.176
 553    24000  4.00   -1.290   -2.217   -2.449   -2.555   -2.698   -3.018   -3.118   -3.200
 554    24000  4.50   -1.330   -2.241   -2.466   -2.573   -2.716   -3.035   -3.134   -3.215
 555    24000  5.00   -1.358   -2.260   -2.475   -2.583   -2.726   -3.045   -3.144   -3.225
 556    25000  3.00   -1.196   -2.232   -2.469   -2.570   -2.713   -3.053   -3.156   -3.245
 557    25000  3.50   -1.292   -2.275   -2.517   -2.624   -2.771   -3.105   -3.209   -3.296
 558    25000  4.00   -1.353   -2.307   -2.546   -2.656   -2.804   -3.135   -3.238   -3.324
 559    25000  4.50   -1.396   -2.333   -2.565   -2.676   -2.825   -3.154   -3.257   -3.342
 560    25000  5.00   -1.424   -2.353   -2.576   -2.688   -2.836   -3.165   -3.268   -3.353
 561    26000  3.00   -1.232   -2.301   -2.541   -2.644   -2.790   -3.140   -3.248   -3.340
 562    26000  3.50   -1.347   -2.355   -2.604   -2.715   -2.867   -3.211   -3.319   -3.410
 563    26000  4.00   -1.413   -2.392   -2.638   -2.751   -2.904   -3.244   -3.352   -3.441
 564    26000  4.50   -1.457   -2.419   -2.659   -2.774   -2.927   -3.266   -3.372   -3.461
 565    26000  5.00   -1.487   -2.440   -2.671   -2.787   -2.940   -3.279   -3.385   -3.474
 566    27000  3.50   -1.395   -2.427   -2.683   -2.798   -2.955   -3.309   -3.421   -3.515
 567    27000  4.00   -1.468   -2.470   -2.724   -2.841   -2.998   -3.348   -3.459   -3.552
 568    27000  4.50   -1.515   -2.500   -2.747   -2.865   -3.023   -3.371   -3.482   -3.574
 569    27000  5.00   -1.546   -2.522   -2.761   -2.880   -3.038   -3.386   -3.496   -3.588
 570    28000  3.50   -1.435   -2.491   -2.754   -2.872   -3.033   -3.397   -3.512   -3.609
 571    28000  4.00   -1.519   -2.542   -2.803   -2.924   -3.086   -3.445   -3.560   -3.656
 572    28000  4.50   -1.569   -2.575   -2.830   -2.952   -3.114   -3.471   -3.585   -3.680
 573    28000  5.00   -1.601   -2.599   -2.845   -2.968   -3.130   -3.487   -3.601   -3.696
 574    29000  3.50   -1.471   -2.550   -2.818   -2.938   -3.101   -3.473   -3.591   -3.691
 575    29000  4.00   -1.562   -2.607   -2.875   -2.999   -3.166   -3.534   -3.652   -3.751
 576    29000  4.50   -1.618   -2.645   -2.907   -3.032   -3.199   -3.564   -3.682   -3.780
 577    29000  5.00   -1.652   -2.671   -2.924   -3.050   -3.216   -3.582   -3.699   -3.797
 578    30000  3.50   -1.510   -2.611   -2.882   -3.002   -3.166   -3.544   -3.664   -3.765
 579    30000  4.00   -1.601   -2.666   -2.941   -3.068   -3.238   -3.614   -3.735   -3.837
 580    30000  4.50   -1.662   -2.709   -2.977   -3.106   -3.277   -3.651   -3.771   -3.872
 581    30000  5.00   -1.698   -2.737   -2.997   -3.127   -3.297   -3.671   -3.790   -3.891
 582    31000  3.50   -1.558   -2.677   -2.949   -3.069   -3.233   -3.614   -3.734   -3.837
 583    31000  4.00   -1.638   -2.723   -3.003   -3.132   -3.305   -3.688   -3.811   -3.915
 584    31000  4.50   -1.701   -2.767   -3.042   -3.174   -3.348   -3.730   -3.853   -3.956
 585    31000  5.00   -1.741   -2.798   -3.065   -3.197   -3.372   -3.753   -3.875   -3.978
 586    32000  4.00   -1.678   -2.780   -3.064   -3.194   -3.368   -3.757   -3.882   -3.987
