# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        U        B        V        R        I        J        H        K
 300     6750  2.50   -0.301   -0.276   -0.007    0.199    0.413    0.687    0.880    0.903
 301     6750  3.00   -0.287   -0.328   -0.038    0.182    0.405    0.682    0.888    0.908
 302     6750  3.50   -0.266   -0.379   -0.069    0.162    0.395    0.676    0.893    0.911
 303     6750  4.00   -0.239   -0.425   -0.098    0.143    0.385    0.668    0.897    0.911
 304     6750  4.50   -0.208   -0.465   -0.123    0.128    0.377    0.662    0.900    0.912
 305     6750  5.00   -0.177   -0.495   -0.140    0.118    0.373    0.659    0.903    0.913
 306     7000  0.50   -0.174   -0.021    0.082    0.200    0.357    0.567    0.686    0.715
 307     7000  1.00   -0.208   -0.046    0.070    0.198    0.360    0.582    0.712    0.738
 308     7000  1.50   -0.240   -0.090    0.056    0.197    0.365    0.594    0.733    0.757
 309     7000  2.00   -0.262   -0.150    0.040    0.196    0.370    0.602    0.750    0.773
 310     7000  2.50   -0.267   -0.206    0.015    0.187    0.369    0.605    0.763    0.783
 311     7000  3.00   -0.261   -0.263   -0.015    0.171    0.363    0.603    0.772    0.791
 312     7000  3.50   -0.245   -0.318   -0.048    0.152    0.355    0.597    0.779    0.795
 313     7000  4.00   -0.222   -0.370   -0.080    0.132    0.345    0.591    0.784    0.797
 314     7000  4.50   -0.191   -0.417   -0.110    0.113    0.336    0.584    0.789    0.798
 315     7000  5.00   -0.157   -0.456   -0.133    0.098    0.329    0.578    0.793    0.799
 316     7250  0.50   -0.111    0.011    0.086    0.178    0.308    0.479    0.574    0.598
 317     7250  1.00   -0.145    0.002    0.076    0.174    0.307    0.494    0.597    0.619
 318     7250  1.50   -0.183   -0.030    0.064    0.172    0.310    0.505    0.616    0.638
 319     7250  2.00   -0.215   -0.079    0.049    0.171    0.315    0.514    0.633    0.653
 320     7250  2.50   -0.235   -0.142    0.030    0.169    0.319    0.521    0.648    0.667
 321     7250  3.00   -0.238   -0.202    0.003    0.157    0.318    0.522    0.659    0.676
 322     7250  3.50   -0.230   -0.262   -0.029    0.140    0.312    0.520    0.667    0.682
 323     7250  4.00   -0.211   -0.319   -0.063    0.119    0.304    0.514    0.674    0.685
 324     7250  4.50   -0.183   -0.372   -0.097    0.098    0.294    0.507    0.680    0.687
 325     7250  5.00   -0.149   -0.418   -0.126    0.080    0.286    0.501    0.685    0.688
 326     7500  0.50   -0.074   -0.002    0.080    0.158    0.267    0.398    0.473    0.492
 327     7500  1.00   -0.090    0.028    0.073    0.146    0.255    0.407    0.489    0.507
 328     7500  1.50   -0.131    0.008    0.064    0.145    0.257    0.419    0.506    0.524
 329     7500  2.00   -0.170   -0.029    0.051    0.143    0.260    0.428    0.521    0.539
 330     7500  2.50   -0.201   -0.082    0.035    0.142    0.265    0.436    0.535    0.553
 331     7500  3.00   -0.217   -0.148    0.015    0.137    0.269    0.441    0.548    0.564
 332     7500  3.50   -0.217   -0.210   -0.015    0.124    0.267    0.441    0.559    0.572
 333     7500  4.00   -0.204   -0.271   -0.049    0.105    0.261    0.438    0.567    0.577
 334     7500  4.50   -0.180   -0.329   -0.084    0.084    0.252    0.432    0.574    0.580
 335     7500  5.00   -0.147   -0.382   -0.117    0.063    0.243    0.425    0.580    0.581
 336     7750  1.00   -0.047    0.027    0.058    0.116    0.206    0.324    0.389    0.403
 337     7750  1.50   -0.086    0.026    0.053    0.113    0.203    0.335    0.403    0.417
 338     7750  2.00   -0.131   -0.001    0.045    0.113    0.206    0.344    0.416    0.430
 339     7750  2.50   -0.169   -0.043    0.032    0.111    0.209    0.351    0.428    0.443
 340     7750  3.00   -0.195   -0.099    0.016    0.109    0.214    0.357    0.440    0.455
 341     7750  3.50   -0.204   -0.164   -0.006    0.103    0.217    0.362    0.452    0.465
 342     7750  4.00   -0.199   -0.228   -0.037    0.088    0.215    0.361    0.462    0.472
 343     7750  4.50   -0.180   -0.290   -0.073    0.068    0.209    0.357    0.470    0.476
 344     7750  5.00   -0.151   -0.348   -0.109    0.045    0.200    0.350    0.478    0.478
 345     8000  1.00   -0.021   -0.007    0.029    0.082    0.159    0.245    0.298    0.307
 346     8000  1.50   -0.049    0.024    0.032    0.077    0.149    0.252    0.305    0.315
 347     8000  2.00   -0.096    0.009    0.029    0.077    0.150    0.260    0.315    0.326
 348     8000  2.50   -0.140   -0.023    0.020    0.077    0.152    0.268    0.326    0.338
 349     8000  3.00   -0.174   -0.068    0.006    0.074    0.156    0.274    0.336    0.349
 350     8000  3.50   -0.193   -0.126   -0.009    0.073    0.162    0.280    0.348    0.360
 351     8000  4.00   -0.194   -0.191   -0.033    0.066    0.166    0.283    0.359    0.368
 352     8000  4.50   -0.182   -0.255   -0.066    0.049    0.163    0.282    0.369    0.374
 353     8000  5.00   -0.157   -0.317   -0.102    0.027    0.157    0.277    0.378    0.377
 354     8250  1.00   -0.008   -0.075   -0.021    0.041    0.112    0.168    0.212    0.218
 355     8250  1.50   -0.020    0.002    0.001    0.037    0.096    0.171    0.214    0.219
 356     8250  2.00   -0.064    0.003    0.002    0.037    0.094    0.178    0.220    0.228
 357     8250  2.50   -0.113   -0.020   -0.002    0.038    0.095    0.185    0.228    0.238
 358     8250  3.00   -0.155   -0.057   -0.011    0.037    0.098    0.191    0.237    0.248
 359     8250  3.50   -0.184   -0.105   -0.025    0.034    0.103    0.197    0.246    0.257
 360     8250  4.00   -0.193   -0.163   -0.039    0.034    0.110    0.203    0.258    0.267
 361     8250  4.50   -0.184   -0.226   -0.064    0.025    0.114    0.206    0.270    0.275
 362     8250  5.00   -0.165   -0.289   -0.098    0.007    0.111    0.203    0.280    0.279
 363     8500  1.50   -0.002   -0.040   -0.042   -0.008    0.043    0.092    0.127    0.128
 364     8500  2.00   -0.040   -0.019   -0.034   -0.008    0.037    0.098    0.130    0.133
 365     8500  2.50   -0.091   -0.032   -0.034   -0.006    0.037    0.104    0.135    0.141
 366     8500  3.00   -0.138   -0.061   -0.038   -0.005    0.039    0.110    0.142    0.150
 367     8500  3.50   -0.174   -0.101   -0.047   -0.006    0.043    0.115    0.150    0.159
 368     8500  4.00   -0.193   -0.149   -0.060   -0.008    0.049    0.120    0.160    0.168
 369     8500  4.50   -0.190   -0.206   -0.073   -0.008    0.059    0.127    0.172    0.177
 370     8500  5.00   -0.173   -0.268   -0.100   -0.018    0.062    0.128    0.184    0.184
 371     8750  1.50    0.007   -0.093   -0.094   -0.060   -0.014    0.013    0.042    0.040
 372     8750  2.00   -0.023   -0.053   -0.077   -0.057   -0.021    0.018    0.043    0.043
 373     8750  2.50   -0.071   -0.054   -0.073   -0.055   -0.023    0.023    0.046    0.049
 374     8750  3.00   -0.122   -0.075   -0.073   -0.052   -0.021    0.029    0.051    0.056
 375     8750  3.50   -0.164   -0.108   -0.078   -0.051   -0.018    0.034    0.057    0.063
 376     8750  4.00   -0.193   -0.151   -0.087   -0.052   -0.012    0.039    0.065    0.072
 377     8750  4.50   -0.200   -0.201   -0.098   -0.052   -0.004    0.045    0.076    0.081
 378     8750  5.00   -0.185   -0.255   -0.111   -0.051    0.008    0.051    0.089    0.089
 379     9000  1.50    0.009   -0.149   -0.150   -0.115   -0.073   -0.067   -0.042   -0.046
 380     9000  2.00   -0.016   -0.096   -0.126   -0.109   -0.080   -0.061   -0.041   -0.045
 381     9000  2.50   -0.059   -0.087   -0.118   -0.106   -0.083   -0.056   -0.040   -0.041
 382     9000  3.00   -0.110   -0.100   -0.115   -0.103   -0.083   -0.051   -0.037   -0.036
 383     9000  3.50   -0.157   -0.127   -0.116   -0.101   -0.080   -0.046   -0.032   -0.029
 384     9000  4.00   -0.193   -0.164   -0.121   -0.099   -0.075   -0.042   -0.026   -0.021
 385     9000  4.50   -0.210   -0.208   -0.129   -0.100   -0.067   -0.037   -0.017   -0.013
 386     9000  5.00   -0.200   -0.257   -0.136   -0.095   -0.054   -0.029   -0.004   -0.004
 387     9250  2.00   -0.017   -0.144   -0.179   -0.164   -0.140   -0.139   -0.124   -0.131
 388     9250  2.50   -0.056   -0.127   -0.168   -0.160   -0.144   -0.135   -0.124   -0.129
 389     9250  3.00   -0.104   -0.133   -0.162   -0.157   -0.145   -0.131   -0.122   -0.124
 390     9250  3.50   -0.152   -0.154   -0.160   -0.153   -0.142   -0.126   -0.119   -0.118
 391     9250  4.00   -0.192   -0.184   -0.161   -0.150   -0.137   -0.121   -0.114   -0.112
 392     9250  4.50   -0.216   -0.224   -0.166   -0.149   -0.130   -0.116   -0.106   -0.105
 393     9250  5.00   -0.219   -0.269   -0.173   -0.147   -0.120   -0.111   -0.096   -0.096
 394     9500  2.00   -0.022   -0.194   -0.233   -0.220   -0.201   -0.216   -0.205   -0.215
 395     9500  2.50   -0.058   -0.172   -0.220   -0.216   -0.205   -0.212   -0.206   -0.214
 396     9500  3.00   -0.103   -0.172   -0.213   -0.212   -0.207   -0.209   -0.205   -0.211
 397     9500  3.50   -0.150   -0.187   -0.209   -0.208   -0.205   -0.205   -0.203   -0.206
 398     9500  4.00   -0.192   -0.212   -0.206   -0.204   -0.200   -0.200   -0.199   -0.200
 399     9500  4.50   -0.222   -0.247   -0.207   -0.201   -0.193   -0.195   -0.193   -0.193
 400     9500  5.00   -0.235   -0.289   -0.211   -0.198   -0.184   -0.190   -0.184   -0.186
 401     9750  2.00   -0.030   -0.244   -0.287   -0.276   -0.262   -0.292   -0.284   -0.297
 402     9750  2.50   -0.065   -0.218   -0.273   -0.272   -0.267   -0.289   -0.286   -0.297
 403     9750  3.00   -0.107   -0.215   -0.265   -0.269   -0.269   -0.286   -0.286   -0.295
 404     9750  3.50   -0.153   -0.226   -0.260   -0.265   -0.268   -0.282   -0.285   -0.291
 405     9750  4.00   -0.196   -0.246   -0.255   -0.260   -0.264   -0.277   -0.282   -0.286
 406     9750  4.50   -0.230   -0.276   -0.253   -0.255   -0.257   -0.273   -0.277   -0.280
 407     9750  5.00   -0.248   -0.314   -0.253   -0.251   -0.248   -0.268   -0.269   -0.273
 408    10000  2.00   -0.041   -0.293   -0.341   -0.332   -0.323   -0.366   -0.362   -0.377
 409    10000  2.50   -0.076   -0.266   -0.327   -0.329   -0.328   -0.363   -0.364   -0.378
 410    10000  3.00   -0.116   -0.261   -0.319   -0.326   -0.331   -0.361   -0.366   -0.377
 411    10000  3.50   -0.161   -0.268   -0.312   -0.322   -0.331   -0.358   -0.366   -0.374
 412    10000  4.00   -0.203   -0.285   -0.307   -0.316   -0.328   -0.354   -0.364   -0.370
 413    10000  4.50   -0.238   -0.310   -0.302   -0.311   -0.321   -0.349   -0.359   -0.364
 414    10000  5.00   -0.260   -0.344   -0.300   -0.305   -0.311   -0.344   -0.352   -0.358
 415    10250  2.00   -0.054   -0.343   -0.394   -0.388   -0.383   -0.438   -0.438   -0.455
 416    10250  2.50   -0.089   -0.314   -0.380   -0.385   -0.389   -0.436   -0.440   -0.457
 417    10250  3.00   -0.128   -0.307   -0.372   -0.382   -0.393   -0.435   -0.443   -0.457
 418    10250  3.50   -0.171   -0.312   -0.366   -0.379   -0.394   -0.433   -0.444   -0.455
 419    10250  4.00   -0.212   -0.326   -0.360   -0.374   -0.391   -0.430   -0.443   -0.452
 420    10250  4.50   -0.248   -0.348   -0.354   -0.368   -0.385   -0.425   -0.439   -0.447
 421    10250  5.00   -0.272   -0.377   -0.349   -0.361   -0.375   -0.420   -0.433   -0.440
 422    10500  2.00   -0.068   -0.391   -0.447   -0.443   -0.442   -0.509   -0.512   -0.531
 423    10500  2.50   -0.104   -0.362   -0.433   -0.440   -0.449   -0.508   -0.515   -0.534
 424    10500  3.00   -0.143   -0.354   -0.425   -0.439   -0.453   -0.508   -0.518   -0.535
 425    10500  3.50   -0.184   -0.358   -0.419   -0.436   -0.455   -0.506   -0.520   -0.535
 426    10500  4.00   -0.224   -0.369   -0.413   -0.431   -0.453   -0.503   -0.520   -0.532
 427    10500  4.50   -0.261   -0.389   -0.407   -0.425   -0.448   -0.499   -0.517   -0.527
 428    10500  5.00   -0.287   -0.414   -0.400   -0.417   -0.439   -0.494   -0.511   -0.521
 429    10750  2.00   -0.084   -0.439   -0.499   -0.497   -0.501   -0.579   -0.585   -0.605
 430    10750  2.50   -0.120   -0.410   -0.485   -0.495   -0.508   -0.578   -0.589   -0.610
 431    10750  3.00   -0.159   -0.402   -0.478   -0.494   -0.513   -0.578   -0.592   -0.612
 432    10750  3.50   -0.199   -0.404   -0.473   -0.492   -0.516   -0.578   -0.595   -0.612
 433    10750  4.00   -0.238   -0.414   -0.467   -0.488   -0.515   -0.576   -0.595   -0.610
 434    10750  4.50   -0.274   -0.431   -0.460   -0.482   -0.510   -0.572   -0.593   -0.606
 435    10750  5.00   -0.302   -0.454   -0.452   -0.475   -0.501   -0.567   -0.588   -0.601
 436    11000  2.00   -0.100   -0.487   -0.551   -0.551   -0.559   -0.647   -0.656   -0.678
 437    11000  2.50   -0.137   -0.457   -0.537   -0.549   -0.566   -0.647   -0.660   -0.683
 438    11000  3.00   -0.176   -0.449   -0.531   -0.549   -0.572   -0.648   -0.665   -0.686
 439    11000  3.50   -0.215   -0.451   -0.526   -0.548   -0.576   -0.648   -0.668   -0.687
 440    11000  4.00   -0.254   -0.459   -0.520   -0.545   -0.575   -0.646   -0.669   -0.686
 441    11000  4.50   -0.290   -0.474   -0.514   -0.539   -0.572   -0.644   -0.668   -0.683
 442    11000  5.00   -0.318   -0.495   -0.505   -0.531   -0.564   -0.639   -0.664   -0.678
 443    11250  2.00   -0.118   -0.534   -0.602   -0.604   -0.617   -0.714   -0.726   -0.750
 444    11250  2.50   -0.156   -0.504   -0.589   -0.603   -0.624   -0.714   -0.731   -0.755
 445    11250  3.00   -0.195   -0.496   -0.583   -0.603   -0.631   -0.716   -0.736   -0.759
 446    11250  3.50   -0.234   -0.497   -0.578   -0.603   -0.634   -0.717   -0.739   -0.761
 447    11250  4.00   -0.271   -0.505   -0.573   -0.600   -0.635   -0.716   -0.741   -0.760
 448    11250  4.50   -0.306   -0.519   -0.567   -0.595   -0.632   -0.714   -0.740   -0.758
 449    11250  5.00   -0.335   -0.538   -0.558   -0.588   -0.625   -0.710   -0.737   -0.754
 450    11500  2.00   -0.137   -0.580   -0.653   -0.657   -0.673   -0.780   -0.794   -0.820
 451    11500  2.50   -0.175   -0.550   -0.639   -0.656   -0.681   -0.781   -0.800   -0.826
 452    11500  3.00   -0.214   -0.542   -0.634   -0.657   -0.688   -0.783   -0.805   -0.830
 453    11500  3.50   -0.253   -0.543   -0.630   -0.657   -0.692   -0.784   -0.809   -0.833
 454    11500  4.00   -0.289   -0.551   -0.625   -0.655   -0.694   -0.784   -0.811   -0.833
 455    11500  4.50   -0.324   -0.564   -0.619   -0.651   -0.691   -0.782   -0.811   -0.831
 456    11500  5.00   -0.352   -0.581   -0.611   -0.644   -0.685   -0.779   -0.808   -0.828
 457    11750  2.00   -0.156   -0.626   -0.703   -0.709   -0.729   -0.845   -0.862   -0.889
 458    11750  2.50   -0.195   -0.596   -0.689   -0.708   -0.737   -0.846   -0.867   -0.895
 459    11750  3.00   -0.235   -0.588   -0.684   -0.710   -0.745   -0.848   -0.873   -0.900
 460    11750  3.50   -0.273   -0.589   -0.681   -0.711   -0.750   -0.850   -0.877   -0.903
 461    11750  4.00   -0.309   -0.596   -0.677   -0.709   -0.751   -0.850   -0.880   -0.904
 462    11750  4.50   -0.342   -0.608   -0.671   -0.705   -0.749   -0.849   -0.880   -0.903
 463    11750  5.00   -0.370   -0.624   -0.663   -0.699   -0.744   -0.846   -0.878   -0.900
 464    12000  2.50   -0.216   -0.641   -0.739   -0.760   -0.793   -0.909   -0.934   -0.963
 465    12000  3.00   -0.256   -0.633   -0.734   -0.762   -0.801   -0.912   -0.940   -0.969
 466    12000  3.50   -0.294   -0.635   -0.732   -0.763   -0.806   -0.914   -0.944   -0.972
 467    12000  4.00   -0.329   -0.642   -0.728   -0.762   -0.808   -0.915   -0.947   -0.973
 468    12000  4.50   -0.362   -0.653   -0.723   -0.759   -0.807   -0.914   -0.948   -0.973
 469    12000  5.00   -0.389   -0.668   -0.715   -0.754   -0.802   -0.912   -0.947   -0.971
 470    12250  2.50   -0.238   -0.686   -0.788   -0.811   -0.847   -0.972   -0.999   -1.030
 471    12250  3.00   -0.278   -0.678   -0.784   -0.814   -0.856   -0.975   -1.005   -1.036
 472    12250  3.50   -0.316   -0.680   -0.781   -0.816   -0.861   -0.978   -1.010   -1.039
 473    12250  4.00   -0.350   -0.687   -0.778   -0.815   -0.864   -0.979   -1.014   -1.041
 474    12250  4.50   -0.382   -0.698   -0.773   -0.812   -0.863   -0.979   -1.015   -1.041
 475    12250  5.00   -0.409   -0.712   -0.766   -0.807   -0.859   -0.977   -1.014   -1.040
 476    12500  2.50   -0.259   -0.730   -0.836   -0.862   -0.901   -1.034   -1.063   -1.096
 477    12500  3.00   -0.300   -0.722   -0.832   -0.865   -0.910   -1.037   -1.069   -1.102
 478    12500  3.50   -0.338   -0.725   -0.831   -0.867   -0.916   -1.040   -1.075   -1.106
 479    12500  4.00   -0.372   -0.731   -0.827   -0.867   -0.919   -1.042   -1.078   -1.108
 480    12500  4.50   -0.403   -0.742   -0.823   -0.864   -0.918   -1.042   -1.080   -1.108
 481    12500  5.00   -0.429   -0.755   -0.816   -0.860   -0.915   -1.040   -1.079   -1.107
 482    12750  2.50   -0.282   -0.773   -0.883   -0.911   -0.954   -1.094   -1.126   -1.160
 483    12750  3.00   -0.323   -0.766   -0.880   -0.915   -0.964   -1.098   -1.133   -1.166
 484    12750  3.50   -0.360   -0.769   -0.879   -0.918   -0.970   -1.101   -1.138   -1.171
 485    12750  4.00   -0.394   -0.776   -0.876   -0.918   -0.973   -1.103   -1.142   -1.173
 486    12750  4.50   -0.425   -0.786   -0.872   -0.916   -0.973   -1.103   -1.144   -1.174
 487    12750  5.00   -0.450   -0.799   -0.866   -0.911   -0.969   -1.102   -1.143   -1.173
 488    13000  2.50   -0.304   -0.816   -0.930   -0.960   -1.007   -1.154   -1.187   -1.223
 489    13000  3.00   -0.346   -0.809   -0.928   -0.965   -1.016   -1.158   -1.195   -1.230
 490    13000  3.50   -0.383   -0.812   -0.927   -0.967   -1.023   -1.161   -1.200   -1.235
 491    13000  4.00   -0.417   -0.819   -0.925   -0.968   -1.026   -1.163   -1.204   -1.237
 492    13000  4.50   -0.447   -0.830   -0.921   -0.966   -1.027   -1.164   -1.206   -1.238
 493    13000  5.00   -0.472   -0.842   -0.915   -0.962   -1.023   -1.163   -1.206   -1.238
 494    14000  2.00   -0.345   -1.015   -1.122   -1.146   -1.196   -1.375   -1.413   -1.454
 495    14000  2.50   -0.395   -0.981   -1.110   -1.149   -1.208   -1.381   -1.423   -1.465
 496    14000  3.00   -0.439   -0.976   -1.110   -1.156   -1.220   -1.387   -1.432   -1.473
 497    14000  3.50   -0.478   -0.980   -1.111   -1.160   -1.228   -1.392   -1.439   -1.479
 498    14000  4.00   -0.510   -0.988   -1.110   -1.162   -1.232   -1.395   -1.443   -1.482
 499    14000  4.50   -0.538   -0.999   -1.108   -1.161   -1.233   -1.396   -1.446   -1.484
 500    14000  5.00   -0.561   -1.010   -1.103   -1.158   -1.231   -1.396   -1.446   -1.484
 501    15000  2.50   -0.483   -1.136   -1.278   -1.325   -1.395   -1.591   -1.641   -1.689
 502    15000  3.00   -0.532   -1.133   -1.281   -1.335   -1.410   -1.600   -1.652   -1.699
 503    15000  3.50   -0.572   -1.139   -1.285   -1.342   -1.420   -1.607   -1.661   -1.706
 504    15000  4.00   -0.605   -1.148   -1.286   -1.345   -1.425   -1.610   -1.666   -1.710
 505    15000  4.50   -0.632   -1.159   -1.284   -1.345   -1.427   -1.612   -1.669   -1.712
 506    15000  5.00   -0.653   -1.170   -1.280   -1.343   -1.425   -1.612   -1.670   -1.713
 507    16000  2.50   -0.568   -1.282   -1.436   -1.490   -1.570   -1.787   -1.844   -1.896
 508    16000  3.00   -0.622   -1.280   -1.442   -1.503   -1.588   -1.799   -1.858   -1.909
 509    16000  3.50   -0.665   -1.289   -1.448   -1.512   -1.600   -1.807   -1.868   -1.918
 510    16000  4.00   -0.698   -1.299   -1.451   -1.517   -1.607   -1.812   -1.874   -1.923
 511    16000  4.50   -0.725   -1.310   -1.451   -1.518   -1.609   -1.815   -1.877   -1.926
 512    16000  5.00   -0.745   -1.322   -1.447   -1.517   -1.609   -1.815   -1.879   -1.927
 513    17000  2.50   -0.649   -1.421   -1.585   -1.644   -1.733   -1.968   -2.032   -2.089
 514    17000  3.00   -0.707   -1.419   -1.592   -1.660   -1.754   -1.984   -2.049   -2.105
 515    17000  3.50   -0.754   -1.429   -1.601   -1.672   -1.769   -1.995   -2.061   -2.116
 516    17000  4.00   -0.789   -1.441   -1.606   -1.679   -1.777   -2.001   -2.069   -2.123
 517    17000  4.50   -0.816   -1.453   -1.607   -1.682   -1.781   -2.004   -2.073   -2.126
 518    17000  5.00   -0.836   -1.465   -1.605   -1.681   -1.781   -2.006   -2.074   -2.128
 519    18000  2.50   -0.726   -1.551   -1.724   -1.788   -1.885   -2.138   -2.207   -2.268
 520    18000  3.00   -0.788   -1.550   -1.734   -1.807   -1.909   -2.156   -2.227   -2.288
 521    18000  3.50   -0.838   -1.562   -1.745   -1.822   -1.927   -2.170   -2.242   -2.301
 522    18000  4.00   -0.876   -1.575   -1.752   -1.831   -1.937   -2.178   -2.251   -2.309
 523    18000  4.50   -0.904   -1.588   -1.755   -1.835   -1.942   -2.182   -2.256   -2.314
 524    18000  5.00   -0.924   -1.601   -1.754   -1.835   -1.943   -2.184   -2.258   -2.316
 525    19000  2.50   -0.800   -1.675   -1.856   -1.925   -2.028   -2.296   -2.370   -2.436
 526    19000  3.00   -0.866   -1.673   -1.867   -1.945   -2.055   -2.318   -2.394   -2.459
 527    19000  3.50   -0.919   -1.687   -1.880   -1.963   -2.075   -2.333   -2.410   -2.474
 528    19000  4.00   -0.958   -1.702   -1.889   -1.974   -2.088   -2.344   -2.421   -2.484
 529    19000  4.50   -0.988   -1.716   -1.894   -1.980   -2.094   -2.350   -2.428   -2.490
 530    19000  5.00   -1.009   -1.729   -1.894   -1.981   -2.096   -2.352   -2.431   -2.493
 531    20000  3.00   -0.941   -1.790   -1.993   -2.076   -2.192   -2.469   -2.550   -2.620
 532    20000  3.50   -0.996   -1.805   -2.008   -2.095   -2.215   -2.487   -2.569   -2.637
 533    20000  4.00   -1.038   -1.821   -2.019   -2.109   -2.229   -2.499   -2.582   -2.649
 534    20000  4.50   -1.068   -1.836   -2.025   -2.116   -2.237   -2.507   -2.590   -2.656
 535    20000  5.00   -1.090   -1.850   -2.026   -2.119   -2.240   -2.511   -2.594   -2.660
 536    21000  3.00   -1.013   -1.900   -2.111   -2.199   -2.322   -2.612   -2.698   -2.771
 537    21000  3.50   -1.071   -1.917   -2.129   -2.221   -2.347   -2.633   -2.719   -2.791
 538    21000  4.00   -1.114   -1.935   -2.142   -2.236   -2.363   -2.646   -2.733   -2.804
 539    21000  4.50   -1.145   -1.951   -2.149   -2.245   -2.372   -2.655   -2.742   -2.812
 540    21000  5.00   -1.167   -1.965   -2.152   -2.249   -2.376   -2.660   -2.747   -2.817
 541    22000  3.00   -1.082   -2.003   -2.222   -2.314   -2.443   -2.746   -2.836   -2.913
 542    22000  3.50   -1.143   -2.023   -2.244   -2.340   -2.472   -2.770   -2.861   -2.936
 543    22000  4.00   -1.188   -2.042   -2.259   -2.357   -2.490   -2.785   -2.876   -2.951
 544    22000  4.50   -1.219   -2.059   -2.267   -2.367   -2.500   -2.795   -2.886   -2.960
 545    22000  5.00   -1.242   -2.074   -2.270   -2.372   -2.505   -2.801   -2.892   -2.966
 546    23000  3.00   -1.145   -2.099   -2.326   -2.422   -2.556   -2.871   -2.966   -3.047
 547    23000  3.50   -1.212   -2.123   -2.352   -2.453   -2.590   -2.900   -2.995   -3.074
 548    23000  4.00   -1.259   -2.144   -2.369   -2.472   -2.610   -2.917   -3.012   -3.090
 549    23000  4.50   -1.292   -2.162   -2.379   -2.483   -2.622   -2.928   -3.023   -3.101
 550    23000  5.00   -1.314   -2.177   -2.383   -2.489   -2.627   -2.934   -3.029   -3.107
 551    24000  3.00   -1.200   -2.186   -2.421   -2.520   -2.660   -2.987   -3.086   -3.170
 552    24000  3.50   -1.277   -2.216   -2.454   -2.558   -2.701   -3.022   -3.121   -3.204
 553    24000  4.00   -1.327   -2.240   -2.474   -2.580   -2.724   -3.042   -3.141   -3.223
 554    24000  4.50   -1.361   -2.260   -2.485   -2.593   -2.737   -3.054   -3.153   -3.234
 555    24000  5.00   -1.384   -2.276   -2.491   -2.600   -2.744   -3.061   -3.160   -3.241
 556    25000  3.00   -1.244   -2.263   -2.503   -2.606   -2.752   -3.090   -3.194   -3.283
 557    25000  3.50   -1.337   -2.303   -2.549   -2.657   -2.805   -3.137   -3.240   -3.327
 558    25000  4.00   -1.391   -2.331   -2.572   -2.683   -2.832   -3.160   -3.263   -3.349
 559    25000  4.50   -1.427   -2.352   -2.586   -2.698   -2.847   -3.174   -3.277   -3.362
 560    25000  5.00   -1.450   -2.369   -2.592   -2.706   -2.854   -3.182   -3.285   -3.369
 561    26000  3.00   -1.273   -2.327   -2.571   -2.676   -2.824   -3.174   -3.282   -3.375
 562    26000  3.50   -1.391   -2.383   -2.636   -2.748   -2.901   -3.243   -3.351   -3.441
 563    26000  4.00   -1.451   -2.416   -2.665   -2.779   -2.933   -3.271   -3.378   -3.467
 564    26000  4.50   -1.490   -2.439   -2.681   -2.797   -2.950   -3.287   -3.394   -3.482
 565    26000  5.00   -1.514   -2.457   -2.689   -2.805   -2.959   -3.297   -3.403   -3.491
 566    27000  3.50   -1.436   -2.454   -2.713   -2.829   -2.988   -3.340   -3.452   -3.546
 567    27000  4.00   -1.506   -2.494   -2.751   -2.869   -3.027   -3.375   -3.486   -3.579
 568    27000  4.50   -1.548   -2.521   -2.770   -2.889   -3.048   -3.394   -3.505   -3.596
 569    27000  5.00   -1.574   -2.540   -2.779   -2.900   -3.058   -3.405   -3.515   -3.606
 570    28000  3.50   -1.471   -2.515   -2.781   -2.900   -3.062   -3.425   -3.540   -3.638
 571    28000  4.00   -1.554   -2.565   -2.829   -2.951   -3.114   -3.472   -3.586   -3.682
 572    28000  4.50   -1.601   -2.596   -2.853   -2.975   -3.138   -3.494   -3.608   -3.703
 573    28000  5.00   -1.629   -2.616   -2.864   -2.988   -3.151   -3.506   -3.620   -3.715
 574    29000  3.50   -1.500   -2.571   -2.841   -2.962   -3.126   -3.497   -3.615   -3.715
 575    29000  4.00   -1.595   -2.629   -2.900   -3.024   -3.192   -3.559   -3.677   -3.776
 576    29000  4.50   -1.648   -2.665   -2.929   -3.055   -3.222   -3.587   -3.705   -3.803
 577    29000  5.00   -1.679   -2.688   -2.943   -3.070   -3.237   -3.601   -3.718   -3.816
 578    30000  3.50   -1.533   -2.628   -2.900   -3.021   -3.186   -3.563   -3.682   -3.784
 579    30000  4.00   -1.630   -2.687   -2.963   -3.090   -3.261   -3.637   -3.758   -3.859
 580    30000  4.50   -1.689   -2.727   -2.998   -3.127   -3.299   -3.672   -3.793   -3.893
 581    30000  5.00   -1.723   -2.753   -3.015   -3.146   -3.317   -3.689   -3.810   -3.910
 582    31000  3.50   -1.575   -2.690   -2.962   -3.083   -3.247   -3.628   -3.748   -3.850
 583    31000  4.00   -1.662   -2.741   -3.022   -3.151   -3.324   -3.707   -3.830   -3.934
 584    31000  4.50   -1.726   -2.784   -3.061   -3.193   -3.368   -3.749   -3.872   -3.975
 585    31000  5.00   -1.763   -2.813   -3.082   -3.215   -3.390   -3.770   -3.893   -3.996
 586    32000  4.00   -1.696   -2.794   -3.079   -3.210   -3.384   -3.772   -3.897   -4.001
